,Putting_Average_RANK THIS WEEK,Putting_Average_RANK LAST WEEK,Putting_Average_PLAYER NAME,Putting_Average_ROUNDS,Putting_Average_AVG,Putting_Average_GIR PUTTS,Putting_Average_GREENS HIT,Putting_Average_BIRDIE CONVERSION,Putting_Average_GIR RANK
121,T122,T122,J.J. Henry,103,1.788,2206,1234,28.28,56
122,T122,T122,Gene Sauers,83,1.788,1616,904,28.24,171
123,T122,T122,Heath Slocum,92,1.788,1944,1087,27.05,41
124,T122,T122,Bob Tway,90,1.788,1772,991,26.32,106
125,T122,T122,Mark Wilson,62,1.788,1375,769,26.95,14
126,T127,T127,John Cook,57,1.7890000000000001,1134,634,25.39,T58
127,T127,T127,Jeff Maggert,60,1.7890000000000001,1304,729,28.47,37
128,T129,T129,Tom Carter,113,1.79,2229,1245,27.64,T153
129,T129,T129,Jason Dufner,79,1.79,1684,941,28.33,T66
130,T129,T129,Sergio Garcia,65,1.79,1461,816,29.48,4
131,T129,T129,Mike Heinen,53,1.79,1072,599,31.22,156
132,T133,T133,Craig Bowden,83,1.791,1684,940,27.05,152
133,T133,T133,Russ Cochran,61,1.791,1313,733,25.85,53
134,T133,T133,Luke Donald,72,1.791,1610,899,26.56,11
135,T133,T133,John Senden,99,1.791,2183,1219,28.81,6
136,T137,T137,Danny Briggs,85,1.7919999999999998,1779,993,27.81,26
137,T137,T137,Robert Damron,92,1.7919999999999998,1894,1057,28.44,126
138,T137,T137,Len Mattiace,75,1.7919999999999998,1430,798,26.82,T192
139,T137,T137,Rory Sabbatini,89,1.7919999999999998,1801,1005,29.98,100
140,141,141,Shaun Micheel,93,1.7930000000000001,1967,1097,27.45,46
141,T142,T142,Steve Allan,102,1.795,2136,1190,28.87,52
142,T142,T142,Alex Cejka,76,1.795,1443,804,28.77,127
143,T142,T142,Tripp Isenhour,55,1.795,1084,604,27.65,139
144,T142,T142,Matt Kuchar,83,1.795,1752,976,27.85,T91
145,T142,T142,Esteban Toledo,92,1.795,1748,974,26.95,T188
146,T147,T147,David Branshaw,84,1.796,1755,977,27.64,65
147,T147,T147,Mark Brooks,72,1.796,1354,754,26.96,190
148,T147,T147,Chris Couch,55,1.796,1081,602,31.77,183
149,T147,T147,Steve Elkington,64,1.796,1304,726,27.21,70
150,T147,T147,Roger Tambellini,81,1.796,1593,887,28.2,143
151,T152,T152,Rich Barcelo,67,1.797,1355,754,27.36,112
152,T152,T152,Jay Delsing,76,1.797,1524,848,28.25,110
153,T152,T152,Lucas Glover,95,1.797,1986,1105,30.15,38
154,T152,T152,Craig Parry,52,1.797,981,546,26.19,184
155,T152,T152,Steve Pate,71,1.797,1452,808,27.02,99
156,T157,T157,Robert Allenby,93,1.798,2003,1114,28.37,8
157,T157,T157,Joe Durant,85,1.798,2016,1121,26.96,1
158,T157,T157,Carlos Franco,99,1.798,2193,1220,28.38,22
159,T157,T157,Kevin Sutherland,86,1.798,1665,926,28.11,135
160,161,161,Chad Campbell,100,1.7990000000000002,2040,1134,26.15,31
161,T162,T162,Rocco Mediate,53,1.8,1019,566,27.84,T86
162,T162,T162,Scott Simpson,55,1.8,1105,614,27.52,169
163,T164,T164,David Frost,78,1.8019999999999998,1613,895,26.04,128
164,T164,T164,Charles Howell III,104,1.8019999999999998,2164,1201,26.71,74
165,T164,T164,Cliff Kresge,89,1.8019999999999998,1708,948,26.85,186
166,T167,T167,Pat Bates,99,1.8030000000000002,2086,1157,26.12,63
167,T167,T167,Jonathan Kaye,79,1.8030000000000002,1641,910,27.75,57
168,169,169,John Huston,62,1.804,1250,693,29.48,16
169,170,170,Stephen Leaney,84,1.805,1579,875,24.66,104
170,T171,T171,Niclas Fasth,61,1.806,1199,664,28.21,179
171,T171,T171,Scott Hend,81,1.806,1609,891,31.87,159
172,173,173,Tommy Armour III,87,1.807,1841,1019,27.18,98
173,T174,T174,Kris Cox,73,1.808,1432,792,27.69,172
174,T174,T174,Blaine McCallister,68,1.808,1407,778,24.52,134
175,T174,T174,Grant Waite,79,1.808,1595,882,26.96,132
176,177,177,Ben Curtis,56,1.8090000000000002,1073,593,25.13,138
177,T178,T178,Guy Boros,64,1.81,1278,706,27.38,182
178,T178,T178,Jeff Brehaut,106,1.81,2245,1240,27.73,64
179,T178,T178,D.J. Brigman,79,1.81,1629,900,28.73,80
180,T178,T178,Spike McRoy,93,1.81,1924,1063,26.67,102
181,T182,T182,Dan Forsman,79,1.811,1583,874,25.77,146
182,T182,T182,Mathias Grönberg,91,1.811,1791,989,27.13,144
183,T182,T182,Joey Sindelar,100,1.811,2160,1193,27.33,36
184,T182,T182,Chris Smith,105,1.811,2409,1330,28.99,7
185,T182,T182,Roland Thatcher,66,1.811,1463,808,28.38,27
186,187,187,Omar Uresti,85,1.8130000000000002,1737,958,26.33,T160
187,188,188,Rich Beem,81,1.814,1602,883,28.88,129
188,189,189,Craig Perks,75,1.815,1483,817,27.33,T147
189,190,190,Peter Lonard,68,1.819,1359,747,23.86,T153
190,T191,T191,Hirofumi Miyase,65,1.8230000000000002,1249,685,24.74,187
191,T191,T191,Kevin Muncrief,50,1.8230000000000002,970,532,26.69,T192
192,193,193,Billy Mayfair,109,1.829,2283,1248,25.52,75
193,194,194,Dicky Pride,66,1.8419999999999999,1308,710,24.54,T160
194,195,195,Brian Kortan,65,1.844,1276,692,24.71,170
195,196,196,David Gossett,57,1.847,1036,561,23.66,196
