,Birdie_or_Better_Conversion_Percentage_RANK THIS WEEK,Birdie_or_Better_Conversion_Percentage_RANK LAST WEEK,Birdie_or_Better_Conversion_Percentage_PLAYER NAME,Birdie_or_Better_Conversion_Percentage_ROUNDS,Birdie_or_Better_Conversion_Percentage_%,Birdie_or_Better_Conversion_Percentage_# BIRDIES,Birdie_or_Better_Conversion_Percentage_GREENS HIT
34,35,35,Ben Crane,92,31.13,330,1060
35,36,36,Dean Wilson,99,31.08,341,1097
36,37,37,Woody Austin,94,31.07,357,1149
37,38,38,David Toms,80,30.95,282,911
38,39,39,Scott Verplank,92,30.92,346,1119
39,40,40,Scott McCarron,88,30.89,312,1010
40,41,41,Mark Calcavecchia,79,30.88,281,910
41,42,42,José Coceres,68,30.86,225,729
42,43,43,Stuart Appleby,84,30.85,282,914
43,T44,T44,Stephen Ames,97,30.82,360,1168
44,T44,T44,Davis Love III,85,30.82,266,863
45,46,46,Pat Perez,102,30.81,367,1191
46,47,47,Rod Pampling,98,30.8,344,1117
47,48,48,Matt Gogel,86,30.75,294,956
48,49,49,Kenny Perry,79,30.74,288,937
49,50,50,Steve Lowery,91,30.63,313,1022
50,51,51,Jesper Parnevik,86,30.59,312,1020
51,52,52,Glen Day,101,30.54,335,1097
52,53,53,Patrick Sheehan,113,30.53,395,1294
53,54,54,Ted Purdy,114,30.47,412,1352
54,55,55,Deane Pappas,72,30.41,243,799
55,56,56,Steve Stricker,81,30.4,252,829
56,57,57,Brian Gay,96,30.38,315,1037
57,58,58,Justin Rose,77,30.32,265,874
58,T59,T59,Brian Bateman,84,30.27,290,958
59,T59,T59,Steve Flesch,109,30.27,376,1242
60,61,61,Fred Couples,54,30.26,187,618
61,62,62,Zach Johnson,109,30.25,395,1306
62,63,63,Tom Lehman,70,30.21,255,844
63,T64,T64,Aaron Baddeley,87,30.15,268,889
64,T64,T64,Notah Begay III,71,30.15,240,796
65,T64,T64,Lucas Glover,95,30.15,332,1101
66,67,67,Richard Johnson,102,30.12,356,1182
67,68,68,Michael Allen,87,30.07,295,981
68,69,69,Lee Janzen,84,30.06,300,998
69,70,70,Rory Sabbatini,89,29.98,301,1004
70,71,71,Cameron Beckman,99,29.9,345,1154
71,72,72,Tim Clark,84,29.88,297,994
72,73,73,John Rollins,90,29.87,285,954
73,74,74,Kirk Triplett,88,29.83,304,1019
74,75,75,Hunter Mahan,94,29.82,320,1073
75,76,76,Arjun Atwal,85,29.8,278,933
76,77,77,Loren Roberts,81,29.78,282,947
77,78,78,Duffy Waldorf,79,29.77,273,917
78,79,79,Billy Andrade,104,29.76,358,1203
79,80,80,Craig Barlow,80,29.72,282,949
80,81,81,Robert Gamez,103,29.63,360,1215
81,82,82,Jerry Kelly,113,29.58,394,1332
82,83,83,Chris DiMarco,105,29.54,348,1178
83,84,84,Danny Ellis,81,29.49,261,885
84,T85,T85,Sergio Garcia,65,29.48,240,814
85,T85,T85,John Huston,62,29.48,204,692
86,87,87,J.L. Lewis,106,29.44,371,1260
87,88,88,Dan Olsen,75,29.37,237,807
88,89,89,K.J. Choi,83,29.35,285,971
89,90,90,Brent Geiberger,94,29.29,314,1072
90,91,91,Nick Price,51,29.22,154,527
91,92,92,Corey Pavin,83,29.2,257,880
92,93,93,Ken Duke,89,29.19,282,966
93,94,94,Brad Faxon,94,29.15,286,981
94,95,95,Kent Jones,99,29.13,342,1174
95,96,96,Brett Quigley,102,29.1,337,1158
96,97,97,Skip Kendall,99,29.06,324,1115
97,98,98,Neal Lancaster,106,29.01,353,1217
98,99,99,Chris Smith,105,28.99,385,1328
99,100,100,Bob Estes,73,28.97,237,818
100,101,101,Rich Beem,81,28.88,255,883
101,102,102,Steve Allan,102,28.87,343,1188
102,103,103,Bart Bryant,73,28.86,247,856
103,104,104,John Senden,99,28.81,350,1215
104,105,105,Alex Cejka,76,28.77,231,803
105,106,106,D.J. Brigman,79,28.73,258,898
106,107,107,Todd Fischer,104,28.61,335,1171
107,108,108,Jeff Sluman,98,28.56,343,1201
108,109,109,David Morland IV,73,28.5,224,786
109,110,110,Dudley Hart,60,28.49,194,681
110,111,111,Jeff Maggert,60,28.47,207,727
111,112,112,Robert Damron,92,28.44,300,1055
112,113,113,Fred Funk,97,28.43,321,1129
113,114,114,Tim Petrovic,111,28.42,347,1221
114,T115,T115,Carlos Franco,99,28.38,346,1219
115,T115,T115,Andre Stolz,53,28.38,170,599
116,T115,T115,Roland Thatcher,66,28.38,229,807
117,T118,T118,Robert Allenby,93,28.37,316,1114
118,T118,T118,Mark O'Meara,58,28.37,185,652
119,120,120,José María Olazábal,56,28.35,165,582
120,121,121,Jason Dufner,79,28.33,266,939
121,122,122,David Peoples,82,28.29,260,919
122,T123,T123,J.J. Henry,103,28.28,349,1234
123,T123,T123,Kevin Na,100,28.28,315,1114
124,T123,T123,Tom Pernice Jr.,103,28.28,336,1188
125,126,126,Jay Delsing,76,28.25,239,846
126,127,127,Gene Sauers,83,28.24,255,903
127,128,128,Niclas Fasth,61,28.21,187,663
128,129,129,Roger Tambellini,81,28.2,249,883
129,130,130,Bob Burns,88,28.17,271,962
130,131,131,Jay Haas,84,28.16,267,948
131,132,132,Kevin Sutherland,86,28.11,260,925
132,133,133,Briny Baird,100,28.03,345,1231
133,134,134,Jay Williamson,100,28.0,322,1150
134,135,135,Olin Browne,92,27.98,305,1090
135,136,136,J.P. Hayes,79,27.94,240,859
136,137,137,Justin Leonard,90,27.92,282,1010
137,138,138,Tom Byrum,83,27.87,265,951
138,139,139,Matt Kuchar,83,27.85,271,973
139,140,140,Rocco Mediate,53,27.84,157,564
140,141,141,Danny Briggs,85,27.81,275,989
141,142,142,Jonathan Kaye,79,27.75,252,908
142,143,143,Jeff Brehaut,106,27.73,343,1237
143,144,144,Kris Cox,73,27.69,219,791
144,T145,T145,Todd Hamilton,92,27.68,274,990
145,T145,T145,Bernhard Langer,59,27.68,178,643
146,T145,T145,Chris Riley,78,27.68,230,831
147,148,148,Tripp Isenhour,55,27.65,167,604
148,T149,T149,David Branshaw,84,27.64,270,977
149,T149,T149,Tom Carter,113,27.64,343,1241
150,151,151,Scott Hoch,52,27.55,173,628
151,152,152,Scott Simpson,55,27.52,169,614
152,153,153,Shaun Micheel,93,27.45,300,1093
153,154,154,Arron Oberholser,77,27.42,241,879
154,155,155,Guy Boros,64,27.38,193,705
155,156,156,Rich Barcelo,67,27.36,206,753
156,T157,T157,Craig Perks,75,27.33,223,816
157,T157,T157,Joey Sindelar,100,27.33,326,1193
158,159,159,John Riegger,53,27.23,174,639
159,160,160,Steve Elkington,64,27.21,197,724
160,161,161,Tommy Armour III,87,27.18,277,1019
161,162,162,Mathias Grönberg,91,27.13,267,984
162,T163,T163,Craig Bowden,83,27.05,254,939
163,T163,T163,Heath Slocum,92,27.05,293,1083
164,165,165,Steve Pate,71,27.02,217,803
165,T166,T166,Mark Brooks,72,26.96,203,753
166,T166,T166,Joe Durant,85,26.96,302,1120
167,T166,T166,Tim Herron,84,26.96,261,968
168,T166,T166,Hidemichi Tanaka,89,26.96,285,1057
169,T166,T166,Grant Waite,79,26.96,237,879
170,T171,T171,Esteban Toledo,92,26.95,262,972
171,T171,T171,Mark Wilson,62,26.95,207,768
172,173,173,Cliff Kresge,89,26.85,254,946
173,174,174,Len Mattiace,75,26.82,214,798
174,175,175,Charles Howell III,104,26.71,320,1198
175,176,176,Kevin Muncrief,50,26.69,142,532
176,177,177,Spike McRoy,93,26.67,283,1061
177,178,178,Luke Donald,72,26.56,238,896
178,179,179,Omar Uresti,85,26.33,252,957
179,180,180,Bob Tway,90,26.32,260,988
180,181,181,Craig Parry,52,26.19,143,546
181,182,182,Chad Campbell,100,26.15,296,1132
182,183,183,Pat Bates,99,26.12,302,1156
183,184,184,David Frost,78,26.04,232,891
184,185,185,Russ Cochran,61,25.85,189,731
185,186,186,Dan Forsman,79,25.77,225,873
186,187,187,Billy Mayfair,109,25.52,318,1246
187,188,188,John Cook,57,25.39,161,634
188,189,189,Ben Curtis,56,25.13,148,589
189,190,190,Hirofumi Miyase,65,24.74,169,683
190,191,191,Brian Kortan,65,24.71,171,692
191,192,192,Stephen Leaney,84,24.66,215,872
192,193,193,Dicky Pride,66,24.54,174,709
193,194,194,Blaine McCallister,68,24.52,190,775
194,195,195,Peter Lonard,68,23.86,178,746
195,196,196,David Gossett,57,23.66,132,558
