,GIR_Putting_-__25_RANK THIS WEEK,GIR_Putting_-__25_RANK LAST WEEK,GIR_Putting_-__25_PLAYER NAME,GIR_Putting_-__25_ROUNDS,GIR_Putting_-__25_%,GIR_Putting_-__25_ATTEMPTS,GIR_Putting_-__25_PUTTS MADE
90,T90,T90,Pat Perez,102,5.71,333,19
91,92,92,Jason Bohn,98,5.7,351,20
92,93,93,Shigeki Maruyama,93,5.69,299,17
93,T94,T94,Scott McCarron,88,5.67,300,17
94,T94,T94,Roger Tambellini,81,5.67,300,17
95,T96,T96,Steve Pate,71,5.63,284,16
96,T96,T96,Brett Quigley,102,5.63,391,22
97,T98,T98,Bob Estes,73,5.62,178,10
98,T98,T98,Arron Oberholser,77,5.62,249,14
99,100,100,Tommy Armour III,87,5.61,321,18
100,101,101,Luke Donald,72,5.59,304,17
101,102,102,Freddie Jacobson,83,5.53,253,14
102,103,103,Guy Boros,64,5.51,236,13
103,104,104,Esteban Toledo,92,5.5,309,17
104,T105,T105,Tripp Isenhour,55,5.49,182,10
105,T105,T105,Bernhard Langer,59,5.49,164,9
106,107,107,Kevin Muncrief,50,5.45,165,9
107,108,108,Adam Scott,55,5.42,166,9
108,109,109,Dan Forsman,79,5.41,296,16
109,110,110,Joe Durant,85,5.36,317,17
110,T111,T111,Peter Lonard,68,5.35,187,10
111,T111,T111,Joe Ogilvie,104,5.35,299,16
112,T113,T113,Arjun Atwal,85,5.28,284,15
113,T113,T113,Brent Geiberger,94,5.28,398,21
114,T113,T113,Loren Roberts,81,5.28,284,15
115,116,116,Bo Van Pelt,107,5.22,364,19
116,117,117,Dan Olsen,75,5.15,272,14
117,118,118,John Senden,99,5.1,412,21
118,119,119,Jay Williamson,100,5.09,334,17
119,120,120,Ken Duke,89,5.05,317,16
120,121,121,K.J. Choi,83,5.04,258,13
121,122,122,Charles Howell III,104,5.03,318,16
122,123,123,Craig Parry,52,5.0,140,7
123,T124,T124,José Coceres,68,4.95,222,11
124,T124,T124,Lucas Glover,95,4.95,323,16
125,126,126,Tom Byrum,83,4.91,265,13
126,T127,T127,Todd Fischer,104,4.9,367,18
127,T127,T127,Jeff Maggert,60,4.9,204,10
128,T127,T127,Chris Smith,105,4.9,429,21
129,T130,T130,José María Olazábal,56,4.88,164,8
130,T130,T130,Heath Slocum,92,4.88,328,16
131,132,132,Scott Verplank,92,4.85,268,13
132,T133,T133,Blaine McCallister,68,4.84,248,12
133,T133,T133,Rocco Mediate,53,4.84,124,6
134,135,135,Olin Browne,92,4.82,311,15
135,136,136,Dean Wilson,99,4.79,355,17
136,137,137,Billy Mayfair,109,4.78,418,20
137,T138,T138,Jay Delsing,76,4.76,273,13
138,T138,T138,John Rollins,90,4.76,252,12
139,140,140,Woody Austin,94,4.73,296,14
140,141,141,David Branshaw,84,4.66,279,13
141,142,142,Rich Beem,81,4.64,237,11
142,T143,T143,Billy Andrade,104,4.63,367,17
143,T143,T143,Notah Begay III,71,4.63,259,12
144,145,145,Kevin Na,100,4.57,328,15
145,146,146,Danny Ellis,81,4.53,265,12
146,T147,T147,Dudley Hart,60,4.52,177,8
147,T147,T147,David Peoples,82,4.52,310,14
148,149,149,Richard Johnson,102,4.51,355,16
149,150,150,Robert Gamez,103,4.47,313,14
150,T151,T151,D.J. Brigman,79,4.45,292,13
151,T151,T151,Cliff Kresge,89,4.45,292,13
152,153,153,J.P. Hayes,79,4.42,226,10
153,154,154,Craig Barlow,80,4.36,275,12
154,155,155,Skip Kendall,99,4.35,299,13
155,156,156,Carlos Franco,99,4.28,374,16
156,157,157,Jesper Parnevik,86,4.22,308,13
157,T158,T158,Tommy Tolles,67,4.18,239,10
158,T158,T158,Grant Waite,79,4.18,311,13
159,160,160,Jerry Kelly,113,4.17,360,15
160,161,161,Scott Simpson,55,4.13,218,9
161,162,162,Mark Calcavecchia,79,4.11,219,9
162,163,163,Kent Jones,99,4.09,367,15
163,164,164,J.J. Henry,103,4.07,418,17
164,165,165,John Riegger,53,4.06,197,8
165,166,166,Craig Bowden,83,4.01,299,12
166,167,167,Davis Love III,85,4.0,225,9
167,168,168,Darren Clarke,54,3.97,151,6
168,T169,T169,Fred Funk,97,3.94,330,13
169,T169,T169,Dennis Paulson,71,3.94,254,10
170,171,171,Len Mattiace,75,3.93,305,12
171,172,172,Mike Heinen,53,3.88,206,8
172,173,173,Kevin Sutherland,86,3.86,259,10
173,T174,T174,Paul Azinger,75,3.73,241,9
174,T174,T174,Retief Goosen,56,3.73,161,6
175,T174,T174,Justin Leonard,90,3.73,241,9
176,177,177,Roland Thatcher,66,3.7,243,9
177,178,178,Jeff Brehaut,106,3.68,380,14
178,179,179,Mark Brooks,72,3.66,191,7
179,180,180,Brian Kortan,65,3.61,249,9
180,181,181,Vijay Singh,112,3.6,361,13
181,182,182,Lee Janzen,84,3.53,312,11
182,183,183,Stephen Leaney,84,3.49,258,9
183,184,184,Todd Hamilton,92,3.47,288,10
184,185,185,Kris Cox,73,3.45,232,8
185,186,186,Craig Perks,75,3.4,265,9
186,187,187,Tim Herron,84,3.26,276,9
187,188,188,Dicky Pride,66,3.03,231,7
188,189,189,Mathias Grönberg,91,2.89,311,9
189,190,190,Omar Uresti,85,2.77,289,8
190,191,191,Ryan Palmer,103,2.72,368,10
191,192,192,Spike McRoy,93,2.46,325,8
192,193,193,Jay Haas,84,2.44,246,6
193,194,194,Sergio Garcia,65,2.28,219,5
194,195,195,Andre Stolz,53,2.2,182,4
195,196,196,Phil Mickelson,83,1.87,214,4
