,Total_Putting_RANK THIS WEEK,Total_Putting_RANK LAST WEEK,Total_Putting_PLAYER NAME,Total_Putting_EVENTS,Total_Putting_TOTAL
100,101,101,Bob Tway,26,217.9
101,T102,T102,Matt Kuchar,28,223.1
102,T102,T102,Rory Sabbatini,26,223.1
103,104,104,Mark Calcavecchia,24,224.6
104,105,105,Deane Pappas,22,227.3
105,106,106,Craig Perks,27,227.8
106,T107,T107,Cameron Beckman,30,228.8
107,T107,T107,Steve Pate,24,228.8
108,109,109,Mark Wilson,19,229.3
109,110,110,Scott Hoch,17,230.1
110,111,111,Duffy Waldorf,26,230.8
111,112,112,Justin Leonard,25,231.9
112,113,113,Brian Kortan,24,233.0
113,114,114,Blaine McCallister,27,234.3
114,115,115,David Toms,24,236.3
115,116,116,Ken Duke,30,236.5
116,117,117,Corey Pavin,23,237.2
117,118,118,Justin Rose,22,239.8
118,119,119,Cliff Kresge,33,241.0
119,120,120,Briny Baird,30,241.5
120,121,121,Andre Stolz,20,242.1
121,122,122,Spike McRoy,33,242.3
122,123,123,Ted Purdy,35,243.6
123,124,124,Jeff Maggert,20,244.1
124,125,125,Steve Elkington,20,244.5
125,126,126,D.J. Brigman,27,245.3
126,127,127,Mike Heinen,17,245.6
127,128,128,Charles Howell III,30,246.3
128,129,129,Craig Barlow,25,248.8
129,130,130,Dennis Paulson,21,251.0
130,131,131,Steve Lowery,28,252.4
131,132,132,Vijay Singh,29,253.7
132,133,133,Phil Mickelson,22,253.8
133,134,134,Pat Bates,32,253.9
134,135,135,David Morland IV,27,254.3
135,136,136,Jason Dufner,28,255.3
136,137,137,Jay Williamson,33,256.3
137,138,138,Lee Janzen,25,256.5
138,139,139,John Senden,28,257.0
139,140,140,Shaun Micheel,27,257.8
140,141,141,Kenny Perry,23,261.3
141,142,142,Mike Weir,22,264.3
142,143,143,Alex Cejka,24,265.1
143,144,144,J.L. Lewis,32,265.5
144,145,145,Danny Briggs,28,265.7
145,146,146,Tripp Isenhour,22,268.8
146,147,147,Peter Lonard,23,269.2
147,148,148,Guy Boros,24,269.7
148,149,149,Carlos Franco,27,271.2
149,150,150,Jeff Sluman,28,272.0
150,151,151,Mathias Grönberg,32,272.4
151,152,152,Neal Lancaster,33,274.1
152,153,153,Rich Barcelo,26,274.6
153,154,154,Notah Begay III,23,274.8
154,155,155,Kris Cox,26,275.1
155,156,156,Heath Slocum,31,276.0
156,157,157,Jason Bohn,29,276.9
157,158,158,Roger Tambellini,28,278.8
158,159,159,David Branshaw,30,280.6
159,160,160,Kevin Sutherland,27,284.8
160,161,161,Hirofumi Miyase,27,286.8
161,162,162,Robert Allenby,26,288.4
162,163,163,Jeff Brehaut,34,290.8
163,164,164,Dicky Pride,23,293.3
164,165,165,Pat Perez,32,298.2
165,166,166,Esteban Toledo,36,298.4
166,167,167,Chris Couch,24,299.5
167,168,168,Tom Lehman,19,302.5
168,169,169,Mark Brooks,31,303.2
169,170,170,Russ Cochran,25,303.6
170,171,171,Steve Allan,33,310.3
171,172,172,Bart Bryant,23,310.6
172,173,173,Scott Hend,29,311.9
173,174,174,Ben Curtis,20,313.4
174,175,175,Gene Sauers,30,314.3
175,176,176,Chris Smith,33,314.7
176,177,177,Jonathan Kaye,25,314.8
177,T178,T178,Bernhard Langer,15,316.4
178,T178,T178,Grant Waite,29,316.4
179,180,180,Billy Mayfair,32,318.7
180,181,181,Roland Thatcher,23,320.6
181,182,182,Niclas Fasth,22,325.0
182,183,183,Vaughn Taylor,27,326.6
183,184,184,Joey Sindelar,31,331.4
184,185,185,Omar Uresti,28,332.9
185,T186,T186,Woody Austin,29,334.8
186,T186,T186,Robert Damron,28,334.8
187,188,188,Rich Beem,28,337.1
188,189,189,Joe Durant,26,344.1
189,190,190,Lucas Glover,30,344.4
190,191,191,David Gossett,25,357.5
191,192,192,John Huston,20,365.2
192,193,193,Fred Couples,16,377.3
193,194,194,Sergio Garcia,18,377.4
194,195,195,Kevin Muncrief,21,381.5
195,196,196,Rocco Mediate,19,398.3
