,One-Putt_Percentage_RANK THIS WEEK,One-Putt_Percentage_RANK LAST WEEK,One-Putt_Percentage_PLAYER NAME,One-Putt_Percentage_ROUNDS,One-Putt_Percentage_%,One-Putt_Percentage_# OF 1 PUTTS,One-Putt_Percentage_# OF HOLES
69,T68,T68,Scott Verplank,92,39.8,652,1638
70,71,71,Todd Hamilton,92,39.77,630,1584
71,T72,T72,Notah Begay III,71,39.72,479,1206
72,T72,T72,David Peoples,82,39.72,572,1440
73,T72,T72,Tim Petrovic,111,39.72,765,1926
74,75,75,Bernhard Langer,59,39.7,393,990
75,76,76,Cliff Kresge,89,39.66,621,1566
76,77,77,Kevin Sutherland,86,39.64,578,1458
77,78,78,Steve Flesch,109,39.58,748,1890
78,79,79,J.P. Hayes,79,39.56,534,1350
79,80,80,Scott McCarron,88,39.53,612,1548
80,81,81,Steve Lowery,91,39.51,633,1602
81,82,82,Mark Brooks,72,39.44,497,1260
82,83,83,Scott Simpson,55,39.39,390,990
83,T84,T84,Brian Bateman,84,39.38,567,1440
84,T84,T84,John Daly,79,39.38,560,1422
85,86,86,Craig Bowden,83,39.36,588,1494
86,87,87,Chris DiMarco,105,39.34,694,1764
87,88,88,Jerry Kelly,113,39.3,771,1962
88,89,89,Bob Tway,90,39.28,601,1530
89,90,90,Brett Quigley,102,39.23,692,1764
90,T91,T91,Todd Fischer,104,39.22,720,1836
91,T91,T91,Ryan Palmer,103,39.22,706,1800
92,93,93,Robert Gamez,103,39.21,727,1854
93,94,94,Fred Funk,97,39.18,677,1728
94,95,95,Lee Janzen,84,39.16,578,1476
95,96,96,Cameron Beckman,99,39.12,676,1728
96,97,97,Justin Leonard,90,39.08,598,1530
97,98,98,Brent Geiberger,94,39.07,640,1638
98,99,99,Stephen Ames,97,39.06,668,1710
99,100,100,David Frost,78,38.96,547,1404
100,101,101,Omar Uresti,85,38.95,596,1530
101,T102,T102,Guy Boros,64,38.89,448,1152
102,T102,T102,K.J. Choi,83,38.89,574,1476
103,T102,T102,Mike Heinen,53,38.89,371,954
104,T102,T102,Neal Lancaster,106,38.89,721,1854
105,T106,T106,Justin Rose,77,38.81,503,1296
106,T106,T106,David Toms,80,38.81,517,1332
107,108,108,Tom Pernice Jr.,103,38.78,691,1782
108,109,109,Jay Williamson,100,38.72,683,1764
109,110,110,Jay Delsing,76,38.66,508,1314
110,111,111,Ken Duke,89,38.63,605,1566
111,112,112,Jay Haas,84,38.61,549,1422
112,113,113,Dan Forsman,79,38.6,535,1386
113,114,114,Craig Perks,75,38.58,500,1296
114,115,115,Mathias Grönberg,91,38.57,604,1566
115,116,116,Duffy Waldorf,79,38.51,506,1314
116,117,117,Andre Stolz,53,38.47,367,954
117,118,118,Bo Van Pelt,107,38.46,720,1872
118,119,119,Pat Perez,102,38.33,690,1800
119,120,120,Ted Purdy,114,38.29,772,2016
120,121,121,Dan Olsen,75,38.28,503,1314
121,122,122,Brian Kortan,65,38.26,427,1116
122,123,123,Arron Oberholser,77,38.2,502,1314
123,124,124,Matt Kuchar,83,38.15,570,1494
124,125,125,John Huston,62,38.1,384,1008
125,126,126,Jason Bohn,98,38.07,651,1710
126,127,127,Jeff Maggert,60,38.06,411,1080
127,T128,T128,Rich Barcelo,67,37.95,444,1170
128,T128,T128,Tim Herron,84,37.95,567,1494
129,130,130,Olin Browne,92,37.82,599,1584
130,T131,T131,Kris Cox,73,37.79,483,1278
131,T131,T131,J.L. Lewis,106,37.79,721,1908
132,T131,T131,Gene Sauers,83,37.79,551,1458
133,134,134,Alex Cejka,76,37.78,476,1260
134,135,135,David Gossett,57,37.72,387,1026
135,T136,T136,Steve Allan,102,37.71,672,1782
136,T136,T136,Tom Lehman,70,37.71,448,1188
137,138,138,Shaun Micheel,93,37.67,617,1638
138,139,139,Dudley Hart,60,37.64,393,1044
139,140,140,Spike McRoy,93,37.61,616,1638
140,141,141,Ben Curtis,56,37.5,351,936
141,142,142,Tom Carter,113,37.47,742,1980
142,143,143,Bart Bryant,73,37.44,465,1242
143,144,144,John Cook,57,37.42,357,954
144,145,145,Vaughn Taylor,84,37.4,552,1476
145,146,146,Hidemichi Tanaka,89,37.39,599,1602
146,147,147,J.J. Henry,103,37.38,693,1854
147,148,148,D.J. Brigman,79,37.35,511,1368
148,149,149,Blaine McCallister,68,37.34,457,1224
149,150,150,Dicky Pride,66,37.3,423,1134
150,T151,T151,Jeff Brehaut,106,37.29,698,1872
151,T151,T151,Charles Howell III,104,37.29,678,1818
152,153,153,Scott Hoch,52,37.25,342,918
153,154,154,Heath Slocum,92,37.22,603,1620
154,155,155,Steve Pate,71,37.2,462,1242
155,156,156,Craig Barlow,80,37.18,522,1404
156,157,157,Pat Bates,99,37.17,649,1746
157,158,158,Vijay Singh,112,37.02,733,1980
158,159,159,Tripp Isenhour,55,37.0,353,954
159,160,160,Scott Hend,81,36.99,526,1422
160,161,161,Steve Elkington,64,36.98,406,1098
161,162,162,Woody Austin,94,36.94,625,1692
162,163,163,Danny Briggs,85,36.9,538,1458
163,164,164,Jeff Sluman,98,36.83,643,1746
164,165,165,David Branshaw,84,36.79,543,1476
165,166,166,Kent Jones,99,36.77,642,1746
166,T167,T167,Carlos Franco,99,36.7,654,1782
167,T167,T167,Roland Thatcher,66,36.7,436,1188
168,169,169,Rocco Mediate,53,36.69,317,864
169,T170,T170,Tommy Armour III,87,36.65,574,1566
170,T170,T170,Rich Beem,81,36.65,508,1386
171,172,172,Jason Dufner,79,36.64,521,1422
172,173,173,Russ Cochran,61,36.61,402,1098
173,174,174,Stephen Leaney,84,36.59,494,1350
174,175,175,Jonathan Kaye,79,36.55,500,1368
175,176,176,Hirofumi Miyase,65,36.51,414,1134
176,177,177,Kenny Perry,79,36.33,497,1368
177,178,178,Roger Tambellini,81,36.32,510,1404
178,T179,T179,Fred Couples,54,36.22,339,936
179,T179,T179,Kevin Muncrief,50,36.22,326,900
180,181,181,Chad Campbell,100,35.96,602,1674
181,182,182,Peter Lonard,68,35.94,427,1188
182,183,183,Mark Wilson,62,35.93,401,1116
183,T184,T184,Luke Donald,72,35.88,465,1296
184,T184,T184,Joey Sindelar,100,35.88,633,1764
185,T186,T186,Chris Couch,55,35.76,354,990
186,T186,T186,John Senden,99,35.76,618,1728
187,188,188,John Riegger,53,35.74,341,954
188,189,189,Robert Allenby,93,35.73,566,1584
189,190,190,Lucas Glover,95,35.65,584,1638
190,191,191,Grant Waite,79,35.64,494,1386
191,192,192,Sergio Garcia,65,34.98,403,1152
192,193,193,Billy Mayfair,109,34.81,658,1890
193,194,194,Joe Durant,85,34.71,531,1530
194,195,195,Briny Baird,100,34.59,604,1746
195,196,196,Chris Smith,105,33.92,641,1890
