,Approach_Putt_Performance_RANK THIS WEEK,Approach_Putt_Performance_RANK LAST WEEK,Approach_Putt_Performance_PLAYER NAME,Approach_Putt_Performance_ROUNDS,Approach_Putt_Performance_VALUE,Approach_Putt_Performance_ATTEMPTS,Approach_Putt_Performance_TOTAL DISTANCE (FEET)
36,T31,T31,José Coceres,68,"2' 6""",601,1504.9170000000001
37,T31,T31,Jason Dufner,79,"2' 6""",777,1961.5829999999999
38,T31,T31,Joe Durant,85,"2' 6""",872,2183.833
39,T31,T31,Ernie Els,62,"2' 6""",427,1081.667
40,T31,T31,Todd Fischer,104,"2' 6""",966,2403.417
41,T31,T31,Brent Geiberger,94,"2' 6""",886,2198.75
42,T31,T31,Scott Hoch,52,"2' 6""",493,1212.667
43,T31,T31,Skip Kendall,99,"2' 6""",807,2025.4170000000001
44,T31,T31,Justin Leonard,90,"2' 6""",704,1743.25
45,T31,T31,Blaine McCallister,68,"2' 6""",655,1641.6670000000001
46,T31,T31,Scott McCarron,88,"2' 6""",796,2008.5829999999999
47,T31,T31,Dan Olsen,75,"2' 6""",683,1721.9170000000001
48,T31,T31,Deane Pappas,72,"2' 6""",657,1639.0
49,T31,T31,Dennis Paulson,71,"2' 6""",674,1697.4170000000001
50,T31,T31,Justin Rose,77,"2' 6""",653,1615.0
51,T31,T31,Patrick Sheehan,113,"2' 6""",1027,2603.0
52,T31,T31,Jeff Sluman,98,"2' 6""",908,2301.583
53,T31,T31,Kevin Sutherland,86,"2' 6""",697,1758.9170000000001
54,T31,T31,Vaughn Taylor,84,"2' 6""",828,2093.5
55,T31,T31,Esteban Toledo,92,"2' 6""",841,2126.333
56,T31,T31,Kirk Triplett,88,"2' 6""",685,1687.4170000000001
57,T31,T31,Scott Verplank,92,"2' 6""",709,1789.1670000000001
58,T31,T31,Mike Weir,75,"2' 6""",559,1396.0
59,T31,T31,Mark Wilson,62,"2' 6""",646,1627.8329999999999
60,T61,T61,Billy Andrade,104,"2' 7""",966,2522.25
61,T61,T61,Stuart Appleby,84,"2' 7""",616,1602.0
62,T61,T61,Arjun Atwal,85,"2' 7""",771,2022.8329999999999
63,T61,T61,Paul Azinger,75,"2' 7""",664,1720.3329999999999
64,T61,T61,Brian Bateman,84,"2' 7""",783,2045.0
65,T61,T61,Rich Beem,81,"2' 7""",677,1772.5
66,T61,T61,Notah Begay III,71,"2' 7""",678,1751.3329999999999
67,T61,T61,Tom Carter,113,"2' 7""",1046,2668.25
68,T61,T61,Fred Couples,54,"2' 7""",490,1245.833
69,T61,T61,John Daly,79,"2' 7""",695,1812.0829999999999
70,T61,T61,Jay Delsing,76,"2' 7""",689,1774.9170000000001
71,T61,T61,Ken Duke,89,"2' 7""",851,2178.167
72,T61,T61,Carlos Franco,99,"2' 7""",985,2517.0
73,T61,T61,David Frost,78,"2' 7""",785,2039.8329999999999
74,T61,T61,Robert Gamez,103,"2' 7""",937,2439.917
75,T61,T61,Sergio Garcia,65,"2' 7""",571,1463.3329999999999
76,T61,T61,Dudley Hart,60,"2' 7""",489,1252.083
77,T61,T61,J.J. Henry,103,"2' 7""",997,2549.0
78,T61,T61,Mark Hensby,97,"2' 7""",841,2165.333
79,T61,T61,Tim Herron,84,"2' 7""",714,1854.0829999999999
80,T61,T61,Jerry Kelly,113,"2' 7""",918,2353.0
81,T61,T61,Brian Kortan,65,"2' 7""",615,1596.5829999999999
82,T61,T61,Neal Lancaster,106,"2' 7""",1004,2559.667
83,T61,T61,Stephen Leaney,84,"2' 7""",630,1612.75
84,T61,T61,Peter Lonard,68,"2' 7""",603,1559.8329999999999
85,T61,T61,Steve Lowery,91,"2' 7""",784,2031.5829999999999
86,T61,T61,Billy Mayfair,109,"2' 7""",1063,2745.333
87,T61,T61,Rocco Mediate,53,"2' 7""",402,1023.1669999999999
88,T61,T61,Hirofumi Miyase,65,"2' 7""",615,1565.0
89,T61,T61,Kevin Muncrief,50,"2' 7""",503,1281.583
90,T61,T61,Jesper Parnevik,86,"2' 7""",753,1960.75
91,T61,T61,David Peoples,82,"2' 7""",783,2008.6670000000001
92,T61,T61,Tom Pernice Jr.,103,"2' 7""",918,2390.917
93,T61,T61,Nick Price,51,"2' 7""",363,940.1669999999999
94,T61,T61,John Riegger,53,"2' 7""",551,1408.25
95,T61,T61,Gene Sauers,83,"2' 7""",800,2079.917
96,T61,T61,Scott Simpson,55,"2' 7""",537,1381.4170000000001
97,T61,T61,Roger Tambellini,81,"2' 7""",774,2001.0
98,T61,T61,David Toms,80,"2' 7""",630,1640.9170000000001
99,T61,T61,Omar Uresti,85,"2' 7""",801,2053.5
100,T61,T61,Tiger Woods,78,"2' 7""",541,1400.4170000000001
101,T102,T102,Michael Allen,87,"2' 8""",801,2154.75
102,T102,T102,Robert Allenby,93,"2' 8""",815,2159.583
103,T102,T102,Stephen Ames,97,"2' 8""",847,2263.583
104,T102,T102,Aaron Baddeley,87,"2' 8""",767,2025.5
105,T102,T102,Rich Barcelo,67,"2' 8""",638,1679.5829999999999
106,T102,T102,Craig Barlow,80,"2' 8""",762,2000.9170000000001
107,T102,T102,Cameron Beckman,99,"2' 8""",918,2485.083
108,T102,T102,Jeff Brehaut,106,"2' 8""",1018,2745.667
109,T102,T102,Danny Briggs,85,"2' 8""",824,2169.083
110,T102,T102,Bob Burns,88,"2' 8""",810,2129.833
111,T102,T102,Chad Campbell,100,"2' 8""",861,2322.5
112,T102,T102,Daniel Chopra,108,"2' 8""",963,2570.667
113,T102,T102,Chris Couch,55,"2' 8""",520,1390.0
114,T102,T102,Kris Cox,73,"2' 8""",659,1780.5
115,T102,T102,Robert Damron,92,"2' 8""",871,2297.25
116,T102,T102,Luke Donald,72,"2' 8""",698,1846.5
117,T102,T102,Steve Elkington,64,"2' 8""",609,1607.5
118,T102,T102,Danny Ellis,81,"2' 8""",719,1938.1670000000001
119,T102,T102,Harrison Frazar,86,"2' 8""",740,1953.9170000000001
120,T102,T102,Lucas Glover,95,"2' 8""",939,2477.167
121,T102,T102,John Huston,62,"2' 8""",488,1287.583
122,T102,T102,Zach Johnson,109,"2' 8""",937,2515.25
123,T102,T102,Jonathan Kaye,79,"2' 8""",690,1826.3329999999999
124,T102,T102,Matt Kuchar,83,"2' 8""",828,2197.0
125,T102,T102,Hank Kuehne,91,"2' 8""",848,2261.75
126,T102,T102,Bernhard Langer,59,"2' 8""",439,1175.417
127,T102,T102,J.L. Lewis,106,"2' 8""",960,2527.75
128,T102,T102,Jeff Maggert,60,"2' 8""",550,1454.6670000000001
129,T102,T102,Hunter Mahan,94,"2' 8""",845,2269.0
130,T102,T102,Shigeki Maruyama,93,"2' 8""",778,2056.0
131,T102,T102,Spike McRoy,93,"2' 8""",847,2225.333
132,T102,T102,Arron Oberholser,77,"2' 8""",672,1806.25
133,T102,T102,Joe Ogilvie,104,"2' 8""",847,2235.75
134,T102,T102,Geoff Ogilvy,91,"2' 8""",777,2075.083
135,T102,T102,Steve Pate,71,"2' 8""",656,1767.6670000000001
136,T102,T102,Kenny Perry,79,"2' 8""",695,1838.75
137,T102,T102,Tim Petrovic,111,"2' 8""",900,2390.333
138,T102,T102,Carl Pettersson,100,"2' 8""",777,2060.25
139,T102,T102,John Senden,99,"2' 8""",974,2622.0
140,T102,T102,Heath Slocum,92,"2' 8""",906,2450.667
141,T102,T102,Andre Stolz,53,"2' 8""",524,1416.5829999999999
142,T102,T102,Grant Waite,79,"2' 8""",773,2072.0
143,T102,T102,Duffy Waldorf,79,"2' 8""",640,1680.5
144,T102,T102,Dean Wilson,99,"2' 8""",908,2388.083
145,T146,T146,Tommy Armour III,87,"2' 9""",846,2302.0
146,T146,T146,Woody Austin,94,"2' 9""",921,2528.583
147,T146,T146,Craig Bowden,83,"2' 9""",792,2173.25
148,T146,T146,David Branshaw,84,"2' 9""",803,2201.417
149,T146,T146,Tim Clark,84,"2' 9""",741,2018.75
150,T146,T146,Darren Clarke,54,"2' 9""",354,987.5
151,T146,T146,Niclas Fasth,61,"2' 9""",533,1447.3329999999999
152,T146,T146,Brad Faxon,94,"2' 9""",683,1904.9170000000001
153,T146,T146,Dan Forsman,79,"2' 9""",696,1917.5829999999999
154,T146,T146,Fred Funk,97,"2' 9""",891,2442.667
155,T146,T146,Matt Gogel,86,"2' 9""",692,1888.0829999999999
156,T146,T146,Mathias Grönberg,91,"2' 9""",797,2210.833
157,T146,T146,J.P. Hayes,79,"2' 9""",676,1852.5
158,T146,T146,Kent Jones,99,"2' 9""",971,2642.0
159,T146,T146,Cliff Kresge,89,"2' 9""",785,2186.167
160,T146,T146,Frank Lickliter II,89,"2' 9""",800,2186.083
161,T146,T146,Len Mattiace,75,"2' 9""",703,1928.0
162,T146,T146,Shaun Micheel,93,"2' 9""",778,2159.917
163,T146,T146,David Morland IV,73,"2' 9""",635,1727.9170000000001
164,T146,T146,Kevin Na,100,"2' 9""",898,2460.583
165,T146,T146,Mark O'Meara,58,"2' 9""",418,1133.0
166,T146,T146,Rod Pampling,98,"2' 9""",810,2228.167
167,T146,T146,Brenden Pappas,111,"2' 9""",1013,2744.25
168,T146,T146,Craig Parry,52,"2' 9""",363,991.4169999999999
169,T146,T146,Dicky Pride,66,"2' 9""",643,1776.75
170,T146,T146,Ted Purdy,114,"2' 9""",1088,3016.333
171,T146,T146,Brett Quigley,102,"2' 9""",938,2579.75
172,T146,T146,Tag Ridings,53,"2' 9""",440,1205.667
173,T146,T146,John Rollins,90,"2' 9""",715,1996.0
174,T146,T146,Rory Sabbatini,89,"2' 9""",770,2134.333
175,T146,T146,Adam Scott,55,"2' 9""",416,1128.5
176,T146,T146,Chris Smith,105,"2' 9""",1067,2891.0
177,T146,T146,Bo Van Pelt,107,"2' 9""",870,2387.0
178,T179,T179,Mark Calcavecchia,79,"2' 10""",620,1752.3329999999999
179,T179,T179,Ben Curtis,56,"2' 10""",432,1233.583
180,T179,T179,Steve Flesch,109,"2' 10""",864,2472.833
181,T179,T179,David Gossett,57,"2' 10""",550,1562.6670000000001
182,T179,T179,Mike Heinen,53,"2' 10""",545,1525.9170000000001
183,T179,T179,Freddie Jacobson,83,"2' 10""",636,1803.6670000000001
184,T179,T179,Lee Janzen,84,"2' 10""",741,2119.583
185,T179,T179,Richard Johnson,102,"2' 10""",957,2724.5
186,T179,T179,Phil Mickelson,83,"2' 10""",568,1626.3329999999999
187,T179,T179,Pat Perez,102,"2' 10""",915,2594.75
188,T179,T179,Craig Perks,75,"2' 10""",680,1924.5
189,T190,T190,Guy Boros,64,"2' 11""",617,1797.9170000000001
190,T190,T190,D.J. Brigman,79,"2' 11""",738,2147.083
191,T190,T190,Ben Crane,92,"2' 11""",816,2387.25
192,T190,T190,Roland Thatcher,66,"2' 11""",665,1930.4170000000001
193,T190,T190,Tommy Tolles,67,"2' 11""",619,1820.8329999999999
194,T195,T195,Scott Hend,81,"3' 0""",754,2272.167
195,T195,T195,Ryan Palmer,103,"3' 0""",950,2866.583
