,Putts_Per_Round_RANK THIS WEEK,Putts_Per_Round_RANK LAST WEEK,Putts_Per_Round_PLAYER NAME,Putts_Per_Round_ROUNDS,Putts_Per_Round_AVG,Putts_Per_Round_TOTAL PUTTS,Putts_Per_Round_TOTAL ROUNDS,Putts_Per_Round_LOW TOTAL PUTTS
59,T60,T60,Jay Haas,84,28.82,2277,79,23
60,T60,T60,Tim Petrovic,111,28.82,3084,107,23
61,62,62,Robert Gamez,103,28.83,2969,103,23
62,63,63,Frank Lickliter II,89,28.85,2481,86,23
63,64,64,John Daly,79,28.87,2281,79,23
64,65,65,Justin Leonard,90,28.88,2455,85,24
65,T66,T66,Arjun Atwal,85,28.9,2399,83,22
66,T66,T66,Tim Clark,84,28.9,2428,84,24
67,T66,T66,Fred Funk,97,28.9,2774,96,24
68,T66,T66,David Morland IV,73,28.9,2110,73,22
69,70,70,Rod Pampling,98,28.91,2718,94,23
70,T71,T71,Billy Andrade,104,28.92,3008,104,23
71,T71,T71,David Frost,78,28.92,2256,78,24
72,T73,T73,Craig Bowden,83,28.93,2401,83,24
73,T73,T73,Zach Johnson,109,28.93,3095,107,23
74,T73,T73,Kevin Sutherland,86,28.93,2343,81,23
75,76,76,Esteban Toledo,92,28.94,2605,90,22
76,T77,T77,Jerry Kelly,113,28.95,3156,109,23
77,T77,T77,Bernhard Langer,59,28.95,1592,55,23
78,T77,T77,Scott McCarron,88,28.95,2490,86,22
79,T77,T77,Phil Mickelson,83,28.95,2287,79,24
80,T77,T77,Ryan Palmer,103,28.95,2895,100,23
81,T77,T77,Rory Sabbatini,89,28.95,2490,86,23
82,T83,T83,Brent Geiberger,94,28.96,2635,91,24
83,T83,T83,J.P. Hayes,79,28.96,2172,75,22
84,T83,T83,Craig Parry,52,28.96,1448,50,23
85,T83,T83,Tommy Tolles,67,28.96,1940,67,23
86,87,87,Cameron Beckman,99,28.98,2782,96,21
87,T88,T88,Robert Damron,92,28.99,2667,92,23
88,T88,T88,Steve Flesch,109,28.99,3044,105,23
89,90,90,Adam Scott,55,29.0,1508,52,25
90,T91,T91,Stephen Ames,97,29.01,2756,95,24
91,T91,T91,Brian Bateman,84,29.01,2321,80,23
92,T91,T91,Jay Williamson,100,29.01,2843,98,24
93,94,94,Bob Tway,90,29.02,2467,85,23
94,95,95,Cliff Kresge,89,29.03,2526,87,20
95,96,96,Justin Rose,77,29.04,2091,72,23
96,97,97,Scott Simpson,55,29.05,1598,55,22
97,98,98,Omar Uresti,85,29.06,2470,85,23
98,T99,T99,Mark Brooks,72,29.1,2037,70,23
99,T99,T99,Tim Herron,84,29.1,2415,83,24
100,101,101,Tom Pernice Jr.,103,29.13,2884,99,24
101,102,102,Ben Curtis,56,29.15,1516,52,21
102,103,103,Duffy Waldorf,79,29.16,2129,73,23
103,104,104,Brett Quigley,102,29.17,2859,98,23
104,T105,T105,Notah Begay III,71,29.18,1955,67,22
105,T105,T105,Steve Lowery,91,29.18,2597,89,24
106,107,107,Matt Kuchar,83,29.19,2423,83,23
107,T108,T108,K.J. Choi,83,29.2,2394,82,23
108,T108,T108,Ted Purdy,114,29.2,3270,112,23
109,T110,T110,Ken Duke,89,29.21,2541,87,22
110,T110,T110,Bo Van Pelt,107,29.21,3038,104,23
111,112,112,Neal Lancaster,106,29.22,3010,103,24
112,T113,T113,Niclas Fasth,61,29.23,1754,60,23
113,T113,T113,Dan Forsman,79,29.23,2251,77,24
114,115,115,Vijay Singh,112,29.24,3216,110,25
115,T116,T116,Guy Boros,64,29.25,1872,64,23
116,T116,T116,John Cook,57,29.25,1550,53,25
117,T116,T116,Jason Dufner,79,29.25,2311,79,22
118,T119,T119,Alex Cejka,76,29.26,2048,70,24
119,T119,T119,Mathias Grönberg,91,29.26,2546,87,26
120,T119,T119,Lee Janzen,84,29.26,2399,82,24
121,T119,T119,J.L. Lewis,106,29.26,3102,106,24
122,T123,T123,Mike Heinen,53,29.28,1552,53,24
123,T123,T123,Stephen Leaney,84,29.28,2196,75,24
124,125,125,Vaughn Taylor,84,29.29,2402,82,24
125,T126,T126,Heath Slocum,92,29.3,2637,90,23
126,T126,T126,Andre Stolz,53,29.3,1553,53,24
127,128,128,Scott Hoch,52,29.31,1495,51,24
128,T129,T129,Olin Browne,92,29.32,2580,88,24
129,T129,T129,Arron Oberholser,77,29.32,2140,73,22
130,T129,T129,Dan Olsen,75,29.32,2140,73,24
131,T129,T129,Craig Perks,75,29.32,2111,72,24
132,133,133,Hidemichi Tanaka,89,29.33,2610,89,23
133,T134,T134,Jay Delsing,76,29.34,2142,73,24
134,T134,T134,Jeff Sluman,98,29.34,2846,97,24
135,136,136,Tom Carter,113,29.36,3230,110,23
136,137,137,Steve Allan,102,29.37,2908,99,23
137,138,138,David Toms,80,29.38,2174,74,24
138,139,139,Steve Pate,71,29.39,2028,69,24
139,140,140,Charles Howell III,104,29.4,2969,101,24
140,T141,T141,Kris Cox,73,29.41,2088,71,25
141,T141,T141,Dudley Hart,60,29.41,1706,58,25
142,T141,T141,Blaine McCallister,68,29.41,2000,68,24
143,144,144,J.J. Henry,103,29.43,3031,103,24
144,145,145,Tom Lehman,70,29.44,1943,66,24
145,T146,T146,Jason Bohn,98,29.45,2798,95,24
146,T146,T146,Brian Kortan,65,29.45,1826,62,25
147,T146,T146,Jeff Maggert,60,29.45,1767,60,24
148,149,149,Steve Elkington,64,29.46,1797,61,20
149,T150,T150,Pat Bates,99,29.47,2859,97,24
150,T150,T150,Carlos Franco,99,29.47,2918,99,25
151,T152,T152,Rich Barcelo,67,29.48,1916,65,25
152,T152,T152,Shaun Micheel,93,29.48,2683,91,25
153,T152,T152,Hirofumi Miyase,65,29.48,1857,63,24
154,T152,T152,Pat Perez,102,29.48,2948,100,24
155,156,156,Craig Barlow,80,29.51,2302,78,25
156,T157,T157,Russ Cochran,61,29.52,1801,61,25
157,T157,T157,Gene Sauers,83,29.52,2391,81,21
158,T159,T159,Luke Donald,72,29.54,2127,72,25
159,T159,T159,Spike McRoy,93,29.54,2688,91,22
160,161,161,Peter Lonard,68,29.55,1950,66,23
161,162,162,Chad Campbell,100,29.56,2749,93,23
162,163,163,Bart Bryant,73,29.58,2041,69,26
163,T164,T164,Danny Briggs,85,29.6,2398,81,24
164,T164,T164,Fred Couples,54,29.6,1539,52,25
165,T164,T164,John Riegger,53,29.6,1569,53,23
166,167,167,Mark Wilson,62,29.63,1837,62,24
167,T168,T168,Tommy Armour III,87,29.64,2579,87,23
168,T168,T168,Woody Austin,94,29.64,2786,94,22
169,T170,T170,Kent Jones,99,29.65,2876,97,25
170,T170,T170,Joey Sindelar,100,29.65,2906,98,24
171,T170,T170,Roger Tambellini,81,29.65,2313,78,24
172,173,173,John Huston,62,29.68,1662,56,23
173,174,174,Rich Beem,81,29.69,2286,77,24
174,T175,T175,David Branshaw,84,29.7,2435,82,25
175,T175,T175,David Gossett,57,29.7,1693,57,23
176,T175,T175,Tripp Isenhour,55,29.7,1574,53,25
177,T178,T178,Jeff Brehaut,106,29.72,3091,104,24
178,T178,T178,Jonathan Kaye,79,29.72,2259,76,24
179,180,180,Chris Couch,55,29.73,1635,55,24
180,T181,T181,Rocco Mediate,53,29.75,1428,48,24
181,T181,T181,Kenny Perry,79,29.75,2261,76,23
182,T183,T183,D.J. Brigman,79,29.78,2263,76,24
183,T183,T183,Dicky Pride,66,29.78,1876,63,23
184,185,185,Kevin Muncrief,50,29.8,1490,50,22
185,186,186,Scott Hend,81,29.86,2359,79,25
186,T187,T187,Lucas Glover,95,29.87,2718,91,24
187,T187,T187,Grant Waite,79,29.87,2300,77,22
188,189,189,Roland Thatcher,66,29.88,1972,66,24
189,190,190,Robert Allenby,93,29.94,2635,88,24
190,191,191,John Senden,99,29.95,2875,96,23
191,192,192,Sergio Garcia,65,29.98,1919,64,24
192,193,193,Briny Baird,100,30.0,2910,97,23
193,194,194,Billy Mayfair,109,30.01,3151,105,24
194,195,195,Joe Durant,85,30.15,2563,85,25
195,196,196,Chris Smith,105,30.34,3186,105,21
