,One-Putt_Percentage_-_Round_1_RANK THIS WEEK,One-Putt_Percentage_-_Round_1_RANK LAST WEEK,One-Putt_Percentage_-_Round_1_PLAYER NAME,One-Putt_Percentage_-_Round_1_ROUNDS,One-Putt_Percentage_-_Round_1_%,One-Putt_Percentage_-_Round_1_# OF 1 PUTTS,One-Putt_Percentage_-_Round_1_# OF HOLES
86,87,87,John Rollins,90,38.68,188,486
87,88,88,David Gossett,57,38.67,174,450
88,89,89,Tom Lehman,70,38.58,125,324
89,90,90,Craig Parry,52,38.52,104,270
90,91,91,Steve Lowery,91,38.48,187,486
91,92,92,Joey Sindelar,100,38.33,207,540
92,93,93,Arjun Atwal,85,38.31,200,522
93,94,94,Jason Bohn,98,38.29,193,504
94,95,95,John Cook,57,38.27,124,324
95,T96,T96,Rich Beem,81,38.25,179,468
96,T96,T96,Tim Clark,84,38.25,179,468
97,98,98,Glen Day,101,38.19,220,576
98,99,99,Justin Leonard,90,38.16,158,414
99,100,100,Charles Howell III,104,38.1,192,504
100,T101,T101,Michael Allen,87,38.07,185,486
101,T101,T101,Roger Tambellini,81,38.07,185,486
102,T103,T103,Mathias Grönberg,91,37.99,212,558
103,T103,T103,Pat Perez,102,37.99,212,558
104,T105,T105,Harrison Frazar,86,37.96,164,432
105,T105,T105,Hunter Mahan,94,37.96,205,540
106,107,107,David Branshaw,84,37.93,198,522
107,108,108,Stuart Appleby,84,37.92,157,414
108,109,109,Stephen Ames,97,37.82,177,468
109,T110,T110,Tom Byrum,83,37.78,170,450
110,T110,T110,Fred Couples,54,37.78,102,270
111,T110,T110,Ernie Els,62,37.78,102,270
112,T110,T110,Rod Pampling,98,37.78,170,450
113,114,114,Jeff Brehaut,106,37.71,224,594
114,115,115,Omar Uresti,85,37.7,190,504
115,116,116,Brian Bateman,84,37.68,156,414
116,117,117,Steve Allan,102,37.67,217,576
117,T118,T118,Danny Briggs,85,37.65,183,486
118,T118,T118,Hidemichi Tanaka,89,37.65,183,486
119,120,120,John Daly,79,37.63,149,396
120,T121,T121,D.J. Brigman,79,37.61,176,468
121,T121,T121,Frank Lickliter II,89,37.61,176,468
122,123,123,Retief Goosen,56,37.41,101,270
123,124,124,Craig Perks,75,37.39,175,468
124,125,125,Kenny Perry,79,37.37,148,396
125,T126,T126,Kris Cox,73,37.33,168,450
126,T126,T126,Jay Delsing,76,37.33,168,450
127,T126,T126,Geoff Ogilvy,91,37.33,168,450
128,129,129,John Riegger,53,37.25,114,306
129,130,130,Roland Thatcher,66,37.2,154,414
130,131,131,Rory Sabbatini,89,37.11,167,450
131,132,132,Jason Dufner,79,37.1,187,504
132,T133,T133,Robert Allenby,93,37.04,160,432
133,T133,T133,J.J. Henry,103,37.04,200,540
134,135,135,Carlos Franco,99,36.97,173,468
135,136,136,Rocco Mediate,53,36.93,113,306
136,137,137,Kent Jones,99,36.92,206,558
137,138,138,John Senden,99,36.83,179,486
138,139,139,Kevin Muncrief,50,36.77,139,378
139,T140,T140,Scott Hend,81,36.71,185,504
140,T140,T140,Matt Kuchar,83,36.71,185,504
141,142,142,Tripp Isenhour,55,36.67,132,360
142,143,143,Tommy Armour III,87,36.63,178,486
143,144,144,Pat Bates,99,36.56,204,558
144,145,145,Dan Forsman,79,36.42,177,486
145,146,146,Ken Duke,89,36.4,190,522
146,147,147,Andre Stolz,53,36.39,131,360
147,148,148,J.L. Lewis,106,36.38,203,558
148,149,149,J.P. Hayes,79,36.32,170,468
149,150,150,Brian Kortan,65,36.23,150,414
150,151,151,Rich Barcelo,67,36.22,163,450
151,T152,T152,Guy Boros,64,36.11,156,432
152,T152,T152,Russ Cochran,61,36.11,143,396
153,T152,T152,Ben Curtis,56,36.11,117,324
154,T152,T152,Scott Hoch,52,36.11,104,288
155,T152,T152,Spike McRoy,93,36.11,208,576
156,T152,T152,Vijay Singh,112,36.11,182,504
157,158,158,Bo Van Pelt,107,36.02,188,522
158,159,159,Steve Pate,71,35.99,149,414
159,T160,T160,Dudley Hart,60,35.98,136,378
160,T160,T160,Davis Love III,85,35.98,136,378
161,162,162,Todd Fischer,104,35.94,207,576
162,163,163,Chris Couch,55,35.88,155,432
163,164,164,Arron Oberholser,77,35.86,142,396
164,165,165,Brent Geiberger,94,35.82,187,522
165,166,166,Ted Purdy,114,35.78,219,612
166,167,167,Vaughn Taylor,84,35.68,167,468
167,168,168,Billy Mayfair,109,35.66,199,558
168,169,169,Dicky Pride,66,35.35,140,396
169,T170,T170,Tom Carter,113,35.29,216,612
170,T170,T170,Mike Heinen,53,35.29,108,306
171,172,172,Lucas Glover,95,35.25,184,522
172,173,173,John Huston,62,35.19,114,324
173,174,174,Tim Herron,84,35.11,158,450
174,175,175,Dan Olsen,75,35.06,183,522
175,176,176,Justin Rose,77,35.0,126,360
176,177,177,Hirofumi Miyase,65,34.62,162,468
177,178,178,Jeff Sluman,98,34.57,168,486
178,179,179,Mark Wilson,62,34.5,118,342
179,180,180,Lee Janzen,84,34.49,149,432
180,181,181,Gene Sauers,83,34.48,180,522
181,T182,T182,Jeff Maggert,60,34.44,124,360
182,T182,T182,Heath Slocum,92,34.44,186,540
183,184,184,Neal Lancaster,106,34.41,192,558
184,185,185,Craig Barlow,80,34.03,147,432
185,186,186,Chris Smith,105,34.01,202,594
186,187,187,Woody Austin,94,33.91,177,522
187,188,188,Stephen Leaney,84,33.84,134,396
188,189,189,Jonathan Kaye,79,33.82,140,414
189,190,190,Joe Durant,85,33.76,158,468
190,191,191,Briny Baird,100,33.13,167,504
191,192,192,Grant Waite,79,32.92,160,486
192,193,193,Luke Donald,72,32.8,124,378
193,194,194,Sergio Garcia,65,32.68,100,306
194,195,195,Peter Lonard,68,32.58,129,396
195,196,196,Chad Campbell,100,30.77,144,468
