,GIR_Putting_-_Inside_5_RANK THIS WEEK,GIR_Putting_-_Inside_5_RANK LAST WEEK,GIR_Putting_-_Inside_5_PLAYER NAME,GIR_Putting_-_Inside_5_ROUNDS,GIR_Putting_-_Inside_5_%,GIR_Putting_-_Inside_5_ATTEMPTS,GIR_Putting_-_Inside_5_PUTTS MADE
59,T60,T60,Jeff Brehaut,106,87.27,55,48
60,T60,T60,Richard Johnson,102,87.27,55,48
61,T62,T62,José Coceres,68,87.1,31,27
62,T62,T62,J.P. Hayes,79,87.1,31,27
63,T62,T62,John Huston,62,87.1,31,27
64,T62,T62,Matt Kuchar,83,87.1,31,27
65,66,66,J.J. Henry,103,87.04,54,47
66,T67,T67,Tag Ridings,53,86.96,23,20
67,T67,T67,Adam Scott,55,86.96,23,20
68,T67,T67,Bo Van Pelt,107,86.96,46,40
69,70,70,Mike Weir,75,86.67,30,26
70,71,71,Bob Estes,73,86.36,22,19
71,72,72,Jerry Kelly,113,86.27,51,44
72,T73,T73,Daniel Chopra,108,86.21,58,50
73,T73,T73,Luke Donald,72,86.21,29,25
74,T75,T75,Tom Carter,113,86.11,36,31
75,T75,T75,Lee Janzen,84,86.11,36,31
76,T77,T77,Zach Johnson,109,86.0,50,43
77,T77,T77,Steve Lowery,91,86.0,50,43
78,T79,T79,Joe Durant,85,85.71,42,36
79,T79,T79,Joe Ogilvie,104,85.71,42,36
80,T79,T79,José María Olazábal,56,85.71,21,18
81,T79,T79,Esteban Toledo,92,85.71,42,36
82,T83,T83,Briny Baird,100,85.42,48,41
83,T83,T83,Vaughn Taylor,84,85.42,48,41
84,85,85,Mathias Grönberg,91,85.37,41,35
85,T86,T86,David Peoples,82,85.29,34,29
86,T86,T86,Grant Waite,79,85.29,34,29
87,88,88,Scott Hoch,52,85.19,27,23
88,T89,T89,Robert Allenby,93,85.11,47,40
89,T89,T89,Ryan Palmer,103,85.11,47,40
90,T91,T91,Len Mattiace,75,85.0,20,17
91,T91,T91,David Toms,80,85.0,40,34
92,T93,T93,Jay Haas,84,84.85,33,28
93,T93,T93,Todd Hamilton,92,84.85,33,28
94,T93,T93,Cliff Kresge,89,84.85,33,28
95,T96,T96,Mark Brooks,72,84.62,26,22
96,T96,T96,Freddie Jacobson,83,84.62,39,33
97,T96,T96,Stephen Leaney,84,84.62,26,22
98,T96,T96,Arron Oberholser,77,84.62,39,33
99,T100,T100,David Branshaw,84,84.44,45,38
100,T100,T100,Lucas Glover,95,84.44,45,38
101,102,102,Davis Love III,85,84.38,32,27
102,103,103,Woody Austin,94,84.31,51,43
103,104,104,Vijay Singh,112,84.06,69,58
104,105,105,Olin Browne,92,83.93,56,47
105,106,106,Dan Forsman,79,83.87,31,26
106,107,107,Gene Sauers,83,83.67,49,41
107,T108,T108,Guy Boros,64,83.33,30,25
108,T108,T108,Steve Pate,71,83.33,30,25
109,T108,T108,Scott Verplank,92,83.33,48,40
110,111,111,Hank Kuehne,91,83.02,53,44
111,T112,T112,Tom Pernice Jr.,103,82.98,47,39
112,T112,T112,Jay Williamson,100,82.98,47,39
113,114,114,Stephen Ames,97,82.93,41,34
114,115,115,Tommy Armour III,87,82.86,35,29
115,116,116,Danny Ellis,81,82.76,29,24
116,117,117,Chris DiMarco,105,82.69,52,43
117,118,118,Glen Day,101,82.61,46,38
118,T119,T119,Bart Bryant,73,82.5,40,33
119,T119,T119,Jonathan Kaye,79,82.5,40,33
120,121,121,Frank Lickliter II,89,82.22,45,37
121,T122,T122,Mike Heinen,53,82.14,28,23
122,T122,T122,Rod Pampling,98,82.14,56,46
123,124,124,Geoff Ogilvy,91,82.05,39,32
124,125,125,John Senden,99,81.82,44,36
125,126,126,Stuart Appleby,84,81.58,38,31
126,T127,T127,Alex Cejka,76,81.48,27,22
127,T127,T127,Carl Pettersson,100,81.48,54,44
128,T127,T127,Tommy Tolles,67,81.48,27,22
129,130,130,Sergio Garcia,65,81.4,43,35
130,131,131,Jeff Sluman,98,81.25,48,39
131,132,132,Justin Rose,77,80.95,42,34
132,133,133,Tripp Isenhour,55,80.77,26,21
133,134,134,Deane Pappas,72,80.56,36,29
134,T135,T135,Billy Andrade,104,80.49,41,33
135,T135,T135,Skip Kendall,99,80.49,41,33
136,T137,T137,Fred Funk,97,80.39,51,41
137,T137,T137,Brian Gay,96,80.39,51,41
138,T137,T137,Rory Sabbatini,89,80.39,51,41
139,140,140,Jay Delsing,76,80.0,20,16
140,T141,T141,Danny Briggs,85,79.55,44,35
141,T141,T141,Spike McRoy,93,79.55,44,35
142,T143,T143,Kent Jones,99,79.49,39,31
143,T143,T143,Billy Mayfair,109,79.49,39,31
144,145,145,Tiger Woods,78,79.41,34,27
145,146,146,Rich Barcelo,67,79.31,29,23
146,147,147,Carlos Franco,99,79.17,48,38
147,148,148,Brenden Pappas,111,79.07,43,34
148,T149,T149,Shaun Micheel,93,78.95,38,30
149,T149,T149,Kevin Muncrief,50,78.95,19,15
150,T149,T149,Bob Tway,90,78.95,38,30
151,152,152,Roger Tambellini,81,78.79,33,26
152,153,153,Roland Thatcher,66,78.72,47,37
153,154,154,Ted Purdy,114,78.69,61,48
154,155,155,Tim Petrovic,111,78.38,37,29
155,156,156,Fred Couples,54,78.13,32,25
156,157,157,Dennis Paulson,71,78.05,41,32
157,158,158,Justin Leonard,90,77.78,45,35
158,T159,T159,Steve Flesch,109,77.19,57,44
159,T159,T159,Pat Perez,102,77.19,57,44
160,T161,T161,Tim Clark,84,77.08,48,37
161,T161,T161,Todd Fischer,104,77.08,48,37
162,T163,T163,Michael Allen,87,76.92,52,40
163,T163,T163,Brett Quigley,102,76.92,39,30
164,165,165,David Frost,78,76.67,30,23
165,166,166,Brian Kortan,65,76.19,21,16
166,167,167,Neal Lancaster,106,75.51,49,37
167,T168,T168,Brian Bateman,84,75.0,36,27
168,T168,T168,Chad Campbell,100,75.0,48,36
169,T168,T168,Russ Cochran,61,75.0,24,18
170,T168,T168,Kris Cox,73,75.0,32,24
171,T168,T168,Steve Elkington,64,75.0,24,18
172,T168,T168,Niclas Fasth,61,75.0,28,21
173,T168,T168,Blaine McCallister,68,75.0,28,21
174,T168,T168,Duffy Waldorf,79,75.0,28,21
175,176,176,Jason Bohn,98,74.51,51,38
176,177,177,Stewart Cink,103,74.42,43,32
177,178,178,Pat Bates,99,74.36,39,29
178,179,179,Rocco Mediate,53,73.68,19,14
179,180,180,Tom Byrum,83,73.53,34,25
180,181,181,Dan Olsen,75,73.33,30,22
181,182,182,Corey Pavin,83,73.17,41,30
182,T183,T183,Kirk Triplett,88,72.73,44,32
183,T183,T183,Mark Wilson,62,72.73,22,16
184,185,185,Jason Dufner,79,72.34,47,34
185,T186,T186,Kevin Sutherland,86,71.43,35,25
186,T186,T186,Omar Uresti,85,71.43,42,30
187,188,188,Robert Damron,92,70.59,51,36
188,189,189,Arjun Atwal,85,69.77,43,30
189,190,190,David Gossett,57,69.57,23,16
190,191,191,Mark Calcavecchia,79,69.23,39,27
191,192,192,Ken Duke,89,68.75,32,22
192,T193,T193,Hirofumi Miyase,65,67.86,28,19
193,T193,T193,Chris Riley,78,67.86,28,19
194,195,195,Joey Sindelar,100,67.39,46,31
195,196,196,Andre Stolz,53,62.96,27,17
