,Putts_Per_Round_RANK THIS WEEK,Putts_Per_Round_RANK LAST WEEK,Putts_Per_Round_PLAYER NAME,Putts_Per_Round_ROUNDS,Putts_Per_Round_AVG,Putts_Per_Round_TOTAL PUTTS,Putts_Per_Round_TOTAL ROUNDS,Putts_Per_Round_LOW TOTAL PUTTS
35,36,36,Seamus Power,86,28.68,2237,78,23
36,37,37,Ben Crane,65,28.69,1693,59,24
37,38,38,Whee Kim,93,28.7,2554,89,23
38,39,39,Austin Cook,107,28.72,3073,107,22
39,T40,T40,Jim Furyk,50,28.73,1379,48,24
40,T40,T40,Sam Saunders,80,28.73,2126,74,24
41,T42,T42,Troy Merritt,89,28.74,2443,85,24
42,T42,T42,Charl Schwartzel,65,28.74,1667,58,23
43,T42,T42,Ben Silverman,90,28.74,2414,84,22
44,T45,T45,Harris English,84,28.76,2243,78,22
45,T45,T45,Brooks Koepka,64,28.76,1783,62,23
46,47,47,Chris Stroud,81,28.78,2101,73,22
47,48,48,John Huh,94,28.82,2594,90,23
48,49,49,Martin Laird,73,28.83,1874,65,21
49,T50,T50,Aaron Baddeley,84,28.85,2250,78,22
50,T50,T50,Matt Kuchar,88,28.85,2308,80,24
51,52,52,Brandon Harkins,101,28.86,2742,95,23
52,53,53,Cody Gribble,71,28.88,1877,65,21
53,54,54,Chris Kirk,108,28.9,3063,106,23
54,T55,T55,Abraham Ancer,98,28.91,2775,96,22
55,T55,T55,Kevin Kisner,89,28.91,2255,78,22
56,T55,T55,Rob Oppenheim,74,28.91,1966,68,23
57,T58,T58,Beau Hossler,104,28.92,3008,104,23
58,T58,T58,Kelly Kraft,94,28.92,2661,92,24
59,T58,T58,Ryan Palmer,69,28.92,1822,63,25
60,61,61,Kiradech Aphibarnrat,51,28.93,1331,46,23
61,T62,T62,Talor Gooch,78,28.94,2084,72,24
62,T62,T62,Marc Leishman,93,28.94,2605,90,24
63,T62,T62,Grayson Murray,72,28.94,2084,72,20
64,65,65,Andrew Landry,82,28.96,2317,80,23
65,T66,T66,Zac Blair,64,28.97,1680,58,24
66,T66,T66,Alex Noren,67,28.97,1738,60,22
67,T66,T66,Sean O'Hair,67,28.97,1825,63,23
68,T66,T66,Ian Poulter,73,28.97,1854,64,24
69,70,70,Tyrone Van Aswegen,101,28.98,2695,93,22
70,T71,T71,Rickie Fowler,74,28.99,2145,74,25
71,T71,T71,Chesson Hadley,103,28.99,2870,99,23
72,T71,T71,Anirban Lahiri,82,28.99,2377,82,22
73,74,74,Si Woo Kim,108,29.0,3016,104,23
74,75,75,J.B. Holmes,77,29.01,2176,75,22
75,T76,T76,Matt Jones,70,29.02,1799,62,22
76,T76,T76,Hunter Mahan,67,29.02,1828,63,24
77,78,78,Tony Finau,105,29.03,2845,98,23
78,79,79,Emiliano Grillo,94,29.04,2672,92,24
79,T80,T80,Paul Casey,74,29.07,2064,71,21
80,T80,T80,J.T. Poston,73,29.07,2064,71,23
81,T80,T80,Rory Sabbatini,91,29.07,2587,89,22
82,T83,T83,Billy Hurley III,70,29.09,1862,64,21
83,T83,T83,Jordan Spieth,81,29.09,2211,76,24
84,T85,T85,Jonas Blixt,67,29.1,1775,61,22
85,T85,T85,Scott Brown,102,29.1,2852,98,24
86,T85,T85,D.A. Points,63,29.1,1775,61,24
87,T85,T85,Patrick Rodgers,97,29.1,2706,93,24
88,89,89,Brian Stuard,103,29.11,2824,97,23
89,T90,T90,Matt Atkins,56,29.12,1514,52,22
90,T90,T90,Retief Goosen,60,29.12,1514,52,24
91,T90,T90,Chez Reavie,93,29.12,2504,86,23
92,T93,T93,Ryan Blaum,81,29.13,2272,78,24
93,T93,T93,Trey Mullinax,75,29.13,2010,69,22
94,T95,T95,Jon Rahm,71,29.14,1923,66,25
95,T95,T95,Conrad Shindler,60,29.14,1632,56,24
96,T95,T95,Scott Stallings,96,29.14,2623,90,22
97,T98,T98,Vaughn Taylor,83,29.15,2303,79,23
98,T98,T98,Kevin Tway,110,29.15,3032,104,23
99,T98,T98,Aaron Wise,90,29.15,2565,88,22
100,101,101,Ryan Moore,78,29.17,2275,78,23
101,T102,T102,Bryson DeChambeau,93,29.18,2714,93,23
102,T102,T102,Xander Schauffele,96,29.18,2714,93,24
103,104,104,Charley Hoffman,87,29.19,2335,80,25
104,T105,T105,Robert Garrigus,80,29.2,2219,76,23
105,T105,T105,Tyrrell Hatton,58,29.2,1577,54,22
106,T105,T105,Graeme McDowell,67,29.2,1723,59,24
107,T108,T108,Roberto Díaz,72,29.21,1986,68,23
108,T108,T108,Hideki Matsuyama,75,29.21,2103,72,23
109,110,110,Bill Haas,76,29.23,2163,74,22
110,T111,T111,Matt Every,79,29.24,2193,75,23
111,T111,T111,Sung Kang,89,29.24,2485,85,24
112,T111,T111,Louis Oosthuizen,62,29.24,1579,54,21
113,114,114,Nicholas Lindheim,77,29.25,2018,69,24
114,T115,T115,Joel Dahmen,93,29.26,2487,85,24
115,T115,T115,Adam Hadwin,92,29.26,2604,89,22
116,T115,T115,Nick Watney,94,29.26,2633,90,24
117,118,118,Shawn Stefani,76,29.27,2166,74,24
118,119,119,William McGirt,84,29.28,2284,78,25
119,T120,T120,Brian Harman,94,29.29,2636,90,23
120,T120,T120,Pat Perez,82,29.29,2197,75,24
121,T120,T120,Steve Wheatcroft,60,29.29,1699,58,23
122,123,123,Tommy Fleetwood,73,29.3,1934,66,24
123,T124,T124,Byeong Hun An,86,29.31,2462,84,22
124,T124,T124,Ryan Armour,109,29.31,3136,107,23
125,T124,T124,Rod Pampling,62,29.31,1700,58,24
126,127,127,Nate Lashley,51,29.32,1378,47,25
127,128,128,Bubba Watson,90,29.33,2317,79,23
128,T129,T129,Brice Garnett,99,29.34,2787,95,24
129,T129,T129,Branden Grace,67,29.34,1878,64,22
130,T131,T131,Martin Flores,92,29.36,2525,86,23
131,T131,T131,Cameron Percy,56,29.36,1468,50,23
132,T131,T131,Andrew Putnam,97,29.36,2613,89,25
133,T131,T131,Richy Werenski,98,29.36,2701,92,23
134,135,135,Mackenzie Hughes,80,29.37,2232,76,23
135,136,136,Fabián Gómez,88,29.38,2468,84,23
136,T137,T137,Denny McCarthy,71,29.41,1853,63,25
137,T137,T137,Peter Uihlein,83,29.41,2294,78,23
138,T139,T139,Daniel Berger,81,29.42,2236,76,25
139,T139,T139,Lanto Griffin,80,29.42,2177,74,24
140,141,141,Jhonattan Vegas,92,29.43,2619,89,23
141,142,142,Ethan Tracy,72,29.44,2002,68,23
142,143,143,Luke List,98,29.45,2798,95,21
143,144,144,Billy Horschel,86,29.46,2416,82,22
144,145,145,Rafa Cabrera Bello,75,29.47,2063,70,24
145,T146,T146,Brett Stegmaier,67,29.48,1798,61,24
146,T146,T146,Nick Taylor,94,29.48,2653,90,24
147,T148,T148,Jonathan Byrd,70,29.5,1829,62,24
148,T148,T148,James Hahn,85,29.5,2419,82,25
149,T148,T148,Charles Howell III,104,29.5,2950,100,25
150,151,151,Robert Streb,78,29.51,2184,74,25
151,T152,T152,Stewart Cink,87,29.53,2569,87,22
152,T152,T152,Patton Kizzire,92,29.53,2628,89,23
153,154,154,Bronson Burgoon,69,29.55,2039,69,25
154,T155,T155,Tom Lovelady,87,29.56,2394,81,24
155,T155,T155,Harold Varner III,91,29.56,2631,89,24
156,T157,T157,Jason Dufner,71,29.58,1893,64,23
157,T157,T157,David Hearn,66,29.58,1775,60,24
158,159,159,Jason Kokrak,99,29.59,2929,99,24
159,T160,T160,Stephan Jaeger,81,29.61,2221,75,24
160,T160,T160,Kyle Thompson,50,29.61,1362,46,25
161,162,162,Michael Thompson,62,29.62,1718,58,24
162,T163,T163,Francesco Molinari,73,29.63,2074,70,24
163,T163,T163,J.J. Spaun,85,29.63,2341,79,25
164,T165,T165,Kevin Chappell,77,29.64,2193,74,22
165,T165,T165,Lucas Glover,65,29.64,1808,61,24
166,167,167,Keith Mitchell,99,29.65,2876,97,21
167,T168,T168,Blayne Barber,69,29.66,1987,67,23
168,T168,T168,C.T. Pan,104,29.66,2907,98,23
169,T170,T170,Kevin Streelman,94,29.67,2730,92,22
170,T170,T170,Xinjun Zhang,81,29.67,2225,75,24
171,172,172,Keegan Bradley,98,29.68,2760,93,22
172,173,173,Russell Knox,94,29.7,2673,90,23
173,174,174,Chad Campbell,87,29.75,2350,79,22
174,T175,T175,Patrick Cantlay,87,29.8,2384,80,23
175,T175,T175,Russell Henley,77,29.8,2205,74,23
176,177,177,Cameron Tringale,67,29.81,1878,63,24
177,178,178,Corey Conners,97,29.84,2775,93,24
178,179,179,Scott Piercy,84,29.86,2389,80,21
179,T180,T180,Satoshi Kodaira,51,29.88,1434,48,23
180,T180,T180,Sam Ryder,82,29.88,2390,80,24
181,182,182,Kyle Stanley,93,29.89,2630,88,23
182,T183,T183,Henrik Stenson,60,29.93,1676,56,20
183,T183,T183,Gary Woodland,96,29.93,2724,91,25
184,185,185,Adam Schenk,86,29.95,2396,80,24
185,186,186,Zecheng Dou,53,30.0,1470,49,25
186,187,187,Hudson Swafford,73,30.03,2012,67,25
187,188,188,Shane Lowry,64,30.04,1682,56,24
188,189,189,Adam Scott,78,30.15,2352,78,25
189,190,190,Tyler Duncan,97,30.19,2808,93,24
190,191,191,Andrew Yun,51,30.2,1359,45,24
191,192,192,Brendan Steele,74,30.36,2034,67,23
192,193,193,J.J. Henry,81,30.37,2278,75,24
