,Total_Putting_RANK THIS WEEK,Total_Putting_RANK LAST WEEK,Total_Putting_PLAYER NAME,Total_Putting_EVENTS,Total_Putting_TOTAL
65,66,66,Derek Fathauer,28,175.8
66,67,67,Chris Kirk,29,176.3
67,68,68,Scott Brown,32,177.5
68,69,69,Cody Gribble,25,178.8
69,70,70,Martin Piller,28,180.1
70,71,71,Ben Martin,20,180.9
71,72,72,Adam Hadwin,25,181.7
72,73,73,Nate Lashley,17,184.4
73,74,74,Branden Grace,18,184.8
74,75,75,Rafa Cabrera Bello,20,185.2
75,76,76,Bronson Burgoon,24,185.8
76,77,77,Bryson DeChambeau,26,185.9
77,78,78,Dustin Johnson,20,186.0
78,79,79,Rory McIlroy,18,187.1
79,80,80,Kevin Tway,31,187.6
80,81,81,Kyle Stanley,26,188.3
81,82,82,C.T. Pan,30,188.5
82,83,83,Dominic Bozzelli,20,190.2
83,84,84,Blayne Barber,22,190.6
84,85,85,Bubba Watson,24,190.8
85,86,86,Fabián Gómez,28,191.8
86,T87,T87,Alex Cejka,24,193.5
87,T87,T87,Xander Schauffele,27,193.5
88,89,89,Jonathan Randolph,25,193.7
89,90,90,Tyrone Van Aswegen,31,194.9
90,91,91,Chris Stroud,27,196.2
91,92,92,Kiradech Aphibarnrat,14,196.7
92,93,93,Patton Kizzire,29,197.1
93,94,94,Andrew Putnam,28,197.6
94,95,95,Martin Laird,22,198.6
95,96,96,Harris English,31,199.2
96,97,97,Marc Leishman,25,199.7
97,98,98,Brandon Harkins,30,199.9
98,99,99,Jason Kokrak,29,200.5
99,100,100,Jimmy Walker,23,202.5
100,101,101,Tony Finau,28,204.9
101,102,102,Pat Perez,23,205.5
102,103,103,Si Woo Kim,31,209.1
103,104,104,Scott Stallings,30,210.5
104,105,105,Rory Sabbatini,27,210.8
105,106,106,Billy Hurley III,27,214.1
106,107,107,Sean O'Hair,22,214.3
107,108,108,J.T. Poston,22,215.4
108,109,109,Patrick Reed,26,217.8
109,110,110,Brooks Koepka,17,218.8
110,111,111,Rob Oppenheim,26,219.8
111,112,112,Troy Merritt,27,220.3
112,113,113,Cameron Percy,16,220.6
113,114,114,Shawn Stefani,25,221.0
114,115,115,Jamie Lovemark,26,221.3
115,116,116,Charl Schwartzel,20,221.9
116,117,117,Henrik Stenson,16,222.8
117,118,118,Jordan Spieth,23,224.5
118,119,119,Talor Gooch,27,227.6
119,120,120,J.B. Holmes,24,227.8
120,121,121,Charley Hoffman,25,232.1
121,122,122,Sung Kang,29,232.8
122,123,123,Brian Harman,25,233.2
123,124,124,Jon Rahm,20,234.3
124,125,125,Hideki Matsuyama,21,234.9
125,126,126,Lanto Griffin,26,235.1
126,127,127,Steve Wheatcroft,20,235.3
127,128,128,Kevin Streelman,27,238.1
128,129,129,James Hahn,26,238.8
129,130,130,Cameron Smith,24,239.8
130,131,131,Louis Oosthuizen,17,241.0
131,132,132,Roberto Díaz,25,241.1
132,133,133,Abraham Ancer,30,241.4
133,134,134,Ethan Tracy,23,243.8
134,135,135,Cameron Tringale,26,245.0
135,136,136,Bill Haas,25,245.8
136,137,137,Ryan Moore,22,249.7
137,138,138,Harold Varner III,27,249.8
138,139,139,Ryan Blaum,28,249.9
139,140,140,Vaughn Taylor,25,250.4
140,141,141,Jonathan Byrd,24,252.3
141,142,142,Stephan Jaeger,26,254.3
142,143,143,Gary Woodland,27,258.3
143,144,144,Richy Werenski,32,258.7
144,145,145,Robert Streb,29,259.4
145,146,146,Aaron Baddeley,27,261.2
146,147,147,Mackenzie Hughes,28,261.5
147,148,148,Byeong Hun An,24,262.8
148,149,149,Peter Uihlein,26,263.2
149,150,150,Stewart Cink,25,263.3
150,151,151,Tom Lovelady,28,263.6
151,152,152,Ryan Armour,32,264.7
152,153,153,Brice Garnett,30,264.9
153,154,154,Jason Dufner,22,273.8
154,155,155,Conrad Shindler,20,277.7
155,156,156,J.J. Spaun,27,277.8
156,157,157,Shane Lowry,19,279.8
157,158,158,Jhonattan Vegas,27,280.9
158,159,159,Lucas Glover,18,284.2
159,160,160,Adam Scott,21,284.9
160,161,161,Russell Knox,27,287.4
161,162,162,Sam Ryder,26,287.5
162,163,163,Matt Jones,23,288.1
163,164,164,Keegan Bradley,27,289.6
164,165,165,Matt Every,30,290.3
165,166,166,Patrick Cantlay,23,297.6
166,167,167,Rod Pampling,20,297.9
167,168,168,David Hearn,21,298.9
168,169,169,Hudson Swafford,22,301.0
169,170,170,Retief Goosen,20,302.0
170,171,171,Tom Hoge,31,302.8
171,T172,T172,Matt Atkins,21,306.8
172,T172,T172,Nick Taylor,30,306.8
173,174,174,Andrew Yun,22,313.8
174,175,175,Joel Dahmen,28,315.8
175,T176,T176,Kevin Chappell,23,319.5
176,T176,T176,Grayson Murray,22,319.5
177,178,178,J.J. Henry,28,321.8
178,179,179,Xinjun Zhang,28,327.3
179,180,180,Chad Campbell,28,328.5
180,181,181,Martin Flores,29,328.8
181,182,182,Luke List,29,329.1
182,183,183,Corey Conners,28,329.7
183,184,184,Ryan Palmer,22,330.6
184,185,185,Satoshi Kodaira,18,330.8
185,186,186,Keith Mitchell,29,332.2
186,187,187,Zecheng Dou,23,336.0
187,188,188,Scott Piercy,26,341.0
188,189,189,Robert Garrigus,27,344.2
189,190,190,Francesco Molinari,20,353.8
190,191,191,Kyle Thompson,22,360.3
191,192,192,Brendan Steele,22,370.5
192,193,193,Tyler Duncan,31,375.5
