,Putting_Average_RANK THIS WEEK,Putting_Average_RANK LAST WEEK,Putting_Average_PLAYER NAME,Putting_Average_ROUNDS,Putting_Average_AVG,Putting_Average_GIR PUTTS,Putting_Average_GREENS HIT,Putting_Average_BIRDIE CONVERSION,Putting_Average_GIR RANK
56,T57,T57,Zac Blair,64,1.758,1220,694,28.32,103
57,T57,T57,Bryson DeChambeau,93,1.758,2050,1166,33.25,T25
58,T59,T59,Cody Gribble,71,1.7590000000000001,1286,731,30.73,176
59,T59,T59,Trey Mullinax,75,1.7590000000000001,1428,812,31.48,T122
60,T59,T59,Grayson Murray,72,1.7590000000000001,1425,810,34.2,175
61,T59,T59,"Ted Potter, Jr.",87,1.7590000000000001,1736,987,29.91,T168
62,T63,T63,Chris Kirk,108,1.76,2292,1302,29.53,55
63,T63,T63,Cameron Percy,56,1.76,1102,626,29.92,28
64,65,65,Ryan Blaum,81,1.761,1634,928,30.37,108
65,T66,T66,Scott Brown,102,1.7619999999999998,2040,1158,28.87,T114
66,T66,T66,Ben Crane,65,1.7619999999999998,1214,689,28.13,T137
67,T66,T66,Matt Kuchar,88,1.7619999999999998,1695,962,29.24,94
68,T66,T66,Nicholas Lindheim,77,1.7619999999999998,1489,845,29.59,T61
69,T66,T66,Martin Piller,79,1.7619999999999998,1475,837,30.54,188
70,T66,T66,Brian Stuard,103,1.7619999999999998,2065,1172,27.61,T83
71,T72,T72,Bud Cauley,55,1.7630000000000001,1081,613,30.39,147
72,T72,T72,Xander Schauffele,96,1.7630000000000001,1936,1098,31.75,119
73,T74,T74,Harris English,84,1.764,1568,889,30.93,164
74,T74,T74,Patton Kizzire,92,1.764,1951,1106,29.56,37
75,T74,T74,Martin Laird,73,1.764,1360,771,31.9,110
76,T77,T77,J.B. Holmes,77,1.765,1555,881,30.22,126
77,T77,T77,Matt Jones,70,1.765,1310,742,29.96,T101
78,T77,T77,Pat Perez,82,1.765,1615,915,30.27,74
79,T80,T80,Mackenzie Hughes,80,1.766,1595,903,29.71,109
80,T80,T80,Kevin Kisner,89,1.766,1621,918,28.74,T122
81,T80,T80,Ian Poulter,73,1.766,1363,772,29.18,90
82,T80,T80,Patrick Rodgers,97,1.766,1941,1099,30.85,T114
83,T80,T80,Tyrone Van Aswegen,101,1.766,1929,1092,28.14,127
84,T85,T85,Brian Harman,94,1.767,1935,1095,29.98,T77
85,T85,T85,Chez Reavie,93,1.767,1878,1063,29.57,47
86,T87,T87,Abraham Ancer,98,1.768,2031,1149,29.5,T101
87,T87,T87,Sung Kang,89,1.768,1710,967,29.81,165
88,T89,T89,Rob Oppenheim,74,1.7690000000000001,1387,784,29.54,149
89,T89,T89,Chris Stroud,81,1.7690000000000001,1463,827,29.98,172
90,T89,T89,Vaughn Taylor,83,1.7690000000000001,1686,953,31.41,89
91,T92,T92,Si Woo Kim,108,1.77,2113,1194,30.06,153
92,T92,T92,Anirban Lahiri,82,1.77,1690,955,29.77,141
93,T92,T92,C.T. Pan,104,1.77,2223,1256,28.35,5
94,T95,T95,Martin Flores,92,1.7719999999999998,1820,1027,29.43,105
95,T95,T95,Branden Grace,67,1.7719999999999998,1370,773,30.18,86
96,T95,T95,Lanto Griffin,80,1.7719999999999998,1591,898,30.69,81
97,T95,T95,J.J. Spaun,85,1.7719999999999998,1751,988,30.67,30
98,T99,T99,Ryan Armour,109,1.7730000000000001,2330,1314,28.79,56
99,T99,T99,Rafa Cabrera Bello,75,1.7730000000000001,1567,884,30.23,19
100,T99,T99,Billy Hurley III,70,1.7730000000000001,1287,726,27.9,170
101,T99,T99,Kevin Tway,110,1.7730000000000001,2220,1252,30.63,93
102,T99,T99,Bubba Watson,90,1.7730000000000001,1720,970,30.24,57
103,104,104,Tom Lovelady,87,1.774,1735,978,31.93,87
104,T105,T105,Paul Casey,74,1.775,1539,867,29.79,72
105,T105,T105,Brett Stegmaier,67,1.775,1370,772,29.18,15
106,T107,T107,Jason Kokrak,99,1.776,2227,1254,30.35,14
107,T107,T107,Rory Sabbatini,91,1.776,1930,1087,29.64,71
108,T107,T107,Michael Thompson,62,1.776,1300,732,28.45,21
109,T110,T110,Stewart Cink,87,1.777,1908,1074,28.82,49
110,T110,T110,Talor Gooch,78,1.777,1464,824,28.87,159
111,T110,T110,Charley Hoffman,87,1.777,1702,958,29.29,98
112,T110,T110,Denny McCarthy,71,1.777,1374,773,28.33,60
113,T110,T110,Ryan Moore,78,1.777,1717,966,28.08,44
114,T115,T115,Bronson Burgoon,69,1.778,1511,850,30.27,50
115,T115,T115,Joel Dahmen,93,1.778,1872,1053,29.52,42
116,T115,T115,David Hearn,66,1.778,1323,744,29.03,40
117,T115,T115,Kelly Kraft,94,1.778,1879,1057,27.61,152
118,T115,T115,Sean O'Hair,67,1.778,1287,724,28.63,151
119,T115,T115,D.A. Points,63,1.778,1175,661,28.53,191
120,T115,T115,Seamus Power,86,1.778,1627,915,30.01,T128
121,T115,T115,Ethan Tracy,72,1.778,1412,794,28.21,139
122,123,123,Jonathan Byrd,70,1.7790000000000001,1354,761,27.54,59
123,T124,T124,Matt Every,79,1.78,1552,872,29.38,144
124,T124,T124,Brice Garnett,99,1.78,2033,1142,28.71,95
125,T124,T124,Fabián Gómez,88,1.78,1826,1026,27.34,70
126,T124,T124,James Hahn,85,1.78,1794,1008,29.08,53
127,T124,T124,Francesco Molinari,73,1.78,1575,885,29.27,16
128,T124,T124,Shawn Stefani,76,1.78,1600,899,29.46,79
129,T130,T130,Blayne Barber,69,1.781,1503,844,29.42,22
130,T130,T130,Patrick Cantlay,87,1.781,1813,1018,29.85,7
131,T130,T130,Conrad Shindler,60,1.781,1190,668,28.23,107
132,T130,T130,Kyle Stanley,93,1.781,2005,1126,29.16,6
133,T134,T134,Aaron Baddeley,84,1.7819999999999998,1586,890,27.91,163
134,T134,T134,Charles Howell III,104,1.7819999999999998,2224,1248,27.77,33
135,T134,T134,Alex Noren,67,1.7819999999999998,1249,701,29.57,136
136,T134,T134,Charl Schwartzel,65,1.7819999999999998,1137,638,29.15,184
137,T134,T134,Richy Werenski,98,1.7819999999999998,1976,1109,27.85,91
138,T139,T139,Kiradech Aphibarnrat,51,1.7830000000000001,918,515,29.82,178
139,T139,T139,Adam Hadwin,92,1.7830000000000001,1944,1090,28.15,T61
140,T139,T139,Russell Henley,77,1.7830000000000001,1633,916,28.93,T45
141,T139,T139,Andrew Putnam,97,1.7830000000000001,2013,1129,27.68,T12
142,T143,T143,Keegan Bradley,98,1.784,2066,1158,28.94,36
143,T143,T143,Steve Wheatcroft,60,1.784,1240,695,28.82,97
144,T145,T145,Daniel Berger,81,1.785,1633,915,28.95,92
145,T145,T145,Robert Garrigus,80,1.785,1594,893,30.04,T124
146,T145,T145,Sam Ryder,82,1.785,1853,1038,29.03,2
147,T148,T148,Kevin Chappell,77,1.786,1582,886,31.07,99
148,T148,T148,William McGirt,84,1.786,1695,949,26.53,T77
149,T148,T148,Peter Uihlein,83,1.786,1702,953,30.0,68
150,T148,T148,Harold Varner III,91,1.786,1940,1086,27.91,73
151,T152,T152,Matt Atkins,56,1.788,1062,594,29.56,162
152,T152,T152,Keith Mitchell,99,1.788,2167,1212,31.9,31
153,T152,T152,Scott Stallings,96,1.788,1901,1063,28.44,117
154,155,155,Jonathan Randolph,71,1.7890000000000001,1265,707,27.94,187
155,T156,T156,Stephan Jaeger,81,1.79,1622,906,28.07,85
156,T156,T156,Nate Lashley,51,1.79,1033,577,26.74,58
157,T158,T158,Byeong Hun An,86,1.791,1841,1028,28.98,63
158,T158,T158,Jim Furyk,50,1.791,978,546,26.01,166
159,T158,T158,Retief Goosen,60,1.791,1035,578,28.08,182
160,T158,T158,Russell Knox,94,1.791,2018,1127,27.43,27
161,T162,T162,Rod Pampling,62,1.7919999999999998,1172,654,27.11,174
162,T162,T162,Robert Streb,78,1.7919999999999998,1550,865,27.31,135
163,164,164,Shane Lowry,64,1.7930000000000001,1241,692,27.93,48
164,T165,T165,Roberto Díaz,72,1.794,1399,780,26.99,156
165,T165,T165,Luke List,98,1.794,2097,1169,30.21,51
166,T165,T165,Scott Piercy,84,1.794,1801,1004,28.04,24
167,T165,T165,Gary Woodland,96,1.794,2072,1155,29.92,11
168,169,169,Tyler Duncan,97,1.795,2093,1166,27.97,T25
169,170,170,Graeme McDowell,67,1.796,1230,685,27.63,146
170,T171,T171,Corey Conners,97,1.797,2111,1175,28.41,17
171,T171,T171,Kevin Streelman,94,1.797,2129,1185,26.35,4
172,T171,T171,Nick Taylor,94,1.797,1970,1096,27.76,76
173,T171,T171,Kyle Thompson,50,1.797,929,517,27.85,177
174,175,175,Adam Scott,78,1.7990000000000002,1785,992,29.06,8
175,T176,T176,Jonas Blixt,67,1.8,1226,681,27.21,179
176,T176,T176,Tyrrell Hatton,58,1.8,1163,646,26.82,104
177,T176,T176,Henrik Stenson,60,1.8,1334,741,27.4,1
178,179,179,Xinjun Zhang,81,1.8019999999999998,1631,905,28.57,88
179,180,180,Adam Schenk,86,1.805,1765,978,26.56,67
180,181,181,Jhonattan Vegas,92,1.807,1887,1044,28.31,T128
181,182,182,Andrew Yun,51,1.808,906,501,26.95,181
182,T183,T183,Lucas Glover,65,1.8090000000000002,1333,737,28.26,T83
183,T183,T183,Louis Oosthuizen,62,1.8090000000000002,1156,639,27.54,112
184,185,185,Hudson Swafford,73,1.81,1506,832,29.12,38
185,T186,T186,Jason Dufner,71,1.811,1340,740,28.18,148
186,T186,T186,Bill Haas,76,1.811,1563,863,25.29,140
187,188,188,J.J. Henry,81,1.8119999999999998,1725,952,24.89,10
188,189,189,Cameron Tringale,67,1.8130000000000002,1347,743,27.13,121
189,190,190,Chad Campbell,87,1.815,1692,932,26.21,120
190,191,191,Brendan Steele,74,1.817,1517,835,28.06,35
191,192,192,Zecheng Dou,53,1.8219999999999998,1024,562,26.79,157
192,193,193,Satoshi Kodaira,51,1.827,952,521,27.36,190
