,Average_Distance_of_Birdie_putts_made_RANK THIS WEEK,Average_Distance_of_Birdie_putts_made_RANK LAST WEEK,Average_Distance_of_Birdie_putts_made_PLAYER NAME,Average_Distance_of_Birdie_putts_made_ROUNDS,Average_Distance_of_Birdie_putts_made_AVG,Average_Distance_of_Birdie_putts_made_TOT DIST. (FT),Average_Distance_of_Birdie_putts_made_TOT BIRDIE PUTTS MADE,Average_Distance_of_Birdie_putts_made_LONGEST MADE (FT),Average_Distance_of_Birdie_putts_made_SHORTEST MADE (FT)
55,T55,T55,Billy Hurley III,70,"10' 1""",1714.0,170,47,"2"""
56,T55,T55,Anirban Lahiri,82,"10' 1""",2252.917,223,44,"3"""
57,T58,T58,Zecheng Dou,53,"10' 0""",1088.25,109,47,"2"""
58,T58,T58,Fabián Gómez,88,"10' 0""",2171.0,217,57,"2"""
59,T58,T58,Chez Reavie,93,"10' 0""",2073.5,208,37,"1"""
60,T58,T58,Rory Sabbatini,91,"10' 0""",2638.0,263,67,"1"""
61,T58,T58,Webb Simpson,95,"10' 0""",2841.333,284,50,"3"""
62,T58,T58,Robert Streb,78,"10' 0""",1975.3329999999999,198,64,"3"""
63,T58,T58,Brian Stuard,103,"10' 0""",2838.75,284,51,"7"""
64,T65,T65,Martin Flores,92,"9' 11""",2340.833,237,69,"3"""
65,T65,T65,Lucas Glover,65,"9' 11""",1452.0,147,44,"4"""
66,T65,T65,Ben Martin,64,"9' 11""",1860.3329999999999,188,45,"2"""
67,T65,T65,Andrew Putnam,97,"9' 11""",2592.75,262,53,"2"""
68,T65,T65,Jonathan Randolph,71,"9' 11""",1750.5,176,59,"5"""
69,T65,T65,Peter Uihlein,83,"9' 11""",2209.417,223,51,"4"""
70,T71,T71,Zac Blair,64,"9' 10""",1597.5,162,58,"4"""
71,T71,T71,Rafa Cabrera Bello,75,"9' 10""",1746.0,178,50,"7"""
72,T71,T71,Tyrrell Hatton,58,"9' 10""",1351.4170000000001,137,49,"4"""
73,T71,T71,Mackenzie Hughes,80,"9' 10""",2340.333,237,73,"3"""
74,T71,T71,Jason Kokrak,99,"9' 10""",3116.333,318,51,"4"""
75,T71,T71,Graeme McDowell,67,"9' 10""",1496.4170000000001,152,64,"1"""
76,T71,T71,"Ted Potter, Jr.",87,"9' 10""",2470.333,252,39,"7"""
77,T71,T71,Nick Watney,94,"9' 10""",2778.833,282,59,"1"""
78,T71,T71,Aaron Wise,90,"9' 10""",3082.333,313,58,"2"""
79,T80,T80,Stewart Cink,87,"9' 9""",2193.5,225,57,"2"""
80,T80,T80,Tony Finau,105,"9' 9""",3168.583,324,53,"2"""
81,T80,T80,Charley Hoffman,87,"9' 9""",2253.083,232,50,"5"""
82,T80,T80,Tom Hoge,101,"9' 9""",2878.083,296,54,"6"""
83,T80,T80,John Huh,94,"9' 9""",2753.583,282,45,"1"""
84,T80,T80,Chris Kirk,108,"9' 9""",3367.333,344,61,"4"""
85,T80,T80,Ian Poulter,73,"9' 9""",1710.0829999999999,176,45,"4"""
86,T80,T80,Patrick Rodgers,97,"9' 9""",2339.083,240,54,"3"""
87,T88,T88,Scott Brown,102,"9' 8""",2461.333,255,69,"2"""
88,T88,T88,Bud Cauley,55,"9' 8""",1354.0,140,52,"4"""
89,T88,T88,Alex Cejka,77,"9' 8""",1837.25,190,44,"5"""
90,T88,T88,Corey Conners,97,"9' 8""",2628.083,272,63,"2"""
91,T88,T88,Austin Cook,107,"9' 8""",3298.333,340,70,"1"""
92,T88,T88,Joel Dahmen,93,"9' 8""",2395.167,248,55,"5"""
93,T88,T88,Jason Dufner,71,"9' 8""",1696.75,175,59,"4"""
94,T88,T88,Tommy Fleetwood,73,"9' 8""",2205.083,228,57,"1"""
95,T88,T88,Brandon Harkins,101,"9' 8""",3069.0,317,61,"2"""
96,T88,T88,Charles Howell III,104,"9' 8""",2518.417,261,51,"4"""
97,T88,T88,Tyrone Van Aswegen,101,"9' 8""",2516.5,261,78,"8"""
98,T88,T88,Jimmy Walker,81,"9' 8""",2134.333,221,59,"1"""
99,T100,T100,Abraham Ancer,98,"9' 7""",2752.333,286,59,"3"""
100,T100,T100,Chad Campbell,87,"9' 7""",1943.5829999999999,203,51,"6"""
101,T100,T100,Ben Crane,65,"9' 7""",1421.25,148,52,"4"""
102,T100,T100,Brice Garnett,99,"9' 7""",2486.333,259,47,"3"""
103,T100,T100,Retief Goosen,60,"9' 7""",1066.417,111,41,"5"""
104,T100,T100,James Hahn,85,"9' 7""",2264.5,237,52,"3"""
105,T100,T100,Stephan Jaeger,81,"9' 7""",2008.3329999999999,209,56,"3"""
106,T100,T100,Kelly Kraft,94,"9' 7""",2193.833,228,36,"5"""
107,T100,T100,David Lingmerth,82,"9' 7""",2428.25,253,60,"4"""
108,T100,T100,Peter Malnati,87,"9' 7""",2615.75,272,44,"1"""
109,T100,T100,Hideki Matsuyama,75,"9' 7""",2187.333,228,64,"1"""
110,T100,T100,Sam Ryder,82,"9' 7""",2455.75,257,48,"2"""
111,T100,T100,Ollie Schniederjans,91,"9' 7""",2711.75,282,55,"2"""
112,T100,T100,Henrik Stenson,60,"9' 7""",1467.5,153,38,"4"""
113,T100,T100,Xinjun Zhang,81,"9' 7""",1760.25,184,39,"4"""
114,T115,T115,Patton Kizzire,92,"9' 6""",2583.583,271,43,"2"""
115,T115,T115,Danny Lee,88,"9' 6""",2293.583,242,48,"3"""
116,T115,T115,Hunter Mahan,67,"9' 6""",1791.5829999999999,189,44,"3"""
117,T115,T115,Troy Merritt,89,"9' 6""",2482.5,261,36,"4"""
118,T115,T115,Rod Pampling,62,"9' 6""",1301.5,137,40,"1"""
119,T115,T115,Vaughn Taylor,83,"9' 6""",2490.25,261,52,"5"""
120,T115,T115,Ethan Tracy,72,"9' 6""",1689.75,178,39,"3"""
121,T122,T122,Jonas Blixt,67,"9' 5""",1389.6670000000001,147,44,"5"""
122,T122,T122,Dominic Bozzelli,65,"9' 5""",1884.75,200,46,"2"""
123,T122,T122,Bronson Burgoon,69,"9' 5""",1930.8329999999999,205,66,"3"""
124,T122,T122,J.J. Henry,81,"9' 5""",1928.9170000000001,205,42,"3"""
125,T122,T122,Jamie Lovemark,92,"9' 5""",2604.667,276,69,"3"""
126,T122,T122,Martin Piller,79,"9' 5""",1922.1670000000001,205,60,"5"""
127,T122,T122,Charl Schwartzel,65,"9' 5""",1287.167,137,49,"2"""
128,T122,T122,Shawn Stefani,76,"9' 5""",1980.6670000000001,211,46,"1"""
129,T122,T122,Nick Taylor,94,"9' 5""",2282.333,243,39,"3"""
130,T131,T131,Keegan Bradley,98,"9' 4""",2620.667,281,77,"3"""
131,T131,T131,Rickie Fowler,74,"9' 4""",2138.667,230,43,"5"""
132,T131,T131,Chesson Hadley,103,"9' 4""",3149.917,337,49,"2"""
133,T131,T131,Sung Kang,89,"9' 4""",1975.1670000000001,212,41,"5"""
134,T131,T131,Trey Mullinax,75,"9' 4""",1942.3329999999999,208,47,"3"""
135,T131,T131,Kevin Tway,110,"9' 4""",2983.0,320,64,"1"""
136,T131,T131,Tiger Woods,68,"9' 4""",2178.833,234,44,"3"""
137,T138,T138,Tyler Duncan,97,"9' 3""",2557.25,277,60,"4"""
138,T138,T138,Phil Mickelson,90,"9' 3""",2608.25,282,56,"5"""
139,T140,T140,Aaron Baddeley,84,"9' 2""",2015.6670000000001,219,36,"5"""
140,T140,T140,Jason Day,75,"9' 2""",1813.1670000000001,197,43,"3"""
141,T140,T140,Satoshi Kodaira,51,"9' 2""",1027.25,112,42,1
142,T140,T140,Cameron Smith,85,"9' 2""",1907.3329999999999,208,32,"4"""
143,T140,T140,Chris Stroud,81,"9' 2""",1844.6670000000001,202,49,"3"""
144,T140,T140,Hudson Swafford,73,"9' 2""",1672.1670000000001,182,38,"3"""
145,T140,T140,Richy Werenski,98,"9' 2""",2166.583,236,47,"2"""
146,T140,T140,Gary Woodland,96,"9' 2""",2458.583,268,46,"2"""
147,T148,T148,Daniel Berger,81,"9' 1""",1951.4170000000001,215,40,"1"""
148,T148,T148,Lanto Griffin,80,"9' 1""",1894.8329999999999,209,44,"2"""
149,T148,T148,Nate Lashley,51,"9' 1""",1019.0830000000001,112,53,"7"""
150,T148,T148,Sean O'Hair,67,"9' 1""",1696.25,186,32,"5"""
151,T148,T148,J.J. Spaun,85,"9' 1""",2416.333,266,53,"2"""
152,T148,T148,Jordan Spieth,81,"9' 1""",2427.167,267,91,"2"""
153,T148,T148,Jhonattan Vegas,92,"9' 1""",1923.0,211,62,"2"""
154,T155,T155,Kevin Chappell,77,"9' 0""",2068.75,229,42,"3"""
155,T155,T155,Branden Grace,67,"9' 0""",1391.8329999999999,155,55,"3"""
156,T155,T155,Billy Horschel,86,"9' 0""",2700.5,299,44,"6"""
157,T155,T155,Dustin Johnson,77,"9' 0""",2516.917,280,49,"3"""
158,T155,T155,Marc Leishman,93,"9' 0""",2430.25,271,60,"2"""
159,T155,T155,Sam Saunders,80,"9' 0""",2310.417,256,47,"2"""
160,T161,T161,Bryson DeChambeau,93,"8' 11""",2924.833,328,51,"2"""
161,T161,T161,Rory McIlroy,64,"8' 11""",1751.75,196,51,"3"""
162,T161,T161,Ryan Moore,78,"8' 11""",1996.0829999999999,224,47,"4"""
163,T161,T161,Louis Oosthuizen,62,"8' 11""",1283.333,144,68,"2"""
164,T161,T161,C.T. Pan,104,"8' 11""",2560.667,287,38,"1"""
165,T161,T161,Justin Rose,70,"8' 11""",2056.5,230,59,"1"""
166,T161,T161,Kevin Streelman,94,"8' 11""",2447.583,274,38,"1"""
167,T161,T161,Steve Wheatcroft,60,"8' 11""",1429.4170000000001,161,45,"4"""
168,T169,T169,Byeong Hun An,86,"8' 10""",2177.0,247,51,"3"""
169,T169,T169,Matt Atkins,56,"8' 10""",1125.5,127,43,"5"""
170,T169,T169,Matt Every,79,"8' 10""",1721.4170000000001,195,41,"4"""
171,T169,T169,Robert Garrigus,80,"8' 10""",2062.917,233,45,"2"""
172,T169,T169,Si Woo Kim,108,"8' 10""",2434.25,276,48,"4"""
173,T169,T169,Xander Schauffele,96,"8' 10""",2474.0,279,63,"2"""
174,T169,T169,Kyle Thompson,50,"8' 10""",955.75,108,52,"8"""
175,T176,T176,J.B. Holmes,77,"8' 9""",2072.917,236,66,"4"""
176,T176,T176,Jon Rahm,71,"8' 9""",1856.4170000000001,212,65,"2"""
177,178,178,Luke List,98,"8' 8""",2364.417,273,74,"2"""
178,T179,T179,Patrick Cantlay,87,"8' 7""",2105.333,246,54,"6"""
179,T179,T179,Brooks Koepka,64,"8' 7""",1813.1670000000001,211,45,"1"""
180,T179,T179,Keith Mitchell,99,"8' 7""",2672.5,311,56,"5"""
181,T179,T179,Francesco Molinari,73,"8' 7""",1777.0829999999999,207,42,"5"""
182,T183,T183,Jonathan Byrd,70,"8' 6""",1297.333,152,40,"3"""
183,T183,T183,Scott Piercy,84,"8' 6""",1991.5,234,49,"4"""
184,T183,T183,Justin Thomas,91,"8' 6""",2414.583,284,46,"3"""
185,T186,T186,Grayson Murray,72,"8' 5""",1804.4170000000001,214,37,"3"""
186,T186,T186,Cameron Percy,56,"8' 5""",1218.583,145,50,"1"""
187,T186,T186,Adam Scott,78,"8' 5""",1889.25,225,57,"1"""
188,T186,T186,Brendan Steele,74,"8' 5""",1487.5829999999999,177,37,"2"""
189,190,190,Patrick Reed,94,"8' 4""",1770.4170000000001,213,48,"3"""
190,191,191,Paul Casey,74,"8' 2""",1438.9170000000001,177,37,"2"""
191,T192,T192,Ryan Palmer,69,"8' 0""",1776.0,221,66,"1"""
192,T192,T192,Bubba Watson,90,"8' 0""",1979.0829999999999,248,38,"2"""
