,GIR_Putting_-_Inside_5_RANK THIS WEEK,GIR_Putting_-_Inside_5_RANK LAST WEEK,GIR_Putting_-_Inside_5_PLAYER NAME,GIR_Putting_-_Inside_5_ROUNDS,GIR_Putting_-_Inside_5_%,GIR_Putting_-_Inside_5_ATTEMPTS,GIR_Putting_-_Inside_5_PUTTS MADE
156,157,157,Ryan Blaum,81,77.27,44,34
157,158,158,Hideki Matsuyama,75,76.92,39,30
158,159,159,Robert Garrigus,80,76.74,43,33
159,160,160,Russell Henley,77,76.67,30,23
160,161,161,Matt Jones,70,76.47,34,26
161,T162,T162,Brice Garnett,99,76.19,42,32
162,T162,T162,Kyle Thompson,50,76.19,21,16
163,T164,T164,Jonas Blixt,67,76.0,25,19
164,T164,T164,Hunter Mahan,67,76.0,25,19
165,T164,T164,Conrad Shindler,60,76.0,25,19
166,T164,T164,Brett Stegmaier,67,76.0,25,19
167,T168,T168,Cameron Percy,56,75.76,33,25
168,T168,T168,Bubba Watson,90,75.76,33,25
169,170,170,Tom Lovelady,87,75.68,37,28
170,171,171,Luke List,98,75.51,49,37
171,T172,T172,Matt Atkins,56,75.0,20,15
172,T172,T172,Wesley Bryan,69,75.0,28,21
173,T172,T172,Chad Campbell,87,75.0,44,33
174,T172,T172,Zecheng Dou,53,75.0,28,21
175,T172,T172,Lucas Glover,65,75.0,24,18
176,T172,T172,Nate Lashley,51,75.0,20,15
177,T172,T172,Jamie Lovemark,92,75.0,44,33
178,T172,T172,Denny McCarthy,71,75.0,20,15
179,T172,T172,Brendan Steele,74,75.0,36,27
180,181,181,Nick Taylor,94,74.42,43,32
181,182,182,Rafa Cabrera Bello,75,74.29,35,26
182,183,183,Sung Kang,89,73.81,42,31
183,T184,T184,Zach Johnson,94,73.68,38,28
184,T184,T184,Grayson Murray,72,73.68,38,28
185,186,186,Russell Knox,94,73.17,41,30
186,187,187,Keith Mitchell,99,71.7,53,38
187,T188,T188,Branden Grace,67,71.43,21,15
188,T188,T188,Tyrrell Hatton,58,71.43,28,20
189,T188,T188,Rob Oppenheim,74,71.43,28,20
190,191,191,J.T. Poston,73,68.75,32,22
191,192,192,Vaughn Taylor,83,67.57,37,25
192,193,193,Bill Haas,76,63.64,33,21
