,Approach_Putt_Performance_RANK THIS WEEK,Approach_Putt_Performance_RANK LAST WEEK,Approach_Putt_Performance_PLAYER NAME,Approach_Putt_Performance_ROUNDS,Approach_Putt_Performance_VALUE,Approach_Putt_Performance_ATTEMPTS,Approach_Putt_Performance_TOTAL DISTANCE (FEET)
145,T140,T140,Kevin Kisner,89,"2' 5""",715,1745.0
146,T140,T140,Kelly Kraft,94,"2' 5""",787,1888.8329999999999
147,T140,T140,Anirban Lahiri,82,"2' 5""",704,1725.4170000000001
148,T140,T140,Marc Leishman,93,"2' 5""",781,1901.5
149,T140,T140,Nicholas Lindheim,77,"2' 5""",639,1558.3329999999999
150,T140,T140,Hideki Matsuyama,75,"2' 5""",607,1491.4170000000001
151,T140,T140,Sean O'Hair,67,"2' 5""",607,1492.0829999999999
152,T140,T140,Louis Oosthuizen,62,"2' 5""",487,1180.417
153,T140,T140,Scott Piercy,84,"2' 5""",776,1882.1670000000001
154,T140,T140,Martin Piller,79,"2' 5""",707,1708.3329999999999
155,T140,T140,D.A. Points,63,"2' 5""",509,1217.917
156,T140,T140,Jon Rahm,71,"2' 5""",560,1364.6670000000001
157,T140,T140,Justin Rose,70,"2' 5""",544,1320.4170000000001
158,T140,T140,Xander Schauffele,96,"2' 5""",757,1850.5829999999999
159,T140,T140,Charl Schwartzel,65,"2' 5""",429,1025.583
160,T140,T140,Scott Stallings,96,"2' 5""",876,2083.417
161,T140,T140,Henrik Stenson,60,"2' 5""",519,1241.75
162,T140,T140,Hudson Swafford,73,"2' 5""",594,1415.5829999999999
163,T140,T140,Vaughn Taylor,83,"2' 5""",758,1862.25
164,T140,T140,Ethan Tracy,72,"2' 5""",593,1431.5
165,T140,T140,Cameron Tringale,67,"2' 5""",580,1381.25
166,T140,T140,Peter Uihlein,83,"2' 5""",718,1751.25
167,T140,T140,Jimmy Walker,81,"2' 5""",667,1593.4170000000001
168,T140,T140,Xinjun Zhang,81,"2' 5""",650,1589.9170000000001
169,T170,T170,Ryan Blaum,81,"2' 6""",777,1921.0
170,T170,T170,Kevin Chappell,77,"2' 6""",688,1704.1670000000001
171,T170,T170,Roberto Díaz,72,"2' 6""",605,1502.75
172,T170,T170,Zecheng Dou,53,"2' 6""",405,1004.0
173,T170,T170,Satoshi Kodaira,51,"2' 6""",449,1105.833
174,T170,T170,Martin Laird,73,"2' 6""",637,1603.0829999999999
175,T170,T170,Danny Lee,88,"2' 6""",712,1766.75
176,T170,T170,Shane Lowry,64,"2' 6""",584,1470.6670000000001
177,T170,T170,Phil Mickelson,90,"2' 6""",700,1735.75
178,T170,T170,Keith Mitchell,99,"2' 6""",932,2293.25
179,T170,T170,Grayson Murray,72,"2' 6""",610,1509.8329999999999
180,T170,T170,Rob Oppenheim,74,"2' 6""",573,1412.4170000000001
181,T170,T170,Sam Ryder,82,"2' 6""",793,1991.0
182,T170,T170,Rory Sabbatini,91,"2' 6""",797,1973.5829999999999
183,T170,T170,Aaron Wise,90,"2' 6""",865,2192.833
184,T170,T170,Andrew Yun,51,"2' 6""",394,984.0
185,T186,T186,Austin Cook,107,"2' 7""",956,2433.083
186,T186,T186,Tom Lovelady,87,"2' 7""",778,1977.75
187,T186,T186,"Ted Potter, Jr.",87,"2' 7""",790,2016.6670000000001
188,T186,T186,Jonathan Randolph,71,"2' 7""",617,1569.9170000000001
189,T186,T186,Adam Schenk,86,"2' 7""",749,1913.3329999999999
190,T191,T191,Sung Kang,89,"2' 8""",730,1928.25
191,T191,T191,Brooks Koepka,64,"2' 8""",559,1508.25
192,T191,T191,Graeme McDowell,67,"2' 8""",481,1295.25
