,Total_1_Putts_-_Inside_5_RANK THIS WEEK,Total_1_Putts_-_Inside_5_RANK LAST WEEK,Total_1_Putts_-_Inside_5_PLAYER NAME,Total_1_Putts_-_Inside_5_ROUNDS,Total_1_Putts_-_Inside_5_TOTAL,Total_1_Putts_-_Inside_5_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_Inside_5_PCT OF ALL 1-PUTTS
93,T92,T92,Dustin Johnson,77,231,467,49.5
94,T92,T92,Sung Kang,89,231,466,49.6
95,T92,T92,Vaughn Taylor,83,231,489,47.2
96,T97,T97,Fabián Gómez,88,230,461,49.9
97,T97,T97,Sam Ryder,82,230,453,50.8
98,T99,T99,Martin Laird,73,229,444,51.6
99,T99,T99,Bubba Watson,90,229,469,48.8
100,101,101,Chris Stroud,81,226,432,52.3
101,T102,T102,Stewart Cink,87,225,442,50.9
102,T102,T102,Seamus Power,86,225,473,47.6
103,104,104,Gary Woodland,96,224,471,47.6
104,105,105,Harris English,84,222,485,45.8
105,106,106,J.J. Spaun,85,221,461,47.9
106,T107,T107,Kevin Kisner,89,220,442,49.8
107,T107,T107,Russell Knox,94,220,467,47.1
108,T109,T109,Ben Martin,64,217,420,51.7
109,T109,T109,Kyle Stanley,93,217,440,49.3
110,111,111,Talor Gooch,78,216,437,49.4
111,T112,T112,Kevin Chappell,77,215,415,51.8
112,T112,T112,Stephan Jaeger,81,215,415,51.8
113,114,114,Peter Uihlein,83,214,441,48.5
114,115,115,Rory McIlroy,64,212,381,55.6
115,116,116,Chez Reavie,93,211,431,49.0
116,117,117,Adam Schenk,86,209,432,48.4
117,118,118,Robert Streb,78,208,398,52.3
118,T119,T119,Cody Gribble,71,207,400,51.8
119,T119,T119,Billy Hurley III,70,207,398,52.0
120,121,121,Francesco Molinari,73,206,373,55.2
121,122,122,Wesley Bryan,69,205,397,51.6
122,T123,T123,Sean O'Hair,67,204,405,50.4
123,T123,T123,Adam Scott,78,204,404,50.5
124,125,125,Shawn Stefani,76,201,405,49.6
125,T126,T126,Rickie Fowler,74,200,419,47.7
126,T126,T126,Nicholas Lindheim,77,200,415,48.2
127,128,128,Daniel Berger,81,199,425,46.8
128,129,129,Rob Oppenheim,74,197,390,50.5
129,130,130,Tom Lovelady,87,196,446,43.9
130,131,131,Trey Mullinax,75,195,397,49.1
131,T132,T132,Jonas Blixt,67,194,349,55.6
132,T132,T132,J.T. Poston,73,194,401,48.4
133,134,134,Johnson Wagner,75,193,387,49.9
134,135,135,Justin Rose,70,192,397,48.4
135,136,136,Hideki Matsuyama,75,190,407,46.7
136,137,137,Brooks Koepka,64,187,400,46.8
137,T138,T138,Lanto Griffin,80,186,403,46.2
138,T138,T138,D.A. Points,63,186,351,53.0
139,140,140,Paul Casey,74,185,351,52.7
140,141,141,Jason Day,75,184,378,48.7
141,142,142,J.J. Henry,81,183,368,49.7
142,T143,T143,Roberto Díaz,72,182,390,46.7
143,T143,T143,Ethan Tracy,72,182,367,49.6
144,T143,T143,Xinjun Zhang,81,182,358,50.8
145,146,146,Bronson Burgoon,69,181,377,48.0
146,147,147,Charl Schwartzel,65,180,319,56.4
147,148,148,Michael Kim,74,179,381,47.0
148,149,149,Jim Furyk,50,178,330,53.9
149,T150,T150,Tommy Fleetwood,73,177,381,46.5
150,T150,T150,Graeme McDowell,67,177,338,52.4
151,T152,T152,Blayne Barber,69,176,386,45.6
152,T152,T152,Jason Dufner,71,176,364,48.4
153,154,154,Brendan Steele,74,175,335,52.2
154,155,155,Lucas Glover,65,173,315,54.9
155,T156,T156,Bud Cauley,55,172,312,55.1
156,T156,T156,Michael Thompson,62,172,365,47.1
157,T158,T158,Louis Oosthuizen,62,170,331,51.4
158,T158,T158,Ian Poulter,73,170,352,48.3
159,T158,T158,Jon Rahm,71,170,345,49.3
160,161,161,Ricky Barnes,65,169,342,49.4
161,T162,T162,Zac Blair,64,168,327,51.4
162,T162,T162,Shane Lowry,64,168,328,51.2
163,T164,T164,Russell Henley,77,167,376,44.4
164,T164,T164,Alex Noren,67,167,349,47.9
165,T164,T164,Cameron Tringale,67,167,331,50.5
166,167,167,Rafa Cabrera Bello,75,165,335,49.3
167,T168,T168,David Hearn,66,163,338,48.2
168,T168,T168,Rod Pampling,62,163,314,51.9
169,170,170,Jonathan Byrd,70,162,313,51.8
170,T171,T171,Greg Chalmers,56,161,304,53.0
171,T171,T171,Hunter Mahan,67,161,343,46.9
172,T171,T171,Denny McCarthy,71,161,332,48.5
173,T171,T171,Pat Perez,82,161,345,46.7
174,T175,T175,Conrad Shindler,60,160,306,52.3
175,T175,T175,Hudson Swafford,73,160,335,47.8
176,177,177,Matt Jones,70,159,320,49.7
177,178,178,Retief Goosen,60,157,275,57.1
178,179,179,Branden Grace,67,155,322,48.1
179,180,180,Steve Wheatcroft,60,153,302,50.7
180,181,181,Ben Crane,65,149,332,44.9
181,182,182,Tyrrell Hatton,58,148,289,51.2
182,183,183,Daniel Summerhays,51,146,294,49.7
183,184,184,Matt Atkins,56,144,283,50.9
184,185,185,Henrik Stenson,60,142,267,53.2
185,186,186,Brett Stegmaier,67,131,302,43.4
186,T187,T187,Cameron Percy,56,128,274,46.7
187,T187,T187,Kyle Thompson,50,128,236,54.2
188,189,189,Satoshi Kodaira,51,121,267,45.3
189,190,190,Zecheng Dou,53,118,237,49.8
190,191,191,Kiradech Aphibarnrat,51,109,240,45.4
191,192,192,Nate Lashley,51,106,227,46.7
192,193,193,Andrew Yun,51,101,212,47.6
