,Overall_Putting_Average_RANK THIS WEEK,Overall_Putting_Average_RANK LAST WEEK,Overall_Putting_Average_PLAYER NAME,Overall_Putting_Average_ROUNDS,Overall_Putting_Average_AVG,Overall_Putting_Average_# OF PUTTS,Overall_Putting_Average_# OF HOLES
105,T104,T104,Charley Hoffman,87,1.6219999999999999,2335,1440
106,T104,T104,Graeme McDowell,67,1.6219999999999999,1723,1062
107,T108,T108,Roberto Díaz,72,1.6230000000000002,1986,1224
108,T108,T108,Hideki Matsuyama,75,1.6230000000000002,2103,1296
109,T110,T110,Matt Every,79,1.624,2193,1350
110,T110,T110,Bill Haas,76,1.624,2163,1332
111,T110,T110,Sung Kang,89,1.624,2485,1530
112,T110,T110,Louis Oosthuizen,62,1.624,1579,972
113,T114,T114,Joel Dahmen,93,1.625,2487,1530
114,T114,T114,Adam Hadwin,92,1.625,2604,1602
115,T114,T114,Nicholas Lindheim,77,1.625,2018,1242
116,T114,T114,Nick Watney,94,1.625,2633,1620
117,118,118,Shawn Stefani,76,1.626,2166,1332
118,T119,T119,Brian Harman,94,1.6269999999999998,2636,1620
119,T119,T119,William McGirt,84,1.6269999999999998,2284,1404
120,T119,T119,Pat Perez,82,1.6269999999999998,2197,1350
121,T119,T119,Steve Wheatcroft,60,1.6269999999999998,1699,1044
122,T123,T123,Byeong Hun An,86,1.6280000000000001,2462,1512
123,T123,T123,Ryan Armour,109,1.6280000000000001,3136,1926
124,T123,T123,Tommy Fleetwood,73,1.6280000000000001,1934,1188
125,T123,T123,Rod Pampling,62,1.6280000000000001,1700,1044
126,T127,T127,Nate Lashley,51,1.629,1378,846
127,T127,T127,Bubba Watson,90,1.629,2317,1422
128,T129,T129,Brice Garnett,99,1.63,2787,1710
129,T129,T129,Branden Grace,67,1.63,1878,1152
130,T131,T131,Martin Flores,92,1.631,2525,1548
131,T131,T131,Cameron Percy,56,1.631,1468,900
132,T131,T131,Andrew Putnam,97,1.631,2613,1602
133,T131,T131,Richy Werenski,98,1.631,2701,1656
134,T135,T135,Fabián Gómez,88,1.632,2468,1512
135,T135,T135,Mackenzie Hughes,80,1.632,2232,1368
136,T137,T137,Lanto Griffin,80,1.6340000000000001,2177,1332
137,T137,T137,Denny McCarthy,71,1.6340000000000001,1853,1134
138,T137,T137,Peter Uihlein,83,1.6340000000000001,2294,1404
139,T140,T140,Daniel Berger,81,1.635,2236,1368
140,T140,T140,Jhonattan Vegas,92,1.635,2619,1602
141,T142,T142,Luke List,98,1.636,2798,1710
142,T142,T142,Ethan Tracy,72,1.636,2002,1224
143,T144,T144,Rafa Cabrera Bello,75,1.6369999999999998,2063,1260
144,T144,T144,Billy Horschel,86,1.6369999999999998,2416,1476
145,T146,T146,Brett Stegmaier,67,1.6380000000000001,1798,1098
146,T146,T146,Nick Taylor,94,1.6380000000000001,2653,1620
147,T148,T148,Jonathan Byrd,70,1.639,1829,1116
148,T148,T148,James Hahn,85,1.639,2419,1476
149,T148,T148,Charles Howell III,104,1.639,2950,1800
150,T151,T151,Stewart Cink,87,1.64,2569,1566
151,T151,T151,Patton Kizzire,92,1.64,2628,1602
152,T151,T151,Robert Streb,78,1.64,2184,1332
153,T154,T154,Bronson Burgoon,69,1.642,2039,1242
154,T154,T154,Tom Lovelady,87,1.642,2394,1458
155,T154,T154,Harold Varner III,91,1.642,2631,1602
156,157,157,Jason Dufner,71,1.643,1893,1152
157,T158,T158,David Hearn,66,1.6440000000000001,1775,1080
158,T158,T158,Jason Kokrak,99,1.6440000000000001,2929,1782
159,T160,T160,Stephan Jaeger,81,1.645,2221,1350
160,T160,T160,Kyle Thompson,50,1.645,1362,828
161,T162,T162,Kevin Chappell,77,1.646,2193,1332
162,T162,T162,Francesco Molinari,73,1.646,2074,1260
163,T162,T162,J.J. Spaun,85,1.646,2341,1422
164,T162,T162,Michael Thompson,62,1.646,1718,1044
165,T166,T166,Lucas Glover,65,1.6469999999999998,1808,1098
166,T166,T166,Keith Mitchell,99,1.6469999999999998,2876,1746
167,T168,T168,Blayne Barber,69,1.6480000000000001,1987,1206
168,T168,T168,C.T. Pan,104,1.6480000000000001,2907,1764
169,T168,T168,Xinjun Zhang,81,1.6480000000000001,2225,1350
170,T171,T171,Keegan Bradley,98,1.649,2760,1674
171,T171,T171,Kevin Streelman,94,1.649,2730,1656
172,173,173,Russell Knox,94,1.65,2673,1620
173,174,174,Chad Campbell,87,1.653,2350,1422
174,175,175,Russell Henley,77,1.655,2205,1332
175,T176,T176,Patrick Cantlay,87,1.656,2384,1440
176,T176,T176,Cameron Tringale,67,1.656,1878,1134
177,178,178,Corey Conners,97,1.6580000000000001,2775,1674
178,179,179,Scott Piercy,84,1.659,2389,1440
179,T180,T180,Satoshi Kodaira,51,1.66,1434,864
180,T180,T180,Sam Ryder,82,1.66,2390,1440
181,T180,T180,Kyle Stanley,93,1.66,2630,1584
182,T183,T183,Henrik Stenson,60,1.663,1676,1008
183,T183,T183,Gary Woodland,96,1.663,2724,1638
184,185,185,Adam Schenk,86,1.6640000000000001,2396,1440
185,186,186,Zecheng Dou,53,1.6669999999999998,1470,882
186,187,187,Hudson Swafford,73,1.6680000000000001,2012,1206
187,188,188,Shane Lowry,64,1.669,1682,1008
188,189,189,Adam Scott,78,1.675,2352,1404
189,190,190,Tyler Duncan,97,1.6769999999999998,2808,1674
190,191,191,Andrew Yun,51,1.6780000000000002,1359,810
191,T192,T192,J.J. Henry,81,1.6869999999999998,2278,1350
192,T192,T192,Brendan Steele,74,1.6869999999999998,2034,1206
