,GIR_Putting_Avg_-__35_RANK THIS WEEK,GIR_Putting_Avg_-__35_RANK LAST WEEK,GIR_Putting_Avg_-__35_PLAYER NAME,GIR_Putting_Avg_-__35_ROUNDS,GIR_Putting_Avg_-__35_% MADE,GIR_Putting_Avg_-__35_ATTEMPTS,GIR_Putting_Avg_-__35_PUTTS MADE
168,T167,T167,Rob Oppenheim,74,0.16,122,2.0
169,T167,T167,Brian Stuard,103,0.16,188,3.0
170,T167,T167,Tiger Woods,68,0.16,124,2.0
171,T172,T172,Daniel Berger,81,0.15,130,2.0
172,T172,T172,Sung Kang,89,0.15,132,2.0
173,T172,T172,Kelly Kraft,94,0.15,136,2.0
174,T172,T172,Chez Reavie,93,0.15,131,2.0
175,176,176,C.T. Pan,104,0.14,209,3.0
176,177,177,Troy Merritt,89,0.13,154,2.0
177,178,178,Sam Ryder,82,0.12,162,2.0
178,T179,T179,Branden Grace,67,0.11,87,1.0
179,T179,T179,Patton Kizzire,92,0.11,182,2.0
180,T181,T181,Zac Blair,64,0.1,104,1.0
181,T181,T181,Paul Casey,74,0.1,96,1.0
182,T181,T181,Ian Poulter,73,0.1,104,1.0
183,T184,T184,Dominic Bozzelli,65,0.09,110,1.0
184,T184,T184,Grayson Murray,72,0.09,108,1.0
185,T186,T186,Jon Rahm,71,0.08,132,1.0
186,T186,T186,Brendan Steele,74,0.08,132,1.0
187,T186,T186,Hudson Swafford,73,0.08,121,1.0
188,T189,T189,Bubba Watson,90,0.07,137,1.0
189,T189,T189,Xinjun Zhang,81,0.07,151,1.0
190,191,191,Kevin Streelman,94,0.05,196,1.0
191,T192,T192,Sean O'Hair,67,0.0,109,
192,T192,T192,Cameron Smith,85,0.0,99,
