,GIR_Putting_-__25_RANK THIS WEEK,GIR_Putting_-__25_RANK LAST WEEK,GIR_Putting_-__25_PLAYER NAME,GIR_Putting_-__25_ROUNDS,GIR_Putting_-__25_%,GIR_Putting_-__25_ATTEMPTS,GIR_Putting_-__25_PUTTS MADE
86,T85,T85,Phil Mickelson,90,5.54,271,15
87,88,88,Cameron Smith,85,5.53,199,11
88,89,89,Abraham Ancer,98,5.48,310,17
89,90,90,Si Woo Kim,108,5.47,274,15
90,91,91,Andrew Putnam,97,5.43,350,19
91,92,92,Michael Kim,74,5.42,203,11
92,93,93,Adam Hadwin,92,5.41,314,17
93,T94,T94,Xander Schauffele,96,5.38,279,15
94,T94,T94,Johnson Wagner,75,5.38,279,15
95,96,96,Corey Conners,97,5.34,337,18
96,97,97,Richy Werenski,98,5.31,339,18
97,98,98,Patrick Reed,94,5.29,227,12
98,T99,T99,Russell Henley,77,5.26,247,13
99,T99,T99,Jason Kokrak,99,5.26,418,22
100,101,101,Keegan Bradley,98,5.21,326,17
101,102,102,Sam Saunders,80,5.16,252,13
102,103,103,Zecheng Dou,53,5.15,136,7
103,T104,T104,Danny Lee,88,5.14,253,13
104,T104,T104,Scott Stallings,96,5.14,331,17
105,T106,T106,Martin Flores,92,5.13,312,16
106,T106,T106,Satoshi Kodaira,51,5.13,156,8
107,T108,T108,Charley Hoffman,87,5.1,255,13
108,T108,T108,Chez Reavie,93,5.1,255,13
109,110,110,Xinjun Zhang,81,5.09,275,14
110,111,111,Trey Mullinax,75,5.08,236,12
111,T112,T112,Brice Garnett,99,5.07,355,18
112,T112,T112,James Hahn,85,5.07,296,15
113,114,114,Rory McIlroy,64,5.06,178,9
114,115,115,Chris Stroud,81,5.0,220,11
115,116,116,Mackenzie Hughes,80,4.96,282,14
116,117,117,Jason Dufner,71,4.89,225,11
117,T118,T118,Zac Blair,64,4.86,185,9
118,T118,T118,Kelly Kraft,94,4.86,288,14
119,120,120,Scott Brown,102,4.8,333,16
120,121,121,Kevin Chappell,77,4.78,251,12
121,122,122,Cameron Percy,56,4.76,168,8
122,123,123,Rob Oppenheim,74,4.74,211,10
123,124,124,Adam Schenk,86,4.73,317,15
124,T125,T125,Robert Garrigus,80,4.72,254,12
125,T125,T125,Nick Taylor,94,4.72,318,15
126,127,127,John Huh,94,4.7,319,15
127,128,128,Daniel Summerhays,51,4.69,128,6
128,T129,T129,Shane Lowry,64,4.68,235,11
129,T129,T129,Hudson Swafford,73,4.68,235,11
130,131,131,Nick Watney,94,4.62,325,15
131,T132,T132,Daniel Berger,81,4.58,262,12
132,T132,T132,Alex Cejka,77,4.58,240,11
133,T132,T132,David Lingmerth,82,4.58,262,12
134,135,135,Tyrone Van Aswegen,101,4.57,328,15
135,136,136,Sung Kang,89,4.53,243,11
136,137,137,Grayson Murray,72,4.52,199,9
137,138,138,Kiradech Aphibarnrat,51,4.51,133,6
138,139,139,Tiger Woods,68,4.5,222,10
139,140,140,Bryson DeChambeau,93,4.47,358,16
140,T141,T141,Peter Malnati,87,4.41,272,12
141,T141,T141,Scott Piercy,84,4.41,295,13
142,T141,T141,Brian Stuard,103,4.41,363,16
143,144,144,Shawn Stefani,76,4.4,250,11
144,145,145,Anirban Lahiri,82,4.38,251,11
145,146,146,Keith Mitchell,99,4.36,367,16
146,147,147,Patrick Rodgers,97,4.34,346,15
147,148,148,"Ted Potter, Jr.",87,4.3,279,12
148,149,149,Patrick Cantlay,87,4.29,280,12
149,150,150,Marc Leishman,93,4.27,328,14
150,151,151,Lucas Glover,65,4.25,212,9
151,152,152,Rafa Cabrera Bello,75,4.23,189,8
152,153,153,D.A. Points,63,4.21,190,8
153,154,154,Aaron Baddeley,84,4.17,288,12
154,155,155,Luke List,98,4.12,340,14
155,156,156,Billy Horschel,86,4.08,368,15
156,157,157,C.T. Pan,104,4.05,370,15
157,T158,T158,Ben Martin,64,4.02,199,8
158,T158,T158,Jon Rahm,71,4.02,224,9
159,160,160,Ian Poulter,73,3.96,202,8
160,161,161,Sean O'Hair,67,3.94,203,8
161,T162,T162,Ryan Moore,78,3.8,263,10
162,T162,T162,Brendan Steele,74,3.8,237,9
163,T164,T164,Ben Crane,65,3.78,185,7
164,T164,T164,Hunter Mahan,67,3.78,238,9
165,T164,T164,Vaughn Taylor,83,3.78,291,11
166,T167,T167,Retief Goosen,60,3.77,159,6
167,T167,T167,Nate Lashley,51,3.77,159,6
168,169,169,J.J. Spaun,85,3.73,295,11
169,T170,T170,Graeme McDowell,67,3.7,189,7
170,T170,T170,Rod Pampling,62,3.7,162,6
171,172,172,Rickie Fowler,74,3.69,244,9
172,173,173,J.J. Henry,81,3.67,300,11
173,174,174,Martin Piller,79,3.62,276,10
174,175,175,Matt Every,79,3.6,222,8
175,176,176,Lanto Griffin,80,3.57,252,9
176,177,177,Ryan Palmer,69,3.54,226,8
177,178,178,Bubba Watson,90,3.41,264,9
178,179,179,J.B. Holmes,77,3.37,267,9
179,180,180,Patton Kizzire,92,3.29,334,11
180,181,181,Jhonattan Vegas,92,3.26,276,9
181,182,182,Kyle Thompson,50,3.23,124,4
182,183,183,Kevin Streelman,94,3.19,376,12
183,184,184,Branden Grace,67,3.11,161,5
184,185,185,Byeong Hun An,86,3.09,291,9
185,186,186,Jason Day,75,2.99,201,6
186,187,187,Louis Oosthuizen,62,2.65,189,5
187,188,188,Jonas Blixt,67,2.63,190,5
188,189,189,Adam Scott,78,2.61,268,7
189,190,190,Paul Casey,74,2.59,193,5
190,191,191,Matt Atkins,56,2.56,156,4
191,192,192,Charl Schwartzel,65,1.95,154,3
192,193,193,Jonathan Byrd,70,1.01,198,2
