,SG_Off-the-Tee_RANK THIS WEEK,SG_Off-the-Tee_RANK LAST WEEK,SG_Off-the-Tee_PLAYER NAME,SG_Off-the-Tee_ROUNDS,SG_Off-the-Tee_AVERAGE,SG_Off-the-Tee_TOTAL SG:OTT,SG_Off-the-Tee_MEASURED ROUNDS
130,131,131,Kevin Na,91,-0.141,-10.982000000000001,78
131,132,132,Ryan Palmer,78,-0.14300000000000002,-10.023,70
132,133,133,Rick Price,54,-0.154,-6.307,41
133,134,134,Peter Lonard,86,-0.166,-12.765,77
134,135,135,Charlie Wi,92,-0.16699999999999998,-13.209000000000001,79
135,136,136,Vaughn Taylor,88,-0.188,-14.87,79
136,137,137,Cameron Beckman,87,-0.191,-14.335999999999999,75
137,138,138,Matt Weibring,65,-0.193,-10.61,55
138,139,139,Johnson Wagner,81,-0.19699999999999998,-14.588,74
139,T140,T140,Chez Reavie,81,-0.203,-14.219000000000001,70
140,T140,T140,Gary Woodland,53,-0.203,-7.515,37
141,142,142,Nick O'Hern,90,-0.205,-17.417,85
142,143,143,Joe Ogilvie,85,-0.218,-16.807000000000002,77
143,144,144,Greg Chalmers,85,-0.221,-15.704,71
144,145,145,Stuart Appleby,79,-0.222,-14.435,65
145,146,146,Matt Jones,56,-0.23399999999999999,-10.543,45
146,147,147,Marc Turnesa,77,-0.237,-16.852999999999998,71
147,148,148,Tom Pernice Jr.,82,-0.245,-18.397000000000002,75
148,149,149,Chris DiMarco,97,-0.264,-22.969,87
149,150,150,David Mathis,82,-0.266,-18.32,69
150,151,151,Mike Weir,85,-0.276,-18.503,67
151,T152,T152,Brett Quigley,92,-0.297,-22.285,75
152,T152,T152,Webb Simpson,94,-0.297,-25.820999999999998,87
153,154,154,Steve Flesch,77,-0.301,-18.930999999999997,63
154,155,155,Padraig Harrington,66,-0.315,-15.135,48
155,156,156,Bryce Molder,69,-0.321,-17.329,54
156,157,157,Brian Gay,96,-0.322,-26.403000000000002,82
157,T158,T158,Bob Heintz,59,-0.326,-16.645,51
158,T158,T158,Carl Pettersson,86,-0.326,-24.145,74
159,160,160,Lee Janzen,74,-0.331,-20.18,61
160,161,161,Freddie Jacobson,83,-0.33399999999999996,-24.392,73
161,162,162,Brad Adamonis,70,-0.33899999999999997,-20.688000000000002,61
162,163,163,Chris Riley,77,-0.342,-22.919,67
163,164,164,Derek Fathauer,63,-0.35,-17.874000000000002,51
164,165,165,Nathan Green,104,-0.40700000000000003,-37.482,92
165,166,166,Aron Price,89,-0.456,-35.113,77
166,167,167,Aaron Baddeley,66,-0.45899999999999996,-26.638,58
167,168,168,Mark Brooks,55,-0.49,-19.581,40
168,169,169,Spencer Levin,75,-0.493,-33.041,67
169,170,170,Richard Johnson,85,-0.503,-37.24,74
170,171,171,Luke Donald,79,-0.54,-32.922,61
171,172,172,Jeff Quinney,78,-0.563,-39.963,71
172,173,173,Jimmy Walker,74,-0.574,-36.707,64
173,174,174,Greg Kraft,51,-0.581,-23.802,41
174,175,175,Ryuji Imada,85,-0.583,-40.231,69
175,176,176,Leif Olson,51,-0.599,-25.761,43
176,177,177,Brian Bateman,55,-0.64,-30.705,48
177,178,178,Brendon Todd,53,-0.792,-37.231,47
178,179,179,Dean Wilson,81,-0.9570000000000001,-67.018,70
179,180,180,Corey Pavin,73,-0.9740000000000001,-52.598,54
180,181,181,Brad Faxon,59,-1.03,-53.581,52
181,182,182,Parker McLachlin,71,-1.036,-69.408,67
182,183,183,David Duval,56,-1.33,-58.501000000000005,44
183,184,184,Eric Axley,71,-1.4409999999999998,-85.00200000000001,59
