,Right_Rough_Tendency_RTP_Score_RANK THIS WEEK,Right_Rough_Tendency_RTP_Score_RANK LAST WEEK,Right_Rough_Tendency_RTP_Score_PLAYER NAME,Right_Rough_Tendency_RTP_Score_ROUNDS,Right_Rough_Tendency_RTP_Score_RTP SCORE
173,T173,T173,Tom Lehman,55,+.203
174,175,175,Ben Curtis,63,+.205
175,176,176,Jason Gore,74,+.220
176,177,177,Billy Mayfair,83,+.237
177,178,178,Brendon Todd,53,+.239
178,179,179,Derek Fathauer,63,+.241
179,180,180,Bart Bryant,58,+.244
180,181,181,Corey Pavin,73,+.245
181,182,182,Ricky Barnes,67,+.255
182,183,183,Eric Axley,71,+.261
183,184,184,Joe Durant,62,+.323
