,Total_Driving_RANK THIS WEEK,Total_Driving_RANK LAST WEEK,Total_Driving_PLAYER NAME,Total_Driving_EVENTS,Total_Driving_TOTAL,Total_Driving_DISTANCE RANK,Total_Driving_ACCURACY RANK
112,T113,T113,Matt Kuchar,24,194,128,66
113,T113,T113,Bryce Molder,21,194,129,65
114,T115,T115,Glen Day,26,195,174,21
115,T115,T115,John Mallinger,27,195,164,31
116,T117,T117,Brendon de Jonge,29,196,75,121
117,T117,T117,Todd Hamilton,29,196,113,83
118,T117,T117,Tom Lehman,16,196,179,17
119,T117,T117,George McNeill,26,196,61,135
120,T117,T117,Pat Perez,22,196,87,109
121,T122,T122,Woody Austin,24,197,99,98
122,T122,T122,Mark Brooks,17,197,182,15
123,T122,T122,Retief Goosen,20,197,58,139
124,T125,T125,Leif Olson,21,198,30,168
125,T125,T125,Corey Pavin,23,198,184,14
126,T125,T125,Andres Romero,20,198,18,180
127,T128,T128,Charles Howell III,29,199,53,146
128,T128,T128,Nick O'Hern,27,199,170,29
129,130,130,Y.E. Yang,23,200,67,133
130,T131,T131,Matt Bettencourt,31,201,52,149
131,T131,T131,Rory Sabbatini,25,201,47,154
132,133,133,Paul Goydos,25,202,172,30
133,T134,T134,Rich Beem,26,203,114,89
134,T134,T134,Scott Sterling,16,203,109,94
135,136,136,Ricky Barnes,23,207,55,152
136,137,137,Ian Poulter,17,208,133,75
137,138,138,Richard Johnson,26,209,176,33
138,139,139,Rick Price,21,210,166,44
139,140,140,Chris DiMarco,29,211,157,54
140,141,141,Tim Herron,27,212,59,153
141,142,142,Geoff Ogilvy,20,214,63,151
142,T143,T143,Cameron Beckman,26,215,97,118
143,T143,T143,Peter Lonard,30,215,157,58
144,T143,T143,Jeff Overton,28,215,41,174
145,146,146,Rocco Mediate,22,217,129,88
146,T147,T147,Greg Chalmers,26,218,119,99
147,T147,T147,Marc Turnesa,30,218,157,61
148,T149,T149,Stuart Appleby,25,219,77,142
149,T149,T149,Jarrod Lyle,21,219,95,124
150,T149,T149,Jeff Quinney,26,219,177,42
151,152,152,Cliff Kresge,28,221,149,72
152,153,153,Joe Ogilvie,29,223,65,158
153,154,154,Steve Flesch,27,225,117,108
154,155,155,Tom Pernice Jr.,26,226,140,86
155,156,156,Mark Calcavecchia,23,234,104,130
156,157,157,David Duval,22,236,53,183
157,158,158,Brett Quigley,28,237,93,144
158,159,159,Ben Curtis,18,238,157,81
159,160,160,Kevin Na,26,240,136,104
160,T161,T161,Brad Adamonis,25,242,82,160
161,T161,T161,Ken Duke,29,242,129,113
162,T161,T161,Webb Simpson,30,242,102,140
163,164,164,Carl Pettersson,29,243,86,157
164,165,165,Jimmy Walker,24,246,70,176
165,166,166,Brian Bateman,25,248,84,164
166,167,167,Aron Price,27,250,154,96
167,168,168,Lee Janzen,23,254,139,115
168,T169,T169,Aaron Baddeley,23,255,92,163
169,T169,T169,Nathan Green,30,255,123,132
170,171,171,Derek Fathauer,25,262,100,162
171,172,172,David Mathis,27,264,148,116
172,173,173,Dean Wilson,29,266,181,85
173,T174,T174,Freddie Jacobson,25,269,122,147
174,T174,T174,Mike Weir,24,269,163,106
175,176,176,Padraig Harrington,20,277,106,171
176,177,177,Greg Kraft,21,279,178,101
177,178,178,Spencer Levin,25,284,165,119
178,179,179,Luke Donald,21,287,173,114
179,180,180,Ryuji Imada,25,290,168,122
180,181,181,Brendon Todd,21,291,171,120
181,182,182,Eric Axley,30,315,133,182
182,183,183,Brad Faxon,23,324,180,144
183,184,184,Parker McLachlin,25,330,157,173
