,Ball_Speed_RANK THIS WEEK,Ball_Speed_RANK LAST WEEK,Ball_Speed_PLAYER NAME,Ball_Speed_ROUNDS,Ball_Speed_AVG.,Ball_Speed_TOTAL BALL SPEED,Ball_Speed_TOTAL ATTEMPTS,Ball_Speed_FASTEST SPEED,Ball_Speed_SLOWEST SPEED
144,145,145,Jerry Kelly,90,160.36,12829.13,80,165.2,152.59
145,146,146,Spencer Levin,75,160.3,10900.06,68,165.03,154.97
146,T147,T147,Billy Mayfair,83,160.25,10736.69,67,165.59,155.85
147,T147,T147,Chris Riley,77,160.25,9454.49,59,164.84,156.06
148,149,149,Vaughn Taylor,88,160.21,10894.51,68,165.95,155.42
149,150,150,Ben Curtis,63,160.05,7042.35,44,165.9,155.59
150,151,151,Kent Jones,73,159.98,9279.11,58,166.58,154.38
151,152,152,Rick Price,54,159.78,6391.02,40,167.21,154.22
152,153,153,David Toms,98,159.73,13257.57,83,164.11,153.32
153,154,154,Aron Price,89,159.59,11331.07,71,166.43,154.55
154,155,155,Marc Turnesa,77,159.55,12444.69,78,167.1,142.61
155,156,156,Patrick Sheehan,51,159.49,5741.65,36,163.15,154.35
156,157,157,Cliff Kresge,78,159.24,10669.26,67,167.04,153.7
157,158,158,Tom Pernice Jr.,82,159.19,12098.57,76,164.1,152.82
158,159,159,Scott Verplank,88,159.07,13680.18,86,163.44,153.99
159,160,160,Richard Johnson,85,159.02,12244.87,77,164.03,142.23
160,T161,T161,Brian Davis,103,158.9,15254.13,96,169.64,152.03
161,T161,T161,Kirk Triplett,60,158.9,8421.51,53,164.31,155.25
162,163,163,Zach Johnson,94,158.71,14601.55,92,162.97,151.27
163,164,164,Brandt Snedeker,81,158.48,9825.77,62,162.8,148.51
164,165,165,Brendon Todd,53,158.32,7599.29,48,170.6,151.86
165,166,166,Mark Wilson,99,158.15,12810.09,81,161.51,154.64
166,167,167,Alex Cejka,82,158.04,11063.11,70,163.01,143.76
167,168,168,Colt Knost,71,157.86,8524.35,54,162.38,150.81
168,169,169,Dean Wilson,81,157.78,9940.12,63,163.63,149.1
169,170,170,John Mallinger,90,157.7,11827.2,75,162.64,152.86
170,171,171,Darron Stiles,52,157.62,5201.46,33,161.43,153.15
171,172,172,Peter Lonard,86,157.5,11970.18,76,162.88,150.82
172,T173,T173,Tim Clark,81,157.31,10696.84,68,161.63,151.48
173,T173,T173,Paul Goydos,79,157.31,10854.59,69,163.01,151.16
174,175,175,Bart Bryant,58,156.93,9101.78,58,163.03,149.88
175,176,176,Jeff Quinney,78,156.7,10812.44,69,164.02,145.13
176,177,177,Brad Faxon,59,156.43,8760.03,56,163.16,150.17
177,178,178,Chez Reavie,81,156.24,11717.79,75,159.6,141.75
178,179,179,Greg Kraft,51,155.26,6365.55,41,159.17,147.45
179,180,180,Nick O'Hern,90,155.18,13500.67,87,160.76,149.55
180,181,181,Glen Day,79,153.48,9669.43,63,158.88,144.53
181,182,182,Brian Gay,96,151.79,13813.13,91,156.94,143.43
182,183,183,Corey Pavin,73,151.39,8023.42,53,155.89,146.66
183,184,184,Mark Brooks,55,151.04,5588.36,37,160.31,142.46
