,Left_Rough_Tendency_RANK THIS WEEK,Left_Rough_Tendency_RANK LAST WEEK,Left_Rough_Tendency_PLAYER NAME,Left_Rough_Tendency_ROUNDS,Left_Rough_Tendency_%,Left_Rough_Tendency_TOTAL LEFT ROUGH,Left_Rough_Tendency_POSSIBLE FWYS,Left_Rough_Tendency_RELATIVE TO PAR
29,30,30,Greg Owen,97,10.48,119,1135,+0.07
30,31,31,Kris Blanks,60,10.51,68,647,+0.04
31,32,32,Jeff Klauk,97,10.58,129,1219,+0.09
32,33,33,Tiger Woods,64,10.62,70,659,-0.06
33,34,34,Jason Dufner,90,10.66,115,1079,+0.07
34,35,35,Aron Price,89,10.68,113,1058,+0.05
35,36,36,Bill Lunde,83,10.85,112,1032,+0.15
36,37,37,Martin Laird,72,10.97,94,857,+0.15
37,38,38,Tim Clark,81,10.98,90,820,+0.20
38,39,39,Justin Rose,71,11.0,87,791,+0.01
39,40,40,Brendon de Jonge,90,11.09,120,1082,+0.14
40,41,41,Ryan Moore,89,11.1,114,1027,+0.08
41,T42,T42,Todd Hamilton,83,11.16,98,878,+0.20
42,T42,T42,Hunter Mahan,94,11.16,117,1048,+0.13
43,44,44,Troy Matteson,95,11.19,134,1198,+0.04
44,45,45,Greg Chalmers,85,11.2,109,973,+0.08
45,46,46,Ben Crane,93,11.21,124,1106,+0.07
46,47,47,Aaron Baddeley,66,11.24,89,792,+0.07
47,48,48,Rory Sabbatini,81,11.29,104,921,+0.07
48,49,49,Tom Lehman,55,11.34,55,485,+0.20
49,50,50,Ian Poulter,59,11.41,67,587,+0.16
50,51,51,Jason Bohn,88,11.43,129,1129,+0.10
51,52,52,Jim Furyk,86,11.54,104,901,+0.12
52,53,53,Steve Lowery,83,11.57,123,1063,+0.12
53,54,54,Will MacKenzie,69,11.6,98,845,+0.21
54,55,55,Robert Garrigus,83,11.65,113,970,-0.02
55,56,56,Ken Duke,87,11.69,114,975,+0.10
56,57,57,Chris Stroud,88,11.7,122,1043,+0.07
57,58,58,D.A. Points,99,11.84,141,1191,+0.16
58,59,59,Peter Lonard,86,11.93,126,1056,+0.25
59,T60,T60,Woody Austin,84,12.11,125,1032,+0.12
60,T60,T60,Kevin Streelman,97,12.11,145,1197,-0.06
61,62,62,Boo Weekley,79,12.15,110,905,+0.15
62,63,63,Mike Weir,85,12.18,113,928,+0.15
63,T64,T64,Steve Marino,98,12.3,143,1163,-0.02
64,T64,T64,Pat Perez,74,12.3,105,854,+0.19
65,66,66,Ted Purdy,101,12.31,151,1227,+0.12
66,T67,T67,Charles Howell III,99,12.32,140,1136,E
67,T67,T67,Tim Petrovic,97,12.32,146,1185,+0.12
68,69,69,Glen Day,79,12.36,109,882,+0.13
69,70,70,George McNeill,82,12.37,129,1043,+0.08
70,71,71,D.J. Trahan,96,12.41,138,1112,+0.14
71,72,72,Parker McLachlin,71,12.45,114,916,+0.10
72,73,73,John Mallinger,90,12.46,122,979,+0.11
73,74,74,Stephen Ames,77,12.48,98,785,+0.10
74,75,75,Chez Reavie,81,12.51,122,975,+0.16
75,T76,T76,Rick Price,54,12.52,71,567,+0.27
76,T76,T76,Casey Wittenberg,71,12.52,92,735,+0.15
77,78,78,Ryan Palmer,78,12.55,120,956,+0.18
78,79,79,Michael Allen,73,12.56,101,804,+0.10
79,80,80,Scott Piercy,85,12.62,130,1030,E
80,81,81,Charlie Wi,92,12.63,137,1085,+0.07
81,82,82,John Rollins,92,12.65,138,1091,+0.11
82,83,83,Lucas Glover,93,12.66,138,1090,+0.09
83,84,84,Nick O'Hern,90,12.67,148,1168,+0.16
84,T85,T85,Justin Leonard,95,12.69,133,1048,+0.07
85,T85,T85,Marc Turnesa,77,12.69,125,985,+0.21
86,T87,T87,Jonathan Byrd,89,12.71,138,1086,+0.03
87,T87,T87,Bob Heintz,59,12.71,89,700,+0.06
88,89,89,Scott Sterling,51,12.73,70,550,+0.10
89,90,90,Camilo Villegas,76,12.74,99,777,+0.07
90,91,91,Rod Pampling,72,12.77,113,885,+0.12
91,T92,T92,Luke Donald,79,12.81,108,843,+0.02
92,T92,T92,Matt Kuchar,82,12.81,125,976,-0.08
93,T92,T92,Brendon Todd,53,12.81,82,640,+0.20
94,95,95,Brian Davis,103,12.82,161,1256,+0.09
95,96,96,Jeff Quinney,78,12.87,126,979,+0.33
96,97,97,Patrick Sheehan,51,12.89,70,543,+0.10
97,98,98,Jarrod Lyle,65,12.92,89,689,+0.02
98,99,99,Brian Vranesh,51,12.96,77,594,+0.05
99,100,100,Geoff Ogilvy,78,12.97,104,802,-0.02
100,101,101,Nicholas Thompson,96,12.98,155,1194,+0.11
101,102,102,Mark Calcavecchia,72,13.0,111,854,+0.13
102,103,103,Vaughn Taylor,88,13.02,142,1091,+0.08
103,104,104,Steve Elkington,70,13.03,111,852,+0.15
104,105,105,Kevin Stadler,65,13.14,97,738,+0.09
105,106,106,Rocco Mediate,79,13.25,121,913,+0.02
106,107,107,Rich Beem,77,13.3,106,797,+0.03
107,108,108,Jeff Maggert,79,13.37,134,1002,+0.25
108,109,109,Tom Pernice Jr.,82,13.5,139,1030,+0.04
109,110,110,Ernie Els,70,13.56,102,752,+0.10
110,111,111,Matt Weibring,65,13.59,103,758,+0.12
111,112,112,Mathew Goggin,76,13.68,113,826,+0.12
112,113,113,Lee Janzen,74,13.74,115,837,+0.18
113,114,114,J.J. Henry,97,13.78,159,1154,+0.13
114,115,115,Brian Bateman,55,13.79,91,660,+0.12
115,116,116,Vijay Singh,71,13.8,98,710,-0.02
116,117,117,Freddie Jacobson,83,13.97,141,1009,+0.09
117,118,118,Matt Jones,56,13.98,84,601,+0.02
118,119,119,Charles Warren,63,14.11,103,730,+0.18
119,120,120,Stewart Cink,79,14.13,116,821,+0.12
120,121,121,Cliff Kresge,78,14.15,131,926,+0.16
121,T122,T122,Ben Curtis,63,14.16,93,657,-0.05
122,T122,T122,Kenny Perry,92,14.16,144,1017,-0.03
123,124,124,David Mathis,82,14.21,134,943,+0.12
124,125,125,Nathan Green,104,14.22,179,1259,+0.01
125,126,126,Tommy Armour III,58,14.25,102,716,+0.11
126,T127,T127,Derek Fathauer,63,14.29,99,693,+0.11
127,T127,T127,Johnson Wagner,81,14.29,146,1022,+0.15
128,129,129,Kevin Sutherland,96,14.31,144,1006,+0.17
129,130,130,Jason Gore,74,14.42,123,853,+0.07
130,131,131,Charley Hoffman,97,14.47,172,1189,-0.01
131,132,132,Richard Johnson,85,14.49,149,1028,+0.12
132,133,133,Briny Baird,89,14.52,144,992,+0.13
133,134,134,K.J. Choi,65,14.57,102,700,+0.14
134,135,135,Dean Wilson,81,14.58,140,960,+0.21
135,136,136,Jimmy Walker,74,14.62,125,855,+0.06
136,137,137,Steve Stricker,81,14.67,126,859,-0.10
137,138,138,Spencer Levin,75,14.69,135,919,+0.04
138,139,139,Jason Day,61,14.73,100,679,+0.11
139,140,140,Tim Herron,87,14.76,163,1104,+0.15
140,141,141,Greg Kraft,51,14.79,84,568,+0.23
141,142,142,Matt Bettencourt,98,14.9,177,1188,+0.16
142,T143,T143,Stuart Appleby,79,14.98,133,888,+0.14
143,T143,T143,Dustin Johnson,85,14.98,130,868,-0.06
144,145,145,John Senden,100,15.02,191,1272,+0.10
145,146,146,Harrison Frazar,93,15.06,173,1149,+0.16
146,147,147,Sergio Garcia,59,15.13,92,608,+0.02
147,148,148,Robert Allenby,71,15.19,118,777,-0.02
148,149,149,Kevin Na,91,15.2,162,1066,+0.12
149,150,150,Michael Letzig,96,15.24,180,1181,+0.16
150,151,151,Ryuji Imada,85,15.26,145,950,+0.14
151,152,152,Anthony Kim,76,15.31,126,823,E
152,T153,T153,Bill Haas,91,15.38,174,1131,+0.05
153,T153,T153,Davis Love III,89,15.38,164,1066,+0.05
154,155,155,Brett Quigley,92,15.55,158,1016,+0.03
155,156,156,Adam Scott,53,15.6,90,577,+0.01
156,157,157,Fred Couples,54,15.71,90,573,-0.06
157,158,158,Brad Adamonis,70,15.73,131,833,+0.15
158,159,159,Tag Ridings,50,15.86,89,561,+0.02
159,160,160,Ricky Barnes,67,15.95,111,696,+0.20
160,161,161,Y.E. Yang,83,15.96,154,965,+0.03
161,T162,T162,Cameron Beckman,87,15.98,166,1039,+0.10
162,T162,T162,Jerry Kelly,90,15.98,171,1070,+0.04
163,164,164,Sean O'Hair,80,16.17,131,810,-0.01
164,165,165,Gary Woodland,53,16.29,80,491,+0.21
165,T166,T166,Retief Goosen,74,16.3,126,773,+0.13
166,T166,T166,Webb Simpson,94,16.3,193,1184,E
167,168,168,Carl Pettersson,86,16.37,167,1020,+0.12
168,169,169,Daniel Chopra,89,16.64,190,1142,+0.13
169,170,170,Peter Tomasulo,61,16.67,105,630,+0.12
170,171,171,Brad Faxon,59,16.83,120,713,+0.26
171,172,172,Jeff Overton,92,16.91,177,1047,+0.05
172,173,173,Eric Axley,71,17.11,135,789,+0.17
173,174,174,Steve Flesch,77,17.13,148,864,+0.09
174,175,175,Joe Ogilvie,85,17.15,179,1044,-0.02
175,176,176,Padraig Harrington,66,17.63,116,658,+0.03
176,177,177,Leif Olson,51,17.64,103,584,+0.12
177,178,178,Ángel Cabrera,55,17.76,92,518,+0.11
178,179,179,Nick Watney,86,17.87,166,929,-0.01
179,180,180,Phil Mickelson,66,18.13,118,651,+0.09
180,181,181,Andres Romero,58,18.23,107,587,-0.03
181,182,182,Bubba Watson,73,19.02,147,773,+0.05
182,183,183,David Duval,56,19.69,116,589,+0.19
183,184,184,J.B. Holmes,74,22.98,188,818,+0.07
