,Spin_Rate_RANK THIS WEEK,Spin_Rate_RANK LAST WEEK,Spin_Rate_PLAYER NAME,Spin_Rate_ROUNDS,Spin_Rate_AVG.,Spin_Rate_TOTAL SPIN SPEED,Spin_Rate_TOTAL ATTEMPTS,Spin_Rate_HIGHEST SPIN RATE,Spin_Rate_LOWEST SPIN RATE
71,72,72,Charley Hoffman,97,2735.4,194211,71,3523,1821
72,73,73,Daniel Chopra,89,2734.0,196846,72,3685,1795
73,74,74,Kevin Sutherland,96,2731.8,161177,59,3564,1705
74,75,75,Bo Van Pelt,100,2729.0,191027,70,3648,1769
75,T76,T76,Chad Campbell,90,2727.7,174574,64,3520,1884
76,T76,T76,Ian Poulter,59,2727.7,117289,43,3644,1534
77,78,78,Pat Perez,74,2727.4,152735,56,3564,1688
78,79,79,Leif Olson,51,2724.7,89916,33,3640,2058
79,80,80,Lee Janzen,74,2717.9,133175,49,3426,2042
80,81,81,D.J. Trahan,96,2713.8,168254,62,3494,2106
81,82,82,Davis Love III,89,2713.3,165514,61,3574,1990
82,83,83,Tim Petrovic,97,2708.0,173314,64,3545,1897
83,84,84,Bob Heintz,59,2701.7,113472,42,3428,1951
84,85,85,Harrison Frazar,93,2699.4,178162,66,3733,1857
85,86,86,Richard Johnson,85,2697.6,178044,66,3608,1811
86,87,87,Tom Pernice Jr.,82,2697.4,172633,64,3698,1686
87,88,88,Steve Marino,98,2693.5,210092,78,3635,1867
88,89,89,Bart Bryant,58,2692.3,131921,49,3417,1524
89,90,90,Rick Price,54,2679.1,101806,38,3467,1610
90,91,91,Rory Sabbatini,81,2671.4,136243,51,3652,1640
91,92,92,Spencer Levin,75,2671.3,160280,60,3591,1685
92,93,93,Gary Woodland,53,2664.2,61276,23,3890,1898
93,94,94,Brad Adamonis,70,2660.8,125057,47,3452,1643
94,95,95,Kevin Stadler,65,2655.1,114170,43,3518,1800
95,96,96,Matt Weibring,65,2651.5,116668,44,3707,2056
96,97,97,Jimmy Walker,74,2650.8,111333,42,3589,1694
97,98,98,Steve Elkington,70,2644.5,124290,47,3658,1819
98,99,99,Ángel Cabrera,55,2641.0,73948,28,3354,1792
99,100,100,Brandt Snedeker,81,2638.4,160945,61,3180,2147
100,101,101,Justin Rose,71,2635.2,123853,47,3706,1664
101,102,102,Michael Letzig,96,2634.7,210777,80,3564,1759
102,103,103,Bill Lunde,83,2634.5,168611,64,3686,1577
103,104,104,Jay Williamson,69,2629.4,144617,55,3599,2020
104,105,105,Charles Warren,63,2627.5,105098,40,3438,1508
105,106,106,Mike Weir,85,2627.0,168131,64,3503,1950
106,107,107,Stuart Appleby,79,2622.9,123275,47,3670,1624
107,108,108,John Merrick,91,2620.3,159836,61,3631,2047
108,109,109,Freddie Jacobson,83,2617.9,146603,56,3602,1717
109,110,110,Briny Baird,89,2614.9,180428,69,3571,1876
110,111,111,Ryan Moore,89,2614.5,164713,63,3667,1568
111,112,112,Tim Herron,87,2605.7,182396,70,3447,1783
112,113,113,Sean O'Hair,80,2601.4,145681,56,3560,1708
113,114,114,Jason Day,61,2600.2,111807,43,3738,1554
114,115,115,Vijay Singh,71,2598.3,127317,49,3414,1537
115,116,116,D.A. Points,99,2593.0,191883,74,3552,1749
116,117,117,Colt Knost,71,2591.5,119207,46,3525,1860
117,118,118,Bubba Watson,73,2586.6,98290,38,3496,1940
118,119,119,Tom Lehman,55,2581.7,80034,31,3339,1945
119,120,120,Jason Gore,74,2581.6,126496,49,3040,1692
120,121,121,David Mathis,82,2576.4,154583,60,3486,1724
121,122,122,Rocco Mediate,79,2571.7,131158,51,3411,2023
122,123,123,Padraig Harrington,66,2571.6,90007,35,3679,1630
123,124,124,Scott Verplank,88,2568.7,208061,81,3648,1712
124,125,125,Zach Johnson,94,2565.5,205242,80,3197,1907
125,126,126,Camilo Villegas,76,2561.7,128087,50,3671,1606
126,127,127,Ben Crane,93,2556.5,189181,74,3686,1777
127,128,128,Joe Ogilvie,85,2552.5,145495,57,3289,1864
128,129,129,Retief Goosen,74,2551.4,135222,53,3498,1778
129,130,130,Justin Leonard,95,2550.4,191281,75,3384,1746
130,131,131,Lucas Glover,93,2546.9,168095,66,3558,1921
131,132,132,John Rollins,92,2546.4,175705,69,3711,1699
132,133,133,Ryan Palmer,78,2545.5,150186,59,3511,1893
133,134,134,Jerry Kelly,90,2545.2,180709,71,3249,1751
134,135,135,David Toms,98,2543.4,208557,82,3596,1984
135,136,136,Chez Reavie,81,2543.0,175467,69,3624,1919
136,137,137,Dustin Johnson,85,2541.4,157568,62,3489,1793
137,138,138,Aron Price,89,2541.0,157539,62,3478,1974
138,139,139,John Mallinger,90,2540.5,165133,65,3391,1799
139,140,140,Kirk Triplett,60,2533.0,101321,40,3528,1996
140,141,141,Chris Stroud,88,2530.7,129064,51,3500,1593
141,142,142,Scott Sterling,51,2523.9,95907,38,3737,1825
142,143,143,Brian Davis,103,2521.4,204231,81,3715,1533
143,144,144,Steve Stricker,81,2521.2,161354,64,3404,1819
144,145,145,J.B. Holmes,74,2519.1,95726,38,3688,1786
145,146,146,Andres Romero,58,2512.4,115570,46,3276,1592
146,147,147,Brian Gay,96,2510.8,210907,84,3354,1765
147,148,148,Rich Beem,77,2510.7,130558,52,3728,1783
148,149,149,Darron Stiles,52,2510.1,75304,30,3561,1907
149,150,150,Cameron Beckman,87,2507.4,165487,66,3590,1652
150,151,151,Phil Mickelson,66,2505.9,92719,37,3617,1752
151,152,152,Fred Couples,54,2501.1,100044,40,3211,1673
152,153,153,Mark Wilson,99,2498.4,174887,70,3653,1758
153,154,154,Patrick Sheehan,51,2494.3,77324,31,3472,1760
154,155,155,Anthony Kim,76,2486.2,141715,57,3647,1712
155,156,156,Glen Day,79,2483.9,141581,57,3415,1719
156,157,157,Eric Axley,71,2483.2,101811,41,3605,1669
157,158,158,Peter Tomasulo,61,2474.8,89092,36,3072,1606
158,159,159,Stewart Cink,79,2472.3,143393,58,3451,1595
159,160,160,Nicholas Thompson,96,2464.6,147875,60,3580,1586
160,161,161,Casey Wittenberg,71,2459.1,115579,47,3660,1681
161,162,162,Paul Goydos,79,2452.5,152056,62,3343,1715
162,163,163,Matt Kuchar,82,2438.6,163383,67,3251,1758
163,164,164,K.J. Choi,65,2437.5,126750,52,3606,1671
164,165,165,Greg Kraft,51,2436.4,92582,38,3624,1681
165,166,166,Matt Bettencourt,98,2435.8,187559,77,3692,1556
166,167,167,Peter Lonard,86,2434.3,131451,54,3264,1777
167,168,168,Scott Piercy,85,2429.3,131181,54,3644,1509
168,169,169,Heath Slocum,95,2424.5,181834,75,3462,1868
169,170,170,Cliff Kresge,78,2421.6,150137,62,3639,1844
170,171,171,Hunter Mahan,94,2397.1,136634,57,3070,1697
171,172,172,Jeff Overton,92,2389.4,126637,53,3598,1560
172,173,173,Tim Clark,81,2379.6,138018,58,3174,1796
173,174,174,Mark Brooks,55,2373.2,75941,32,3726,1702
174,175,175,Alex Cejka,82,2367.8,137332,58,3384,1653
175,176,176,Jeff Maggert,79,2367.5,149152,63,3688,1517
176,177,177,Webb Simpson,94,2360.5,158155,67,3407,1648
177,178,178,Kenny Perry,92,2355.8,150768,64,3662,1609
178,179,179,Brad Faxon,59,2346.1,114958,49,3502,1636
179,180,180,Tommy Armour III,58,2310.3,103963,45,3223,1669
180,181,181,Nick O'Hern,90,2246.5,172978,77,3251,1611
181,182,182,Carl Pettersson,86,2225.2,146862,66,3550,1519
182,183,183,Ernie Els,70,2224.6,86761,39,3636,1540
183,184,184,Vaughn Taylor,88,2190.4,131425,60,3117,1621
