,Apex_Height_RANK THIS WEEK,Apex_Height_RANK LAST WEEK,Apex_Height_PLAYER NAME,Apex_Height_ROUNDS,Apex_Height_AVG.,Apex_Height_TOTAL APEX HEIGHT,Apex_Height_TOTAL ATTEMPTS,Apex_Height_HIGHEST APEX POINT,Apex_Height_LOWEST APEX POINT
73,74,74,Bill Lunde,83,"96' 1""","7204' 8""",75,"152' 6""","68' 11"""
74,75,75,Aaron Baddeley,66,"96' 0""",4609',48,"132' 2""","52' 10"""
75,T76,T76,Sergio Garcia,59,"95' 8""","4017' 9""",42,"137' 11""","33' 0"""
76,T76,T76,John Mallinger,90,"95' 8""","6984' 3""",73,"121' 10""","75' 7"""
77,T78,T78,Brett Quigley,92,"95' 4""","6671' 6""",70,"126' 5""","45' 0"""
78,T78,T78,Marc Turnesa,77,"95' 4""",7244',76,"127' 0""","66' 10"""
79,80,80,Jason Gore,74,"95' 3""","5430' 1""",57,"130' 4""","72' 1"""
80,81,81,Mark Calcavecchia,72,"94' 11""","5313' 3""",56,"130' 6""","56' 10"""
81,82,82,James Nitties,86,"94' 9""","5307' 9""",56,"132' 10""","61' 8"""
82,83,83,Tim Herron,87,"94' 3""","7823' 9""",83,"141' 7""","55' 6"""
83,T84,T84,Derek Fathauer,63,"94' 2""","4238' 6""",45,"118' 1""","71' 5"""
84,T84,T84,Rory Sabbatini,81,"94' 2""","6308' 0""",67,"129' 2""","55' 1"""
85,86,86,Kirk Triplett,60,"94' 0""","4795' 5""",51,"120' 0""","15' 8"""
86,87,87,Stuart Appleby,79,"93' 9""","5999' 9""",64,"122' 11""","56' 4"""
87,88,88,Jeff Maggert,79,"93' 7""","6642' 4""",71,"121' 5""","73' 4"""
88,89,89,Steve Lowery,83,"93' 6""","6733' 7""",72,"137' 11""","48' 8"""
89,90,90,Steve Stricker,81,"93' 5""","6257' 7""",67,"124' 8""","72' 1"""
90,91,91,Cliff Kresge,78,"93' 0""","5952' 8""",64,"130' 2""","64' 6"""
91,92,92,Hunter Mahan,94,"92' 10""","6219' 4""",67,"117' 6""","60' 11"""
92,T93,T93,Daniel Chopra,89,"92' 9""","7978' 6""",86,"170' 1""","53' 8"""
93,T93,T93,Peter Tomasulo,61,"92' 9""","3893' 9""",42,"126' 1""","61' 2"""
94,95,95,Ben Curtis,63,"92' 7""",3888',42,"119' 2""","68' 0"""
95,96,96,Alex Cejka,82,"92' 3""","6362' 7""",69,"126' 1""","13' 4"""
96,T97,T97,Mark Brooks,55,"92' 2""","3316' 7""",36,"203' 2""","54' 6"""
97,T97,T97,Michael Letzig,96,"92' 2""","7740' 2""",84,"139' 5""","40' 5"""
98,T99,T99,Matt Bettencourt,98,"92' 1""",7458',81,"133' 1""","28' 11"""
99,T99,T99,Greg Owen,97,"92' 1""","7829' 2""",85,"118' 4""","61' 1"""
100,T99,T99,Adam Scott,53,"92' 1""","3958' 9""",43,"133' 10""","38' 2"""
101,T99,T99,Camilo Villegas,76,"92' 1""","4790' 1""",52,"132' 11""","43' 8"""
102,103,103,Jeff Klauk,97,"92' 0""","7910' 7""",86,"118' 8""","68' 6"""
103,104,104,Woody Austin,84,"91' 8""","7240' 2""",79,"119' 11""","61' 5"""
104,105,105,Will MacKenzie,69,"91' 5""","5576' 0""",61,"117' 11""","65' 8"""
105,T106,T106,Sean O'Hair,80,"91' 4""","5206' 0""",57,"114' 11""","47' 1"""
106,T106,T106,Heath Slocum,95,"91' 4""","7216' 2""",79,"116' 11""","51' 7"""
107,108,108,D.J. Trahan,96,"91' 3""","6934' 6""",76,"137' 11""","45' 10"""
108,109,109,Peter Lonard,86,"91' 0""","6554' 2""",72,"117' 6""","44' 6"""
109,110,110,Rocco Mediate,79,"90' 10""","5087' 6""",56,"116' 0""","61' 8"""
110,111,111,Justin Rose,71,"90' 9""","5082' 5""",56,"120' 10""","49' 0"""
111,112,112,Zach Johnson,94,"90' 5""","8226' 7""",91,"110' 2""","64' 6"""
112,113,113,Tom Pernice Jr.,82,"90' 3""","6590' 8""",73,"120' 11""","16' 8"""
113,T114,T114,Cameron Beckman,87,"89' 7""",6629',74,"116' 6""","46' 10"""
114,T114,T114,D.A. Points,99,"89' 7""","7613' 4""",85,"116' 7""","59' 2"""
115,116,116,Scott Verplank,88,"89' 6""","7157' 6""",80,"120' 0""","58' 0"""
116,117,117,Lee Janzen,74,"89' 5""","5188' 0""",58,"119' 8""","50' 4"""
117,118,118,Briny Baird,89,"89' 4""","6700' 9""",75,"131' 6""","62' 11"""
118,119,119,Ryuji Imada,85,"89' 0""","6142' 6""",69,"156' 0""","49' 7"""
119,120,120,Stephen Ames,77,"88' 10""","5330' 0""",60,"153' 11""","43' 0"""
120,T121,T121,Glen Day,79,"88' 7""","5049' 3""",57,"111' 7""","66' 7"""
121,T121,T121,Joe Durant,62,"88' 7""",3895',44,"122' 4""","74' 4"""
122,T123,T123,Steve Elkington,70,"88' 5""","4774' 9""",54,"120' 8""","51' 8"""
123,T123,T123,Chez Reavie,81,"88' 5""","6454' 3""",73,"113' 8""","50' 5"""
124,T123,T123,Patrick Sheehan,51,"88' 5""","2918' 0""",33,"131' 4""","54' 5"""
125,T126,T126,Chad Campbell,90,"88' 2""","6258' 2""",71,"113' 10""","50' 1"""
126,T126,T126,Boo Weekley,79,"88' 2""","6522' 8""",74,"128' 0""","57' 0"""
127,128,128,Colt Knost,71,"88' 0""","4576' 9""",52,"126' 1""","65' 0"""
128,T129,T129,Tommy Armour III,58,"87' 11""",4305',49,"117' 0""","58' 11"""
129,T129,T129,Ben Crane,93,"87' 11""","7122' 3""",81,"103' 7""","65' 0"""
130,T129,T129,Jim Furyk,86,"87' 11""",5716',65,"110' 2""","55' 10"""
131,T129,T129,Parker McLachlin,71,"87' 11""","5540' 4""",63,"133' 10""","52' 5"""
132,133,133,Jerry Kelly,90,"87' 10""","6760' 2""",77,"132' 5""","53' 2"""
133,134,134,Todd Hamilton,83,"87' 7""",5166',59,"123' 0""","50' 4"""
134,135,135,Brian Vranesh,51,"87' 3""","2966' 1""",34,"120' 7""","62' 7"""
135,136,136,Casey Wittenberg,71,"87' 2""","4444' 7""",51,"116' 5""","67' 8"""
136,T137,T137,K.J. Choi,65,"86' 4""","4922' 7""",57,"120' 5""","54' 8"""
137,T137,T137,Lucas Glover,93,"86' 4""","6046' 1""",70,"135' 7""","25' 4"""
138,139,139,Jeff Overton,92,"85' 11""","6271' 3""",73,"138' 7""","8' 1"""
139,T140,T140,J.J. Henry,97,"85' 6""","6842' 7""",80,"116' 6""","48' 0"""
140,T140,T140,Matt Kuchar,82,"85' 6""","5556' 1""",65,"120' 1""","56' 6"""
141,T142,T142,Nick Watney,86,"85' 4""","6230' 7""",73,"117' 4""","57' 11"""
142,T142,T142,Dean Wilson,81,"85' 4""",5206',61,"128' 2""","27' 0"""
143,144,144,Ian Poulter,59,"84' 11""","4075' 1""",48,"114' 4""","49' 6"""
144,T145,T145,Johnson Wagner,81,"84' 8""","6093' 2""",72,"119' 5""","43' 4"""
145,T145,T145,Jay Williamson,69,"84' 8""","4655' 8""",55,"111' 1""","57' 4"""
146,T145,T145,Y.E. Yang,83,"84' 8""","5672' 2""",67,"120' 7""","48' 5"""
147,148,148,Richard Johnson,85,"84' 6""","6334' 7""",75,"131' 11""","42' 10"""
148,T149,T149,Eric Axley,71,"84' 5""","4556' 4""",54,"128' 6""","38' 7"""
149,T149,T149,Carl Pettersson,86,"84' 5""","6500' 7""",77,"130' 6""","38' 8"""
150,T151,T151,Kris Blanks,60,"84' 3""","3792' 1""",45,"129' 10""","47' 6"""
151,T151,T151,Tim Clark,81,"84' 3""","5478' 6""",65,"113' 0""","55' 10"""
152,153,153,Ricky Barnes,67,"83' 3""","3996' 6""",48,"119' 6""","44' 8"""
153,154,154,Jarrod Lyle,65,"83' 0""","3984' 2""",48,"106' 8""","50' 5"""
154,155,155,Paul Goydos,79,"82' 10""","5634' 0""",68,"119' 7""","53' 0"""
155,156,156,Charlie Wi,92,"82' 9""","6452' 2""",78,"113' 5""","39' 7"""
156,157,157,Greg Kraft,51,"82' 8""","3307' 2""",40,"117' 10""","62' 6"""
157,158,158,Nathan Green,104,"82' 6""","7009' 0""",85,"127' 0""","32' 6"""
158,159,159,Greg Chalmers,85,"82' 1""","5416' 0""",66,"112' 1""","41' 8"""
159,160,160,Spencer Levin,75,"81' 7""","5305' 3""",65,"128' 11""","42' 1"""
160,161,161,Nick O'Hern,90,"81' 6""","7088' 3""",87,"115' 10""","44' 8"""
161,162,162,Jeff Quinney,78,"80' 10""","5496' 1""",68,"112' 8""","36' 11"""
162,163,163,Tim Petrovic,97,"80' 5""","6837' 6""",85,"114' 1""","45' 7"""
163,164,164,Kevin Na,91,"80' 3""","5778' 8""",72,"119' 4""","39' 10"""
164,165,165,Tom Lehman,55,"80' 2""","2725' 8""",34,"116' 5""","60' 0"""
165,166,166,Rod Pampling,72,"79' 6""","4848' 7""",61,"109' 10""","54' 0"""
166,T167,T167,Brad Adamonis,70,"78' 10""","4414' 9""",56,"137' 2""","50' 8"""
167,T167,T167,Ryan Moore,89,"78' 10""","5283' 8""",67,"108' 4""","34' 0"""
168,169,169,Steve Flesch,77,"78' 8""",4248',54,"106' 11""","46' 7"""
169,170,170,Charles Howell III,99,"78' 5""","6665' 9""",85,"159' 4""","48' 11"""
170,171,171,Mike Weir,85,"77' 7""","5199' 9""",67,"109' 11""","47' 5"""
171,172,172,Freddie Jacobson,83,"76' 10""","5223' 1""",68,"102' 1""","40' 2"""
172,T173,T173,Bob Estes,78,"76' 7""","5669' 4""",74,"106' 5""","50' 0"""
173,T173,T173,David Mathis,82,"76' 7""","4976' 0""",65,"105' 8""","47' 11"""
174,175,175,Brian Gay,96,"76' 2""","6780' 0""",89,"123' 8""","30' 11"""
175,176,176,Jason Dufner,90,"74' 2""","5859' 9""",79,"114' 4""","39' 11"""
176,177,177,Justin Leonard,95,"73' 4""","6010' 7""",82,"103' 7""","43' 11"""
177,178,178,Corey Pavin,73,"71' 7""","3722' 7""",52,"120' 1""","22' 10"""
178,179,179,Chris Riley,77,"71' 5""","4142' 1""",58,"99' 0""","44' 7"""
179,180,180,Scott Sterling,51,"70' 2""","2806' 7""",40,"116' 4""","34' 8"""
180,181,181,Brad Faxon,59,"69' 5""","3888' 9""",56,"97' 1""","30' 6"""
181,182,182,Bart Bryant,58,"69' 2""","4012' 9""",58,"106' 8""","41' 4"""
182,183,183,Ken Duke,87,"63' 2""","3535' 6""",56,"103' 2""","35' 11"""
183,184,184,Michael Allen,73,"63' 0""","3023' 1""",48,"90' 7""","34' 0"""
