,Left_Rough_Tendency_RTP_Score_RANK THIS WEEK,Left_Rough_Tendency_RTP_Score_RANK LAST WEEK,Left_Rough_Tendency_RTP_Score_PLAYER NAME,Left_Rough_Tendency_RTP_Score_ROUNDS,Left_Rough_Tendency_RTP_Score_RTP SCORE
90,T91,T91,Stephen Ames,77,+.102
91,T91,T91,Cameron Beckman,87,+.102
92,93,93,John Senden,100,+.105
93,94,94,John Mallinger,90,+.107
94,95,95,Tommy Armour III,58,+.108
95,T96,T96,Ángel Cabrera,55,+.109
96,T96,T96,John Rollins,92,+.109
97,T98,T98,Jason Day,61,+.110
98,T98,T98,Nicholas Thompson,96,+.110
99,100,100,Derek Fathauer,63,+.111
100,T101,T101,Jim Furyk,86,+.115
101,T101,T101,Mathew Goggin,76,+.115
102,T101,T101,James Nitties,86,+.115
103,104,104,Tim Petrovic,97,+.116
104,T105,T105,Leif Olson,51,+.117
105,T105,T105,Matt Weibring,65,+.117
106,T107,T107,David Mathis,82,+.119
107,T107,T107,Ted Purdy,101,+.119
108,T109,T109,Woody Austin,84,+.120
109,T109,T109,Carl Pettersson,86,+.120
110,T111,T111,Brian Bateman,55,+.121
111,T111,T111,Stewart Cink,79,+.121
112,T111,T111,Richard Johnson,85,+.121
113,114,114,Steve Lowery,83,+.122
114,115,115,Kevin Na,91,+.123
115,T116,T116,Rod Pampling,72,+.124
116,T116,T116,Peter Tomasulo,61,+.124
117,T118,T118,Briny Baird,89,+.125
118,T118,T118,Corey Pavin,73,+.125
119,120,120,Mark Calcavecchia,72,+.126
120,121,121,Mark Brooks,55,+.127
121,T122,T122,Glen Day,79,+.128
122,T122,T122,Hunter Mahan,94,+.128
123,T124,T124,Daniel Chopra,89,+.132
124,T124,T124,J.J. Henry,97,+.132
125,T126,T126,Stuart Appleby,79,+.135
126,T126,T126,Retief Goosen,74,+.135
127,128,128,K.J. Choi,65,+.137
128,T129,T129,Joe Durant,62,+.138
129,T129,T129,D.J. Trahan,96,+.138
130,131,131,Brendon de Jonge,90,+.142
131,T132,T132,Ryuji Imada,85,+.145
132,T132,T132,Boo Weekley,79,+.145
133,134,134,Tim Herron,87,+.147
134,135,135,Brian Gay,96,+.148
135,T136,T136,Kent Jones,73,+.149
136,T136,T136,Martin Laird,72,+.149
137,138,138,Mike Weir,85,+.150
138,139,139,Johnson Wagner,81,+.151
139,T140,T140,Bill Lunde,83,+.152
140,T140,T140,Scott Verplank,88,+.152
141,T140,T140,Casey Wittenberg,71,+.152
142,T143,T143,Brad Adamonis,70,+.153
143,T143,T143,Steve Elkington,70,+.153
144,145,145,D.A. Points,99,+.156
145,146,146,Matt Bettencourt,98,+.158
146,147,147,Cliff Kresge,78,+.160
147,148,148,Michael Letzig,96,+.161
148,T149,T149,Harrison Frazar,93,+.162
149,T149,T149,Nick O'Hern,90,+.162
150,T151,T151,Bryce Molder,69,+.164
151,T151,T151,Ian Poulter,59,+.164
152,T151,T151,Chez Reavie,81,+.164
153,154,154,Kevin Sutherland,96,+.167
154,T155,T155,Eric Axley,71,+.170
155,T155,T155,Mark Wilson,99,+.170
156,157,157,Billy Mayfair,83,+.171
157,158,158,Ryan Palmer,78,+.175
158,159,159,Lee Janzen,74,+.183
159,160,160,Charles Warren,63,+.184
160,T161,T161,David Duval,56,+.190
161,T161,T161,Pat Perez,74,+.190
162,T163,T163,Brendon Todd,53,+.195
163,T163,T163,Jay Williamson,69,+.195
164,165,165,Ricky Barnes,67,+.198
165,T166,T166,Tim Clark,81,+.200
166,T166,T166,Tom Lehman,55,+.200
167,168,168,Todd Hamilton,83,+.204
168,169,169,Dean Wilson,81,+.207
169,170,170,Marc Turnesa,77,+.208
170,171,171,Gary Woodland,53,+.213
171,172,172,Will MacKenzie,69,+.214
172,T173,T173,Greg Kraft,51,+.226
173,T173,T173,Darron Stiles,52,+.226
174,175,175,Heath Slocum,95,+.235
175,176,176,Bob Estes,78,+.237
176,177,177,Paul Goydos,79,+.241
177,T178,T178,Peter Lonard,86,+.246
178,T178,T178,Jeff Maggert,79,+.246
179,180,180,Brad Faxon,59,+.258
180,181,181,Colt Knost,71,+.260
181,182,182,Rick Price,54,+.268
182,183,183,Bart Bryant,58,+.319
183,184,184,Jeff Quinney,78,+.325
