,Driving_Distance_RANK THIS WEEK,Driving_Distance_RANK LAST WEEK,Driving_Distance_PLAYER NAME,Driving_Distance_ROUNDS,Driving_Distance_AVG.,Driving_Distance_TOTAL DISTANCE,Driving_Distance_TOTAL DRIVES
59,T59,T59,Greg Owen,97,292.1,51997,178
60,61,61,George McNeill,82,292.0,46727,160
61,62,62,Boo Weekley,79,291.7,44920,154
62,T63,T63,James Nitties,86,291.5,47811,164
63,T63,T63,Geoff Ogilvy,78,291.5,41981,144
64,T65,T65,Kris Blanks,60,291.4,31469,108
65,T65,T65,Joe Ogilvie,85,291.4,48366,166
66,67,67,Y.E. Yang,83,291.3,46029,158
67,68,68,Ernie Els,70,291.2,38437,132
68,69,69,Mathew Goggin,76,291.1,43081,148
69,T70,T70,Chad Campbell,90,291.0,50050,172
70,T70,T70,Jimmy Walker,74,291.0,39581,136
71,T72,T72,Jason Gore,74,290.7,40123,138
72,T72,T72,Chris Stroud,88,290.7,48833,168
73,74,74,Steve Lowery,83,290.6,48237,166
74,T75,T75,Brendon de Jonge,90,290.3,49925,172
75,T75,T75,Kevin Stadler,65,290.3,33099,114
76,77,77,Stuart Appleby,79,290.1,45255,156
77,78,78,Will MacKenzie,69,289.4,39931,138
78,79,79,D.J. Trahan,96,289.2,55519,192
79,T80,T80,Michael Allen,73,289.1,39896,138
80,T80,T80,Kevin Sutherland,96,289.1,54922,190
81,82,82,Brad Adamonis,70,289.0,39303,136
82,83,83,Jeff Maggert,79,288.9,45654,158
83,T84,T84,Brian Bateman,55,288.7,31760,110
84,T84,T84,Matt Weibring,65,288.7,34062,118
85,86,86,Carl Pettersson,86,288.6,49643,172
86,87,87,Pat Perez,74,288.5,41542,144
87,88,88,Johnson Wagner,81,288.4,46720,162
88,89,89,Brian Vranesh,51,288.2,27089,94
89,T90,T90,Rod Pampling,72,288.1,40909,142
90,T90,T90,Justin Rose,71,288.1,40332,140
91,92,92,Aaron Baddeley,66,287.8,37414,130
92,93,93,Brett Quigley,92,287.5,48302,168
93,94,94,Stephen Ames,77,287.4,43107,150
94,T95,T95,Tommy Armour III,58,287.3,33332,116
95,T95,T95,Jarrod Lyle,65,287.3,32756,114
96,T97,T97,Cameron Beckman,87,287.0,47650,166
97,T97,T97,Heath Slocum,95,287.0,52238,182
98,99,99,Woody Austin,84,286.9,48194,168
99,T100,T100,Derek Fathauer,63,286.4,32653,114
100,T100,T100,Kirk Triplett,60,286.4,34371,120
101,T102,T102,Jason Dufner,90,286.2,49229,172
102,T102,T102,Webb Simpson,94,286.2,53814,188
103,T104,T104,Mark Calcavecchia,72,286.1,41204,144
104,T104,T104,Steve Stricker,81,286.1,45210,158
105,106,106,Padraig Harrington,66,285.8,37156,130
106,107,107,Steve Elkington,70,285.3,39942,140
107,108,108,Jason Bohn,88,285.1,50171,176
108,T109,T109,Ben Crane,93,285.0,53001,186
109,T109,T109,Scott Sterling,51,285.0,24511,86
110,T109,T109,Casey Wittenberg,71,285.0,35913,126
111,112,112,Charlie Wi,92,284.9,52419,184
112,113,113,Todd Hamilton,83,284.8,46141,162
113,T114,T114,Rich Beem,77,284.7,39295,138
114,T114,T114,Jerry Kelly,90,284.7,46698,164
115,T114,T114,Scott McCarron,91,284.7,51824,182
116,117,117,Steve Flesch,77,284.4,43800,154
117,118,118,Mark Wilson,99,284.3,54008,190
118,T119,T119,Greg Chalmers,85,284.2,43770,154
119,T119,T119,Billy Mayfair,83,284.2,47172,166
120,T119,T119,David Toms,98,284.2,53427,188
121,122,122,Freddie Jacobson,83,284.1,46030,162
122,T123,T123,Nathan Green,104,283.5,56696,200
123,T123,T123,Bob Heintz,59,283.5,31182,110
124,T123,T123,Justin Leonard,95,283.5,51600,182
125,T123,T123,Jay Williamson,69,283.5,34585,122
126,127,127,Brian Davis,103,283.3,56092,198
127,128,128,Matt Kuchar,82,283.2,46447,164
128,T129,T129,Ken Duke,87,283.1,49251,174
129,T129,T129,Rocco Mediate,79,283.1,42469,150
130,T129,T129,Bryce Molder,69,283.1,34537,122
131,T129,T129,Vaughn Taylor,88,283.1,47560,168
132,T133,T133,Eric Axley,71,282.8,37896,134
133,T133,T133,Tim Petrovic,97,282.8,53730,190
134,T133,T133,Ian Poulter,59,282.8,31672,112
135,136,136,Kevin Na,91,282.7,49195,174
136,137,137,Bob Estes,78,282.6,44091,156
137,138,138,Briny Baird,89,282.1,47949,170
138,139,139,Lee Janzen,74,282.0,38354,136
139,140,140,Tom Pernice Jr.,82,281.9,46235,164
140,T141,T141,Kent Jones,73,281.3,36568,130
141,T141,T141,D.A. Points,99,281.3,52324,186
142,T143,T143,Alex Cejka,82,281.2,43305,154
143,T143,T143,Zach Johnson,94,281.2,51742,184
144,145,145,Scott Verplank,88,281.1,47223,168
145,146,146,Patrick Sheehan,51,281.0,24168,86
146,147,147,Jeff Klauk,97,280.9,53375,190
147,148,148,David Mathis,82,280.8,42689,152
148,149,149,Cliff Kresge,78,280.5,40394,144
149,T150,T150,K.J. Choi,65,280.1,35848,128
150,T150,T150,Tim Clark,81,280.1,43697,156
151,152,152,Jim Furyk,86,279.9,46471,166
152,153,153,Darron Stiles,52,279.8,26857,96
153,T154,T154,Colt Knost,71,279.6,35234,126
154,T154,T154,Aron Price,89,279.6,45296,162
155,T154,T154,Chez Reavie,81,279.6,43065,154
156,T157,T157,Ben Curtis,63,279.5,34661,124
157,T157,T157,Chris DiMarco,97,279.5,51991,186
158,T157,T157,Joe Durant,62,279.5,30190,108
159,T157,T157,Peter Lonard,86,279.5,45844,164
160,T157,T157,Parker McLachlin,71,279.5,39682,142
161,T157,T157,Marc Turnesa,77,279.5,43045,154
162,163,163,Mike Weir,85,279.3,46930,168
163,164,164,John Mallinger,90,279.1,47998,172
164,165,165,Spencer Levin,75,279.0,39611,142
165,166,166,Rick Price,54,278.6,26743,96
166,167,167,Chris Riley,77,278.5,39551,142
167,168,168,Ryuji Imada,85,278.4,47333,170
168,169,169,Brandt Snedeker,81,277.3,42703,154
169,170,170,Nick O'Hern,90,277.0,47639,172
170,171,171,Brendon Todd,53,276.2,28176,102
171,172,172,Paul Goydos,79,275.8,42475,154
172,173,173,Luke Donald,79,275.7,41901,152
173,174,174,Glen Day,79,275.0,39054,142
174,175,175,Bart Bryant,58,274.6,29652,108
175,176,176,Richard Johnson,85,274.0,46028,168
176,177,177,Jeff Quinney,78,273.4,42647,156
177,178,178,Greg Kraft,51,273.1,25669,94
178,179,179,Tom Lehman,55,272.2,27768,102
179,180,180,Brad Faxon,59,270.8,31950,118
180,181,181,Dean Wilson,81,270.3,41629,154
181,182,182,Mark Brooks,55,269.2,25309,94
182,183,183,Brian Gay,96,268.5,49400,184
183,184,184,Corey Pavin,73,259.0,33666,130
