,Total_Distance_Efficiency_RANK THIS WEEK,Total_Distance_Efficiency_RANK LAST WEEK,Total_Distance_Efficiency_PLAYER NAME,Total_Distance_Efficiency_ROUNDS,Total_Distance_Efficiency_AVG.,Total_Distance_Efficiency_AVERAGE DISTANCE (YARDS),Total_Distance_Efficiency_AVERAGE CLUB HEAD SPEED,Total_Distance_Efficiency_TOTAL ATTEMPTS,Total_Distance_Efficiency_HIGHEST DIST. EFFICIENCY
37,T34,T34,Jay Williamson,69,2.622,284.224,108.42,56,3.145
38,39,39,Aron Price,89,2.6210000000000004,282.01,107.58200000000001,71,3.035
39,T40,T40,Alex Cejka,82,2.6189999999999998,279.341,106.65100000000001,70,3.123
40,T40,T40,Tim Clark,81,2.6189999999999998,277.937,106.137,68,3.068
41,T40,T40,Kevin Sutherland,96,2.6189999999999998,293.079,111.898,65,3.14
42,T43,T43,Colt Knost,71,2.6180000000000003,280.074,106.98,54,3.105
43,T43,T43,Vaughn Taylor,88,2.6180000000000003,282.95599999999996,108.064,68,3.077
44,T43,T43,Boo Weekley,79,2.6180000000000003,300.149,114.633,75,3.3510000000000004
45,46,46,Stewart Cink,79,2.616,301.036,115.07600000000001,66,3.483
46,T47,T47,Daniel Chopra,89,2.615,304.302,116.367,90,3.2230000000000003
47,T47,T47,Matt Kuchar,82,2.615,283.967,108.595,67,3.221
48,49,49,Mathew Goggin,76,2.613,296.962,113.633,58,3.108
49,T50,T50,Matt Bettencourt,98,2.612,295.995,113.318,83,3.072
50,T50,T50,Steve Elkington,70,2.612,285.165,109.17200000000001,55,3.0660000000000003
51,T50,T50,Justin Rose,71,2.612,293.151,112.223,56,3.161
52,53,53,Jason Bohn,88,2.611,285.498,109.334,83,3.035
53,54,54,Lucas Glover,93,2.61,304.367,116.635,72,3.1660000000000004
54,T55,T55,Tommy Armour III,58,2.608,283.88599999999997,108.866,50,2.9219999999999997
55,T55,T55,Robert Garrigus,83,2.608,313.818,120.34899999999999,60,3.085
56,T55,T55,Scott Verplank,88,2.608,280.225,107.431,86,3.1630000000000003
57,T58,T58,Paul Goydos,79,2.6069999999999998,276.676,106.10799999999999,69,2.9219999999999997
58,T58,T58,Bill Lunde,83,2.6069999999999998,290.944,111.62,76,3.1189999999999998
59,T60,T60,Cameron Beckman,87,2.605,286.692,110.06700000000001,79,3.452
60,T60,T60,Mark Brooks,55,2.605,265.077,101.762,37,2.987
61,T60,T60,Fred Couples,54,2.605,301.003,115.54299999999999,43,3.1639999999999997
62,T60,T60,J.B. Holmes,74,2.605,319.802,122.758,54,3.284
63,T60,T60,Steve Lowery,83,2.605,292.218,112.178,78,3.471
64,T60,T60,John Merrick,91,2.605,297.447,114.169,71,3.017
65,T66,T66,Bob Heintz,59,2.6039999999999996,285.682,109.699,44,3.029
66,T66,T66,Jeff Quinney,78,2.6039999999999996,275.54900000000004,105.822,69,3.185
67,T66,T66,Bo Van Pelt,100,2.6039999999999996,296.91900000000004,114.046,75,2.9789999999999996
68,69,69,Ben Crane,93,2.603,283.151,108.791,81,3.01
69,70,70,Peter Lonard,86,2.602,276.154,106.113,76,3.037
70,T71,T71,Billy Mayfair,83,2.6010000000000004,281.47700000000003,108.20100000000001,67,3.1319999999999997
71,T71,T71,Matt Weibring,65,2.6010000000000004,284.865,109.522,49,2.9360000000000004
72,73,73,Andres Romero,58,2.6,306.623,117.91,52,3.446
73,T74,T74,Rich Beem,77,2.5989999999999998,286.986,110.439,54,2.9819999999999998
74,T74,T74,Rory Sabbatini,81,2.5989999999999998,295.403,113.64,69,2.929
75,T76,T76,Ben Curtis,63,2.5980000000000003,282.105,108.598,44,3.188
76,T76,T76,John Rollins,92,2.5980000000000003,294.23900000000003,113.251,79,2.9560000000000004
77,78,78,Bryce Molder,69,2.597,283.98900000000003,109.365,53,3.181
78,79,79,Rocco Mediate,79,2.596,281.38,108.37,60,2.9389999999999996
79,80,80,Todd Hamilton,83,2.593,289.52099999999996,111.64299999999999,63,3.0410000000000004
80,T81,T81,Brian Bateman,55,2.591,288.468,111.321,50,2.97
81,T81,T81,Dustin Johnson,85,2.591,313.83299999999997,121.115,65,3.344
82,T81,T81,Marc Turnesa,77,2.591,282.242,108.926,78,3.5589999999999997
83,T84,T84,D.J. Trahan,96,2.59,296.884,114.624,77,3.4930000000000003
84,T84,T84,Johnson Wagner,81,2.59,291.087,112.40899999999999,74,3.359
85,T86,T86,Davis Love III,89,2.589,303.07099999999997,117.081,69,3.384
86,T86,T86,Sean O'Hair,80,2.589,298.379,115.264,59,3.424
87,88,88,Nicholas Thompson,96,2.5869999999999997,292.066,112.91799999999999,80,2.9960000000000004
88,T89,T89,Freddie Jacobson,83,2.5860000000000003,286.777,110.89,70,3.082
89,T89,T89,Martin Laird,72,2.5860000000000003,303.485,117.345,54,3.0789999999999997
90,T91,T91,Jerry Kelly,90,2.585,280.166,108.399,80,3.181
91,T91,T91,Tim Petrovic,97,2.585,285.214,110.318,88,2.905
92,T91,T91,Patrick Sheehan,51,2.585,278.204,107.62,36,2.931
93,T91,T91,Chris Stroud,88,2.585,291.503,112.77799999999999,60,2.975
94,T95,T95,Kevin Stadler,65,2.583,290.699,112.56200000000001,47,2.8789999999999996
95,T95,T95,Brian Vranesh,51,2.583,290.29,112.391,36,2.977
96,T95,T95,Charles Warren,63,2.583,297.445,115.148,47,2.895
97,T98,T98,Richard Johnson,85,2.5810000000000004,279.631,108.331,77,3.281
98,T98,T98,Rod Pampling,72,2.5810000000000004,289.015,111.993,62,3.085
99,T98,T98,Ted Purdy,101,2.5810000000000004,291.776,113.03399999999999,82,2.972
100,T101,T101,Harrison Frazar,93,2.58,297.15,115.166,78,2.97
101,T101,T101,Kent Jones,73,2.58,280.0,108.509,58,3.01
102,T101,T101,Ryan Moore,89,2.58,295.536,114.559,71,3.04
103,T101,T101,Pat Perez,74,2.58,291.783,113.103,65,2.9939999999999998
104,T105,T105,Spencer Levin,75,2.5789999999999997,278.83,108.10799999999999,68,2.985
105,T105,T105,Will MacKenzie,69,2.5789999999999997,292.306,113.36,61,3.3989999999999996
106,T105,T105,Phil Mickelson,66,2.5789999999999997,309.663,120.07799999999999,45,3.075
107,108,108,Michael Letzig,96,2.5780000000000003,290.845,112.807,91,3.076
108,109,109,Mike Weir,85,2.577,283.728,110.09,68,3.069
109,T110,T110,Jason Day,61,2.576,297.584,115.51799999999999,48,2.9219999999999997
110,T110,T110,Brad Faxon,59,2.576,271.663,105.47,56,2.964
111,T110,T110,Adam Scott,53,2.576,306.247,118.87200000000001,44,3.392
112,113,113,Tim Herron,87,2.575,289.159,112.29899999999999,84,2.963
113,T114,T114,Padraig Harrington,66,2.574,290.992,113.07,47,3.174
114,T114,T114,Rick Price,54,2.574,277.923,107.973,40,2.83
115,T114,T114,Scott Sterling,51,2.574,283.457,110.13600000000001,41,3.1
116,T114,T114,Steve Stricker,81,2.574,285.998,111.13,69,3.1719999999999997
117,T118,T118,Brad Adamonis,70,2.573,290.911,113.05799999999999,59,2.9939999999999998
118,T118,T118,Marc Leishman,91,2.573,298.782,116.14200000000001,76,3.017
119,120,120,Brendon de Jonge,90,2.572,289.47900000000004,112.53,70,2.949
120,121,121,Scott Piercy,85,2.571,295.494,114.944,62,2.8110000000000004
121,T122,T122,Steve Flesch,77,2.57,283.312,110.225,56,2.858
122,T122,T122,Matt Jones,56,2.57,296.246,115.25299999999999,39,2.963
123,T122,T122,Tag Ridings,50,2.57,308.3,119.959,41,3.0810000000000004
124,125,125,Casey Wittenberg,71,2.569,280.467,109.182,55,2.965
125,T126,T126,Chad Campbell,90,2.568,289.596,112.765,72,3.1
126,T126,T126,Chris Riley,77,2.568,277.487,108.066,59,2.925
127,128,128,Troy Matteson,95,2.5660000000000003,300.67900000000003,117.184,85,2.926
128,T129,T129,Robert Allenby,71,2.563,290.981,113.51899999999999,55,2.944
129,T129,T129,Ángel Cabrera,55,2.563,306.753,119.68,38,3.1710000000000003
130,T129,T129,Corey Pavin,73,2.563,261.867,102.15299999999999,53,2.8930000000000002
131,T129,T129,Brendon Todd,53,2.563,274.249,106.98299999999999,48,3.2110000000000003
132,133,133,Eric Axley,71,2.5610000000000004,279.35,109.07600000000001,56,3.062
133,134,134,Jason Dufner,90,2.56,287.33299999999997,112.235,79,3.082
134,T135,T135,Charley Hoffman,97,2.5580000000000003,304.278,118.949,82,3.1439999999999997
135,T135,T135,Ryuji Imada,85,2.5580000000000003,282.37,110.402,77,3.5639999999999996
136,T135,T135,Kevin Streelman,97,2.5580000000000003,295.13,115.391,86,3.016
137,138,138,Woody Austin,84,2.557,285.907,111.815,80,2.9730000000000003
138,139,139,Leif Olson,51,2.556,298.254,116.681,38,3.049
139,T140,T140,Mark Calcavecchia,72,2.5540000000000003,286.155,112.036,59,3.235
140,T140,T140,Nathan Green,104,2.5540000000000003,285.189,111.64299999999999,91,3.045
141,T142,T142,Stuart Appleby,79,2.5469999999999997,288.814,113.38600000000001,67,3.0610000000000004
142,T142,T142,Brett Quigley,92,2.5469999999999997,287.437,112.87100000000001,74,3.168
143,144,144,Jeff Klauk,97,2.545,276.092,108.485,89,2.904
144,145,145,Ken Duke,87,2.543,284.025,111.679,60,2.992
145,146,146,Chris DiMarco,97,2.542,276.504,108.771,86,3.029
146,147,147,Jim Furyk,86,2.541,278.036,109.40700000000001,70,2.924
147,T148,T148,Luke Donald,79,2.539,276.668,108.976,66,2.96
148,T148,T148,Jeff Overton,92,2.539,290.531,114.449,78,3.022
149,T148,T148,Y.E. Yang,83,2.539,291.238,114.694,70,2.995
150,151,151,George McNeill,82,2.5380000000000003,295.532,116.421,76,3.1630000000000003
151,T152,T152,Charles Howell III,99,2.537,296.04,116.711,86,2.978
152,T152,T152,Tom Lehman,55,2.537,275.487,108.594,36,2.924
153,T152,T152,James Nitties,86,2.537,291.971,115.089,59,2.9539999999999997
154,155,155,Lee Janzen,74,2.536,283.284,111.704,60,2.978
155,156,156,Briny Baird,89,2.533,276.968,109.339,78,3.0039999999999996
156,157,157,Greg Chalmers,85,2.532,278.558,110.016,68,2.935
157,158,158,Greg Owen,97,2.531,291.683,115.26100000000001,85,2.9589999999999996
158,159,159,Charlie Wi,92,2.528,281.138,111.211,80,2.782
159,160,160,Dean Wilson,81,2.526,270.098,106.92,63,2.9339999999999997
160,161,161,Bubba Watson,73,2.525,313.209,124.025,50,2.891
161,162,162,Michael Allen,73,2.521,289.156,114.715,52,2.9930000000000003
162,163,163,Jonathan Byrd,89,2.52,291.732,115.774,62,2.9010000000000002
163,164,164,Nick Watney,86,2.519,301.405,119.63600000000001,73,2.989
164,165,165,Kevin Na,91,2.5180000000000002,279.545,111.0,75,2.9339999999999997
165,T166,T166,David Duval,56,2.517,288.893,114.79,36,2.988
166,T166,T166,Gary Woodland,53,2.517,308.499,122.568,32,2.92
167,168,168,Ricky Barnes,67,2.5140000000000002,292.42900000000003,116.334,51,2.9219999999999997
168,169,169,Bart Bryant,58,2.513,269.089,107.081,58,2.948
169,170,170,Jarrod Lyle,65,2.508,285.82099999999997,113.956,49,2.949
170,T171,T171,John Senden,100,2.5069999999999997,294.348,117.42200000000001,81,2.989
171,T171,T171,Tiger Woods,64,2.5069999999999997,302.1,120.522,40,3.083
172,173,173,J.J. Henry,97,2.506,294.61400000000003,117.575,82,2.911
173,T174,T174,Sergio Garcia,59,2.505,296.668,118.42399999999999,45,2.915
174,T174,T174,Scott McCarron,91,2.505,283.033,113.009,78,2.815
175,T176,T176,Kris Blanks,60,2.502,281.884,112.675,46,3.1839999999999997
176,T176,T176,Derek Fathauer,63,2.502,281.496,112.492,47,2.886
177,T176,T176,Bill Haas,91,2.502,295.57099999999997,118.115,81,3.185
178,179,179,Stephen Ames,77,2.501,283.014,113.146,62,2.824
179,180,180,Retief Goosen,74,2.494,290.07599999999996,116.322,56,3.1069999999999998
180,181,181,Aaron Baddeley,66,2.491,286.694,115.09700000000001,51,2.8089999999999997
181,182,182,Joe Durant,62,2.484,278.482,112.12799999999999,47,2.94
182,183,183,Jimmy Walker,74,2.467,286.97900000000004,116.34200000000001,50,2.898
183,184,184,Bob Estes,78,2.4659999999999997,278.726,113.03399999999999,74,2.841
