,Putting_-_Inside_10_RANK THIS WEEK,Putting_-_Inside_10_RANK LAST WEEK,Putting_-_Inside_10_PLAYER NAME,Putting_-_Inside_10_ROUNDS,Putting_-_Inside_10_% MADE,Putting_-_Inside_10_ATTEMPTS,Putting_-_Inside_10_PUTTS MADE
104,105,105,Paul Goydos,60,86.74,867,752
105,T106,T106,Craig Kanada,109,86.72,1747,1515
106,T106,T106,Joey Sindelar,75,86.72,1227,1064
107,108,108,Luke Donald,69,86.7,932,808
108,T109,T109,Billy Andrade,88,86.68,1487,1289
109,T109,T109,Shaun Micheel,91,86.68,1299,1126
110,T109,T109,Kyle Reifers,71,86.68,1179,1022
111,T112,T112,D.J. Brigman,67,86.67,1005,871
112,T112,T112,Mark Hensby,81,86.67,1335,1157
113,T112,T112,Corey Pavin,81,86.67,1328,1151
114,T112,T112,Ted Purdy,102,86.67,1628,1411
115,116,116,Ben Curtis,80,86.66,1199,1039
116,117,117,Steve Marino,106,86.65,1700,1473
117,T118,T118,Tim Herron,98,86.61,1539,1333
118,T118,T118,Johnson Wagner,97,86.61,1636,1417
119,120,120,Justin Leonard,95,86.6,1508,1306
120,121,121,Chris Riley,59,86.54,929,804
121,122,122,Marco Dawson,73,86.52,1209,1046
122,123,123,J.J. Henry,86,86.51,1282,1109
123,T124,T124,Paul Stankowski,52,86.44,789,682
124,T124,T124,Mark Wilson,87,86.44,1372,1186
125,126,126,Ryan Moore,92,86.43,1378,1191
126,127,127,Chris Couch,76,86.42,1370,1184
127,T128,T128,Jeff Brehaut,59,86.41,920,795
128,T128,T128,Pat Perez,84,86.41,1214,1049
129,T130,T130,Cameron Beckman,96,86.38,1601,1383
130,T130,T130,Matt Hendrix,63,86.38,1035,894
131,T130,T130,Carl Pettersson,111,86.38,1711,1478
132,133,133,Peter Lonard,85,86.36,1430,1235
133,134,134,Charley Hoffman,97,86.35,1539,1329
134,135,135,Jason Gore,86,86.34,1464,1264
135,T136,T136,Jonathan Byrd,73,86.33,1141,985
136,T136,T136,José Coceres,50,86.33,790,682
137,138,138,John Senden,97,86.32,1579,1363
138,139,139,Charles Warren,101,86.31,1738,1500
139,140,140,Jaco Van Zyl,51,86.27,830,716
140,141,141,Bob Heintz,85,86.26,1339,1155
141,T142,T142,Robert Gamez,88,86.24,1410,1216
142,T142,T142,Kent Jones,97,86.24,1650,1423
143,144,144,Jason Bohn,57,86.2,1000,862
144,145,145,Steve Allan,63,86.16,1019,878
145,146,146,Sean O'Hair,98,86.12,1535,1322
146,147,147,Woody Austin,95,86.1,1583,1363
147,148,148,Eric Axley,107,86.09,1740,1498
148,149,149,Padraig Harrington,64,86.05,853,734
149,150,150,Brendon de Jonge,76,86.04,1232,1060
150,151,151,Anthony Kim,93,86.02,1509,1298
151,152,152,Andrew Buckle,77,85.93,1251,1075
152,153,153,Jason Dufner,100,85.92,1626,1397
153,154,154,Rich Beem,89,85.9,1312,1127
154,155,155,Jerry Kelly,101,85.83,1418,1217
155,156,156,John Merrick,92,85.82,1537,1319
156,157,157,Robert Garrigus,95,85.78,1610,1381
157,158,158,Robert Allenby,90,85.76,1426,1223
158,T159,T159,Alex Cejka,80,85.71,1414,1212
159,T159,T159,Bill Haas,93,85.71,1554,1332
160,161,161,Davis Love III,66,85.7,1014,869
161,162,162,Geoff Ogilvy,84,85.68,1194,1023
162,163,163,Vaughn Taylor,91,85.64,1351,1157
163,164,164,J.P. Hayes,89,85.61,1501,1285
164,165,165,Scott Verplank,82,85.6,1111,951
165,166,166,Brian Davis,101,85.58,1637,1401
166,167,167,Steve Flesch,100,85.57,1705,1459
167,168,168,Rocco Mediate,72,85.55,1239,1060
168,169,169,Lee Janzen,66,85.54,982,840
169,170,170,Tom Johnson,74,85.49,1199,1025
170,171,171,Bubba Dickerson,51,85.42,823,703
171,172,172,Jason Schultz,63,85.4,986,842
172,173,173,Will MacKenzie,100,85.32,1710,1459
173,174,174,Todd Hamilton,76,85.31,1096,935
174,175,175,Stuart Appleby,74,85.3,1102,940
175,176,176,Billy Mayfair,98,85.28,1562,1332
176,177,177,Justin Rose,63,85.27,740,631
177,178,178,Jeff Sluman,60,85.2,804,685
178,179,179,Nick Watney,87,85.18,1329,1132
179,180,180,Harrison Frazar,88,85.16,1388,1182
180,181,181,D.J. Trahan,99,85.13,1742,1483
181,182,182,Kevin Stadler,95,85.09,1516,1290
182,183,183,Kirk Triplett,77,85.0,1307,1111
183,184,184,Ian Poulter,63,84.99,733,623
184,185,185,Joe Durant,88,84.96,1416,1203
185,186,186,John Daly,59,84.88,939,797
186,187,187,Mike Weir,82,84.84,1148,974
187,188,188,Jeff Gove,103,84.72,1832,1552
188,189,189,Craig Barlow,52,84.71,850,720
189,190,190,Daisuke Maruyama,86,84.67,1448,1226
190,191,191,Mark Calcavecchia,93,84.64,1380,1168
191,192,192,Chad Campbell,96,84.51,1394,1178
192,193,193,Brett Wetterich,88,84.39,1352,1141
193,194,194,J.B. Holmes,71,84.33,1238,1044
194,195,195,Darron Stiles,65,84.22,1039,875
195,196,196,Greg Owen,81,83.66,1377,1152
