,Putts_Per_Round_RANK THIS WEEK,Putts_Per_Round_RANK LAST WEEK,Putts_Per_Round_PLAYER NAME,Putts_Per_Round_ROUNDS,Putts_Per_Round_AVG,Putts_Per_Round_TOTAL PUTTS,Putts_Per_Round_TOTAL ROUNDS,Putts_Per_Round_LOW TOTAL PUTTS
116,T116,T116,Jason Gore,86,29.42,2530,86,24
117,T116,T116,Steve Marino,106,29.42,3001,102,23
118,T116,T116,Kevin Sutherland,85,29.42,2501,85,21
119,T120,T120,Tim Herron,98,29.43,2766,94,23
120,T120,T120,Bubba Watson,80,29.43,2354,80,25
121,T122,T122,Rich Beem,89,29.45,2621,89,21
122,T122,T122,Paul Gow,70,29.45,1944,66,24
123,124,124,Mark Wilson,87,29.46,2445,83,24
124,T125,T125,Ben Curtis,80,29.48,2358,80,24
125,T125,T125,Jim Furyk,84,29.48,2417,82,25
126,127,127,Tom Johnson,74,29.5,2124,72,22
127,T128,T128,Brendon de Jonge,76,29.51,2125,72,21
128,T128,T128,Peter Lonard,85,29.51,2390,81,23
129,T128,T128,Hunter Mahan,91,29.51,2685,91,22
130,T128,T128,Rod Pampling,92,29.51,2656,90,23
131,132,132,Kenny Perry,83,29.53,2451,83,22
132,133,133,Paul Stankowski,52,29.54,1418,48,25
133,T134,T134,Harrison Frazar,88,29.55,2541,86,23
134,T134,T134,Lee Janzen,66,29.55,1891,64,23
135,T134,T134,Richard Johnson,93,29.55,2689,91,25
136,137,137,Will MacKenzie,100,29.56,2956,100,23
137,138,138,John Daly,59,29.58,1745,59,24
138,T139,T139,Chris Couch,76,29.59,2249,76,24
139,T139,T139,Jason Dufner,100,29.59,2959,100,22
140,T139,T139,Fred Funk,65,29.59,1805,61,22
141,T142,T142,Jason Bohn,57,29.61,1688,57,25
142,T142,T142,Steve Lowery,74,29.61,2191,74,23
143,144,144,Kent Jones,97,29.62,2873,97,24
144,145,145,Nick Watney,87,29.64,2579,87,25
145,T146,T146,Jeff Brehaut,59,29.65,1690,57,24
146,T146,T146,Scott Gutschewski,67,29.65,1868,63,23
147,148,148,Daisuke Maruyama,86,29.66,2432,82,24
148,T149,T149,Charles Howell III,89,29.67,2552,86,23
149,T149,T149,Brett Quigley,79,29.67,2314,78,25
150,T151,T151,Bill Haas,93,29.7,2643,89,25
151,T151,T151,Stephen Leaney,82,29.7,2435,82,22
152,T151,T151,Duffy Waldorf,69,29.7,2049,69,24
153,154,154,Robert Gamez,88,29.71,2496,84,24
154,155,155,Boo Weekley,101,29.73,2884,97,22
155,156,156,Charles Warren,101,29.74,3004,101,25
156,157,157,Billy Andrade,88,29.75,2618,88,24
157,158,158,J.B. Holmes,71,29.77,2054,69,23
158,159,159,Anders Hansen,55,29.78,1519,51,24
159,160,160,Johnson Wagner,97,29.79,2890,97,25
160,161,161,Cameron Beckman,96,29.8,2742,92,23
161,T162,T162,Craig Barlow,52,29.81,1550,52,26
162,T162,T162,Billy Mayfair,98,29.81,2921,98,25
163,T162,T162,Kirk Triplett,77,29.81,2295,77,24
164,T165,T165,Shaun Micheel,91,29.82,2624,88,22
165,T165,T165,Jaco Van Zyl,51,29.82,1461,49,25
166,167,167,Mark Brooks,53,29.84,1462,49,26
167,168,168,Ted Purdy,102,29.85,2925,98,23
168,T169,T169,Tommy Armour III,81,29.86,2299,77,24
169,T169,T169,Briny Baird,115,29.86,3314,111,25
170,171,171,D.J. Trahan,99,29.88,2958,99,24
171,172,172,Matt Hendrix,63,29.89,1823,61,24
172,T173,T173,D.J. Brigman,67,29.95,1887,63,25
173,T173,T173,Robert Garrigus,95,29.95,2845,95,25
174,T173,T173,Jeff Sluman,60,29.95,1677,56,24
175,176,176,Tom Byrum,50,30.0,1440,48,25
176,177,177,David Branshaw,83,30.01,2491,83,24
177,T178,T178,Chad Campbell,96,30.03,2703,90,23
178,T178,T178,Tom Lehman,62,30.03,1862,62,26
179,T180,T180,Mathew Goggin,97,30.04,2914,97,26
180,T180,T180,Kyle Reifers,71,30.04,2073,69,23
181,182,182,Darron Stiles,65,30.07,1834,61,25
182,T183,T183,John Merrick,92,30.09,2648,88,23
183,T183,T183,Joey Sindelar,75,30.09,2257,75,25
184,185,185,J.J. Henry,86,30.11,2559,85,24
185,186,186,Davis Love III,66,30.12,1958,65,23
186,187,187,Robert Allenby,90,30.18,2686,89,24
187,188,188,Trevor Immelman,74,30.19,2053,68,25
188,T189,T189,John Senden,97,30.24,2933,97,26
189,T189,T189,Brett Wetterich,88,30.24,2631,87,25
190,191,191,Michael Putnam,96,30.25,2783,92,24
191,192,192,Jim Rutledge,59,30.38,1671,55,26
192,193,193,Greg Owen,81,30.39,2401,79,25
193,194,194,Kevin Stadler,95,30.43,2769,91,23
194,195,195,Jeff Gove,103,30.5,3141,103,25
195,196,196,Joe Durant,88,30.64,2666,87,22
