,Average_Distance_of_Putts_made_RANK THIS WEEK,Average_Distance_of_Putts_made_RANK LAST WEEK,Average_Distance_of_Putts_made_PLAYER NAME,Average_Distance_of_Putts_made_ROUNDS,Average_Distance_of_Putts_made_AVG,Average_Distance_of_Putts_made_TOTAL DIST. (INCHES),Average_Distance_of_Putts_made_TOTAL ROUNDS,Average_Distance_of_Putts_made_AVG DIST.,Average_Distance_of_Putts_made_BEST ROUND
87,T87,T87,Charlie Wi,90,"74' 4""",74015,83,"4' 2""","164' 11"""
88,T89,T89,Aaron Baddeley,83,"74' 3""",58788,66,"4' 2""","146' 6"""
89,T89,T89,Bo Van Pelt,104,"74' 3""",85524,96,"4' 2""","133' 8"""
90,T89,T89,Mark Wilson,87,"74' 3""",64139,72,"4' 2""","141' 11"""
91,T92,T92,Brendon de Jonge,76,"74' 2""",58767,66,"4' 2""","139' 1"""
92,T92,T92,Shaun Micheel,91,"74' 2""",62306,70,"4' 2""","110' 9"""
93,T94,T94,Cameron Beckman,96,"74' 1""",75537,85,"4' 2""","143' 8"""
94,T94,T94,Lucas Glover,98,"74' 1""",68460,77,"4' 2""","140' 4"""
95,T94,T94,Bryce Molder,56,"74' 1""",43583,49,"4' 2""","120' 5"""
96,T94,T94,Joey Sindelar,75,"74' 1""",59572,67,"4' 2""","150' 4"""
97,98,98,Mathias Grönberg,95,"74' 0""",78176,88,"4' 2""","132' 7"""
98,T99,T99,J.P. Hayes,89,"73' 11""",70998,80,"4' 2""","204' 4"""
99,T99,T99,Anthony Kim,93,"73' 11""",70047,79,"4' 2""","130' 10"""
100,T101,T101,Sergio Garcia,68,"73' 10""",48705,55,"4' 2""","140' 9"""
101,T101,T101,Justin Rose,63,"73' 10""",34566,39,"4' 2""","127' 8"""
102,T101,T101,Michael Sim,52,"73' 10""",44304,50,"4' 2""","164' 9"""
103,104,104,Chris Couch,76,"73' 9""",64581,73,"4' 1""","127' 11"""
104,T105,T105,Tom Byrum,50,"73' 8""",36261,41,"4' 2""","120' 9"""
105,T105,T105,Robert Gamez,88,"73' 8""",67202,76,"4' 2""","123' 0"""
106,107,107,Stuart Appleby,74,"73' 7""",51239,58,"4' 2""","134' 2"""
107,T108,T108,Chad Campbell,96,"73' 5""",63441,72,"4' 1""","144' 9"""
108,T108,T108,Ben Curtis,80,"73' 5""",55506,63,"4' 2""","150' 9"""
109,T108,T108,Daisuke Maruyama,86,"73' 5""",66962,76,"4' 1""","180' 2"""
110,111,111,Michael Allen,74,"73' 3""",56240,64,"4' 2""","159' 5"""
111,112,112,Heath Slocum,101,"73' 2""",80812,92,"4' 1""","150' 7"""
112,T113,T113,José María Olazábal,52,"73' 1""",32463,37,"4' 2""","134' 6"""
113,T113,T113,Brett Wetterich,88,"73' 1""",60494,69,"4' 1""","153' 4"""
114,115,115,Billy Andrade,88,"73' 0""",69173,79,"4' 1""","147' 3"""
115,T116,T116,Hunter Mahan,91,"72' 11""",62964,72,"4' 1""","127' 10"""
116,T116,T116,Steve Marino,106,"72' 11""",78763,90,"4' 1""","151' 10"""
117,T116,T116,Rocco Mediate,72,"72' 11""",57743,66,"4' 1""","147' 10"""
118,T119,T119,Michael Boyd,61,"72' 10""",45429,52,"4' 1""","180' 0"""
119,T119,T119,Charley Hoffman,97,"72' 10""",72530,83,"4' 1""","123' 8"""
120,T119,T119,Stephen Leaney,82,"72' 10""",63785,73,"4' 1""","159' 3"""
121,122,122,Jeff Brehaut,59,"72' 9""",42798,49,"4' 1""","146' 11"""
122,123,123,Robert Allenby,90,"72' 8""",65429,75,"4' 1""","168' 1"""
123,T124,T124,Steve Flesch,100,"72' 7""",77525,89,"4' 1""","139' 7"""
124,T124,T124,Harrison Frazar,88,"72' 7""",62707,72,"4' 1""","155' 8"""
125,T126,T126,Tim Herron,98,"72' 6""",70459,81,"4' 1""","123' 7"""
126,T126,T126,Tripp Isenhour,86,"72' 6""",63511,73,"4' 1""","135' 3"""
127,T126,T126,Chris Stroud,66,"72' 6""",48733,56,"4' 1""","133' 2"""
128,T129,T129,Ernie Els,59,"72' 5""",38237,44,"4' 1""","140' 8"""
129,T129,T129,Jerry Kelly,101,"72' 5""",64301,74,"4' 1""","137' 8"""
130,T131,T131,Cliff Kresge,107,"72' 3""",85842,99,"4' 1""","121' 8"""
131,T131,T131,Bubba Watson,80,"72' 3""",57211,66,"4' 0""","123' 4"""
132,T133,T133,Corey Pavin,81,"72' 2""",61474,71,"4' 1""","128' 2"""
133,T133,T133,Camilo Villegas,82,"72' 2""",59768,69,"4' 1""","146' 8"""
134,135,135,Jaco Van Zyl,51,"72' 1""",38055,44,"4' 0""","120' 3"""
135,136,136,Craig Kanada,109,"72' 0""",81256,94,"4' 1""","123' 5"""
136,T137,T137,Marco Dawson,73,"71' 11""",56118,65,"4' 1""","137' 2"""
137,T137,T137,Bill Haas,93,"71' 11""",70730,82,"4' 0""","141' 7"""
138,T137,T137,Jay Williamson,50,"71' 11""",41433,48,"4' 0""","121' 6"""
139,T140,T140,Craig Barlow,52,"71' 9""",37904,44,"4' 0""","117' 9"""
140,T140,T140,Mathew Goggin,97,"71' 9""",74062,86,"4' 0""","116' 8"""
141,T140,T140,Paul Gow,70,"71' 9""",49069,57,"4' 0""","154' 1"""
142,T140,T140,Ian Poulter,63,"71' 9""",33575,39,"4' 1""","110' 2"""
143,T140,T140,Charles Warren,101,"71' 9""",79169,92,"4' 1""","141' 6"""
144,T140,T140,Nick Watney,87,"71' 9""",60253,70,"4' 1""","142' 1"""
145,146,146,John Senden,97,"71' 8""",72268,84,"4' 0""","122' 6"""
146,T147,T147,Adam Scott,69,"71' 7""",46360,54,"3' 12""","146' 3"""
147,T147,T147,Boo Weekley,101,"71' 7""",66995,78,"4' 0""","129' 1"""
148,149,149,Jim Rutledge,59,"71' 6""",39456,46,"4' 0""","188' 1"""
149,150,150,Matt Hendrix,63,"71' 5""",47127,55,"3' 12""","126' 7"""
150,151,151,Bob Tway,103,"71' 3""",74412,87,"4' 0""","130' 3"""
151,152,152,Jason Bohn,57,"71' 2""",44398,52,"3' 12""","135' 7"""
152,T153,T153,Steve Stricker,81,"71' 1""",54578,64,"3' 12""","146' 9"""
153,T153,T153,Kevin Sutherland,85,"71' 1""",58878,69,"4' 0""","149' 7"""
154,T155,T155,Brian Bateman,55,"70' 8""",37317,44,"3' 12""","129' 3"""
155,T155,T155,Ken Duke,112,"70' 8""",80542,95,"3' 12""","131' 8"""
156,T155,T155,John Rollins,102,"70' 8""",70393,83,"4' 0""","148' 1"""
157,T158,T158,Kenny Perry,83,"70' 4""",63314,75,"3' 12""","191' 8"""
158,T158,T158,Vijay Singh,102,"70' 4""",69197,82,"3' 11""","129' 8"""
159,T160,T160,Peter Lonard,85,"70' 2""",63127,75,"3' 12""","145' 4"""
160,T160,T160,Kyle Reifers,71,"70' 2""",53042,63,"3' 11""","140' 1"""
161,162,162,Tom Johnson,74,"70' 1""",53005,63,"3' 12""","132' 11"""
162,T163,T163,Chris DiMarco,79,"69' 11""",52869,63,"3' 11""","117' 3"""
163,T163,T163,John Merrick,92,"69' 11""",67999,81,"3' 11""","119' 2"""
164,165,165,Johnson Wagner,97,"69' 9""",71966,86,"3' 11""","133' 3"""
165,166,166,Ted Purdy,102,"69' 8""",71913,86,"3' 11""","146' 5"""
166,167,167,Doug LaBelle II,104,"69' 7""",75173,90,"3' 11""","135' 1"""
167,T168,T168,Bubba Dickerson,51,"69' 6""",35855,43,"3' 11""","120' 6"""
168,T168,T168,Duffy Waldorf,69,"69' 6""",48392,58,"3' 11""","117' 3"""
169,170,170,Todd Hamilton,76,"69' 4""",48246,58,"3' 11""","115' 8"""
170,171,171,Greg Owen,81,"69' 3""",58172,70,"3' 11""","124' 8"""
171,T172,T172,Davis Love III,66,"69' 2""",43175,52,"3' 10""","147' 4"""
172,T172,T172,Jeff Sluman,60,"69' 2""",34856,42,"3' 11""","113' 7"""
173,T172,T172,Kirk Triplett,77,"69' 2""",56435,68,"3' 11""","131' 0"""
174,175,175,Brett Quigley,79,"69' 1""",51378,62,"3' 11""","124' 1"""
175,T176,T176,Jim Furyk,84,"68' 11""",53783,65,"3' 10""","112' 3"""
176,T176,T176,Phil Mickelson,73,"68' 11""",42978,52,"3' 11""","111' 1"""
177,T178,T178,J.B. Holmes,71,"68' 10""",52886,64,"3' 11""","115' 11"""
178,T178,T178,Tom Lehman,62,"68' 10""",39654,48,"3' 10""","130' 11"""
179,T180,T180,David Branshaw,83,"68' 8""",61781,75,"3' 10""","109' 11"""
180,T180,T180,J.J. Henry,86,"68' 8""",55224,67,"3' 10""","147' 7"""
181,T180,T180,Kevin Stadler,95,"68' 8""",64241,78,"3' 10""","134' 6"""
182,T180,T180,Scott Verplank,82,"68' 8""",47801,58,"3' 11""","113' 9"""
183,184,184,Joe Durant,88,"68' 7""",59251,72,"3' 10""","137' 3"""
184,185,185,Anders Hansen,55,"68' 6""",27962,34,"3' 10""","115' 6"""
185,T186,T186,Alex Cejka,80,"68' 3""",59812,73,"3' 10""","140' 3"""
186,T186,T186,Trevor Immelman,74,"68' 3""",44208,54,"3' 10""","131' 11"""
187,T186,T186,D.J. Trahan,99,"68' 3""",72856,89,"3' 10""","131' 9"""
188,189,189,Matt Kuchar,85,"68' 0""",57108,70,"3' 10""","114' 7"""
189,190,190,José Coceres,50,"67' 9""",34138,42,"3' 10""","108' 9"""
190,T191,T191,Jeff Gove,103,"67' 6""",76114,94,"3' 9""","121' 9"""
191,T191,T191,Mike Weir,82,"67' 6""",48619,60,"3' 10""","111' 10"""
192,193,193,Darron Stiles,65,"67' 4""",42804,53,"3' 9""","120' 0"""
193,194,194,Mark Brooks,53,"66' 4""",31839,40,"3' 9""","128' 7"""
194,195,195,Nick O'Hern,72,"66' 2""",42860,54,"3' 9""","131' 3"""
195,196,196,Retief Goosen,50,"63' 11""",26094,34,"3' 7""","102' 0"""
