,Average_Distance_of_Birdie_putts_made_RANK THIS WEEK,Average_Distance_of_Birdie_putts_made_RANK LAST WEEK,Average_Distance_of_Birdie_putts_made_PLAYER NAME,Average_Distance_of_Birdie_putts_made_ROUNDS,Average_Distance_of_Birdie_putts_made_AVG,Average_Distance_of_Birdie_putts_made_TOT DIST. (FT),Average_Distance_of_Birdie_putts_made_TOT BIRDIE PUTTS MADE,Average_Distance_of_Birdie_putts_made_LONGEST MADE (FT),Average_Distance_of_Birdie_putts_made_SHORTEST MADE (FT)
73,T66,T66,Jeff Sluman,60,"10' 1""",1204.0,119,44,"2"""
74,T75,T75,Stephen Ames,81,"10' 0""",1921.8329999999999,192,47,"3"""
75,T75,T75,Billy Andrade,88,"10' 0""",2639.917,264,64,"2"""
76,T75,T75,Daniel Chopra,106,"10' 0""",3264.667,326,59,"4"""
77,T75,T75,Marco Dawson,73,"10' 0""",2077.333,207,63,"6"""
78,T75,T75,Robert Gamez,88,"10' 0""",2348.5,235,39,"3"""
79,T75,T75,Jerry Kelly,101,"10' 0""",2443.5,245,60,"3"""
80,T75,T75,Doug LaBelle II,104,"10' 0""",2489.25,248,70,"1"""
81,T75,T75,Daisuke Maruyama,86,"10' 0""",2314.25,232,68,"2"""
82,T75,T75,Troy Matteson,87,"10' 0""",2543.333,254,62,"7"""
83,T75,T75,Rocco Mediate,72,"10' 0""",2258.417,225,54,"4"""
84,T75,T75,Tom Pernice Jr.,104,"10' 0""",2780.25,277,54,"2"""
85,T75,T75,Michael Putnam,96,"10' 0""",2638.667,264,56,"4"""
86,T75,T75,Paul Stankowski,52,"10' 0""",1362.1670000000001,136,71,"7"""
87,T75,T75,Chris Stroud,66,"10' 0""",1826.75,182,47,"2"""
88,T75,T75,Bob Tway,103,"10' 0""",2692.083,269,60,"2"""
89,T90,T90,D.J. Brigman,67,"9' 11""",1611.0829999999999,162,41,"6"""
90,T90,T90,Mark Calcavecchia,93,"9' 11""",2729.0,276,57,"3"""
91,T90,T90,Stewart Cink,91,"9' 11""",2509.75,253,44,"3"""
92,T90,T90,Mathew Goggin,97,"9' 11""",2805.25,283,45,"5"""
93,T90,T90,Mark Hensby,81,"9' 11""",2291.333,231,50,"2"""
94,T90,T90,Charles Howell III,89,"9' 11""",2147.75,217,47,"4"""
95,T90,T90,Jarrod Lyle,77,"9' 11""",2219.0,224,91,"1"""
96,T90,T90,George McNeill,95,"9' 11""",2642.0,267,49,"3"""
97,T90,T90,Pat Perez,84,"9' 11""",2168.0,218,45,"2"""
98,T99,T99,Jeff Brehaut,59,"9' 10""",1391.5,141,63,"5"""
99,T99,T99,Andrew Buckle,77,"9' 10""",2102.917,214,52,"1"""
100,T99,T99,Ernie Els,59,"9' 10""",1534.5829999999999,156,68,"2"""
101,T99,T99,Jim Furyk,84,"9' 10""",2279.333,231,53,"3"""
102,T99,T99,J.P. Hayes,89,"9' 10""",2652.083,270,56,"1"""
103,T99,T99,Will MacKenzie,100,"9' 10""",2999.333,306,55,"2"""
104,T99,T99,José María Olazábal,52,"9' 10""",1050.917,107,51,"8"""
105,T99,T99,Duffy Waldorf,69,"9' 10""",1687.75,172,44,"3"""
106,T107,T107,Stuart Appleby,74,"9' 9""",1771.9170000000001,181,60,"6"""
107,T107,T107,Anders Hansen,55,"9' 9""",1003.6669999999999,103,52,"6"""
108,T107,T107,Padraig Harrington,64,"9' 9""",1629.8329999999999,167,52,"3"""
109,T107,T107,Tom Johnson,74,"9' 9""",1870.25,192,52,"5"""
110,T107,T107,Kent Jones,97,"9' 9""",2831.417,290,48,"3"""
111,T107,T107,Steve Lowery,74,"9' 9""",2255.417,232,40,"4"""
112,T107,T107,Kevin Na,84,"9' 9""",2624.5,269,65,"3"""
113,T107,T107,Kenny Perry,83,"9' 9""",2386.25,245,52,"2"""
114,T107,T107,Brandt Snedeker,105,"9' 9""",2671.5,275,58,"1"""
115,T107,T107,Tiger Woods,63,"9' 9""",1792.6670000000001,184,48,"2"""
116,T117,T117,Chris DiMarco,79,"9' 8""",1645.5,170,53,"6"""
117,T117,T117,Nathan Green,103,"9' 8""",2776.083,288,54,"3"""
118,T117,T117,Matt Hendrix,63,"9' 8""",1583.5,164,43,"3"""
119,T117,T117,Justin Rose,63,"9' 8""",1411.3329999999999,146,43,"6"""
120,T117,T117,Vaughn Taylor,91,"9' 8""",2538.833,262,45,"6"""
121,T122,T122,Jason Bohn,57,"9' 7""",1588.0,165,78,"2"""
122,T122,T122,Jeff Gove,103,"9' 7""",2836.25,295,53,"3"""
123,T122,T122,Trevor Immelman,74,"9' 7""",1547.0,161,48,"3"""
124,T122,T122,Peter Lonard,85,"9' 7""",2183.167,227,45,"3"""
125,T122,T122,Sean O'Hair,98,"9' 7""",2827.333,296,59,"1"""
126,T122,T122,Ryan Palmer,91,"9' 7""",2477.833,258,45,"2"""
127,T122,T122,Scott Verplank,82,"9' 7""",1800.5829999999999,188,38,"8"""
128,T122,T122,Johnson Wagner,97,"9' 7""",2663.5,278,58,"2"""
129,T130,T130,Cameron Beckman,96,"9' 6""",2814.333,295,56,"3"""
130,T130,T130,Cliff Kresge,107,"9' 6""",2854.25,301,56,"5"""
131,T130,T130,Rory Sabbatini,81,"9' 6""",2172.833,229,42,"1"""
132,T130,T130,Kirk Triplett,77,"9' 6""",1897.6670000000001,200,36,"4"""
133,T130,T130,Camilo Villegas,82,"9' 6""",2357.083,249,43,"3"""
134,T130,T130,Boo Weekley,101,"9' 6""",2390.0,252,48,"2"""
135,T136,T136,K.J. Choi,87,"9' 5""",2294.0,244,53,"2"""
136,T136,T136,Brendon de Jonge,76,"9' 5""",2212.167,234,48,"3"""
137,T136,T136,Ken Duke,112,"9' 5""",2914.583,309,39,"5"""
138,T136,T136,Joe Durant,88,"9' 5""",2065.917,220,50,"3"""
139,T136,T136,Ryuji Imada,104,"9' 5""",2952.75,313,52,"1"""
140,T136,T136,Jeff Overton,60,"9' 5""",1709.4170000000001,182,50,"6"""
141,T136,T136,Carl Pettersson,111,"9' 5""",3152.667,335,41,"1"""
142,T136,T136,Ian Poulter,63,"9' 5""",1098.333,117,56,"7"""
143,T136,T136,John Senden,97,"9' 5""",2658.917,283,49,"3"""
144,T136,T136,Kevin Sutherland,85,"9' 5""",1973.3329999999999,210,57,"1"""
145,T146,T146,David Branshaw,83,"9' 4""",1970.9170000000001,211,42,"2"""
146,T146,T146,Harrison Frazar,88,"9' 4""",2246.417,240,58,"2"""
147,T146,T146,Lucas Glover,98,"9' 4""",2703.583,290,69,"2"""
148,T146,T146,Nick O'Hern,72,"9' 4""",1543.8329999999999,166,39,"2"""
149,T146,T146,Geoff Ogilvy,84,"9' 4""",2045.5829999999999,220,39,"3"""
150,T146,T146,Kevin Stadler,95,"9' 4""",2060.833,220,62,"1"""
151,T146,T146,Charles Warren,101,"9' 4""",3014.25,324,55,"2"""
152,T153,T153,Robert Allenby,90,"9' 3""",2462.25,265,60,"4"""
153,T153,T153,Chris Couch,76,"9' 3""",2164.333,235,44,"5"""
154,T153,T153,Mathias Grönberg,95,"9' 3""",2690.667,291,54,"3"""
155,T153,T153,Todd Hamilton,76,"9' 3""",1399.75,152,36,"3"""
156,T153,T153,Davis Love III,66,"9' 3""",1533.8329999999999,166,34,"7"""
157,T153,T153,John Merrick,92,"9' 3""",2487.917,270,59,"2"""
158,T153,T153,Steve Stricker,81,"9' 3""",2177.0,236,49,"6"""
159,T153,T153,D.J. Trahan,99,"9' 3""",2602.083,281,53,"3"""
160,T153,T153,Bo Van Pelt,104,"9' 3""",3008.417,324,46,"1"""
161,T153,T153,Jaco Van Zyl,51,"9' 3""",1124.417,122,42,"2"""
162,T153,T153,Brett Wetterich,88,"9' 3""",2278.75,246,70,"3"""
163,T164,T164,Woody Austin,95,"9' 2""",2574.25,281,45,"3"""
164,T164,T164,Jason Gore,86,"9' 2""",2432.5,266,46,"1"""
165,T164,T164,Scott Gutschewski,67,"9' 2""",1708.4170000000001,187,47,"2"""
166,T164,T164,Charley Hoffman,97,"9' 2""",2641.667,289,45,"2"""
167,T164,T164,Steve Marino,106,"9' 2""",2846.083,310,68,"1"""
168,T164,T164,Ted Purdy,102,"9' 2""",2477.917,271,51,"4"""
169,T170,T170,José Coceres,50,"9' 1""",1071.833,118,37,"4"""
170,T170,T170,J.J. Henry,86,"9' 1""",2072.333,229,45,"3"""
171,T170,T170,Brett Quigley,79,"9' 1""",1790.0,197,46,"1"""
172,T170,T170,Kyle Reifers,71,"9' 1""",1660.0,182,37,"5"""
173,T170,T170,Nick Watney,87,"9' 1""",2115.75,233,44,"2"""
174,T175,T175,Craig Barlow,52,"9' 0""",1343.1670000000001,149,38,"4"""
175,T175,T175,Matt Kuchar,85,"9' 0""",1931.75,214,38,"1"""
176,T175,T175,Steve Wheatcroft,73,"9' 0""",1713.4170000000001,190,56,"5"""
177,T178,T178,Bubba Dickerson,51,"8' 11""",1142.333,128,44,"1"""
178,T178,T178,Bill Haas,93,"8' 11""",2399.917,268,49,"4"""
179,T178,T178,Anthony Kim,93,"8' 11""",2542.75,285,57,"2"""
180,T178,T178,John Rollins,102,"8' 11""",2373.083,266,43,"1"""
181,T182,T182,Aaron Baddeley,83,"8' 10""",2142.667,242,48,"1"""
182,T182,T182,Chris Tidland,59,"8' 10""",1287.667,146,34,"2"""
183,T184,T184,Alex Cejka,80,"8' 9""",2257.167,259,60,"3"""
184,T184,T184,Hunter Mahan,91,"8' 9""",2119.167,242,70,"1"""
185,T186,T186,Vijay Singh,102,"8' 8""",2570.667,296,51,"3"""
186,T186,T186,Mike Weir,82,"8' 8""",1657.6670000000001,192,66,"1"""
187,T188,T188,Brian Bateman,55,"8' 7""",1111.917,129,34,"6"""
188,T188,T188,John Daly,59,"8' 7""",1495.25,174,41,"4"""
189,T188,T188,Bubba Watson,80,"8' 7""",2059.167,241,42,"1"""
190,T191,T191,Retief Goosen,50,"8' 6""",786.8330000000001,93,44,"4"""
191,T191,T191,Jay Williamson,50,"8' 6""",1445.5829999999999,170,34,"5"""
192,193,193,Adam Scott,69,"8' 5""",1879.4170000000001,224,43,"2"""
193,194,194,J.B. Holmes,71,"8' 4""",1832.8329999999999,221,48,"2"""
194,195,195,Darron Stiles,65,"8' 1""",1337.25,166,31,"3"""
195,196,196,Phil Mickelson,73,"8' 0""",1522.5829999999999,190,50,"3"""
