,Bonus_Putting_RANK THIS WEEK,Bonus_Putting_RANK LAST WEEK,Bonus_Putting_PLAYER NAME,Bonus_Putting_ROUNDS,Bonus_Putting_VALUE,Bonus_Putting_ATTEMPTS(<= 5'),Bonus_Putting_TOT MADE (>=20'),Bonus_Putting_TOT MADE (<= 5')
157,158,158,Tom Lehman,62,98.09,734,20,700
158,159,159,Jason Dufner,100,97.98,1236,41,1170
159,160,160,Brett Wetterich,88,97.95,1022,27,974
160,161,161,Harrison Frazar,88,97.94,1069,30,1017
161,162,162,Lee Janzen,66,97.9,761,23,722
162,163,163,Chris Riley,59,97.88,708,21,672
163,164,164,Boo Weekley,101,97.87,1126,28,1074
164,165,165,Mark Calcavecchia,93,97.85,1025,30,973
165,166,166,Tom Johnson,74,97.82,917,25,872
166,167,167,Woody Austin,95,97.81,1188,30,1132
167,168,168,Alex Cejka,80,97.8,1090,28,1038
168,169,169,Ted Purdy,102,97.76,1296,32,1235
169,170,170,Peter Lonard,85,97.75,1113,30,1058
170,171,171,Padraig Harrington,64,97.73,660,21,624
171,T172,T172,Paul Gow,70,97.72,835,21,795
172,T172,T172,Bill Haas,93,97.72,1184,25,1132
173,174,174,D.J. Trahan,99,97.61,1340,34,1274
174,175,175,Anthony Kim,93,97.58,1156,28,1100
175,176,176,Daisuke Maruyama,86,97.54,1096,24,1045
176,177,177,Matt Hendrix,63,97.51,803,17,766
177,178,178,John Merrick,92,97.5,1198,29,1139
178,179,179,Ian Poulter,63,97.49,557,9,534
179,180,180,Joey Sindelar,75,97.43,973,24,924
180,181,181,Kevin Stadler,95,97.42,1165,31,1104
181,182,182,Greg Owen,81,97.38,1067,29,1010
182,183,183,Craig Barlow,52,97.34,638,16,605
183,184,184,Stuart Appleby,74,97.19,853,23,806
184,185,185,Joe Durant,88,97.07,1126,39,1054
185,186,186,Mike Weir,82,97.06,885,19,840
186,187,187,Robert Allenby,90,97.05,1119,33,1053
187,188,188,Steve Flesch,100,97.02,1310,30,1241
188,189,189,Justin Rose,63,96.99,564,16,531
189,190,190,John Senden,97,96.92,1232,26,1168
190,191,191,Kirk Triplett,77,96.81,1004,22,950
191,192,192,Jeff Gove,103,96.77,1425,38,1341
192,193,193,Billy Mayfair,98,96.27,1205,27,1133
193,194,194,J.B. Holmes,71,95.87,969,21,908
194,195,195,John Daly,59,95.76,708,16,662
195,196,196,Darron Stiles,65,94.93,808,15,752
