,Overall_Putting_Average_RANK THIS WEEK,Overall_Putting_Average_RANK LAST WEEK,Overall_Putting_Average_PLAYER NAME,Overall_Putting_Average_ROUNDS,Overall_Putting_Average_AVG,Overall_Putting_Average_# OF PUTTS,Overall_Putting_Average_# OF HOLES
144,T144,T144,Frank Lickliter II,95,1.6269999999999998,2783,1710
145,146,146,Henrik Stenson,52,1.629,1349,828
146,147,147,Adam Scott,69,1.63,1995,1224
147,T148,T148,Jeff Maggert,79,1.632,2321,1422
148,T148,T148,Camilo Villegas,82,1.632,2409,1476
149,T150,T150,Troy Matteson,87,1.633,2557,1566
150,T150,T150,Sean O'Hair,98,1.633,2881,1764
151,T152,T152,Steve Flesch,100,1.6340000000000001,2942,1800
152,T152,T152,Jason Gore,86,1.6340000000000001,2530,1548
153,T154,T154,Kevin Sutherland,85,1.635,2501,1530
154,T154,T154,Bubba Watson,80,1.635,2354,1440
155,156,156,Rich Beem,89,1.636,2621,1602
156,T157,T157,Ben Curtis,80,1.6380000000000001,2358,1440
157,T157,T157,Jim Furyk,84,1.6380000000000001,2417,1476
158,159,159,Hunter Mahan,91,1.639,2685,1638
159,160,160,Rod Pampling,92,1.64,2656,1620
160,161,161,Kenny Perry,83,1.641,2451,1494
161,162,162,Will MacKenzie,100,1.642,2956,1800
162,163,163,John Daly,59,1.643,1745,1062
163,T164,T164,Chris Couch,76,1.6440000000000001,2249,1368
164,T164,T164,Jason Dufner,100,1.6440000000000001,2959,1800
165,T166,T166,Jason Bohn,57,1.645,1688,1026
166,T166,T166,Kent Jones,97,1.645,2873,1746
167,T166,T166,Steve Lowery,74,1.645,2191,1332
168,T169,T169,Greg Owen,81,1.6469999999999998,2401,1458
169,T169,T169,Nick Watney,87,1.6469999999999998,2579,1566
170,171,171,Brett Quigley,79,1.6480000000000001,2314,1404
171,172,172,Charles Howell III,89,1.649,2552,1548
172,T173,T173,Stephen Leaney,82,1.65,2435,1476
173,T173,T173,Duffy Waldorf,69,1.65,2049,1242
174,175,175,Charles Warren,101,1.652,3004,1818
175,176,176,Billy Andrade,88,1.653,2618,1584
176,177,177,Johnson Wagner,97,1.655,2890,1746
177,T178,T178,Craig Barlow,52,1.656,1550,936
178,T178,T178,Billy Mayfair,98,1.656,2921,1764
179,T178,T178,Kirk Triplett,77,1.656,2295,1386
180,181,181,Shaun Micheel,91,1.6569999999999998,2624,1584
181,182,182,D.J. Trahan,99,1.66,2958,1782
182,183,183,Robert Garrigus,95,1.6640000000000001,2845,1710
183,184,184,David Branshaw,83,1.6669999999999998,2491,1494
184,185,185,Tom Lehman,62,1.6680000000000001,1862,1116
185,T186,T186,Chad Campbell,96,1.669,2703,1620
186,T186,T186,Mathew Goggin,97,1.669,2914,1746
187,188,188,Joey Sindelar,75,1.672,2257,1350
188,189,189,J.J. Henry,86,1.673,2559,1530
189,190,190,Davis Love III,66,1.6740000000000002,1958,1170
190,T191,T191,Robert Allenby,90,1.6769999999999998,2686,1602
191,T191,T191,Trevor Immelman,74,1.6769999999999998,2053,1224
192,T193,T193,John Senden,97,1.68,2933,1746
193,T193,T193,Brett Wetterich,88,1.68,2631,1566
194,195,195,Jeff Gove,103,1.694,3141,1854
195,196,196,Joe Durant,88,1.702,2666,1566
