,One-Putt_Percentage_-_Round_1_RANK THIS WEEK,One-Putt_Percentage_-_Round_1_RANK LAST WEEK,One-Putt_Percentage_-_Round_1_PLAYER NAME,One-Putt_Percentage_-_Round_1_ROUNDS,One-Putt_Percentage_-_Round_1_%,One-Putt_Percentage_-_Round_1_# OF 1 PUTTS,One-Putt_Percentage_-_Round_1_# OF HOLES
101,T100,T100,Tiger Woods,63,36.67,99,270
102,103,103,Ryan Armour,107,36.63,211,576
103,104,104,Rod Pampling,92,36.57,158,432
104,105,105,Mathias Grönberg,95,36.56,204,558
105,T106,T106,Jerry Kelly,101,36.51,184,504
106,T106,T106,Daisuke Maruyama,86,36.51,184,504
107,108,108,Craig Barlow,52,36.46,105,288
108,109,109,Sergio Garcia,68,36.42,118,324
109,110,110,Briny Baird,115,36.38,203,558
110,111,111,Vijay Singh,102,36.32,170,468
111,112,112,José Coceres,50,36.27,111,306
112,T113,T113,Hunter Mahan,91,36.21,176,486
113,T113,T113,Brandt Snedeker,105,36.21,189,522
114,115,115,Ken Duke,112,36.2,202,558
115,T116,T116,Brian Bateman,55,36.11,117,324
116,T116,T116,Andrew Buckle,77,36.11,169,468
117,T116,T116,Charley Hoffman,97,36.11,195,540
118,T119,T119,Bryce Molder,56,35.98,136,378
119,T119,T119,Geoff Ogilvy,84,35.98,136,378
120,T119,T119,Jeff Sluman,60,35.98,136,378
121,122,122,Bubba Dickerson,51,35.96,123,342
122,123,123,Anders Hansen,55,35.95,110,306
123,124,124,Bob Tway,103,35.94,207,576
124,T125,T125,Todd Hamilton,76,35.91,181,504
125,T125,T125,Sean O'Hair,98,35.91,181,504
126,127,127,Stephen Leaney,82,35.9,168,468
127,128,128,Jarrod Lyle,77,35.88,155,432
128,129,129,John Senden,97,35.8,174,486
129,130,130,Steve Wheatcroft,73,35.78,161,450
130,T131,T131,Stephen Ames,81,35.71,135,378
131,T131,T131,Nick O'Hern,72,35.71,135,378
132,133,133,Brendon de Jonge,76,35.68,167,468
133,T134,T134,Lee Janzen,66,35.65,154,432
134,T134,T134,Craig Lile,77,35.65,154,432
135,136,136,Pat Perez,84,35.6,173,486
136,T137,T137,Charles Howell III,89,35.56,160,450
137,T137,T137,Kent Jones,97,35.56,192,540
138,T139,T139,Doug LaBelle II,104,35.52,211,594
139,T139,T139,Johnson Wagner,97,35.52,211,594
140,141,141,Duffy Waldorf,69,35.51,147,414
141,142,142,Jason Dufner,100,35.42,204,576
142,143,143,Tim Herron,98,35.39,172,486
143,144,144,Robert Garrigus,95,35.32,178,504
144,145,145,Nick Watney,87,35.26,165,468
145,T146,T146,Mark Brooks,53,35.19,114,324
146,T146,T146,Bill Haas,93,35.19,190,540
147,T146,T146,Brett Quigley,79,35.19,152,432
148,149,149,Mike Weir,82,35.1,139,396
149,150,150,John Merrick,92,35.06,183,522
150,151,151,Anthony Kim,93,35.04,164,468
151,152,152,Brett Wetterich,88,34.98,170,486
152,153,153,Kenny Perry,83,34.95,151,432
153,154,154,Vaughn Taylor,91,34.92,176,504
154,155,155,Jeff Maggert,79,34.89,157,450
155,156,156,Boo Weekley,101,34.87,182,522
156,157,157,John Daly,59,34.85,138,396
157,158,158,Glen Day,85,34.77,169,486
158,159,159,Shaun Micheel,91,34.72,175,504
159,T160,T160,Joey Sindelar,75,34.67,156,450
160,T160,T160,Kirk Triplett,77,34.67,156,450
161,T162,T162,Robert Gamez,88,34.63,187,540
162,T162,T162,Billy Mayfair,98,34.63,187,540
163,T162,T162,Ryan Palmer,91,34.63,187,540
164,165,165,Jason Schultz,63,34.6,137,396
165,166,166,Alex Cejka,80,34.49,149,432
166,167,167,Tom Byrum,50,34.44,124,360
167,168,168,Robert Allenby,90,34.36,167,486
168,T169,T169,Matt Hendrix,63,34.26,148,432
169,T169,T169,Paul Stankowski,52,34.26,111,324
170,171,171,Richard Johnson,93,34.2,197,576
171,172,172,Michael Putnam,96,34.1,178,522
172,173,173,Jim Rutledge,59,34.06,141,414
173,174,174,Harrison Frazar,88,33.85,195,576
174,175,175,Charles Warren,101,33.72,176,522
175,T176,T176,Michael Allen,74,33.59,133,396
176,T176,T176,Fred Funk,65,33.59,133,396
177,T178,T178,Jeff Brehaut,59,33.33,126,378
178,T178,T178,Davis Love III,66,33.33,120,360
179,180,180,Greg Owen,81,33.14,173,522
180,181,181,Chad Campbell,96,33.13,161,486
181,182,182,Darron Stiles,65,33.1,143,432
182,183,183,Tom Lehman,62,33.04,113,342
183,184,184,David Branshaw,83,32.96,178,540
184,185,185,Peter Lonard,85,32.92,160,486
185,186,186,Scott Gutschewski,67,32.83,130,396
186,T187,T187,J.J. Henry,86,32.67,147,450
187,T187,T187,Mark Wilson,87,32.67,147,450
188,189,189,Jaco Van Zyl,51,32.28,122,378
189,190,190,Kevin Stadler,95,31.72,177,558
190,191,191,Trevor Immelman,74,31.11,112,360
191,192,192,Joe Durant,88,31.07,151,486
192,T193,T193,Jeff Gove,103,30.56,165,540
193,T193,T193,J.B. Holmes,71,30.56,132,432
194,T193,T193,Chris Stroud,66,30.56,132,432
195,196,196,Tommy Armour III,81,30.09,130,432
