,Putting_from_Inside_5_RANK THIS WEEK,Putting_from_Inside_5_RANK LAST WEEK,Putting_from_Inside_5_PLAYER NAME,Putting_from_Inside_5_ROUNDS,Putting_from_Inside_5_%,Putting_from_Inside_5_ATTEMPTS,Putting_from_Inside_5_PUTTS MADE
55,56,56,Jeff Overton,60,96.57,757,731
56,57,57,Steve Wheatcroft,73,96.54,867,837
57,T58,T58,José Coceres,50,96.53,606,585
58,T58,T58,Fred Funk,65,96.53,749,723
59,T58,T58,Jason Gore,86,96.53,1096,1058
60,T58,T58,Mark Hensby,81,96.53,1010,975
61,62,62,Cliff Kresge,107,96.49,1423,1373
62,63,63,Ben Curtis,80,96.47,935,902
63,64,64,Steve Marino,106,96.45,1295,1249
64,65,65,Todd Hamilton,76,96.44,815,786
65,T66,T66,Marco Dawson,73,96.42,922,889
66,T66,T66,Kevin Na,84,96.42,1060,1022
67,T68,T68,Steve Elkington,87,96.41,1031,994
68,T68,T68,Ernie Els,59,96.41,640,617
69,T68,T68,Joe Ogilvie,102,96.41,1198,1155
70,T71,T71,Nathan Green,103,96.4,1223,1179
71,T71,T71,Mathias Grönberg,95,96.4,1249,1204
72,T71,T71,Jarrod Lyle,77,96.4,973,938
73,T74,T74,Bob Estes,88,96.37,1128,1087
74,T74,T74,Bryce Molder,56,96.37,689,664
75,T76,T76,Robert Gamez,88,96.35,1097,1057
76,T76,T76,Charley Hoffman,97,96.35,1177,1134
77,T76,T76,Stephen Leaney,82,96.35,1069,1030
78,79,79,Craig Kanada,109,96.34,1340,1291
79,80,80,David Toms,80,96.33,872,840
80,81,81,Vijay Singh,102,96.32,1196,1152
81,82,82,Parker McLachlin,83,96.31,1003,966
82,83,83,Bob Heintz,85,96.3,1028,990
83,84,84,Jeff Brehaut,59,96.29,700,674
84,85,85,Phil Mickelson,73,96.28,752,724
85,86,86,Jeff Quinney,95,96.26,1231,1185
86,87,87,Jim Furyk,84,96.23,981,944
87,T88,T88,Eric Axley,107,96.21,1321,1271
88,T88,T88,Luke Donald,69,96.21,713,686
89,T88,T88,Brett Quigley,79,96.21,924,889
90,91,91,Kenny Perry,83,96.2,1078,1037
91,92,92,Matt Kuchar,85,96.19,1024,985
92,93,93,Jonathan Byrd,73,96.18,864,831
93,T94,T94,Jeff Maggert,79,96.17,1098,1056
94,T94,T94,Pat Perez,84,96.17,915,880
95,96,96,Tom Byrum,50,96.15,598,575
96,97,97,Carl Pettersson,111,96.11,1286,1236
97,98,98,Jim Rutledge,59,96.1,693,666
98,99,99,John Rollins,102,96.09,1203,1156
99,100,100,Chris Stroud,66,96.06,812,780
100,101,101,Mark Wilson,87,96.05,1038,997
101,T102,T102,Michael Putnam,96,96.04,1163,1117
102,T102,T102,Vaughn Taylor,91,96.04,1010,970
103,T104,T104,Doug LaBelle II,104,96.03,1311,1259
104,T104,T104,Davis Love III,66,96.03,781,750
105,T106,T106,Johnson Wagner,97,96.01,1279,1228
106,T106,T106,Nick Watney,87,96.01,1002,962
107,108,108,Jeff Sluman,60,95.97,620,595
108,T109,T109,Bart Bryant,87,95.95,1061,1018
109,T109,T109,Chris DiMarco,79,95.95,913,876
110,T109,T109,Paul Goydos,60,95.95,642,616
111,T109,T109,Jerry Kelly,101,95.95,1087,1043
112,T109,T109,Tom Pernice Jr.,104,95.95,1186,1138
113,114,114,Tim Herron,98,95.94,1181,1133
114,115,115,Jaco Van Zyl,51,95.91,636,610
115,116,116,Bubba Dickerson,51,95.88,631,605
116,T117,T117,Cameron Beckman,96,95.87,1234,1183
117,T117,T117,Ian Poulter,63,95.87,557,534
118,T117,T117,Scott Verplank,82,95.87,847,812
119,120,120,Brendon de Jonge,76,95.83,935,896
120,121,121,Chris Couch,76,95.81,1074,1029
121,122,122,J.P. Hayes,89,95.79,1164,1115
122,123,123,Rocco Mediate,72,95.78,947,907
123,124,124,Geoff Ogilvy,84,95.77,922,883
124,125,125,D.J. Brigman,67,95.73,772,739
125,126,126,Shaun Micheel,91,95.7,1023,979
126,127,127,Justin Leonard,95,95.69,1184,1133
127,128,128,Mathew Goggin,97,95.68,1274,1219
128,129,129,Lucas Glover,98,95.67,1109,1061
129,130,130,Troy Matteson,87,95.66,1107,1059
130,131,131,Trevor Immelman,74,95.63,801,766
131,132,132,Michael Allen,74,95.62,936,895
132,133,133,Bill Haas,93,95.61,1184,1132
133,134,134,Rich Beem,89,95.59,998,954
134,135,135,Ryan Armour,107,95.58,1359,1299
135,T136,T136,Tommy Armour III,81,95.57,1015,970
136,T136,T136,Steve Lowery,74,95.57,993,949
137,138,138,Kent Jones,97,95.56,1261,1205
138,139,139,Paul Stankowski,52,95.53,604,577
139,T140,T140,Billy Andrade,88,95.51,1158,1106
140,T140,T140,Jason Bohn,57,95.51,780,745
141,142,142,Kevin Sutherland,85,95.49,1020,974
142,143,143,Camilo Villegas,82,95.46,1014,968
143,144,144,Briny Baird,115,95.43,1509,1440
144,145,145,Matt Hendrix,63,95.39,803,766
145,146,146,Boo Weekley,101,95.38,1126,1074
146,147,147,Tom Lehman,62,95.37,734,700
147,148,148,Steve Allan,63,95.36,776,740
148,149,149,Daisuke Maruyama,86,95.35,1096,1045
149,T150,T150,Chad Campbell,96,95.34,1073,1023
150,T150,T150,Charles Warren,101,95.34,1352,1289
151,152,152,John Mallinger,96,95.33,1241,1183
152,153,153,Sean O'Hair,98,95.32,1155,1101
153,154,154,Andrew Buckle,77,95.31,939,895
154,T155,T155,Jason Schultz,63,95.3,766,730
155,T155,T155,Brett Wetterich,88,95.3,1022,974
156,T157,T157,Woody Austin,95,95.29,1188,1132
157,T157,T157,Glen Day,85,95.29,1082,1031
158,T157,T157,Ted Purdy,102,95.29,1296,1235
159,160,160,Rod Pampling,92,95.27,1057,1007
160,T161,T161,Alex Cejka,80,95.23,1090,1038
161,T161,T161,Robert Garrigus,95,95.23,1238,1179
162,T161,T161,Ryan Moore,92,95.23,1069,1018
163,164,164,Paul Gow,70,95.21,835,795
164,165,165,Anthony Kim,93,95.16,1156,1100
165,166,166,Harrison Frazar,88,95.14,1069,1017
166,167,167,Will MacKenzie,100,95.11,1309,1245
167,168,168,Tom Johnson,74,95.09,917,872
168,T169,T169,Brian Davis,101,95.08,1241,1180
169,T169,T169,Frank Lickliter II,95,95.08,1180,1122
170,T169,T169,John Merrick,92,95.08,1198,1139
171,172,172,D.J. Trahan,99,95.07,1340,1274
172,173,173,Peter Lonard,85,95.06,1113,1058
173,174,174,Joey Sindelar,75,94.96,973,924
174,175,175,Mark Calcavecchia,93,94.93,1025,973
175,T176,T176,Chris Riley,59,94.92,708,672
176,T176,T176,Mike Weir,82,94.92,885,840
177,178,178,Lee Janzen,66,94.88,761,722
178,179,179,Tim Petrovic,106,94.84,1356,1286
179,180,180,Craig Barlow,52,94.83,638,605
180,181,181,John Senden,97,94.81,1232,1168
181,182,182,Kevin Stadler,95,94.76,1165,1104
182,183,183,Steve Flesch,100,94.73,1310,1241
183,T184,T184,Jason Dufner,100,94.66,1236,1170
184,T184,T184,Greg Owen,81,94.66,1067,1010
185,186,186,Kirk Triplett,77,94.62,1004,950
186,187,187,Padraig Harrington,64,94.55,660,624
187,188,188,Stuart Appleby,74,94.49,853,806
188,189,189,Justin Rose,63,94.15,564,531
189,190,190,Jeff Gove,103,94.11,1425,1341
190,191,191,Robert Allenby,90,94.1,1119,1053
191,192,192,Billy Mayfair,98,94.02,1205,1133
192,193,193,J.B. Holmes,71,93.7,969,908
193,194,194,Joe Durant,88,93.61,1126,1054
194,195,195,John Daly,59,93.5,708,662
195,196,196,Darron Stiles,65,93.07,808,752
