,Total_Putting_RANK THIS WEEK,Total_Putting_RANK LAST WEEK,Total_Putting_PLAYER NAME,Total_Putting_EVENTS,Total_Putting_TOTAL
159,160,160,Jaco Van Zyl,21,273.4
160,161,161,Lee Janzen,24,274.6
161,162,162,Jim Rutledge,23,276.3
162,163,163,Will MacKenzie,30,276.8
163,164,164,Kenny Perry,24,277.4
164,165,165,John Daly,24,280.5
165,166,166,Tom Johnson,27,281.3
166,167,167,Rocco Mediate,22,282.9
167,168,168,Jerry Kelly,28,288.8
168,169,169,Daisuke Maruyama,28,293.3
169,170,170,Ted Purdy,33,296.3
170,171,171,Peter Lonard,27,297.0
171,172,172,Kyle Reifers,27,301.7
172,173,173,Jeff Sluman,21,302.3
173,174,174,Steve Flesch,31,303.7
174,175,175,Alex Cejka,25,304.3
175,176,176,Jason Bohn,17,305.4
176,177,177,John Merrick,29,306.6
177,178,178,Robert Allenby,28,310.2
178,179,179,David Branshaw,30,312.3
179,180,180,Mike Weir,23,315.4
180,181,181,Billy Andrade,27,316.3
181,T182,T182,Harrison Frazar,32,336.9
182,T182,T182,Tom Lehman,19,336.9
183,184,184,Joe Durant,28,337.7
184,185,185,Kirk Triplett,25,338.3
185,186,186,Charles Warren,29,339.2
186,187,187,Bubba Dickerson,19,346.5
187,188,188,Davis Love III,21,348.8
188,189,189,Chad Campbell,28,351.6
189,190,190,Kevin Stadler,31,355.7
190,191,191,Brett Wetterich,28,356.7
191,192,192,D.J. Trahan,30,361.4
192,193,193,J.B. Holmes,24,371.7
193,194,194,Darron Stiles,24,386.8
194,195,195,Greg Owen,29,388.3
195,196,196,Jeff Gove,30,392.7
