,Total_1_Putts_-__25_RANK THIS WEEK,Total_1_Putts_-__25_RANK LAST WEEK,Total_1_Putts_-__25_PLAYER NAME,Total_1_Putts_-__25_ROUNDS,Total_1_Putts_-__25_TOTAL,Total_1_Putts_-__25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-__25_PCT OF ALL 1-PUTTS
46,T35,T35,Ryan Moore,92,21,542,3.9
47,T35,T35,Dicky Pride,71,21,434,4.8
48,T35,T35,Johnson Wagner,97,21,552,3.8
49,T50,T50,Billy Andrade,88,20,527,3.8
50,T50,T50,Tommy Armour III,81,20,440,4.5
51,T50,T50,K.J. Choi,87,20,493,4.1
52,T50,T50,Chris Couch,76,20,509,3.9
53,T50,T50,Ben Curtis,80,20,444,4.5
54,T50,T50,Jason Dufner,100,20,592,3.4
55,T50,T50,Joe Durant,88,20,432,4.6
56,T50,T50,Bob Estes,88,20,603,3.3
57,T50,T50,Sergio Garcia,68,20,397,5.0
58,T50,T50,J.P. Hayes,89,20,577,3.5
59,T50,T50,Kevin Na,84,20,617,3.2
60,T50,T50,Bo Van Pelt,104,20,657,3.0
61,T62,T62,Michael Allen,74,19,429,4.4
62,T62,T62,Eric Axley,107,19,659,2.9
63,T62,T62,Cliff Kresge,107,19,684,2.8
64,T62,T62,Craig Lile,77,19,507,3.7
65,T62,T62,Parker McLachlin,83,19,535,3.6
66,T62,T62,Greg Owen,81,19,441,4.3
67,T62,T62,Ryan Palmer,91,19,570,3.3
68,T62,T62,John Senden,97,19,524,3.6
69,T62,T62,Brandt Snedeker,105,19,629,3.0
70,T62,T62,Kevin Stadler,95,19,466,4.1
71,T62,T62,Mark Wilson,87,19,486,3.9
72,T73,T73,Rich Barcelo,80,18,524,3.4
73,T73,T73,Mark Calcavecchia,93,18,550,3.3
74,T73,T73,Lucas Glover,98,18,545,3.3
75,T73,T73,Doug LaBelle II,104,18,612,2.9
76,T73,T73,Jeff Maggert,79,18,522,3.4
77,T73,T73,John Merrick,92,18,507,3.6
78,T73,T73,Michael Sim,52,18,356,5.1
79,T73,T73,Dean Wilson,92,18,537,3.4
80,T81,T81,Woody Austin,95,17,614,2.8
81,T81,T81,D.J. Brigman,67,17,351,4.8
82,T81,T81,Jonathan Byrd,73,17,475,3.6
83,T81,T81,Brendon de Jonge,76,17,448,3.8
84,T81,T81,Harrison Frazar,88,17,496,3.4
85,T81,T81,Anthony Kim,93,17,555,3.1
86,T81,T81,Stephen Leaney,82,17,483,3.5
87,T81,T81,Peter Lonard,85,17,510,3.3
88,T81,T81,Hunter Mahan,91,17,480,3.5
89,T81,T81,Steve Marino,106,17,626,2.7
90,T81,T81,Shaun Micheel,91,17,462,3.7
91,T81,T81,Corey Pavin,81,17,510,3.3
92,T81,T81,Carl Pettersson,111,17,672,2.5
93,T81,T81,Ted Purdy,102,17,554,3.1
94,T81,T81,Joey Sindelar,75,17,417,4.1
95,T81,T81,Vaughn Taylor,91,17,527,3.2
96,T81,T81,Bubba Watson,80,17,471,3.6
97,T81,T81,Brett Wetterich,88,17,452,3.8
98,T99,T99,Andrew Buckle,77,16,484,3.3
99,T99,T99,Steve Flesch,100,16,622,2.6
100,T99,T99,Scott Gutschewski,67,16,385,4.2
101,T99,T99,Tripp Isenhour,86,16,517,3.1
102,T99,T99,Troy Matteson,87,16,536,3.0
103,T99,T99,Geoff Ogilvy,84,16,471,3.4
104,T99,T99,Pat Perez,84,16,455,3.5
105,T99,T99,Kenny Perry,83,16,500,3.2
106,T99,T99,Chris Stroud,66,16,383,4.2
107,T108,T108,Aaron Baddeley,83,15,516,2.9
108,T108,T108,Craig Bowden,78,15,486,3.1
109,T108,T108,David Branshaw,83,15,497,3.0
110,T108,T108,Luke Donald,69,15,377,4.0
111,T108,T108,Jason Gore,86,15,551,2.7
112,T108,T108,Bob Heintz,85,15,535,2.8
113,T108,T108,Tim Herron,98,15,557,2.7
114,T108,T108,Lee Janzen,66,15,340,4.4
115,T108,T108,Tag Ridings,52,15,330,4.5
116,T108,T108,Rory Sabbatini,81,15,502,3.0
117,T108,T108,Steve Stricker,81,15,488,3.1
118,T119,T119,Steve Elkington,87,14,523,2.7
119,T119,T119,Bill Haas,93,14,552,2.5
120,T119,T119,Freddie Jacobson,70,14,501,2.8
121,T119,T119,Richard Johnson,93,14,548,2.6
122,T119,T119,Steve Lowery,74,14,462,3.0
123,T119,T119,Jarrod Lyle,77,14,486,2.9
124,T119,T119,Daisuke Maruyama,86,14,509,2.8
125,T119,T119,David Toms,80,14,458,3.1
126,T119,T119,D.J. Trahan,99,14,597,2.3
127,T119,T119,Bob Tway,103,14,597,2.3
128,T129,T129,Stuart Appleby,74,13,419,3.1
129,T129,T129,Rich Beem,89,13,493,2.6
130,T129,T129,Michael Boyd,61,13,364,3.6
131,T129,T129,Ernie Els,59,13,309,4.2
132,T129,T129,Jim Furyk,84,13,447,2.9
133,T129,T129,Charley Hoffman,97,13,599,2.2
134,T129,T129,J.B. Holmes,71,13,427,3.0
135,T129,T129,Tom Johnson,74,13,418,3.1
136,T129,T129,Davis Love III,66,13,331,3.9
137,T129,T129,Rocco Mediate,72,13,468,2.8
138,T129,T129,Arron Oberholser,69,13,396,3.3
139,T129,T129,John Rollins,102,13,603,2.2
140,T129,T129,Scott Verplank,82,13,421,3.1
141,T129,T129,Tiger Woods,63,13,313,4.2
142,T143,T143,Steve Allan,63,12,376,3.2
143,T143,T143,Jason Bohn,57,12,361,3.3
144,T143,T143,Jeff Brehaut,59,12,323,3.7
145,T143,T143,Alex Cejka,80,12,503,2.4
146,T143,T143,John Daly,59,12,337,3.6
147,T143,T143,Fred Funk,65,12,372,3.2
148,T143,T143,Paul Gow,70,12,385,3.1
149,T143,T143,Paul Goydos,60,12,362,3.3
150,T143,T143,Matt Hendrix,63,12,352,3.4
151,T143,T143,Trevor Immelman,74,12,346,3.5
152,T143,T143,Billy Mayfair,98,12,542,2.2
153,T143,T143,Jeff Overton,60,12,361,3.3
154,T143,T143,Jim Rutledge,59,12,277,4.3
155,T143,T143,Vijay Singh,102,12,592,2.0
156,T143,T143,Paul Stankowski,52,12,283,4.2
157,T143,T143,Chris Tidland,59,12,350,3.4
158,T143,T143,Boo Weekley,101,12,529,2.3
159,T143,T143,Steve Wheatcroft,73,12,420,2.9
160,T161,T161,Tom Byrum,50,11,260,4.2
161,T161,T161,Marco Dawson,73,11,472,2.3
162,T161,T161,Chris DiMarco,79,11,436,2.5
163,T161,T161,Tom Lehman,62,11,314,3.5
164,T161,T161,Henrik Stenson,52,11,258,4.3
165,T161,T161,Duffy Waldorf,69,11,372,3.0
166,T161,T161,Nick Watney,87,11,473,2.3
167,T168,T168,Bubba Dickerson,51,10,296,3.4
168,T168,T168,Padraig Harrington,64,10,368,2.7
169,T168,T168,J.J. Henry,86,10,427,2.3
170,T168,T168,Brett Quigley,79,10,425,2.4
171,T168,T168,Kyle Reifers,71,10,410,2.4
172,T168,T168,Chris Riley,59,10,408,2.5
173,T168,T168,Kirk Triplett,77,10,446,2.2
174,T175,T175,Matt Kuchar,85,9,498,1.8
175,T175,T175,Bryce Molder,56,9,341,2.6
176,T175,T175,José María Olazábal,52,9,281,3.2
177,T178,T178,Stephen Ames,81,8,423,1.9
178,T178,T178,Brian Bateman,55,8,323,2.5
179,T178,T178,Anders Hansen,55,8,221,3.6
180,T178,T178,Jason Schultz,63,8,362,2.2
181,T178,T178,Adam Scott,69,8,385,2.1
182,T178,T178,Jeff Sluman,60,8,269,3.0
183,T178,T178,Jay Williamson,50,8,337,2.4
184,T185,T185,Craig Barlow,52,7,288,2.4
185,T185,T185,Mark Brooks,53,7,269,2.6
186,T185,T185,Nick O'Hern,72,7,384,1.8
187,T185,T185,Justin Rose,63,7,284,2.5
188,T185,T185,Darron Stiles,65,7,336,2.1
189,T185,T185,Mike Weir,82,7,421,1.7
190,191,191,Jaco Van Zyl,51,6,307,2.0
191,T192,T192,José Coceres,50,5,309,1.6
192,T192,T192,Retief Goosen,50,5,241,2.1
193,T192,T192,Phil Mickelson,73,5,375,1.3
194,195,195,Ian Poulter,63,4,287,1.4
195,196,196,Todd Hamilton,76,3,407,0.7
