,3-Putt_Avoidance__25_RANK THIS WEEK,3-Putt_Avoidance__25_RANK LAST WEEK,3-Putt_Avoidance__25_PLAYER NAME,3-Putt_Avoidance__25_ROUNDS,3-Putt_Avoidance__25_%,3-Putt_Avoidance__25_TOTAL 3 PUTTS,3-Putt_Avoidance__25_ATTEMPTS,3-Putt_Avoidance__25_2 PUTT OR BETTER %
50,51,51,Joe Ogilvie,102,8.85,30,339,91.1
51,52,52,Jim Furyk,84,8.87,26,293,91.1
52,53,53,Matt Hendrix,63,8.89,20,225,91.1
53,54,54,Matt Kuchar,85,8.9,26,292,91.1
54,55,55,Mark Hensby,81,8.92,24,269,91.0
55,56,56,Troy Matteson,87,8.95,29,324,91.0
56,57,57,Johnson Wagner,97,9.05,36,398,90.9
57,T58,T58,Daniel Chopra,106,9.07,34,375,90.9
58,T58,T58,Doug LaBelle II,104,9.07,39,430,90.9
59,60,60,Charley Hoffman,97,9.12,32,351,90.8
60,61,61,Cameron Beckman,96,9.14,35,383,90.8
61,T62,T62,Stewart Cink,91,9.21,29,315,90.7
62,T62,T62,Tim Herron,98,9.21,36,391,90.7
63,64,64,Fred Funk,65,9.22,20,217,90.7
64,65,65,Jonathan Byrd,73,9.31,23,247,90.6
65,T66,T66,Luke Donald,69,9.38,21,224,90.6
66,T66,T66,Paul Goydos,60,9.38,18,192,90.6
67,68,68,Tom Byrum,50,9.41,19,202,90.5
68,69,69,J.J. Henry,86,9.44,32,339,90.5
69,70,70,Robert Gamez,88,9.45,29,307,90.5
70,71,71,Cliff Kresge,107,9.48,42,443,90.5
71,T72,T72,Ernie Els,59,9.55,17,178,90.4
72,T72,T72,Hunter Mahan,91,9.55,32,335,90.4
73,T72,T72,George McNeill,95,9.55,32,335,90.4
74,75,75,Ryan Palmer,91,9.61,32,333,90.3
75,76,76,Marco Dawson,73,9.64,24,249,90.3
76,77,77,Bryce Molder,56,9.66,20,207,90.3
77,78,78,Jeff Quinney,95,9.7,39,402,90.3
78,79,79,J.P. Hayes,89,9.71,33,340,90.2
79,80,80,Paul Gow,70,9.76,24,246,90.2
80,81,81,Lucas Glover,98,9.8,35,357,90.2
81,82,82,Michael Boyd,61,9.87,23,233,90.1
82,83,83,Corey Pavin,81,9.9,30,303,90.1
83,84,84,Jeff Maggert,79,9.91,33,333,90.0
84,85,85,Anders Hansen,55,9.93,15,151,90.0
85,T86,T86,Bob Estes,88,9.94,34,342,90.0
86,T86,T86,Justin Rose,63,9.94,16,161,90.0
87,88,88,Ted Purdy,102,9.95,39,392,90.0
88,T89,T89,Michael Allen,74,9.96,26,261,90.0
89,T89,T89,Trevor Immelman,74,9.96,26,261,90.0
90,T89,T89,Lee Janzen,66,9.96,23,231,90.0
91,T92,T92,Ryuji Imada,104,10.0,37,370,90.0
92,T92,T92,Ian Poulter,63,10.0,14,140,90.0
93,94,94,Camilo Villegas,82,10.03,30,299,89.9
94,T95,T95,Ken Duke,112,10.05,38,378,89.9
95,T95,T95,Paul Stankowski,52,10.05,19,189,89.9
96,97,97,Padraig Harrington,64,10.06,16,159,89.9
97,98,98,Bart Bryant,87,10.09,34,337,89.9
98,99,99,Robert Garrigus,95,10.1,39,386,89.9
99,100,100,Mark Brooks,53,10.11,18,178,89.8
100,T101,T101,Todd Hamilton,76,10.13,24,237,89.8
101,T101,T101,Kevin Na,84,10.13,32,316,89.8
102,103,103,Michael Putnam,96,10.18,39,383,89.8
103,104,104,David Toms,80,10.25,25,244,89.7
104,105,105,Adam Scott,69,10.26,24,234,89.7
105,106,106,Craig Kanada,109,10.28,40,389,89.7
106,107,107,Frank Lickliter II,95,10.31,37,359,89.6
107,108,108,D.J. Brigman,67,10.32,26,252,89.6
108,109,109,Justin Leonard,95,10.39,37,356,89.6
109,110,110,Rich Barcelo,80,10.4,31,298,89.6
110,111,111,Pat Perez,84,10.42,27,259,89.5
111,112,112,Boo Weekley,101,10.43,34,326,89.5
112,113,113,Parker McLachlin,83,10.46,34,325,89.5
113,114,114,Steve Allan,63,10.47,27,258,89.5
114,115,115,Mark Wilson,87,10.51,37,352,89.4
115,T116,T116,Vijay Singh,102,10.53,32,304,89.4
116,T116,T116,Kevin Stadler,95,10.53,38,361,89.4
117,118,118,Dicky Pride,71,10.55,29,275,89.4
118,119,119,Billy Mayfair,98,10.6,39,368,89.4
119,120,120,Jerry Kelly,101,10.66,34,319,89.3
120,121,121,Anthony Kim,93,10.69,37,346,89.3
121,122,122,Tom Pernice Jr.,104,10.76,37,344,89.2
122,123,123,Peter Lonard,85,10.8,35,324,89.2
123,124,124,Jeff Brehaut,59,10.91,24,220,89.0
124,125,125,Stuart Appleby,74,10.93,27,247,89.0
125,126,126,Alex Cejka,80,10.95,31,283,89.0
126,127,127,Jeff Overton,60,11.01,25,227,88.9
127,128,128,Mathew Goggin,97,11.04,50,453,88.9
128,129,129,Nick Watney,87,11.14,37,332,88.8
129,130,130,Eric Axley,107,11.17,43,385,88.8
130,131,131,Jarrod Lyle,77,11.18,34,304,88.8
131,132,132,Joe Durant,88,11.21,37,330,88.7
132,133,133,John Rollins,102,11.27,40,355,88.7
133,134,134,Jason Bohn,57,11.35,26,229,88.6
134,135,135,Craig Bowden,78,11.36,31,273,88.6
135,136,136,Craig Barlow,52,11.43,24,210,88.5
136,137,137,Kent Jones,97,11.62,46,396,88.3
137,138,138,Joey Sindelar,75,11.65,36,309,88.3
138,139,139,Robert Allenby,90,11.68,41,351,88.3
139,140,140,Scott Gutschewski,67,11.72,30,256,88.2
140,141,141,Brendon de Jonge,76,11.74,31,264,88.2
141,142,142,John Merrick,92,11.75,49,417,88.2
142,143,143,Tim Petrovic,106,11.78,47,399,88.2
143,144,144,Rod Pampling,92,11.83,40,338,88.1
144,145,145,Rich Beem,89,11.86,35,295,88.1
145,146,146,Jim Rutledge,59,11.88,31,261,88.1
146,147,147,Geoff Ogilvy,84,11.9,32,269,88.1
147,148,148,Ryan Moore,92,12.11,39,322,87.8
148,149,149,David Branshaw,83,12.12,40,330,87.8
149,150,150,Shaun Micheel,91,12.16,40,329,87.8
150,151,151,Kenny Perry,83,12.17,42,345,87.8
151,152,152,Rocco Mediate,72,12.35,31,251,87.6
152,153,153,John Senden,97,12.38,52,420,87.6
153,154,154,Chris Couch,76,12.39,41,331,87.6
154,T155,T155,Tom Lehman,62,12.45,29,233,87.5
155,T155,T155,Jason Schultz,63,12.45,30,241,87.5
156,157,157,Tom Johnson,74,12.46,36,289,87.5
157,158,158,Mathias Grönberg,95,12.5,50,400,87.5
158,159,159,Chris Stroud,66,12.65,31,245,87.3
159,160,160,Bill Haas,93,12.71,46,362,87.2
160,161,161,Briny Baird,115,12.72,65,511,87.2
161,162,162,Jason Gore,86,12.75,44,345,87.2
162,163,163,Kirk Triplett,77,12.77,36,282,87.2
163,T164,T164,Davis Love III,66,12.85,32,249,87.1
164,T164,T164,Jeff Sluman,60,12.85,23,179,87.1
165,166,166,Steve Lowery,74,12.87,39,303,87.1
166,167,167,Mark Calcavecchia,93,13.11,35,267,86.8
167,168,168,José Coceres,50,13.16,20,152,86.8
168,169,169,Will MacKenzie,100,13.19,55,417,86.8
169,170,170,John Mallinger,96,13.22,46,348,86.7
170,171,171,Woody Austin,95,13.25,44,332,86.7
171,172,172,Harrison Frazar,88,13.31,39,293,86.6
172,T173,T173,Bubba Dickerson,51,13.38,21,157,86.6
173,T173,T173,Bubba Watson,80,13.38,36,269,86.6
174,175,175,Billy Andrade,88,13.52,48,355,86.4
175,176,176,Chad Campbell,96,13.56,43,317,86.4
176,177,177,Sean O'Hair,98,13.59,50,368,86.4
177,178,178,Andrew Buckle,77,13.71,41,299,86.2
178,179,179,Steve Marino,106,13.82,55,398,86.1
179,T180,T180,Chris Riley,59,13.92,27,194,86.0
180,T180,T180,Mike Weir,82,13.92,33,237,86.0
181,182,182,John Daly,59,14.02,30,214,85.9
182,183,183,Steve Wheatcroft,73,14.07,37,263,85.9
183,184,184,Charles Warren,101,14.18,60,423,85.8
184,185,185,Steve Flesch,100,14.25,50,351,85.7
185,186,186,Kyle Reifers,71,14.39,41,285,85.6
186,187,187,Daisuke Maruyama,86,14.46,48,332,85.5
187,188,188,Jaco Van Zyl,51,14.5,29,200,85.5
188,189,189,Jason Dufner,100,14.73,57,387,85.2
189,190,190,Jeff Gove,103,14.99,67,447,85.0
190,191,191,D.J. Trahan,99,15.05,59,392,84.9
191,192,192,Greg Owen,81,15.33,46,300,84.6
192,193,193,Darron Stiles,65,15.49,33,213,84.5
193,194,194,Brian Bateman,55,15.71,30,191,84.2
194,195,195,Brett Wetterich,88,16.4,51,311,83.6
195,196,196,J.B. Holmes,71,16.55,48,290,83.4
