,GIR_Putting_-__25_RANK THIS WEEK,GIR_Putting_-__25_RANK LAST WEEK,GIR_Putting_-__25_PLAYER NAME,GIR_Putting_-__25_ROUNDS,GIR_Putting_-__25_%,GIR_Putting_-__25_ATTEMPTS,GIR_Putting_-__25_PUTTS MADE
107,108,108,Kevin Stadler,95,5.15,330,17
108,109,109,Peter Lonard,85,5.14,292,15
109,T110,T110,Rich Barcelo,80,5.13,273,14
110,T110,T110,Hunter Mahan,91,5.13,312,16
111,112,112,Anders Hansen,55,5.11,137,7
112,113,113,Tripp Isenhour,86,5.09,275,14
113,114,114,Mark Wilson,87,5.07,335,17
114,115,115,Freddie Jacobson,70,5.06,257,13
115,116,116,Chris Riley,59,5.03,179,9
116,117,117,Tom Lehman,62,5.02,219,11
117,118,118,Michael Boyd,61,4.98,221,11
118,119,119,Bubba Watson,80,4.96,242,12
119,120,120,Fred Funk,65,4.95,202,10
120,121,121,Jeff Brehaut,59,4.93,203,10
121,122,122,Brandt Snedeker,105,4.92,325,16
122,123,123,Trevor Immelman,74,4.88,246,12
123,124,124,Kenny Perry,83,4.78,314,15
124,T125,T125,Stuart Appleby,74,4.76,231,11
125,T125,T125,Paul Gow,70,4.76,231,11
126,127,127,Justin Rose,63,4.73,148,7
127,T128,T128,Eric Axley,107,4.72,360,17
128,T128,T128,Anthony Kim,93,4.72,318,15
129,130,130,Carl Pettersson,111,4.71,340,16
130,131,131,John Senden,97,4.7,404,19
131,132,132,Jim Furyk,84,4.68,278,13
132,133,133,David Branshaw,83,4.67,300,14
133,134,134,Harrison Frazar,88,4.63,259,12
134,135,135,Shaun Micheel,91,4.62,303,14
135,136,136,Lucas Glover,98,4.6,326,15
136,137,137,Jarrod Lyle,77,4.59,283,13
137,T138,T138,Steve Allan,63,4.58,240,11
138,T138,T138,J.B. Holmes,71,4.58,262,12
139,140,140,Jim Rutledge,59,4.55,242,11
140,141,141,Woody Austin,95,4.53,309,14
141,142,142,Daisuke Maruyama,86,4.5,311,14
142,143,143,Cliff Kresge,107,4.47,403,18
143,144,144,Rich Beem,89,4.46,269,12
144,145,145,Steve Lowery,74,4.43,271,12
145,T146,T146,Andrew Buckle,77,4.4,273,12
146,T146,T146,Bryce Molder,56,4.4,182,8
147,148,148,Jason Gore,86,4.36,321,14
148,149,149,Ryan Palmer,91,4.35,299,13
149,150,150,Stephen Leaney,82,4.29,350,15
150,151,151,Steve Flesch,100,4.27,328,14
151,152,152,Jeff Sluman,60,4.22,166,7
152,T153,T153,Marco Dawson,73,4.2,238,10
153,T153,T153,Steve Elkington,87,4.2,286,12
154,T153,T153,John Merrick,92,4.2,381,16
155,T156,T156,Tom Johnson,74,4.18,263,11
156,T156,T156,Steve Wheatcroft,73,4.18,239,10
157,T158,T158,Alex Cejka,80,4.1,268,11
158,T158,T158,Duffy Waldorf,69,4.1,244,10
159,160,160,Steve Marino,106,4.05,370,15
160,161,161,Bob Tway,103,4.02,348,14
161,T162,T162,John Rollins,102,4.0,325,13
162,T162,T162,Boo Weekley,101,4.0,300,12
163,164,164,Chris DiMarco,79,3.98,226,9
164,T165,T165,Bill Haas,93,3.9,333,13
165,T165,T165,Tim Herron,98,3.9,359,14
166,167,167,Ted Purdy,102,3.85,364,14
167,168,168,Vijay Singh,102,3.82,288,11
168,169,169,Doug LaBelle II,104,3.81,394,15
169,170,170,Kirk Triplett,77,3.8,263,10
170,171,171,Darron Stiles,65,3.66,191,7
171,172,172,Chris Tidland,59,3.64,247,9
172,173,173,Craig Barlow,52,3.63,193,7
173,174,174,D.J. Trahan,99,3.62,359,13
174,175,175,Mark Brooks,53,3.57,168,6
175,176,176,Brett Quigley,79,3.56,253,9
176,177,177,Brian Bateman,55,3.51,171,6
177,178,178,Billy Mayfair,98,3.5,343,12
178,T179,T179,José Coceres,50,3.38,148,5
179,T179,T179,Richard Johnson,93,3.38,355,12
180,181,181,Charley Hoffman,97,3.37,326,11
181,182,182,Retief Goosen,50,3.28,122,4
182,183,183,Jaco Van Zyl,51,3.24,185,6
183,184,184,Nick Watney,87,3.23,310,10
184,185,185,Adam Scott,69,3.21,218,7
185,186,186,Mike Weir,82,3.15,222,7
186,187,187,Stephen Ames,81,3.11,257,8
187,188,188,Nick O'Hern,72,3.09,194,6
188,189,189,Matt Kuchar,85,2.94,272,8
189,190,190,J.J. Henry,86,2.88,313,9
190,191,191,Kyle Reifers,71,2.39,251,6
191,192,192,Jason Schultz,63,2.24,223,5
192,193,193,Ian Poulter,63,2.22,135,3
193,194,194,Jay Williamson,50,2.21,181,4
194,195,195,Phil Mickelson,73,2.08,192,4
195,196,196,Todd Hamilton,76,0.94,212,2
