,Percentage_of_Available_Purse_Won_RANK THIS WEEK,Percentage_of_Available_Purse_Won_RANK LAST WEEK,Percentage_of_Available_Purse_Won_PLAYER NAME,Percentage_of_Available_Purse_Won_EVENTS,Percentage_of_Available_Purse_Won_%,Percentage_of_Available_Purse_Won_OFFICIAL MONEY WON,Percentage_of_Available_Purse_Won_TOTAL PURSE AVAILABLE
29,30,30,Brad Faxon,26,1.84,"$1,951,407","$106,097,864"
30,31,31,Michael Allen,1,1.83,"$91,733","$5,000,000"
31,32,32,Charles Howell III,24,1.79,"$1,520,630","$85,000,000"
32,T33,T33,Frank Lickliter II,29,1.75,"$1,941,908","$111,197,864"
33,T33,T33,Rocco Mediate,21,1.75,"$1,474,432","$84,397,864"
34,T33,T33,Kenny Perry,26,1.75,"$1,786,064","$101,900,000"
35,36,36,Jeff Sluman,30,1.65,"$1,841,950","$111,700,000"
36,37,37,Pierre Fulke,8,1.63,"$604,630","$37,097,864"
37,38,38,Hal Sutton,26,1.62,"$1,723,944","$106,500,000"
38,39,39,Toru Taniguchi,9,1.6,"$587,913","$36,797,864"
39,40,40,Jesper Parnevik,25,1.56,"$1,574,204","$100,797,864"
40,41,41,Billy Mayfair,29,1.55,"$1,716,001","$110,797,864"
41,T42,T42,Matt Kuchar,11,1.54,"$572,669","$37,100,000"
42,T42,T42,Steve Lowery,28,1.54,"$1,738,819","$112,800,000"
43,T42,T42,Nick Price,20,1.54,"$1,286,754","$83,697,864"
44,45,45,Stewart Cink,29,1.48,"$1,743,026","$117,797,864"
45,46,46,Justin Leonard,30,1.47,"$1,783,840","$121,097,864"
46,47,47,David Gossett,15,1.39,"$748,126","$53,800,000"
47,48,48,Shigeki Maruyama,27,1.36,"$1,441,452","$105,897,864"
48,49,49,Kirk Triplett,26,1.33,"$1,388,200","$104,000,000"
49,50,50,Kevin Sutherland,30,1.32,"$1,523,571","$115,597,864"
50,51,51,Jerry Kelly,31,1.31,"$1,491,606","$113,597,864"
51,52,52,Brett Quigley,21,1.29,"$956,933","$73,900,000"
52,T53,T53,Alex Cejka,1,1.27,"$57,310","$4,497,864"
53,T53,T53,Raphael Jacquelin,1,1.27,"$57,310","$4,497,864"
54,T53,T53,Des Smyth,1,1.27,"$57,310","$4,497,864"
55,56,56,Billy Andrade,27,1.25,"$1,313,046","$104,897,864"
56,57,57,Trevor Dodds,2,1.21,"$66,365","$5,500,000"
57,58,58,Colin Montgomerie,7,1.16,"$402,762","$34,797,864"
58,59,59,Rory Sabbatini,23,1.14,"$1,038,588","$91,397,864"
59,T60,T60,John Cook,25,1.11,"$1,022,777","$92,300,000"
60,T60,T60,Joel Edwards,30,1.11,"$1,193,525","$107,600,000"
61,T60,T60,J.J. Henry,28,1.11,"$1,073,846","$96,600,000"
62,T63,T63,Tom Pernice Jr.,33,1.1,"$1,318,759","$119,400,000"
63,T63,T63,Chris Riley,30,1.1,"$1,198,223","$109,100,000"
64,65,65,Brian Gay,32,1.08,"$1,299,359","$119,997,864"
65,66,66,Cameron Beckman,29,1.06,"$1,071,340","$101,300,000"
66,T67,T67,Robert Damron,27,1.03,"$1,059,185","$102,500,000"
67,T67,T67,Dudley Hart,25,1.03,"$1,035,707","$100,597,864"
68,T67,T67,Bob Tway,29,1.03,"$1,121,854","$108,900,000"
69,70,70,Fred Funk,33,1.01,"$1,237,001","$122,200,000"
70,71,71,Ian Poulter,2,0.99,"$100,500","$10,200,000"
71,72,72,Greg Owen,1,0.97,"$43,630","$4,497,864"
72,73,73,Steve Flesch,32,0.96,"$1,207,550","$125,797,864"
73,74,74,Tom Kite,5,0.93,"$211,252","$22,600,000"
74,75,75,Ian Woosnam,5,0.92,"$225,877","$24,597,864"
75,76,76,Shingo Katayama,6,0.91,"$254,685","$27,897,864"
76,T77,T77,Ángel Cabrera,8,0.9,"$337,104","$37,597,864"
77,T77,T77,Nick O'Hern,4,0.9,"$150,000","$16,600,000"
78,79,79,Bryce Molder,7,0.88,"$211,105","$24,100,000"
79,T80,T80,Mark Brooks,27,0.87,"$899,443","$103,597,864"
80,T80,T80,John Daly,25,0.87,"$828,910","$95,197,864"
81,T82,T82,Stuart Appleby,29,0.85,"$1,004,523","$118,097,864"
82,T82,T82,Tim Herron,29,0.85,"$945,438","$111,100,000"
83,T82,T82,Chris Smith,30,0.85,"$932,806","$109,700,000"
84,T82,T82,Brian Watts,16,0.85,"$457,293","$53,700,000"
85,86,86,Harrison Frazar,25,0.83,"$792,455","$95,500,000"
86,T87,T87,Andrew Coltart,3,0.81,"$119,317","$14,697,864"
87,T87,T87,Padraig Harrington,9,0.81,"$348,425","$42,897,864"
88,T87,T87,Lee Janzen,29,0.81,"$905,627","$111,500,000"
89,T90,T90,Barry Lane,1,0.8,"$35,762","$4,497,864"
90,T90,T90,Dennis Paulson,25,0.8,"$811,104","$101,297,864"
91,92,92,Jay Haas,21,0.79,"$565,138","$71,300,000"
92,93,93,Joey Sindelar,25,0.78,"$654,862","$84,100,000"
93,94,94,Brent Geiberger,25,0.77,"$711,193","$92,200,000"
94,T95,T95,"David Berganio, Jr.",25,0.76,"$685,081","$90,200,000"
95,T95,T95,Phil Blackmar,2,0.76,"$49,300","$6,500,000"
96,T95,T95,K.J. Choi,29,0.76,"$800,324","$105,200,000"
97,98,98,Paul Stankowski,27,0.75,"$743,601","$99,700,000"
98,T99,T99,Matt Gogel,26,0.74,"$729,781","$98,297,864"
99,T99,T99,J.P. Hayes,23,0.74,"$622,961","$84,197,864"
100,T99,T99,José María Olazábal,15,0.74,"$458,677","$62,097,864"
101,T102,T102,Briny Baird,31,0.73,"$811,998","$111,700,000"
102,T102,T102,Miguel Angel Jiménez,15,0.73,"$464,456","$63,497,864"
103,104,104,Olin Browne,30,0.71,"$815,634","$114,100,000"
104,105,105,Michael Campbell,10,0.7,"$326,191","$46,797,864"
105,106,106,Jeff Maggert,27,0.69,"$713,605","$102,997,864"
106,T107,T107,Paul McGinley,4,0.68,"$133,077","$19,697,864"
107,T107,T107,Justin Rose,1,0.68,"$30,755","$4,497,864"
108,T107,T107,Nicolas Vanhootegem,1,0.68,"$30,755","$4,497,864"
109,110,110,Glen Day,28,0.67,"$715,777","$107,600,000"
110,111,111,Brandel Chamblee,23,0.66,"$582,084","$88,697,864"
111,T112,T112,Greg Chalmers,27,0.65,"$692,168","$106,800,000"
112,T112,T112,Paul Gow,27,0.65,"$608,381","$93,500,000"
113,T112,T112,Scott Simpson,22,0.65,"$512,530","$78,700,000"
114,115,115,John Huston,20,0.64,"$505,251","$79,297,864"
115,T116,T116,Craig Parry,22,0.63,"$503,921","$80,200,000"
116,T116,T116,David Peoples,31,0.63,"$712,652","$112,600,000"
117,118,118,Geoff Ogilvy,23,0.62,"$525,337","$84,997,864"
118,T119,T119,Tony Carolan,1,0.61,"$20,697","$3,400,000"
119,T119,T119,Loren Roberts,25,0.61,"$584,070","$96,497,864"
120,T121,T121,Stephen Ames,26,0.6,"$574,450","$95,300,000"
121,T121,T121,Skip Kendall,33,0.6,"$753,699","$125,100,000"
122,T123,T123,Steve Elkington,20,0.58,"$437,198","$74,897,864"
123,T123,T123,Garrett Willis,33,0.58,"$684,037","$118,500,000"
124,T125,T125,Chris Perry,26,0.56,"$568,390","$100,797,864"
125,T125,T125,Mike Sposa,29,0.56,"$576,309","$102,500,000"
126,T127,T127,Jonathan Kaye,33,0.55,"$683,205","$124,600,000"
127,T127,T127,Bob May,25,0.55,"$534,934","$97,997,864"
128,T127,T127,Corey Pavin,22,0.55,"$458,399","$82,597,864"
129,T127,T127,Omar Uresti,3,0.55,"$47,450","$8,600,000"
130,T131,T131,Len Mattiace,30,0.54,"$592,779","$109,200,000"
131,T131,T131,Jerry Smith,31,0.54,"$592,028","$109,300,000"
132,T133,T133,Dan Forsman,25,0.53,"$456,191","$85,400,000"
133,T133,T133,Greg Norman,11,0.53,"$256,309","$48,200,000"
134,T133,T133,Esteban Toledo,36,0.53,"$683,748","$128,700,000"
135,T136,T136,David Frost,27,0.52,"$504,373","$96,597,864"
136,T136,T136,Mikko Ilonen,4,0.52,"$91,194","$17,697,864"
137,T136,T136,Neal Lancaster,36,0.52,"$657,578","$127,200,000"
138,T136,T136,Mark O'Meara,21,0.52,"$438,619","$84,297,864"
139,T140,T140,Brian Claar,8,0.51,"$129,519","$25,500,000"
140,T140,T140,Edward Fryatt,31,0.51,"$572,819","$112,400,000"
141,T140,T140,Mark McNulty,3,0.51,"$75,000","$14,697,864"
142,T140,T140,Larry Mize,24,0.51,"$440,177","$87,100,000"
143,T140,T140,Grant Waite,28,0.51,"$539,226","$106,700,000"
144,T145,T145,Craig Barlow,23,0.5,"$414,136","$82,700,000"
145,T145,T145,Fred Couples,19,0.5,"$385,982","$77,597,864"
146,T145,T145,Hirofumi Miyase,1,0.5,"$25,000","$5,000,000"
147,T145,T145,Patrik Sjöland,1,0.5,"$25,000","$5,000,000"
148,T149,T149,Per-Ulrik Johansson,29,0.49,"$510,487","$104,400,000"
149,T149,T149,Kaname Yokoo,27,0.49,"$477,988","$97,400,000"
150,T151,T151,Thomas Bjørn,7,0.47,"$163,779","$34,797,864"
151,T151,T151,Frank Nobilo,28,0.47,"$462,647","$99,000,000"
152,T151,T151,Brent Schwarzrock,20,0.47,"$322,334","$68,600,000"
153,T154,T154,Ronnie Black,17,0.46,"$271,685","$59,500,000"
154,T154,T154,Carlos Franco,27,0.46,"$486,662","$106,497,864"
155,T154,T154,Katsumune Imai,1,0.46,"$14,318","$3,100,000"
156,T157,T157,Richard Johnson,1,0.45,"$18,028","$4,000,000"
157,T157,T157,J.L. Lewis,31,0.45,"$508,618","$112,900,000"
158,T157,T157,Carl Paulson,31,0.45,"$508,206","$113,497,864"
159,160,160,Craig Perks,30,0.44,"$457,125","$103,700,000"
160,T161,T161,Brad Fabel,10,0.43,"$140,940","$32,500,000"
161,T161,T161,Richard Green,1,0.43,"$19,311","$4,497,864"
162,T163,T163,Jonathan Byrd,1,0.42,"$8,400","$2,000,000"
163,T163,T163,Greg Kraft,33,0.42,"$503,603","$119,500,000"
164,T165,T165,Rich Beem,31,0.41,"$460,563","$111,500,000"
165,T165,T165,Russ Cochran,24,0.41,"$362,556","$87,600,000"
166,T167,T167,Tom Byrum,27,0.4,"$391,923","$97,700,000"
167,T167,T167,Nick Faldo,13,0.4,"$215,959","$54,297,864"
168,T167,T167,Glen Hnatiuk,31,0.4,"$434,522","$109,000,000"
169,T167,T167,Kazuhiko Hosokawa,2,0.4,"$29,944","$7,500,000"
170,T167,T167,Joe Ozaki,17,0.4,"$271,202","$68,297,864"
171,T167,T167,Phillip Price,6,0.4,"$113,405","$28,197,864"
172,T167,T167,Adam Scott,6,0.4,"$93,024","$23,297,864"
173,T167,T167,Duffy Waldorf,27,0.4,"$427,459","$105,997,864"
174,175,175,Scott Dunlap,28,0.39,"$420,774","$108,300,000"
175,T176,T176,Jay Don Blake,31,0.38,"$436,573","$114,600,000"
176,T176,T176,Ian Leggatt,29,0.38,"$368,861","$97,300,000"
177,T176,T176,Jim McGovern,21,0.38,"$271,494","$72,300,000"
178,T176,T176,Jean Van de Velde,17,0.38,"$247,013","$65,097,864"
179,T176,T176,Jay Williamson,35,0.38,"$476,030","$123,800,000"
180,T181,T181,Brandt Jobe,30,0.37,"$407,062","$109,000,000"
181,T181,T181,Franklin Langham,22,0.37,"$332,537","$90,600,000"
182,T181,T181,Spike McRoy,31,0.37,"$401,653","$108,300,000"
183,T181,T181,Michael Muehr,32,0.37,"$409,248","$110,200,000"
184,T181,T181,John Riegger,27,0.37,"$342,220","$91,700,000"
185,T181,T181,Phil Tataurangi,12,0.37,"$141,581","$38,200,000"
186,T181,T181,Willie Wood,16,0.37,"$196,112","$53,000,000"
187,T188,T188,Paul Goydos,29,0.36,"$375,557","$104,200,000"
188,T188,T188,Curtis Strange,11,0.36,"$148,632","$41,000,000"
189,T190,T190,Luke Donald,7,0.35,"$80,747","$23,400,000"
190,T190,T190,Bradley Hughes,33,0.35,"$406,258","$117,100,000"
191,T192,T192,Woody Austin,34,0.34,"$406,351","$120,600,000"
192,T192,T192,Bob Burns,29,0.34,"$353,044","$102,700,000"
193,T192,T192,Mark Johnson,1,0.34,"$13,600","$4,000,000"
194,T192,T192,Peter Lonard,7,0.34,"$91,171","$27,097,864"
195,T192,T192,Mark Wiebe,24,0.34,"$308,791","$90,697,864"
196,T197,T197,Jim Carter,28,0.33,"$345,923","$104,200,000"
197,T197,T197,Donnie Hammond,14,0.33,"$152,697","$46,800,000"
198,T197,T197,Lee Porter,30,0.33,"$346,459","$104,800,000"
199,T200,T200,Ben Bates,18,0.32,"$197,190","$61,500,000"
200,T200,T200,Brad Elder,35,0.32,"$396,965","$123,000,000"
201,T200,T200,Dean Wilson,2,0.32,"$30,055","$9,497,864"
202,203,203,Fulton Allem,21,0.31,"$241,679","$78,600,000"
203,T204,T204,Ben Curtis,1,0.3,"$6,020","$2,000,000"
204,T204,T204,Pete Jordan,36,0.3,"$386,084","$128,700,000"
205,T204,T204,Gary Orr,4,0.3,"$58,862","$19,697,864"
206,T204,T204,D.A. Weibring,10,0.3,"$99,842","$33,100,000"
207,T208,T208,Mark Carnevale,3,0.29,"$25,016","$8,600,000"
208,T208,T208,Shaun Micheel,34,0.29,"$351,094","$122,500,000"
209,T208,T208,Richard Zokol,3,0.29,"$32,802","$11,400,000"
210,T211,T211,Paul Curry,1,0.28,"$12,792","$4,497,864"
211,T211,T211,Marco Dawson,19,0.28,"$172,738","$61,900,000"
212,T211,T211,Gabriel Hjertstedt,30,0.28,"$296,272","$105,900,000"
213,T211,T211,Tripp Isenhour,31,0.28,"$299,451","$107,200,000"
214,T211,T211,Blaine McCallister,28,0.28,"$280,587","$98,800,000"
215,T211,T211,David Morland IV,29,0.28,"$279,876","$100,400,000"
216,T211,T211,Joe Ogilvie,34,0.28,"$343,186","$122,997,864"
217,T211,T211,Tommy Tolles,31,0.28,"$304,643","$106,900,000"
218,T219,T219,Gordon Brand Jr.,1,0.27,"$12,016","$4,497,864"
219,T219,T219,Michael Christensen,1,0.27,"$7,616","$2,800,000"
220,T219,T219,Danny Ellis,27,0.27,"$242,485","$90,300,000"
221,T219,T219,Steve Jones,25,0.27,"$264,455","$97,597,864"
222,T219,T219,Rick Schuller,1,0.27,"$14,250","$5,200,000"
223,T219,T219,Craig Stadler,19,0.27,"$196,072","$73,400,000"
224,T219,T219,Ted Tryba,33,0.27,"$308,048","$113,400,000"
225,T226,T226,Alexandre Balicki,1,0.26,"$11,765","$4,497,864"
226,T226,T226,Neil Cheetham,1,0.26,"$11,873","$4,497,864"
227,T226,T226,Robert Gamez,22,0.26,"$193,524","$75,100,000"
228,T226,T226,Stephen Gangluff,2,0.26,"$22,475","$8,500,000"
229,T226,T226,Scott Henderson,1,0.26,"$11,551","$4,497,864"
230,T226,T226,Hale Irwin,1,0.26,"$13,164","$5,000,000"
231,T226,T226,Thomas Levet,1,0.26,"$11,765","$4,497,864"
232,T226,T226,Lee Westwood,6,0.26,"$76,820","$29,197,864"
233,T234,T234,Gene Fieger,2,0.25,"$19,573","$7,700,000"
234,T234,T234,Jeffrey Lankford,2,0.25,"$21,775","$8,700,000"
235,T234,T234,Steve Pate,30,0.25,"$271,965","$110,600,000"
236,T234,T234,Mike Springer,10,0.25,"$81,141","$32,000,000"
237,T238,T238,Bart Bryant,10,0.24,"$73,884","$30,900,000"
238,T238,T238,Brad Bryant,2,0.24,"$12,760","$5,400,000"
239,T238,T238,Mathew Goggin,33,0.24,"$283,164","$117,700,000"
240,T238,T238,Bobby Wadkins,1,0.24,"$4,886","$2,000,000"
241,T242,T242,Steven Alker,1,0.23,"$8,550","$3,800,000"
242,T242,T242,Perry Arthur,1,0.23,"$10,317","$4,500,000"
243,T242,T242,Jeff Hart,28,0.23,"$219,384","$95,900,000"
244,T242,T242,Tim Petrovic,1,0.23,"$11,442","$5,000,000"
245,T242,T242,Dicky Pride,27,0.23,"$206,021","$91,200,000"
246,T247,T247,Todd Barranger,1,0.22,"$7,700","$3,500,000"
247,T247,T247,Kevin Blanton,1,0.22,"$7,264","$3,300,000"
248,T247,T247,Paul Lawrie,6,0.22,"$69,311","$31,297,864"
249,T247,T247,Bob Lohr,1,0.22,"$4,300","$2,000,000"
250,T251,T251,Tommy Armour III,32,0.21,"$238,089","$115,700,000"
251,T251,T251,Barry Cheesman,16,0.21,"$109,634","$51,700,000"
252,T251,T251,Michael Clark II,30,0.21,"$236,990","$111,700,000"
253,T251,T251,Bobby Cochran,1,0.21,"$7,455","$3,500,000"
254,T251,T251,Michael Combs,1,0.21,"$7,208","$3,400,000"
255,T251,T251,Robin Freeman,34,0.21,"$248,542","$119,300,000"
256,T251,T251,Cliff Kresge,31,0.21,"$220,648","$107,500,000"
257,T251,T251,Hidemichi Tanaka,7,0.21,"$65,363","$30,697,864"
258,T251,T251,Tim Thelen,7,0.21,"$51,780","$24,500,000"
259,T260,T260,Rob Bradley,1,0.2,"$7,000","$3,500,000"
260,T260,T260,Emanuele Canonica,19,0.2,"$132,869","$67,600,000"
261,T260,T260,Tim Clark,3,0.2,"$21,750","$11,000,000"
262,T260,T260,Morris Hatalsky,1,0.2,"$4,000","$2,000,000"
263,T260,T260,Tom Scherrer,28,0.2,"$212,090","$104,300,000"
264,T260,T260,Mark Wilson,2,0.2,"$13,727","$6,700,000"
265,T266,T266,Notah Begay III,12,0.19,"$100,537","$51,900,000"
266,T266,T266,Jeff Brehaut,26,0.19,"$175,045","$90,100,000"
267,T266,T266,Derek Gillespie,1,0.19,"$7,296","$3,800,000"
268,T266,T266,Bill Glasson,26,0.19,"$180,439","$92,800,000"
269,T266,T266,Mike Heinen,8,0.19,"$50,837","$26,100,000"
270,T266,T266,John Morse,1,0.19,"$3,880","$2,000,000"
271,T266,T266,Nobuhito Sato,3,0.19,"$25,000","$13,497,864"
272,T266,T266,Chris Tidland,29,0.19,"$191,735","$99,200,000"
273,T274,T274,Guy Boros,3,0.18,"$15,088","$8,200,000"
274,T274,T274,Michael Bradley,8,0.18,"$47,884","$26,600,000"
275,T274,T274,Tim Conley,1,0.18,"$3,680","$2,000,000"
276,T274,T274,Ben Ferguson,30,0.18,"$187,969","$102,300,000"
277,T274,T274,Jimmy Green,33,0.18,"$213,940","$117,300,000"
278,T274,T274,Thongchai Jaidee,1,0.18,"$8,862","$5,000,000"
279,T274,T274,Kevin Johnson,32,0.18,"$205,241","$113,800,000"
280,T274,T274,Anthony Kang,1,0.18,"$8,862","$5,000,000"
281,T274,T274,Yoshinori Mizumaki,1,0.18,"$5,520","$3,000,000"
282,T274,T274,Eduardo Romero,6,0.18,"$54,373","$30,297,864"
283,T274,T274,Gene Sauers,2,0.18,"$8,400","$4,800,000"
284,T274,T274,Heath Slocum,8,0.18,"$45,669","$25,400,000"
285,T274,T274,Greg Twiggs,1,0.18,"$3,540","$2,000,000"
286,T287,T287,Ernie Gonzalez,1,0.17,"$3,440","$2,000,000"
287,T287,T287,Jason Gore,30,0.17,"$180,451","$103,600,000"
288,T287,T287,Mathias Grönberg,4,0.17,"$33,862","$19,697,864"
289,T287,T287,Scott Gump,6,0.17,"$31,902","$19,200,000"
290,T287,T287,Gary Nicklaus,34,0.17,"$209,892","$122,900,000"
291,T287,T287,David Stephens,1,0.17,"$5,950","$3,500,000"
292,T293,T293,Mark Hensby,29,0.16,"$155,628","$98,700,000"
293,T293,T293,Andrew Magee,31,0.16,"$175,106","$111,000,000"
294,T293,T293,Brian Wilson,31,0.16,"$169,439","$105,700,000"
295,T296,T296,Steve Allan,31,0.15,"$156,686","$106,800,000"
296,T296,T296,Joey Gullion,3,0.15,"$16,200","$11,100,000"
297,T296,T296,Brian Henninger,29,0.15,"$160,813","$104,800,000"
298,T296,T296,Andrew McLardy,26,0.15,"$130,159","$88,600,000"
299,T296,T296,Andy Oldcorn,2,0.15,"$14,250","$9,697,864"
300,301,301,Craig Kanada,28,0.14,"$132,163","$94,500,000"
301,302,302,"Dave Stockton, Jr.",21,0.13,"$90,132","$68,500,000"
302,T303,T303,Bruce Lietzke,2,0.12,"$8,840","$7,500,000"
303,T303,T303,Dick Mast,3,0.12,"$10,171","$8,400,000"
304,T303,T303,David Ogrin,2,0.12,"$6,030","$5,000,000"
305,T303,T303,David Sutherland,2,0.12,"$7,752","$6,400,000"
306,T303,T303,Mark Wurtz,2,0.12,"$7,387","$6,000,000"
307,T308,T308,Jeremy Anderson,28,0.11,"$99,463","$93,500,000"
308,T308,T308,Peter Jacobsen,17,0.11,"$64,297","$59,800,000"
309,T308,T308,Mike Reid,13,0.11,"$47,607","$43,600,000"
310,T308,T308,Robert Thompson,2,0.11,"$6,936","$6,400,000"
311,T308,T308,Jimmy Walker,3,0.11,"$13,164","$12,500,000"
312,T313,T313,Ryan Dillon,2,0.1,"$6,534","$6,800,000"
313,T313,T313,Todd Fanning,2,0.1,"$7,208","$7,200,000"
314,T313,T313,"Jim Gallagher, Jr.",15,0.1,"$47,424","$48,700,000"
315,T313,T313,Lucas Glover,2,0.1,"$6,180","$6,500,000"
316,T313,T313,Hunter Haas,30,0.1,"$109,110","$104,700,000"
317,T313,T313,Nolan Henke,8,0.1,"$25,420","$26,000,000"
318,T313,T313,Sam Randolph,5,0.1,"$14,988","$15,600,000"
319,T313,T313,David Smail,3,0.1,"$11,658","$11,597,864"
320,T313,T313,Chris Zambri,2,0.1,"$5,600","$5,800,000"
321,T322,T322,Doug Barron,25,0.09,"$77,836","$86,700,000"
322,T322,T322,Keith Clearwater,23,0.09,"$66,178","$76,800,000"
323,T322,T322,Richie Coughlan,26,0.09,"$80,221","$87,900,000"
324,T322,T322,Kent Jones,28,0.09,"$87,308","$93,700,000"
325,T326,T326,Paul Casey,3,0.08,"$8,580","$10,200,000"
326,T326,T326,Jeff Gallagher,7,0.08,"$20,983","$25,400,000"
327,T326,T326,Jeff Julian,22,0.08,"$55,131","$72,800,000"
328,T326,T326,Gary Koch,2,0.08,"$6,825","$8,500,000"
329,T326,T326,Wayne Levi,2,0.08,"$3,880","$5,100,000"
330,T331,T331,Doug Dunakey,32,0.07,"$77,793","$113,400,000"
331,T331,T331,Ed Fiori,6,0.07,"$12,760","$19,300,000"
332,T331,T331,Kelly Grunewald,27,0.07,"$59,244","$90,200,000"
333,T331,T331,Fuzzy Zoeller,15,0.07,"$38,530","$54,400,000"
334,T335,T335,Aaron Baddeley,9,0.06,"$19,434","$35,297,864"
335,T335,T335,Sean Murphy,27,0.06,"$51,744","$90,200,000"
336,T337,T337,Andy Bean,8,0.05,"$12,490","$26,200,000"
337,T337,T337,Craig Bowden,4,0.05,"$6,107","$13,200,000"
338,T337,T337,Gary Hallberg,9,0.05,"$15,296","$29,700,000"
339,T337,T337,Sandy Lyle,5,0.05,"$11,551","$21,097,864"
340,T337,T337,Craig Spence,19,0.05,"$31,547","$61,500,000"
341,T337,T337,Tom Watson,4,0.05,"$9,950","$18,797,864"
342,T343,T343,James Driscoll,4,0.04,"$7,208","$18,000,000"
343,T343,T343,Mike Hulbert,19,0.04,"$27,999","$67,900,000"
344,T343,T343,Tom Purtzer,16,0.04,"$21,904","$59,000,000"
345,T343,T343,Jeff Quinney,7,0.04,"$11,400","$29,997,864"
346,T343,T343,John Restino,11,0.04,"$13,808","$35,000,000"
347,T343,T343,Larry Rinker,7,0.04,"$9,270","$23,700,000"
348,T343,T343,Stan Utley,3,0.04,"$3,540","$8,400,000"
349,T343,T343,Rocky Walcher,26,0.04,"$32,942","$85,700,000"
350,T343,T343,Kevin Wentworth,14,0.04,"$20,820","$47,200,000"
351,T352,T352,Dave Barr,4,0.03,"$3,760","$12,000,000"
352,T352,T352,Jay Delsing,5,0.03,"$4,886","$14,900,000"
353,T352,T352,Mike Standly,6,0.03,"$5,766","$19,000,000"
354,T355,T355,Ben Crenshaw,11,0.02,"$7,770","$44,600,000"
355,T355,T355,Rick Fehr,9,0.02,"$5,400","$30,200,000"
356,T355,T355,Mark McCumber,11,0.02,"$7,276","$37,900,000"
