,Official_Money_RANK THIS WEEK,Official_Money_RANK LAST WEEK,Official_Money_PLAYER NAME,Official_Money_EVENTS,Official_Money_MONEY,Official_Money_YTD VICTORIES
162,163,163,Cliff Kresge,31,"$220,649",
163,164,164,Jeff Hart,28,"$219,386",
164,165,165,Nick Faldo,13,"$215,961",
165,166,166,Jimmy Green,33,"$213,942",
166,167,167,Tom Scherrer,28,"$212,091",
167,168,168,Tom Kite,5,"$211,252",
168,169,169,Gary Nicklaus,34,"$209,893",
169,170,170,Dicky Pride,27,"$206,022",
170,171,171,Kevin Johnson,32,"$205,242",
171,172,172,Ben Bates,18,"$197,191",
172,173,173,Willie Wood,16,"$196,113",
173,174,174,Craig Stadler,19,"$196,073",
174,175,175,Robert Gamez,22,"$193,525",
175,176,176,Chris Tidland,29,"$191,738",
176,177,177,Ben Ferguson,30,"$187,970",
177,178,178,Jason Gore,30,"$180,451",
178,179,179,Bill Glasson,26,"$180,441",
179,180,180,Andrew Magee,31,"$175,108",
180,181,181,Jeff Brehaut,26,"$175,046",
181,182,182,Marco Dawson,19,"$172,738",
182,183,183,Brian Wilson,31,"$169,440",
183,184,184,Brian Henninger,29,"$160,814",
184,185,185,Steve Allan,31,"$156,686",
185,186,186,Mark Hensby,29,"$155,629",
186,187,187,Donnie Hammond,14,"$152,698",
187,188,188,Curtis Strange,11,"$148,632",
188,189,189,Phil Tataurangi,12,"$141,581",
189,190,190,Brad Fabel,10,"$140,940",
190,191,191,Emanuele Canonica,19,"$132,869",
191,192,192,Craig Kanada,28,"$132,163",
192,193,193,Andrew McLardy,26,"$130,160",
193,194,194,Brian Claar,8,"$129,519",
194,195,195,Barry Cheesman,16,"$109,635",
195,196,196,Hunter Haas,30,"$109,110",
196,197,197,Notah Begay III,12,"$100,538",
197,198,198,D.A. Weibring,10,"$99,843",
198,199,199,Jeremy Anderson,28,"$99,464",
199,200,200,"Dave Stockton, Jr.",21,"$90,132",
200,201,201,Kent Jones,28,"$87,308",
201,202,202,Mike Springer,10,"$81,141",
202,203,203,Richie Coughlan,26,"$80,222",
203,204,204,Doug Barron,25,"$77,837",
204,205,205,Doug Dunakey,32,"$77,793",
205,206,206,Bart Bryant,10,"$73,884",
206,207,207,Trevor Dodds,2,"$66,366",
207,208,208,Keith Clearwater,23,"$66,178",
208,209,209,Peter Jacobsen,17,"$64,297",
209,210,210,Kelly Grunewald,27,"$59,244",
210,211,211,Jeff Julian,22,"$55,132",
211,212,212,Sean Murphy,27,"$51,744",
212,213,213,Mike Heinen,8,"$50,838",
213,214,214,Phil Blackmar,2,"$49,300",
214,215,215,Michael Bradley,8,"$47,885",
215,216,216,Mike Reid,13,"$47,608",
216,217,217,"Jim Gallagher, Jr.",15,"$47,424",
217,218,218,Fuzzy Zoeller,15,"$38,530",
218,219,219,Rocky Walcher,26,"$32,943",
219,220,220,Richard Zokol,3,"$32,803",
220,221,221,Scott Gump,6,"$31,902",
221,222,222,Craig Spence,19,"$31,548",
222,223,223,Mike Hulbert,19,"$27,999",
223,224,224,Nolan Henke,8,"$25,420",
224,225,225,Mark Carnevale,3,"$25,016",
225,226,226,Tom Purtzer,16,"$21,904",
226,227,227,Tim Clark,3,"$21,750",
227,228,228,Jeff Gallagher,7,"$20,984",
228,229,229,Kevin Wentworth,14,"$20,820",
229,230,230,Gary Hallberg,9,"$15,296",
230,231,231,Guy Boros,3,"$15,088",
231,232,232,Sam Randolph,5,"$14,988",
232,233,233,John Restino,11,"$13,808",
233,234,234,Hale Irwin,1,"$13,164",
234,T235,T235,Brad Bryant,2,"$12,760",
235,T235,T235,Ed Fiori,6,"$12,760",
236,237,237,Andy Bean,8,"$12,490",
237,238,238,Sandy Lyle,5,"$11,551",
238,239,239,Dick Mast,3,"$10,171",
239,240,240,Tom Watson,4,"$9,950",
240,241,241,Larry Rinker,7,"$9,270",
241,242,242,Bruce Lietzke,2,"$8,840",
242,243,243,Gene Sauers,2,"$8,400",
243,244,244,Ben Crenshaw,11,"$7,770",
244,245,245,David Sutherland,2,"$7,752",
245,246,246,Mark McCumber,11,"$7,276",
246,247,247,Gary Koch,2,"$6,825",
247,248,248,David Ogrin,2,"$6,030",
248,249,249,Mike Standly,6,"$5,766",
249,250,250,Rick Fehr,9,"$5,400",
250,T251,T251,Jay Delsing,5,"$4,887",
251,T251,T251,Bobby Wadkins,1,"$4,887",
252,253,253,Bob Lohr,1,"$4,300",
253,254,254,Morris Hatalsky,1,"$4,000",
254,T255,T255,Wayne Levi,2,"$3,880",
255,T255,T255,John Morse,1,"$3,880",
256,257,257,Dave Barr,4,"$3,760",
257,T258,T258,Greg Twiggs,1,"$3,540",
258,T258,T258,Stan Utley,3,"$3,540",
259,260,260,Ernie Gonzalez,1,"$3,440",
