,Putting_-_Inside_10_RANK THIS WEEK,Putting_-_Inside_10_RANK LAST WEEK,Putting_-_Inside_10_PLAYER NAME,Putting_-_Inside_10_ROUNDS,Putting_-_Inside_10_% MADE,Putting_-_Inside_10_ATTEMPTS,Putting_-_Inside_10_PUTTS MADE
113,T113,T113,Brent Geiberger,99,86.74,1652,1433
114,115,115,Nick Watney,97,86.73,1598,1386
115,116,116,Brandt Jobe,91,86.71,1302,1129
116,T117,T117,Shane Bertsch,104,86.68,1659,1438
117,T117,T117,Steve Flesch,119,86.68,1907,1653
118,119,119,Len Mattiace,59,86.66,952,825
119,120,120,Tom Lehman,70,86.64,883,765
120,T121,T121,Ian Poulter,53,86.63,778,674
121,T121,T121,Jerry Smith,94,86.63,1556,1348
122,T123,T123,Jason Gore,86,86.59,1342,1162
123,T123,T123,Mark O'Meara,52,86.59,671,581
124,125,125,Justin Rose,98,86.57,1608,1392
125,T126,T126,Doug Barron,74,86.55,1264,1094
126,T126,T126,Jeff Overton,95,86.55,1621,1403
127,T128,T128,Shigeki Maruyama,94,86.53,1477,1278
128,T128,T128,Mark Wilson,79,86.53,1336,1156
129,130,130,David Toms,76,86.51,1142,988
130,131,131,Alex Aragon,63,86.48,1021,883
131,132,132,Adam Scott,70,86.42,950,821
132,133,133,Steve Lowery,99,86.41,1567,1354
133,T134,T134,Robert Damron,91,86.4,1537,1328
134,T134,T134,Joey Sindelar,90,86.4,1448,1251
135,136,136,Kent Jones,103,86.35,1634,1411
136,137,137,Hunter Mahan,98,86.33,1653,1427
137,T138,T138,James Driscoll,80,86.32,1418,1224
138,T138,T138,Vaughn Taylor,88,86.32,1411,1218
139,140,140,Ted Purdy,103,86.3,1482,1279
140,141,141,David McKenzie,82,86.26,1274,1099
141,142,142,Jason Bohn,104,86.23,1663,1434
142,143,143,Jeff Maggert,81,86.22,1263,1089
143,T144,T144,Joe Durant,101,86.19,1825,1573
144,T144,T144,Troy Matteson,101,86.19,1651,1423
145,T146,T146,Arjun Atwal,97,86.16,1510,1301
146,T146,T146,Briny Baird,81,86.16,1301,1121
147,T146,T146,Roger Tambellini,64,86.16,1004,865
148,T149,T149,Chris Couch,75,86.14,1270,1094
149,T149,T149,Brett Wetterich,82,86.14,1371,1181
150,151,151,Mathias Grönberg,92,86.12,1484,1278
151,152,152,Bubba Dickerson,98,86.07,1622,1396
152,153,153,Bob Tway,81,86.06,1263,1087
153,154,154,Mike Weir,88,86.03,1195,1028
154,155,155,Kenny Perry,73,86.01,1129,971
155,156,156,Heath Slocum,96,85.98,1576,1355
156,157,157,Woody Austin,107,85.96,1724,1482
157,158,158,Robert Gamez,94,85.85,1548,1329
158,159,159,Jonathan Kaye,95,85.79,1640,1407
159,160,160,Will MacKenzie,91,85.78,1428,1225
160,161,161,Paul Goydos,72,85.73,1212,1039
161,T162,T162,Sergio Garcia,59,85.69,734,629
162,T162,T162,Todd Hamilton,72,85.69,1062,910
163,164,164,Sean O'Hair,100,85.68,1446,1239
164,165,165,Lee Janzen,79,85.65,1275,1092
165,166,166,David Duval,71,85.63,981,840
166,167,167,Rory Sabbatini,84,85.61,1209,1035
167,168,168,Matt Hansen,68,85.56,1115,954
168,169,169,D.J. Trahan,92,85.55,1426,1220
169,170,170,Tim Petrovic,95,85.51,1560,1334
170,171,171,Davis Love III,85,85.5,1055,902
171,172,172,Michael Connell,51,85.48,792,677
172,173,173,Fred Couples,52,85.46,612,523
173,174,174,Camilo Villegas,95,85.39,1540,1315
174,175,175,Mathew Goggin,72,85.38,1101,940
175,T176,T176,Billy Andrade,78,85.37,1135,969
176,T176,T176,Tim Herron,82,85.37,1189,1015
177,178,178,John Huston,74,85.28,1209,1031
178,179,179,Steve Elkington,52,85.25,861,734
179,T180,T180,Rich Beem,85,85.2,1223,1042
180,T180,T180,Bob May,65,85.2,1020,869
181,182,182,J.P. Hayes,55,85.15,936,797
182,183,183,Robert Garrigus,85,85.13,1392,1185
183,184,184,Chris Riley,86,84.95,1282,1089
184,185,185,Omar Uresti,61,84.74,996,844
185,186,186,J.B. Holmes,81,84.57,1199,1014
186,187,187,Carlos Franco,86,84.52,1479,1250
187,188,188,Thomas Levet,53,84.48,934,789
188,189,189,Craig Barlow,77,84.35,1093,922
189,190,190,Mark Calcavecchia,94,84.29,1515,1277
190,191,191,Alex Cejka,93,84.22,1553,1308
191,192,192,Brian Davis,92,84.14,1557,1310
192,T193,T193,John Daly,51,84.13,794,668
193,T193,T193,Nicholas Thompson,96,84.13,1525,1283
194,195,195,Pat Perez,50,83.9,820,688
195,196,196,"Wes Short, Jr.",96,83.62,1630,1363
