,Birdie_or_Better_Conversion_Percentage_RANK THIS WEEK,Birdie_or_Better_Conversion_Percentage_RANK LAST WEEK,Birdie_or_Better_Conversion_Percentage_PLAYER NAME,Birdie_or_Better_Conversion_Percentage_ROUNDS,Birdie_or_Better_Conversion_Percentage_%,Birdie_or_Better_Conversion_Percentage_# BIRDIES,Birdie_or_Better_Conversion_Percentage_GREENS HIT
85,86,86,Todd Fischer,101,29.27,324,1107
86,87,87,Dean Wilson,115,29.26,381,1302
87,88,88,Rich Beem,85,29.25,289,988
88,89,89,Chris DiMarco,83,29.22,272,931
89,90,90,Len Mattiace,59,29.21,182,623
90,91,91,Arron Oberholser,82,29.2,287,983
91,92,92,Mathias Grönberg,92,29.17,311,1066
92,T93,T93,Olin Browne,108,29.06,349,1201
93,T93,T93,Greg Chalmers,71,29.06,206,709
94,T93,T93,Scott Gutschewski,53,29.06,177,609
95,96,96,Kirk Triplett,58,29.05,190,654
96,97,97,Brett Quigley,109,29.04,372,1281
97,98,98,D.J. Trahan,92,29.03,299,1030
98,99,99,Dudley Hart,83,28.99,276,952
99,100,100,Bernhard Langer,77,28.94,246,850
100,101,101,Danny Ellis,68,28.93,208,719
101,102,102,José María Olazábal,62,28.89,197,682
102,T103,T103,Briny Baird,81,28.87,280,970
103,T103,T103,Greg Owen,79,28.87,274,949
104,105,105,Jimmy Walker,60,28.84,186,645
105,106,106,James Driscoll,80,28.83,254,881
106,107,107,Ian Poulter,53,28.8,178,618
107,108,108,Jerry Smith,94,28.79,317,1101
108,109,109,David McKenzie,82,28.69,272,948
109,110,110,Joe Durant,101,28.67,363,1266
110,111,111,Kris Cox,83,28.66,276,963
111,112,112,Will MacKenzie,91,28.65,308,1075
112,113,113,Ted Purdy,103,28.62,348,1216
113,114,114,Doug Barron,74,28.59,227,794
114,115,115,Daisuke Maruyama,83,28.5,267,937
115,116,116,Jerry Kelly,100,28.46,343,1205
116,T117,T117,Steve Flesch,119,28.43,387,1361
117,T117,T117,Richard Johnson,94,28.43,317,1115
118,119,119,Jeff Overton,95,28.41,310,1091
119,120,120,Duffy Waldorf,96,28.35,311,1097
120,121,121,Brian Davis,92,28.34,299,1055
121,122,122,Steve Lowery,99,28.33,323,1140
122,123,123,Brad Faxon,78,28.13,229,814
123,T124,T124,J.J. Henry,96,28.12,320,1138
124,T124,T124,Troy Matteson,101,28.12,338,1202
125,126,126,Bob Estes,85,28.07,286,1019
126,127,127,Shaun Micheel,96,28.05,317,1130
127,T128,T128,Brent Geiberger,99,28.04,318,1134
128,T128,T128,Ryuji Imada,105,28.04,332,1184
129,T130,T130,Chad Campbell,91,28.02,295,1053
130,T130,T130,Brandt Jobe,91,28.02,297,1060
131,132,132,Paul Azinger,87,28.0,273,975
132,133,133,Carlos Franco,86,27.98,282,1008
133,134,134,Ian Leggatt,80,27.93,241,863
134,135,135,Jason Bohn,104,27.89,343,1230
135,136,136,Stephen Leaney,84,27.88,283,1015
136,137,137,Robert Damron,91,27.87,289,1037
137,138,138,Bob May,65,27.86,214,768
138,139,139,Heath Slocum,96,27.84,316,1135
139,140,140,Mathew Goggin,72,27.78,235,846
140,141,141,Jason Schultz,77,27.73,236,851
141,142,142,Billy Andrade,78,27.7,244,881
142,143,143,Bob Tway,81,27.68,248,896
143,144,144,Robert Gamez,94,27.67,303,1095
144,145,145,Mark O'Meara,52,27.66,148,535
145,146,146,K.J. Choi,93,27.53,310,1126
146,147,147,Charles Warren,93,27.51,301,1094
147,148,148,Jeff Maggert,81,27.5,261,949
148,149,149,Todd Hamilton,72,27.38,201,734
149,150,150,Matt Hansen,68,27.36,217,793
150,151,151,Tim Petrovic,95,27.35,274,1002
151,152,152,Henrik Bjornstad,97,27.3,300,1099
152,153,153,Skip Kendall,72,27.24,237,870
153,154,154,John Senden,96,27.23,323,1186
154,155,155,Greg Kraft,79,27.22,230,845
155,T156,T156,David Branshaw,98,27.17,332,1222
156,T156,T156,Tim Herron,82,27.17,247,909
157,T156,T156,Nicholas Thompson,96,27.17,297,1093
158,159,159,Kevin Sutherland,100,27.15,319,1175
159,160,160,Fred Funk,106,27.1,339,1251
160,161,161,Joey Sindelar,90,27.09,301,1111
161,162,162,John Cook,67,27.07,216,798
162,T163,T163,Fred Couples,52,27.01,158,585
163,T163,T163,Chris Smith,67,27.01,225,833
164,165,165,Paul Goydos,72,26.98,228,845
165,166,166,Ryan Hietala,61,26.96,172,638
166,167,167,Zach Johnson,98,26.94,284,1054
167,168,168,Mike Sposa,68,26.93,199,739
168,169,169,Patrick Sheehan,104,26.92,309,1148
169,170,170,Paul Stankowski,70,26.9,223,829
170,171,171,Billy Mayfair,94,26.65,299,1122
171,172,172,Kenny Perry,73,26.46,235,888
172,173,173,Roger Tambellini,64,26.43,189,715
173,174,174,Michael Connell,51,26.4,146,553
174,175,175,J.L. Lewis,57,26.37,169,641
175,176,176,Ben Curtis,86,26.36,266,1009
176,177,177,Justin Leonard,83,26.34,236,896
177,178,178,Steve Jones,83,26.24,243,926
178,179,179,Charles Howell III,96,26.23,288,1098
179,180,180,Ron Whittaker,81,26.2,246,939
180,181,181,Omar Uresti,61,25.89,182,703
181,T182,T182,Jeff Gove,91,25.8,291,1128
182,T182,T182,Jonathan Kaye,95,25.8,292,1132
183,184,184,Brian Bateman,69,25.53,192,752
184,185,185,Tjaart van der Walt,60,25.45,168,660
185,186,186,Peter Lonard,77,25.35,219,864
186,187,187,"John Engler, Jr.",69,25.28,182,720
187,188,188,Steve Elkington,52,24.96,159,637
188,189,189,Bart Bryant,87,24.95,265,1062
189,190,190,Tom Lehman,70,24.37,173,710
190,191,191,Jon Mills,68,24.36,180,739
191,192,192,Hidemichi Tanaka,74,23.92,182,761
192,193,193,Mark Brooks,90,23.86,240,1006
193,194,194,Thomas Levet,53,23.71,143,603
194,195,195,Corey Pavin,74,23.43,187,798
195,196,196,Larry Mize,53,23.17,136,587
