,Overall_Putting_Average_RANK THIS WEEK,Overall_Putting_Average_RANK LAST WEEK,Overall_Putting_Average_PLAYER NAME,Overall_Putting_Average_ROUNDS,Overall_Putting_Average_AVG,Overall_Putting_Average_# OF PUTTS,Overall_Putting_Average_# OF HOLES
61,T58,T58,D.A. Points,82,1.608,2316,1440
62,63,63,Brent Geiberger,99,1.609,2809,1746
63,64,64,Retief Goosen,68,1.61,1739,1080
64,T65,T65,Davis Love III,85,1.611,2204,1368
65,T65,T65,Justin Rose,98,1.611,2755,1710
66,T65,T65,Patrick Sheehan,104,1.611,2899,1800
67,T68,T68,Todd Hamilton,72,1.6119999999999999,2089,1296
68,T68,T68,Tim Petrovic,95,1.6119999999999999,2640,1638
69,T68,T68,David Toms,76,1.6119999999999999,2002,1242
70,T71,T71,Tim Clark,80,1.6130000000000002,2293,1422
71,T71,T71,Bill Haas,99,1.6130000000000002,2788,1728
72,T71,T71,Padraig Harrington,54,1.6130000000000002,1452,900
73,T71,T71,Frank Lickliter II,99,1.6130000000000002,2817,1746
74,T71,T71,Pat Perez,50,1.6130000000000002,1452,900
75,T71,T71,Jimmy Walker,60,1.6130000000000002,1684,1044
76,T77,T77,Stephen Ames,63,1.614,1801,1116
77,T77,T77,Jonathan Byrd,66,1.614,1918,1188
78,T77,T77,Ian Poulter,53,1.614,1511,936
79,T77,T77,Jeff Sluman,101,1.614,2934,1818
80,T77,T77,Mike Weir,88,1.614,2470,1530
81,T82,T82,Tommy Armour III,65,1.615,1890,1170
82,T82,T82,Bob Tway,81,1.615,2268,1404
83,84,84,Nick Watney,97,1.6159999999999999,2763,1710
84,T85,T85,Robert Allenby,79,1.617,2241,1386
85,T85,T85,José María Olazábal,62,1.617,1688,1044
86,T87,T87,Lucas Glover,105,1.619,2944,1818
87,T87,T87,Steve Lowery,99,1.619,2827,1746
88,T89,T89,Bob Estes,85,1.62,2479,1530
89,T89,T89,Paul Goydos,72,1.62,2100,1296
90,T89,T89,Skip Kendall,72,1.62,2099,1296
91,T89,T89,Bernhard Langer,77,1.62,2100,1296
92,T89,T89,John Rollins,93,1.62,2653,1638
93,T94,T94,Jason Bohn,104,1.621,3035,1872
94,T94,T94,Jerry Kelly,100,1.621,2917,1800
95,T94,T94,Larry Mize,53,1.621,1488,918
96,T94,T94,Jeff Overton,95,1.621,2714,1674
97,T98,T98,Alex Aragon,63,1.6219999999999999,1781,1098
98,T98,T98,Kent Jones,103,1.6219999999999999,2949,1818
99,T98,T98,David McKenzie,82,1.6219999999999999,2335,1440
100,T98,T98,Brett Quigley,109,1.6219999999999999,3065,1890
101,T102,T102,Brian Davis,92,1.6230000000000002,2629,1620
102,T102,T102,Chris DiMarco,83,1.6230000000000002,2279,1404
103,T104,T104,Lee Janzen,79,1.624,2309,1422
104,T104,T104,J.L. Lewis,57,1.624,1666,1026
105,T104,T104,Daisuke Maruyama,83,1.624,2309,1422
106,T104,T104,Bo Van Pelt,102,1.624,2982,1836
107,T108,T108,Robert Gamez,94,1.625,2750,1692
108,T108,T108,Trevor Immelman,86,1.625,2516,1548
109,T108,T108,D.J. Trahan,92,1.625,2633,1620
110,T111,T111,Mark Brooks,90,1.626,2605,1602
111,T111,T111,Ian Leggatt,80,1.626,2225,1368
112,T111,T111,Hidemichi Tanaka,74,1.626,2136,1314
113,T111,T111,Mark Wilson,79,1.626,2225,1368
114,T115,T115,Brian Bateman,69,1.6269999999999998,1904,1170
115,T115,T115,Robert Garrigus,85,1.6269999999999998,2430,1494
116,T115,T115,Adam Scott,70,1.6269999999999998,1991,1224
117,T115,T115,Camilo Villegas,95,1.6269999999999998,2724,1674
118,T119,T119,Billy Andrade,78,1.6280000000000001,2169,1332
119,T119,T119,Kris Cox,83,1.6280000000000001,2373,1458
120,T119,T119,Brett Wetterich,82,1.6280000000000001,2403,1476
121,T122,T122,Henrik Bjornstad,97,1.629,2785,1710
122,T122,T122,John Cook,67,1.629,1964,1206
123,T122,T122,Bubba Dickerson,98,1.629,2815,1728
124,T122,T122,Zach Johnson,98,1.629,2580,1584
125,T122,T122,Steve Jones,83,1.629,2405,1476
126,T127,T127,Fred Funk,106,1.63,3080,1890
127,T127,T127,Jeff Maggert,81,1.63,2376,1458
128,T127,T127,Jerry Smith,94,1.63,2700,1656
129,T127,T127,Omar Uresti,61,1.63,1731,1062
130,T131,T131,Mark Calcavecchia,94,1.631,2731,1674
131,T131,T131,"John Engler, Jr.",69,1.631,1967,1206
132,T131,T131,Ryan Hietala,61,1.631,1732,1062
133,T131,T131,Billy Mayfair,94,1.631,2760,1692
134,T135,T135,John Daly,51,1.632,1439,882
135,T135,T135,Mike Sposa,68,1.632,1909,1170
136,T135,T135,Tiger Woods,55,1.632,1528,936
137,T138,T138,James Driscoll,80,1.633,2351,1440
138,T138,T138,Mathias Grönberg,92,1.633,2616,1602
139,T140,T140,Craig Barlow,77,1.6340000000000001,2147,1314
140,T140,T140,Charles Warren,93,1.6340000000000001,2647,1620
141,142,142,Tjaart van der Walt,60,1.635,1677,1026
142,T143,T143,Tim Herron,82,1.636,2385,1458
143,T143,T143,Jason Schultz,77,1.636,2209,1350
144,T145,T145,Alex Cejka,93,1.6369999999999998,2681,1638
145,T145,T145,Bob May,65,1.6369999999999998,1827,1116
146,T145,T145,Duffy Waldorf,96,1.6369999999999998,2711,1656
147,T148,T148,Chad Campbell,91,1.639,2567,1566
148,T148,T148,K.J. Choi,93,1.639,2715,1656
149,T148,T148,Ben Curtis,86,1.639,2537,1548
150,T148,T148,Jason Gore,86,1.639,2478,1512
151,T148,T148,Kevin Sutherland,100,1.639,2832,1728
152,T153,T153,Peter Lonard,77,1.64,2243,1368
153,T153,T153,Troy Matteson,101,1.64,2982,1818
154,T153,T153,Shaun Micheel,96,1.64,2746,1674
155,156,156,Scott Gutschewski,53,1.641,1506,918
156,T157,T157,Sean O'Hair,100,1.642,2897,1764
157,T157,T157,Arron Oberholser,82,1.642,2335,1422
158,T157,T157,Bubba Watson,83,1.642,2335,1422
159,160,160,Heath Slocum,96,1.643,2751,1674
160,161,161,Brandt Jobe,91,1.6440000000000001,2604,1584
161,162,162,Rich Beem,85,1.645,2457,1494
162,T163,T163,Briny Baird,81,1.646,2282,1386
163,T163,T163,Greg Owen,79,1.646,2282,1386
164,T163,T163,Ron Whittaker,81,1.646,2341,1422
165,T166,T166,Hunter Mahan,98,1.6469999999999998,2906,1764
166,T166,T166,Jon Mills,68,1.6469999999999998,1957,1188
167,T168,T168,Jeff Brehaut,100,1.6480000000000001,2848,1728
168,T168,T168,Ted Purdy,103,1.6480000000000001,2996,1818
169,T170,T170,David Branshaw,98,1.649,2908,1764
170,T170,T170,J.J. Henry,96,1.649,2761,1674
171,172,172,"Wes Short, Jr.",96,1.65,2792,1692
172,173,173,Paul Stankowski,70,1.651,2080,1260
173,T174,T174,J.B. Holmes,81,1.653,2291,1386
174,T174,T174,Charles Howell III,96,1.653,2767,1674
175,176,176,Sergio Garcia,59,1.655,1638,990
176,177,177,Joe Durant,101,1.656,3011,1818
177,178,178,Chris Couch,75,1.6569999999999998,2237,1350
178,179,179,John Senden,96,1.6580000000000001,2775,1674
179,180,180,Steve Elkington,52,1.66,1524,918
180,181,181,Carlos Franco,86,1.661,2571,1548
181,182,182,Will MacKenzie,91,1.665,2637,1584
182,183,183,Jonathan Kaye,95,1.666,2759,1656
183,T184,T184,Michael Connell,51,1.6669999999999998,1440,864
184,T184,T184,Joey Sindelar,90,1.6669999999999998,2700,1620
185,186,186,Fred Couples,52,1.6680000000000001,1501,900
186,187,187,Bart Bryant,87,1.67,2585,1548
187,188,188,Tom Lehman,70,1.671,1805,1080
188,189,189,Thomas Levet,53,1.672,1535,918
189,T190,T190,Jeff Gove,91,1.673,2620,1566
190,T190,T190,Nicholas Thompson,96,1.673,2801,1674
191,T192,T192,Mathew Goggin,72,1.675,2111,1260
192,T192,T192,Matt Hansen,68,1.675,1990,1188
193,T194,T194,Kenny Perry,73,1.6769999999999998,2174,1296
194,T194,T194,Chris Smith,67,1.6769999999999998,2022,1206
195,T194,T194,Roger Tambellini,64,1.6769999999999998,1841,1098
