,Putting_from_5-10_RANK THIS WEEK,Putting_from_5-10_RANK LAST WEEK,Putting_from_5-10_PLAYER NAME,Putting_from_5-10_ROUNDS,Putting_from_5-10_%,Putting_from_5-10_ATTEMPTS,Putting_from_5-10_PUTTS MADE
83,84,84,Arjun Atwal,97,56.65,346,196
84,85,85,Charles Howell III,96,56.59,311,176
85,86,86,D.A. Points,82,56.52,299,169
86,87,87,Geoff Ogilvy,76,56.47,232,131
87,88,88,Henrik Bjornstad,97,56.38,392,221
88,T89,T89,Charles Warren,93,56.34,339,191
89,T89,T89,Tiger Woods,55,56.34,142,80
90,91,91,Bo Van Pelt,102,56.3,373,210
91,92,92,Mark Wilson,79,56.29,302,170
92,93,93,David Branshaw,98,56.18,340,191
93,T94,T94,Woody Austin,107,56.17,413,232
94,T94,T94,Doug Barron,74,56.17,308,173
95,96,96,Greg Kraft,79,56.14,285,160
96,T97,T97,Trevor Immelman,86,56.08,296,166
97,T97,T97,Ian Leggatt,80,56.08,296,166
98,T97,T97,David McKenzie,82,56.08,296,166
99,T97,T97,Mike Weir,88,56.08,296,166
100,101,101,Jeff Brehaut,100,56.03,373,209
101,102,102,Bubba Watson,83,56.01,291,163
102,103,103,Ryan Hietala,61,55.95,227,127
103,104,104,Chris Smith,67,55.91,220,123
104,105,105,Ian Poulter,53,55.88,204,114
105,106,106,Troy Matteson,101,55.84,394,220
106,107,107,Jon Mills,68,55.83,206,115
107,108,108,Greg Owen,79,55.81,267,149
108,109,109,Retief Goosen,68,55.77,208,116
109,T110,T110,Bubba Dickerson,98,55.67,388,216
110,T110,T110,Joe Durant,101,55.67,406,226
111,112,112,Nick Watney,97,55.65,354,197
112,113,113,Bart Bryant,87,55.63,302,168
113,114,114,"John Engler, Jr.",69,55.6,250,139
114,115,115,D.J. Trahan,92,55.56,342,190
115,116,116,Jeff Maggert,81,55.49,319,177
116,117,117,Fred Couples,52,55.48,146,81
117,118,118,Shigeki Maruyama,94,55.47,375,208
118,119,119,Vaughn Taylor,88,55.43,341,189
119,120,120,Steve Jones,83,55.32,282,156
120,121,121,Joey Sindelar,90,55.31,311,172
121,122,122,Hunter Mahan,98,55.28,398,220
122,123,123,J.P. Hayes,55,55.24,248,137
123,124,124,Will MacKenzie,91,55.09,334,184
124,125,125,Brent Geiberger,99,55.04,387,213
125,126,126,Len Mattiace,59,55.0,220,121
126,127,127,Justin Leonard,83,54.94,253,139
127,128,128,Bob Tway,81,54.93,284,156
128,129,129,Steve Flesch,119,54.9,439,241
129,130,130,Tim Petrovic,95,54.86,381,209
130,131,131,Tim Herron,82,54.81,270,148
131,132,132,Steve Lowery,99,54.75,358,196
132,133,133,David Toms,76,54.74,285,156
133,134,134,Chris Couch,75,54.7,287,157
134,135,135,Adam Scott,70,54.63,205,112
135,136,136,Phil Mickelson,74,54.59,196,107
136,137,137,Robert Allenby,79,54.58,240,131
137,138,138,Tjaart van der Walt,60,54.55,220,120
138,139,139,Stephen Leaney,84,54.46,325,177
139,T140,T140,Sergio Garcia,59,54.44,169,92
140,T140,T140,Davis Love III,85,54.44,270,147
141,T142,T142,Robert Gamez,94,54.33,381,207
142,T142,T142,Rory Sabbatini,84,54.33,300,163
143,144,144,Ben Curtis,86,54.3,256,139
144,145,145,Michael Connell,51,54.24,177,96
145,146,146,Chad Campbell,91,54.18,275,149
146,147,147,Roger Tambellini,64,54.17,216,117
147,148,148,Scott Gutschewski,53,54.15,205,111
148,149,149,David Duval,71,54.1,244,132
149,150,150,Paul Goydos,72,54.01,274,148
150,151,151,Robert Damron,91,53.94,343,185
151,152,152,Brett Wetterich,82,53.8,329,177
152,153,153,Patrick Sheehan,104,53.78,331,178
153,154,154,J.J. Henry,96,53.74,294,158
154,155,155,Shane Bertsch,104,53.72,376,202
155,156,156,Arron Oberholser,82,53.65,274,147
156,157,157,Peter Lonard,77,53.6,278,149
157,158,158,Bill Haas,99,53.58,377,202
158,T159,T159,Billy Andrade,78,53.52,256,137
159,T159,T159,J.B. Holmes,81,53.52,284,152
160,161,161,Duffy Waldorf,96,53.47,331,177
161,162,162,Tom Lehman,70,53.33,210,112
162,T163,T163,Mark Brooks,90,53.31,287,153
163,T163,T163,Matt Hansen,68,53.31,242,129
164,165,165,Justin Rose,98,53.16,380,202
165,166,166,Sean O'Hair,100,53.06,343,182
166,167,167,Mathias Grönberg,92,52.87,348,184
167,168,168,Chris Riley,86,52.67,300,158
168,169,169,Hidemichi Tanaka,74,52.65,245,129
169,170,170,Lee Janzen,79,52.52,278,146
170,171,171,Ernie Els,69,52.48,202,106
171,172,172,Omar Uresti,61,52.4,229,120
172,173,173,Mathew Goggin,72,52.38,252,132
173,174,174,Robert Garrigus,85,52.37,338,177
174,175,175,Rich Beem,85,51.99,302,157
175,T176,T176,Briny Baird,81,51.97,304,158
176,T176,T176,Jason Bohn,104,51.97,381,198
177,178,178,Todd Hamilton,72,51.94,258,134
178,179,179,Corey Pavin,74,51.93,233,121
179,T180,T180,José María Olazábal,62,51.72,145,75
180,T180,T180,Kenny Perry,73,51.72,261,135
181,182,182,Nicholas Thompson,96,51.69,356,184
182,183,183,John Daly,51,51.56,192,99
183,184,184,Camilo Villegas,95,51.5,334,172
184,185,185,"Wes Short, Jr.",96,51.42,422,217
185,186,186,Bob May,65,50.81,248,126
186,187,187,Jason Schultz,77,50.79,254,129
187,188,188,Alex Cejka,93,50.67,373,189
188,189,189,Craig Barlow,77,50.19,259,130
189,190,190,Carlos Franco,86,50.15,327,164
190,191,191,Brian Davis,92,49.88,415,207
191,192,192,Thomas Levet,53,49.75,203,101
192,193,193,Mark Calcavecchia,94,49.73,370,184
193,194,194,Jonathan Kaye,95,49.13,346,170
194,195,195,Steve Elkington,52,48.65,185,90
195,196,196,Heath Slocum,96,47.24,362,171
