,Total_1_Putts_-_Inside_5_RANK THIS WEEK,Total_1_Putts_-_Inside_5_RANK LAST WEEK,Total_1_Putts_-_Inside_5_PLAYER NAME,Total_1_Putts_-_Inside_5_ROUNDS,Total_1_Putts_-_Inside_5_TOTAL,Total_1_Putts_-_Inside_5_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_Inside_5_PCT OF ALL 1-PUTTS
61,62,62,Richard Johnson,94,279,597,46.7
62,T63,T63,Aaron Baddeley,78,278,533,52.2
63,T63,T63,Jeff Brehaut,100,278,562,49.5
64,T63,T63,Charles Howell III,96,278,523,53.2
65,T66,T66,Michael Allen,84,277,540,51.3
66,T66,T66,Sean O'Hair,100,277,525,52.8
67,T68,T68,Doug Barron,74,273,513,53.2
68,T68,T68,Jesper Parnevik,84,273,533,51.2
69,70,70,K.J. Choi,93,272,522,52.1
70,T71,T71,James Driscoll,80,271,541,50.1
71,T71,T71,Carl Pettersson,95,271,547,49.5
72,T71,T71,Charles Warren,93,271,518,52.3
73,T74,T74,Carlos Franco,86,268,512,52.3
74,T74,T74,Heath Slocum,96,268,527,50.9
75,T74,T74,Scott Verplank,88,268,497,53.9
76,T77,T77,Brad Faxon,78,267,545,49.0
77,T77,T77,Trevor Immelman,86,267,505,52.9
78,T77,T77,Chris Riley,86,267,527,50.7
79,T77,T77,Nicholas Thompson,96,267,500,53.4
80,T77,T77,D.J. Trahan,92,267,533,50.1
81,82,82,Daisuke Maruyama,83,266,478,55.6
82,T83,T83,Dudley Hart,83,265,501,52.9
83,T83,T83,Shaun Micheel,96,265,518,51.2
84,85,85,Jeff Gove,91,263,502,52.4
85,86,86,Billy Mayfair,94,262,509,51.5
86,87,87,Lee Janzen,79,258,489,52.8
87,88,88,John Rollins,93,257,508,50.6
88,T89,T89,Bubba Watson,83,256,482,53.1
89,T89,T89,Mark Wilson,79,256,510,50.2
90,T91,T91,Zach Johnson,98,255,528,48.3
91,T91,T91,Justin Leonard,83,255,454,56.2
92,T91,T91,Rod Pampling,89,255,510,50.0
93,T91,T91,Brett Wetterich,82,255,498,51.2
94,T95,T95,Bob Estes,85,254,514,49.4
95,T95,T95,Ian Leggatt,80,254,482,52.7
96,T97,T97,Stewart Cink,93,251,541,46.4
97,T97,T97,Robert Garrigus,85,251,495,50.7
98,T97,T97,Will MacKenzie,91,251,473,53.1
99,T97,T97,Joey Sindelar,90,251,492,51.0
100,T101,T101,J.J. Henry,96,248,503,49.3
101,T101,T101,Steve Jones,83,248,474,52.3
102,103,103,Peter Lonard,77,247,437,56.5
103,104,104,Hidemichi Tanaka,74,245,444,55.2
104,T105,T105,Kris Cox,83,244,492,49.6
105,T105,T105,Ted Purdy,103,244,531,46.0
106,107,107,Jason Schultz,77,242,439,55.1
107,T108,T108,Stuart Appleby,83,240,465,51.6
108,T108,T108,Rory Sabbatini,84,240,456,52.6
109,T110,T110,Paul Goydos,72,238,443,53.7
110,T110,T110,Greg Kraft,79,238,470,50.6
111,112,112,John Senden,96,237,505,46.9
112,113,113,Bob Tway,81,236,460,51.3
113,114,114,Ron Whittaker,81,234,474,49.4
114,T115,T115,Ben Curtis,86,233,458,50.9
115,T115,T115,Jim Furyk,89,233,485,48.0
116,117,117,David McKenzie,82,232,480,48.3
117,118,118,Bart Bryant,87,230,455,50.5
118,T119,T119,Chad Campbell,91,229,453,50.6
119,T119,T119,Jason Gore,86,229,502,45.6
120,T119,T119,Todd Hamilton,72,229,408,56.1
121,T119,T119,Greg Owen,79,229,416,55.0
122,123,123,Mike Weir,88,228,456,50.0
123,T124,T124,Robert Allenby,79,226,426,53.1
124,T124,T124,"John Engler, Jr.",69,226,429,52.7
125,T124,T124,John Huston,74,226,467,48.4
126,T127,T127,Briny Baird,81,222,457,48.6
127,T127,T127,J.B. Holmes,81,222,438,50.7
128,T129,T129,Danny Ellis,68,221,438,50.5
129,T129,T129,Ryan Moore,68,221,420,52.6
130,T131,T131,Matt Hansen,68,219,391,56.0
131,T131,T131,Paul Stankowski,70,219,423,51.8
132,133,133,Chris DiMarco,83,218,429,50.8
133,T134,T134,Ben Crane,85,214,461,46.4
134,T134,T134,Bernhard Langer,77,214,428,50.0
135,T134,T134,Mike Sposa,68,214,416,51.4
136,T137,T137,Rich Beem,85,211,446,47.3
137,T137,T137,Brandt Jobe,91,211,458,46.1
138,T137,T137,Steve Stricker,64,211,397,53.1
139,T140,T140,Arron Oberholser,82,210,429,49.0
140,T140,T140,David Toms,76,210,448,46.9
141,142,142,Corey Pavin,74,209,390,53.6
142,143,143,Jeff Maggert,81,208,441,47.2
143,T144,T144,Billy Andrade,78,207,415,49.9
144,T144,T144,Brian Bateman,69,207,402,51.5
145,T144,T144,Greg Chalmers,71,207,425,48.7
146,T144,T144,Tim Herron,82,207,415,49.9
147,T148,T148,Tim Clark,80,206,422,48.8
148,T148,T148,Chris Couch,75,206,418,49.3
149,150,150,Alex Aragon,63,205,396,51.8
150,151,151,Tjaart van der Walt,60,203,370,54.9
151,152,152,Jimmy Walker,60,201,395,50.9
152,T153,T153,Craig Barlow,77,199,395,50.4
153,T153,T153,Mathew Goggin,72,199,378,52.6
154,T153,T153,Geoff Ogilvy,76,199,384,51.8
155,156,156,Skip Kendall,72,198,416,47.6
156,157,157,Jon Mills,68,195,353,55.2
157,T158,T158,Ernie Els,69,193,348,55.5
158,T158,T158,Len Mattiace,59,193,388,49.7
159,160,160,Freddie Jacobson,56,189,385,49.1
160,T161,T161,John Cook,67,188,394,47.7
161,T161,T161,J.L. Lewis,57,188,356,52.8
162,T161,T161,Omar Uresti,61,188,339,55.5
163,T164,T164,J.P. Hayes,55,187,382,49.0
164,T164,T164,Kirk Triplett,58,187,356,52.5
165,T166,T166,Tommy Armour III,65,185,379,48.8
166,T166,T166,David Duval,71,185,381,48.6
167,T168,T168,Ryan Hietala,61,184,350,52.6
168,T168,T168,Phil Mickelson,74,184,346,53.2
169,170,170,Vance Veazey,59,181,375,48.3
170,171,171,Davis Love III,85,180,407,44.2
171,T172,T172,Jonathan Byrd,66,179,386,46.4
172,T172,T172,Kenny Perry,73,179,371,48.2
173,T172,T172,Adam Scott,70,179,348,51.4
174,175,175,Roger Tambellini,64,177,334,53.0
175,176,176,Bob May,65,171,357,47.9
176,177,177,Retief Goosen,68,168,330,50.9
177,T178,T178,Luke Donald,66,165,324,50.9
178,T178,T178,Chris Smith,67,165,361,45.7
179,180,180,Thomas Levet,53,164,307,53.4
180,181,181,John Daly,51,157,298,52.7
181,T182,T182,Scott Gutschewski,53,152,294,51.7
182,T182,T182,Ian Poulter,53,152,305,49.8
183,184,184,Padraig Harrington,54,151,282,53.5
184,185,185,Steve Elkington,52,150,295,50.8
185,186,186,Pat Perez,50,147,285,51.6
186,T187,T187,Tom Lehman,70,142,299,47.5
187,T187,T187,Larry Mize,53,142,281,50.5
188,189,189,Stephen Ames,63,141,318,44.3
189,190,190,Mark O'Meara,52,138,274,50.4
190,191,191,Michael Connell,51,132,274,48.2
191,192,192,José María Olazábal,62,130,266,48.9
192,193,193,Tiger Woods,55,119,252,47.2
193,194,194,Sergio Garcia,59,118,260,45.4
194,195,195,David Howell,52,103,219,47.0
195,196,196,Fred Couples,52,101,217,46.5
