,One-Putt_Percentage_-_Round_1_RANK THIS WEEK,One-Putt_Percentage_-_Round_1_RANK LAST WEEK,One-Putt_Percentage_-_Round_1_PLAYER NAME,One-Putt_Percentage_-_Round_1_ROUNDS,One-Putt_Percentage_-_Round_1_%,One-Putt_Percentage_-_Round_1_# OF 1 PUTTS,One-Putt_Percentage_-_Round_1_# OF HOLES
75,T75,T75,J.L. Lewis,57,39.22,120,306
76,77,77,J.P. Hayes,55,39.18,134,342
77,78,78,Paul Goydos,72,39.12,169,432
78,79,79,Todd Fischer,101,39.05,239,612
79,T80,T80,John Daly,51,38.89,140,360
80,T80,T80,Sergio Garcia,59,38.89,112,288
81,T80,T80,David McKenzie,82,38.89,189,486
82,T80,T80,Arron Oberholser,82,38.89,147,378
83,T80,T80,Corey Pavin,74,38.89,154,396
84,T80,T80,Adam Scott,70,38.89,126,324
85,T80,T80,Brett Wetterich,82,38.89,175,450
86,87,87,Steve Flesch,119,38.72,223,576
87,88,88,D.J. Trahan,92,38.71,216,558
88,T89,T89,Steve Lowery,99,38.7,202,522
89,T89,T89,Tim Petrovic,95,38.7,202,522
90,91,91,Camilo Villegas,95,38.69,195,504
91,92,92,Jerry Kelly,100,38.53,215,558
92,T93,T93,Frank Lickliter II,99,38.49,194,504
93,T93,T93,Tiger Woods,55,38.49,97,252
94,95,95,Robert Garrigus,85,38.46,180,468
95,T96,T96,Chad Campbell,91,38.43,166,432
96,T96,T96,Matt Hansen,68,38.43,166,432
97,98,98,Tommy Armour III,65,38.41,159,414
98,99,99,Ryuji Imada,105,38.33,207,540
99,T100,T100,James Driscoll,80,38.31,200,522
100,T100,T100,Bill Haas,99,38.31,200,522
101,T102,T102,Jeff Overton,95,38.27,186,486
102,T102,T102,Carl Pettersson,95,38.27,186,486
103,104,104,Larry Mize,53,38.24,117,306
104,105,105,Robert Gamez,94,38.15,206,540
105,106,106,John Cook,67,38.13,151,396
106,T107,T107,Charles Howell III,96,38.1,192,504
107,T107,T107,Joe Ogilvie,95,38.1,192,504
108,T107,T107,Ian Poulter,53,38.1,96,252
109,110,110,Justin Rose,98,38.07,185,486
110,111,111,Stephen Ames,63,38.06,137,360
111,112,112,Patrick Sheehan,104,38.05,226,594
112,113,113,Mark Calcavecchia,94,38.03,178,468
113,114,114,Tag Ridings,103,38.02,219,576
114,115,115,Freddie Jacobson,56,37.96,123,324
115,116,116,Richard Johnson,94,37.93,198,522
116,117,117,Paul Stankowski,70,37.88,150,396
117,118,118,Greg Kraft,79,37.78,170,450
118,119,119,Scott Verplank,88,37.73,163,432
119,120,120,Jerry Smith,94,37.7,190,504
120,121,121,Vance Veazey,59,37.5,135,360
121,122,122,Fred Couples,52,37.41,101,270
122,T123,T123,Carlos Franco,86,37.36,195,522
123,T123,T123,Mathias Grönberg,92,37.36,195,522
124,T125,T125,Justin Leonard,83,37.27,161,432
125,T125,T125,Daisuke Maruyama,83,37.27,161,432
126,127,127,Brian Davis,92,37.24,181,486
127,T128,T128,Greg Owen,79,37.2,154,414
128,T128,T128,Mike Sposa,68,37.2,154,414
129,130,130,Sean O'Hair,100,37.16,194,522
130,131,131,Bernhard Langer,77,37.12,147,396
131,T132,T132,Eric Axley,91,37.1,187,504
132,T132,T132,Bubba Dickerson,98,37.1,207,558
133,T132,T132,Kevin Sutherland,100,37.1,187,504
134,T135,T135,Brian Bateman,69,37.04,160,432
135,T135,T135,J.J. Henry,96,37.04,180,486
136,T135,T135,Stephen Leaney,84,37.04,180,486
137,T135,T135,Ron Whittaker,81,37.04,180,486
138,T139,T139,Mark Brooks,90,36.98,233,630
139,T139,T139,Tom Pernice Jr.,108,36.98,213,576
140,T141,T141,Charley Hoffman,100,36.9,186,504
141,T141,T141,Will MacKenzie,91,36.9,186,504
142,T143,T143,Bob Estes,85,36.89,166,450
143,T143,T143,J.B. Holmes,81,36.89,166,450
144,T145,T145,Kris Cox,83,36.83,179,486
145,T145,T145,Duffy Waldorf,96,36.83,179,486
146,147,147,Briny Baird,81,36.81,159,432
147,148,148,Charles Warren,93,36.75,172,468
148,149,149,Ryan Palmer,101,36.59,191,522
149,150,150,Steve Jones,83,36.54,171,468
150,151,151,"Wes Short, Jr.",96,36.46,210,576
151,152,152,K.J. Choi,93,36.44,164,450
152,153,153,Troy Matteson,101,36.28,209,576
153,154,154,Alex Cejka,93,36.21,189,522
154,T155,T155,Chris DiMarco,83,36.11,156,432
155,T155,T155,Hunter Mahan,98,36.11,182,504
156,157,157,Chris Couch,75,36.01,175,486
157,T158,T158,Joe Durant,101,35.91,181,504
158,T158,T158,Ian Leggatt,80,35.91,181,504
159,T160,T160,Jason Bohn,104,35.82,187,522
160,T160,T160,Heath Slocum,96,35.82,187,522
161,T162,T162,Shaun Micheel,96,35.71,180,504
162,T162,T162,Chris Smith,67,35.71,135,378
163,T162,T162,Omar Uresti,61,35.71,135,378
164,165,165,Rich Beem,85,35.68,167,468
165,166,166,Joey Sindelar,90,35.63,186,522
166,167,167,Michael Connell,51,35.45,134,378
167,168,168,David Branshaw,98,35.44,185,522
168,T169,T169,Ted Purdy,103,35.24,203,576
169,T169,T169,Brett Quigley,109,35.24,203,576
170,T171,T171,Stuart Appleby,83,35.19,133,378
171,T171,T171,Jason Schultz,77,35.19,171,486
172,173,173,Nicholas Thompson,96,35.13,196,558
173,T174,T174,Jeff Brehaut,100,35.07,202,576
174,T174,T174,José María Olazábal,62,35.07,101,288
175,176,176,Trevor Immelman,86,34.95,151,432
176,177,177,Tim Herron,82,34.83,163,468
177,178,178,John Senden,96,34.77,169,486
178,179,179,Steve Elkington,52,34.72,100,288
179,180,180,Thomas Levet,53,34.64,106,306
180,181,181,Bart Bryant,87,34.44,155,450
181,182,182,Jon Mills,68,34.4,161,468
182,183,183,Ryan Hietala,61,34.34,136,396
183,184,184,Tjaart van der Walt,60,34.17,123,360
184,T185,T185,Ben Curtis,86,33.76,158,468
185,T185,T185,"John Engler, Jr.",69,33.76,158,468
186,187,187,Kenny Perry,73,33.6,127,378
187,188,188,Roger Tambellini,64,33.56,145,432
188,189,189,Craig Barlow,77,33.33,126,378
189,190,190,Jeff Maggert,81,33.12,155,468
190,T191,T191,Scott Gutschewski,53,32.41,105,324
191,T191,T191,Tom Lehman,70,32.41,105,324
192,193,193,Mathew Goggin,72,32.22,145,450
193,194,194,Jonathan Kaye,95,31.85,172,540
194,195,195,Brandt Jobe,91,31.84,149,468
195,196,196,Jeff Gove,91,31.55,159,504
