,Average_Distance_of_Birdie_putts_made_RANK THIS WEEK,Average_Distance_of_Birdie_putts_made_RANK LAST WEEK,Average_Distance_of_Birdie_putts_made_PLAYER NAME,Average_Distance_of_Birdie_putts_made_ROUNDS,Average_Distance_of_Birdie_putts_made_AVG,Average_Distance_of_Birdie_putts_made_TOT DIST. (FT),Average_Distance_of_Birdie_putts_made_TOT BIRDIE PUTTS MADE,Average_Distance_of_Birdie_putts_made_LONGEST MADE (FT),Average_Distance_of_Birdie_putts_made_SHORTEST MADE (FT)
86,T83,T83,Billy Mayfair,94,"9' 10""",2267.917,231,48,"5"""
87,T83,T83,Ryan Palmer,101,"9' 10""",2749.667,279,60,"7"""
88,T83,T83,Rod Pampling,89,"9' 10""",2219.667,226,70,"2"""
89,T83,T83,John Senden,96,"9' 10""",2619.333,267,67,"2"""
90,T83,T83,Steve Stricker,64,"9' 10""",1900.0829999999999,194,44,"5"""
91,T83,T83,Kevin Sutherland,100,"9' 10""",2710.5,276,49,"1"""
92,T83,T83,David Toms,76,"9' 10""",2313.417,235,41,"1"""
93,T94,T94,Bob Estes,85,"9' 9""",2403.833,247,38,"1"""
94,T94,T94,Troy Matteson,101,"9' 9""",2648.167,271,52,"1"""
95,T94,T94,Heath Slocum,96,"9' 9""",2669.167,274,62,"1"""
96,T97,T97,David Branshaw,98,"9' 8""",2713.917,281,70,"3"""
97,T97,T97,Luke Donald,66,"9' 8""",1533.0,158,44,"6"""
98,T97,T97,Robert Gamez,94,"9' 8""",2410.0,249,34,"5"""
99,T97,T97,J.P. Hayes,55,"9' 8""",1849.0,192,43,"3"""
100,T97,T97,Lee Janzen,79,"9' 8""",2163.583,224,48,"1"""
101,T97,T97,Thomas Levet,53,"9' 8""",1241.917,129,40,"5"""
102,T97,T97,Frank Lickliter II,99,"9' 8""",2946.667,306,44,"5"""
103,T97,T97,Kenny Perry,73,"9' 8""",1951.4170000000001,202,47,"7"""
104,T97,T97,"Wes Short, Jr.",96,"9' 8""",2754.167,286,63,"1"""
105,T97,T97,Duffy Waldorf,96,"9' 8""",2674.25,276,60,"3"""
106,T107,T107,Alex Aragon,63,"9' 7""",1565.0,164,48,"8"""
107,T107,T107,Henrik Bjornstad,97,"9' 7""",2615.0,273,54,"2"""
108,T107,T107,Bart Bryant,87,"9' 7""",2132.917,222,47,"3"""
109,T107,T107,Daniel Chopra,110,"9' 7""",3271.25,341,65,"3"""
110,T107,T107,Chris DiMarco,83,"9' 7""",1885.3329999999999,197,38,"1"""
111,T107,T107,Carlos Franco,86,"9' 7""",2360.167,246,61,"5"""
112,T107,T107,Mathias Grönberg,92,"9' 7""",2576.0,268,48,"1"""
113,T107,T107,Greg Kraft,79,"9' 7""",1948.0,203,48,"3"""
114,T107,T107,Geoff Ogilvy,76,"9' 7""",1767.75,184,40,"1"""
115,T116,T116,Robert Allenby,79,"9' 6""",2093.25,221,48,"2"""
116,T116,T116,Stephen Ames,63,"9' 6""",1478.9170000000001,156,46,"3"""
117,T116,T116,Tim Herron,82,"9' 6""",1797.9170000000001,190,41,"1"""
118,T116,T116,Jon Mills,68,"9' 6""",1358.8329999999999,143,43,"1"""
119,T116,T116,Pat Perez,50,"9' 6""",1277.417,135,71,"4"""
120,T116,T116,Adam Scott,70,"9' 6""",1799.1670000000001,189,38,"1"""
121,T116,T116,Jeff Sluman,101,"9' 6""",2801.75,295,42,"2"""
122,T123,T123,Tommy Armour III,65,"9' 5""",1709.0,181,48,"6"""
123,T123,T123,Woody Austin,107,"9' 5""",2924.833,311,74,"1"""
124,T123,T123,Brian Davis,92,"9' 5""",2429.833,259,53,"1"""
125,T123,T123,Todd Hamilton,72,"9' 5""",1403.0,149,50,"2"""
126,T123,T123,Ryan Hietala,61,"9' 5""",1348.9170000000001,143,52,"7"""
127,T123,T123,Tag Ridings,103,"9' 5""",2822.25,299,60,"1"""
128,T123,T123,Bo Van Pelt,102,"9' 5""",3017.083,321,50,"1"""
129,T123,T123,Scott Verplank,88,"9' 5""",2183.083,232,63,"3"""
130,T131,T131,Greg Chalmers,71,"9' 4""",1550.8329999999999,166,45,"7"""
131,T131,T131,Fred Couples,52,"9' 4""",970.75,104,45,"2"""
132,T131,T131,Jason Gore,86,"9' 4""",2248.167,241,49,"4"""
133,T131,T131,Skip Kendall,72,"9' 4""",1749.8329999999999,188,46,"1"""
134,T135,T135,Michael Allen,84,"9' 3""",2259.667,245,48,"2"""
135,T135,T135,Doug Barron,74,"9' 3""",1860.5829999999999,202,42,"1"""
136,T135,T135,Rich Beem,85,"9' 3""",2136.917,231,42,"4"""
137,T135,T135,Robert Damron,91,"9' 3""",2374.917,257,39,"6"""
138,T135,T135,Joe Durant,101,"9' 3""",3044.583,328,52,"2"""
139,T135,T135,Sergio Garcia,59,"9' 3""",1321.4170000000001,143,66,"1"""
140,T135,T135,Trevor Immelman,86,"9' 3""",2514.417,273,59,"1"""
141,T135,T135,Justin Leonard,83,"9' 3""",1789.4170000000001,193,45,"4"""
142,T135,T135,Bob May,65,"9' 3""",1660.0,179,52,"3"""
143,T135,T135,John Rollins,93,"9' 3""",2408.25,261,50,"2"""
144,T135,T135,Joey Sindelar,90,"9' 3""",2221.917,241,65,"4"""
145,T135,T135,Vijay Singh,103,"9' 3""",3007.167,324,55,"2"""
146,T135,T135,Camilo Villegas,95,"9' 3""",2764.0,299,61,"3"""
147,T135,T135,Jimmy Walker,60,"9' 3""",1648.6670000000001,179,54,"3"""
148,T149,T149,Paul Azinger,87,"9' 2""",2159.083,236,61,"3"""
149,T149,T149,Bubba Dickerson,98,"9' 2""",2615.417,286,52,"3"""
150,T149,T149,Shaun Micheel,96,"9' 2""",2332.917,254,38,"4"""
151,T149,T149,Ryan Moore,68,"9' 2""",1803.5829999999999,197,61,"4"""
152,T149,T149,Joe Ogilvie,95,"9' 2""",2467.917,269,55,"1"""
153,T149,T149,Mike Weir,88,"9' 2""",2001.5829999999999,218,46,"1"""
154,T155,T155,Mark Calcavecchia,94,"9' 1""",2405.333,264,44,"1"""
155,T155,T155,Harrison Frazar,95,"9' 1""",2482.75,273,57,"1"""
156,T155,T155,Justin Rose,98,"9' 1""",2905.917,321,65,"2"""
157,T155,T155,Nicholas Thompson,96,"9' 1""",2100.417,232,49,"3"""
158,T159,T159,Eric Axley,91,"9' 0""",2535.583,282,71,"1"""
159,T159,T159,Jeff Brehaut,100,"9' 0""",2629.333,291,47,"5"""
160,T159,T159,Retief Goosen,68,"9' 0""",1456.9170000000001,162,46,"1"""
161,T159,T159,Jeff Gove,91,"9' 0""",2445.333,271,55,"1"""
162,T159,T159,Jonathan Kaye,95,"9' 0""",2347.167,262,41,"2"""
163,T159,T159,Ian Leggatt,80,"9' 0""",1934.5829999999999,215,49,"5"""
164,T159,T159,Will MacKenzie,91,"9' 0""",2255.333,250,44,"3"""
165,T166,T166,Jason Bohn,104,"8' 11""",2637.917,296,45,"1"""
166,T166,T166,Daisuke Maruyama,83,"8' 11""",1962.8329999999999,220,51,"3"""
167,T166,T166,Nick Watney,97,"8' 11""",2711.667,303,80,"1"""
168,T169,T169,Stuart Appleby,83,"8' 10""",2018.1670000000001,229,44,"5"""
169,T169,T169,John Daly,51,"8' 10""",1202.083,136,42,"2"""
170,T169,T169,Scott Gutschewski,53,"8' 10""",1301.083,147,47,"6"""
171,T169,T169,Peter Lonard,77,"8' 10""",1589.3329999999999,180,54,"4"""
172,T169,T169,Sean O'Hair,100,"8' 10""",2248.75,255,54,"2"""
173,T169,T169,Jesper Parnevik,84,"8' 10""",2206.583,249,36,"4"""
174,T169,T169,Rory Sabbatini,84,"8' 10""",1983.8329999999999,224,47,"3"""
175,T169,T169,Tiger Woods,55,"8' 10""",1513.9170000000001,171,43,"2"""
176,T177,T177,Alex Cejka,93,"8' 9""",2461.417,282,60,"2"""
177,T177,T177,Jeff Overton,95,"8' 9""",2510.5,286,51,"1"""
178,T177,T177,Omar Uresti,61,"8' 9""",1294.917,148,41,"3"""
179,T180,T180,Ernie Els,69,"8' 8""",1417.75,164,47,"2"""
180,T180,T180,Robert Garrigus,85,"8' 8""",2272.5,262,44,"2"""
181,T180,T180,J.B. Holmes,81,"8' 8""",1934.0829999999999,223,51,"5"""
182,T180,T180,Steve Lowery,99,"8' 8""",2347.167,271,49,"3"""
183,T180,T180,Brett Wetterich,82,"8' 8""",2410.167,278,52,"1"""
184,T185,T185,Lucas Glover,105,"8' 7""",2809.25,326,49,"1"""
185,T185,T185,Charley Hoffman,100,"8' 7""",2880.5,336,67,"3"""
186,T185,T185,Greg Owen,79,"8' 7""",1811.6670000000001,211,49,"3"""
187,T185,T185,Roger Tambellini,64,"8' 7""",1381.5829999999999,161,46,"2"""
188,T185,T185,Charles Warren,93,"8' 7""",2224.917,259,46,"2"""
189,190,190,Padraig Harrington,54,"8' 6""",1220.833,144,47,"10"""
190,191,191,Matt Hansen,68,"8' 5""",1511.5,180,33,"1"""
191,192,192,Kris Cox,83,"8' 4""",1965.9170000000001,237,51,"1"""
192,193,193,Bill Haas,99,"8' 3""",2361.417,285,75,"3"""
193,194,194,Chris Couch,75,"8' 0""",1871.8329999999999,233,45,"2"""
194,195,195,Phil Mickelson,74,"7' 10""",1575.4170000000001,202,50,"2"""
195,196,196,Bubba Watson,83,"7' 9""",2006.4170000000001,259,44,"1"""
