,3-Putt_Avoidance_RANK THIS WEEK,3-Putt_Avoidance_RANK LAST WEEK,3-Putt_Avoidance_PLAYER NAME,3-Putt_Avoidance_ROUNDS,3-Putt_Avoidance_%,3-Putt_Avoidance_TOTAL 3 PUTTS,3-Putt_Avoidance_TOTAL HOLES (OVERALL)
64,T64,T64,Charley Hoffman,100,2.83,50,1764
65,66,66,Duffy Waldorf,96,2.84,47,1656
66,67,67,Ian Leggatt,80,2.85,39,1368
67,T68,T68,Lucas Glover,105,2.86,52,1818
68,T68,T68,Corey Pavin,74,2.86,36,1260
69,70,70,Hidemichi Tanaka,74,2.89,38,1314
70,T71,T71,Greg Chalmers,71,2.9,35,1206
71,T71,T71,K.J. Choi,93,2.9,48,1656
72,T73,T73,Arjun Atwal,97,2.92,50,1710
73,T73,T73,Chris DiMarco,83,2.92,41,1404
74,T73,T73,Ryan Hietala,61,2.92,31,1062
75,T73,T73,Davis Love III,85,2.92,40,1368
76,77,77,Olin Browne,108,2.94,55,1872
77,78,78,Jeff Maggert,81,2.95,43,1458
78,79,79,Stephen Ames,63,2.96,33,1116
79,80,80,Ben Curtis,86,2.97,46,1548
80,T81,T81,Tommy Armour III,65,2.99,35,1170
81,T81,T81,D.A. Points,82,2.99,43,1440
82,83,83,Mark Wilson,79,3.0,41,1368
83,84,84,Kevin Sutherland,100,3.01,52,1728
84,85,85,Brett Quigley,109,3.02,57,1890
85,T86,T86,Brandt Jobe,91,3.03,48,1584
86,T86,T86,Vaughn Taylor,88,3.03,48,1584
87,88,88,Bart Bryant,87,3.04,47,1548
88,T89,T89,Bob May,65,3.05,34,1116
89,T89,T89,Jeff Overton,95,3.05,51,1674
90,T89,T89,Brett Wetterich,82,3.05,45,1476
91,T92,T92,Jerry Kelly,100,3.06,55,1800
92,T92,T92,David McKenzie,82,3.06,44,1440
93,T92,T92,Vijay Singh,103,3.06,55,1800
94,95,95,Fred Funk,106,3.07,58,1890
95,T96,T96,Bernhard Langer,77,3.09,40,1296
96,T96,T96,Arron Oberholser,82,3.09,44,1422
97,T98,T98,Alex Cejka,93,3.11,51,1638
98,T98,T98,Padraig Harrington,54,3.11,28,900
99,100,100,Billy Mayfair,94,3.13,53,1692
100,101,101,David Toms,76,3.14,39,1242
101,102,102,"John Engler, Jr.",69,3.15,38,1206
102,T103,T103,Tim Petrovic,95,3.17,52,1638
103,T103,T103,Tag Ridings,103,3.17,57,1800
104,105,105,Jason Schultz,77,3.19,43,1350
105,106,106,Craig Barlow,77,3.2,42,1314
106,T107,T107,Nathan Green,108,3.21,60,1872
107,T107,T107,Rory Sabbatini,84,3.21,48,1494
108,109,109,Todd Hamilton,72,3.24,42,1296
109,110,110,Jason Bohn,104,3.26,61,1872
110,T111,T111,Charles Warren,93,3.27,53,1620
111,T111,T111,Mike Weir,88,3.27,50,1530
112,113,113,Jon Mills,68,3.28,39,1188
113,T114,T114,David Duval,71,3.3,41,1242
114,T114,T114,Len Mattiace,59,3.3,35,1062
115,116,116,Tiger Woods,55,3.31,31,936
116,117,117,John Senden,96,3.35,56,1674
117,T118,T118,Kris Cox,83,3.36,49,1458
118,T118,T118,Kent Jones,103,3.36,61,1818
119,T120,T120,Jonathan Byrd,66,3.37,40,1188
120,T120,T120,Mathias Grönberg,92,3.37,54,1602
121,T120,T120,Kirk Triplett,58,3.37,34,1008
122,T123,T123,Billy Andrade,78,3.38,45,1332
123,T123,T123,Daisuke Maruyama,83,3.38,48,1422
124,T125,T125,Briny Baird,81,3.39,47,1386
125,T125,T125,Henrik Bjornstad,97,3.39,58,1710
126,T125,T125,Omar Uresti,61,3.39,36,1062
127,128,128,Paul Goydos,72,3.4,44,1296
128,T129,T129,Bubba Dickerson,98,3.41,59,1728
129,T129,T129,Troy Matteson,101,3.41,62,1818
130,131,131,Brian Bateman,69,3.42,40,1170
131,132,132,Bubba Watson,83,3.45,49,1422
132,133,133,David Howell,52,3.46,28,810
133,T134,T134,Joe Durant,101,3.47,63,1818
134,T134,T134,Tom Pernice Jr.,108,3.47,65,1872
135,136,136,Robert Damron,91,3.48,57,1638
136,137,137,Tim Herron,82,3.5,51,1458
137,138,138,David Branshaw,98,3.51,62,1764
138,T139,T139,Steve Jones,83,3.52,52,1476
139,T139,T139,Carl Pettersson,95,3.52,59,1674
140,141,141,Jeff Brehaut,100,3.53,61,1728
141,142,142,Bo Van Pelt,102,3.54,65,1836
142,143,143,Robert Gamez,94,3.55,60,1692
143,144,144,John Cook,67,3.57,43,1206
144,T145,T145,Chad Campbell,91,3.58,56,1566
145,T145,T145,Charles Howell III,96,3.58,60,1674
146,T145,T145,Camilo Villegas,95,3.58,60,1674
147,148,148,Tom Lehman,70,3.61,39,1080
148,149,149,Chris Couch,75,3.63,49,1350
149,150,150,Jeff Gove,91,3.64,57,1566
150,151,151,Peter Lonard,77,3.65,50,1368
151,152,152,Pat Perez,50,3.67,33,900
152,153,153,Dudley Hart,83,3.68,55,1494
153,154,154,D.J. Trahan,92,3.7,60,1620
154,T155,T155,Doug Barron,74,3.73,49,1314
155,T155,T155,Tim Clark,80,3.73,53,1422
156,T157,T157,Woody Austin,107,3.74,72,1926
157,T157,T157,Jerry Smith,94,3.74,62,1656
158,159,159,Rich Beem,85,3.75,56,1494
159,160,160,Joey Sindelar,90,3.77,61,1620
160,161,161,J.L. Lewis,57,3.8,39,1026
161,162,162,Paul Stankowski,70,3.81,48,1260
162,163,163,Alex Aragon,63,3.83,42,1098
163,164,164,Kenny Perry,73,3.86,50,1296
164,165,165,Lee Janzen,79,3.87,55,1422
165,T166,T166,Greg Owen,79,3.9,54,1386
166,T166,T166,Tjaart van der Walt,60,3.9,40,1026
167,168,168,Sean O'Hair,100,3.91,69,1764
168,169,169,Nick Watney,97,3.92,67,1710
169,170,170,Sergio Garcia,59,3.94,39,990
170,171,171,Brian Davis,92,3.95,64,1620
171,172,172,Hunter Mahan,98,3.97,70,1764
172,T173,T173,Robert Garrigus,85,4.02,60,1494
173,T173,T173,Ted Purdy,103,4.02,73,1818
174,175,175,Will MacKenzie,91,4.04,64,1584
175,176,176,Adam Scott,70,4.08,50,1224
176,177,177,Jonathan Kaye,95,4.11,68,1656
177,178,178,Steve Elkington,52,4.14,38,918
178,179,179,Chris Smith,67,4.23,51,1206
179,180,180,Jason Gore,86,4.3,65,1512
180,181,181,J.P. Hayes,55,4.34,43,990
181,182,182,Mike Sposa,68,4.36,51,1170
182,183,183,John Huston,74,4.4,57,1296
183,184,184,John Daly,51,4.54,40,882
184,185,185,Mathew Goggin,72,4.6,58,1260
185,T186,T186,James Driscoll,80,4.65,67,1440
186,T186,T186,Carlos Franco,86,4.65,72,1548
187,188,188,Roger Tambellini,64,4.74,52,1098
188,189,189,Michael Connell,51,4.75,41,864
189,190,190,Mark Calcavecchia,94,4.84,81,1674
190,191,191,Thomas Levet,53,5.01,46,918
191,192,192,Fred Couples,52,5.11,46,900
192,193,193,J.B. Holmes,81,5.19,72,1386
193,T194,T194,"Wes Short, Jr.",96,5.26,89,1692
194,T194,T194,Nicholas Thompson,96,5.26,88,1674
195,196,196,Matt Hansen,68,6.14,73,1188
