,Total_1_Putts_-__25_RANK THIS WEEK,Total_1_Putts_-__25_RANK LAST WEEK,Total_1_Putts_-__25_PLAYER NAME,Total_1_Putts_-__25_ROUNDS,Total_1_Putts_-__25_TOTAL,Total_1_Putts_-__25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-__25_PCT OF ALL 1-PUTTS
76,T73,T73,Stewart Cink,93,17,541,3.1
77,T73,T73,"John Engler, Jr.",69,17,429,4.0
78,T73,T73,Fred Funk,106,17,592,2.9
79,T73,T73,Lucas Glover,105,17,597,2.8
80,T73,T73,Ryuji Imada,105,17,614,2.8
81,T73,T73,Zach Johnson,98,17,528,3.2
82,T73,T73,Jeff Maggert,81,17,441,3.9
83,T73,T73,Shigeki Maruyama,94,17,604,2.8
84,T73,T73,Arron Oberholser,82,17,429,4.0
85,T73,T73,Jesper Parnevik,84,17,533,3.2
86,T73,T73,Joey Sindelar,90,17,492,3.5
87,T73,T73,Hidemichi Tanaka,74,17,444,3.8
88,T73,T73,Ron Whittaker,81,17,474,3.6
89,T90,T90,Eric Axley,91,16,573,2.8
90,T90,T90,David Duval,71,16,381,4.2
91,T90,T90,Trevor Immelman,86,16,505,3.2
92,T90,T90,Stephen Leaney,84,16,554,2.9
93,T90,T90,Sean O'Hair,100,16,525,3.0
94,T90,T90,Corey Pavin,74,16,390,4.1
95,T90,T90,Patrick Sheehan,104,16,602,2.7
96,T90,T90,Paul Stankowski,70,16,423,3.8
97,T98,T98,Billy Andrade,78,15,415,3.6
98,T98,T98,Woody Austin,107,15,688,2.2
99,T98,T98,Mark Calcavecchia,94,15,567,2.6
100,T98,T98,Greg Chalmers,71,15,425,3.5
101,T98,T98,Brian Davis,92,15,552,2.7
102,T98,T98,Bubba Dickerson,98,15,569,2.6
103,T98,T98,Harrison Frazar,95,15,562,2.7
104,T98,T98,Robert Gamez,94,15,568,2.6
105,T98,T98,J.B. Holmes,81,15,438,3.4
106,T98,T98,Freddie Jacobson,56,15,385,3.9
107,T98,T98,Davis Love III,85,15,407,3.7
108,T98,T98,Steve Lowery,99,15,576,2.6
109,T98,T98,Len Mattiace,59,15,388,3.9
110,T98,T98,Shaun Micheel,96,15,518,2.9
111,T98,T98,Jeff Overton,95,15,606,2.5
112,T98,T98,D.J. Trahan,92,15,533,2.8
113,T98,T98,Camilo Villegas,95,15,574,2.6
114,T115,T115,Rich Beem,85,14,446,3.1
115,T115,T115,Bart Bryant,87,14,455,3.1
116,T115,T115,Ben Crane,85,14,461,3.0
117,T115,T115,Robert Damron,91,14,589,2.4
118,T115,T115,Ernie Els,69,14,348,4.0
119,T115,T115,Paul Goydos,72,14,443,3.2
120,T115,T115,Todd Hamilton,72,14,408,3.4
121,T115,T115,Lee Janzen,79,14,489,2.9
122,T115,T115,Steve Jones,83,14,474,3.0
123,T115,T115,J.L. Lewis,57,14,356,3.9
124,T115,T115,Larry Mize,53,14,281,5.0
125,T115,T115,Greg Owen,79,14,416,3.4
126,T115,T115,Mike Sposa,68,14,416,3.4
127,T128,T128,Alex Aragon,63,13,396,3.3
128,T128,T128,Steve Elkington,52,13,295,4.4
129,T128,T128,Robert Garrigus,85,13,495,2.6
130,T128,T128,J.P. Hayes,55,13,382,3.4
131,T128,T128,Tim Herron,82,13,415,3.1
132,T128,T128,Charley Hoffman,100,13,624,2.1
133,T128,T128,Skip Kendall,72,13,416,3.1
134,T128,T128,Bernhard Langer,77,13,428,3.0
135,T128,T128,Tom Lehman,70,13,299,4.3
136,T128,T128,Adam Scott,70,13,348,3.7
137,T128,T128,Jeff Sluman,101,13,592,2.2
138,T128,T128,Nicholas Thompson,96,13,500,2.6
139,T128,T128,Tjaart van der Walt,60,13,370,3.5
140,T128,T128,Jimmy Walker,60,13,395,3.3
141,T142,T142,Michael Allen,84,12,540,2.2
142,T142,T142,Doug Barron,74,12,513,2.3
143,T142,T142,Mark Brooks,90,12,496,2.4
144,T142,T142,Tim Clark,80,12,422,2.8
145,T142,T142,John Cook,67,12,394,3.0
146,T142,T142,Jason Gore,86,12,502,2.4
147,T142,T142,David Howell,52,12,219,5.5
148,T142,T142,Greg Kraft,79,12,470,2.6
149,T142,T142,Geoff Ogilvy,76,12,384,3.1
150,T142,T142,José María Olazábal,62,12,266,4.5
151,T142,T142,Vance Veazey,59,12,375,3.2
152,T142,T142,Bubba Watson,83,12,482,2.5
153,T154,T154,Stuart Appleby,83,11,465,2.4
154,T154,T154,Alex Cejka,93,11,533,2.1
155,T154,T154,Luke Donald,66,11,324,3.4
156,T154,T154,Retief Goosen,68,11,330,3.3
157,T154,T154,Matt Hansen,68,11,391,2.8
158,T154,T154,Justin Leonard,83,11,454,2.4
159,T154,T154,Daisuke Maruyama,83,11,478,2.3
160,T154,T154,Ryan Moore,68,11,420,2.6
161,T154,T154,Mark O'Meara,52,11,274,4.0
162,T154,T154,"Wes Short, Jr.",96,11,586,1.9
163,T154,T154,Steve Stricker,64,11,397,2.8
164,T154,T154,Mike Weir,88,11,456,2.4
165,T154,T154,Tiger Woods,55,11,252,4.4
166,T167,T167,Tommy Armour III,65,10,379,2.6
167,T167,T167,Paul Azinger,87,10,587,1.7
168,T167,T167,Brian Bateman,69,10,402,2.5
169,T167,T167,Chris DiMarco,83,10,429,2.3
170,T167,T167,Danny Ellis,68,10,438,2.3
171,T167,T167,Sergio Garcia,59,10,260,3.8
172,T167,T167,Ian Leggatt,80,10,482,2.1
173,T167,T167,Jon Mills,68,10,353,2.8
174,T167,T167,Pat Perez,50,10,285,3.5
175,T167,T167,Ian Poulter,53,10,305,3.3
176,T167,T167,Kirk Triplett,58,10,356,2.8
177,T167,T167,Scott Verplank,88,10,497,2.0
178,T167,T167,Brett Wetterich,82,10,498,2.0
179,T180,T180,Michael Connell,51,9,274,3.3
180,T180,T180,Chris Couch,75,9,418,2.2
181,T180,T180,Scott Gutschewski,53,9,294,3.1
182,T180,T180,Padraig Harrington,54,9,282,3.2
183,T180,T180,Ryan Hietala,61,9,350,2.6
184,T180,T180,Phil Mickelson,74,9,346,2.6
185,T180,T180,Kenny Perry,73,9,371,2.4
186,T180,T180,Omar Uresti,61,9,339,2.7
187,T188,T188,Stephen Ames,63,8,318,2.5
188,T188,T188,Peter Lonard,77,8,437,1.8
189,T188,T188,Bob May,65,8,357,2.2
190,T188,T188,Rory Sabbatini,84,8,456,1.8
191,T188,T188,Roger Tambellini,64,8,334,2.4
192,T193,T193,Fred Couples,52,7,217,3.2
193,T193,T193,John Daly,51,7,298,2.3
194,T193,T193,Thomas Levet,53,7,307,2.3
195,196,196,Kris Cox,83,6,492,1.2
