,3-Putt_Avoidance__25_RANK THIS WEEK,3-Putt_Avoidance__25_RANK LAST WEEK,3-Putt_Avoidance__25_PLAYER NAME,3-Putt_Avoidance__25_ROUNDS,3-Putt_Avoidance__25_%,3-Putt_Avoidance__25_TOTAL 3 PUTTS,3-Putt_Avoidance__25_ATTEMPTS,3-Putt_Avoidance__25_2 PUTT OR BETTER %
59,60,60,Freddie Jacobson,56,8.81,20,227,91.1
60,T61,T61,Retief Goosen,68,8.82,15,170,91.1
61,T61,T61,Justin Rose,98,8.82,32,363,91.1
62,63,63,Briny Baird,81,8.83,28,317,91.1
63,64,64,"John Engler, Jr.",69,8.85,27,305,91.1
64,65,65,Steve Flesch,119,8.9,39,438,91.1
65,66,66,Shane Bertsch,104,8.92,33,370,91.0
66,67,67,Mike Weir,88,8.94,22,246,91.0
67,T68,T68,Bill Haas,99,8.96,32,357,91.0
68,T68,T68,J.L. Lewis,57,8.96,19,212,91.0
69,70,70,Phil Mickelson,74,8.98,15,167,91.0
70,71,71,Ryan Hietala,61,9.01,21,233,90.9
71,72,72,Bob Tway,81,9.03,28,310,90.9
72,T73,T73,Alex Cejka,93,9.06,25,276,90.9
73,T73,T73,Jeff Sluman,101,9.06,30,331,90.9
74,75,75,Mark Brooks,90,9.09,27,297,90.9
75,T76,T76,Lee Janzen,79,9.25,26,281,90.7
76,T76,T76,Duffy Waldorf,96,9.25,36,389,90.7
77,78,78,Todd Hamilton,72,9.29,21,226,90.7
78,79,79,Tommy Armour III,65,9.33,21,225,90.6
79,80,80,Scott Verplank,88,9.34,24,257,90.6
80,81,81,Ron Whittaker,81,9.37,31,331,90.6
81,82,82,Ryuji Imada,105,9.44,32,339,90.5
82,T83,T83,Kris Cox,83,9.46,30,317,90.5
83,T83,T83,D.J. Trahan,92,9.46,28,296,90.5
84,85,85,Kent Jones,103,9.47,36,380,90.5
85,T86,T86,Padraig Harrington,54,9.52,14,147,90.4
86,T86,T86,Camilo Villegas,95,9.52,32,336,90.4
87,88,88,Patrick Sheehan,104,9.62,35,364,90.3
88,T89,T89,Greg Chalmers,71,9.69,22,227,90.3
89,T89,T89,Jeff Maggert,81,9.69,28,289,90.3
90,91,91,Jon Mills,68,9.72,24,247,90.2
91,92,92,Dudley Hart,83,9.77,30,307,90.2
92,93,93,Kevin Sutherland,100,9.81,41,418,90.1
93,94,94,Nathan Green,108,9.83,40,407,90.1
94,95,95,Olin Browne,108,9.88,34,344,90.1
95,96,96,Joe Ogilvie,95,9.93,30,302,90.0
96,97,97,Trevor Immelman,86,9.94,33,332,90.0
97,98,98,Bart Bryant,87,9.97,32,321,90.0
98,T99,T99,Charles Howell III,96,10.0,39,390,90.0
99,T99,T99,D.A. Points,82,10.0,30,300,90.0
100,T99,T99,Ian Poulter,53,10.0,17,170,90.0
101,T99,T99,Tag Ridings,103,10.0,36,360,90.0
102,T103,T103,Stuart Appleby,83,10.08,26,258,89.9
103,T103,T103,Jeff Overton,95,10.08,38,377,89.9
104,105,105,Henrik Bjornstad,97,10.12,41,405,89.8
105,106,106,John Senden,96,10.13,38,375,89.8
106,107,107,Steve Lowery,99,10.14,37,365,89.8
107,108,108,Troy Matteson,101,10.15,40,394,89.8
108,109,109,David Toms,76,10.16,25,246,89.8
109,110,110,Fred Funk,106,10.21,34,333,89.7
110,111,111,Stephen Ames,63,10.22,19,186,89.7
111,112,112,Jason Schultz,77,10.25,33,322,89.7
112,113,113,Heath Slocum,96,10.26,36,351,89.7
113,114,114,Jerry Kelly,100,10.28,37,360,89.7
114,115,115,Mathias Grönberg,92,10.3,34,330,89.7
115,116,116,Ian Leggatt,80,10.33,28,271,89.6
116,117,117,Chris Riley,86,10.34,30,290,89.6
117,118,118,Vijay Singh,103,10.39,35,337,89.6
118,119,119,Jonathan Byrd,66,10.42,25,240,89.5
119,T120,T120,Daisuke Maruyama,83,10.49,32,305,89.5
120,T120,T120,Brett Wetterich,82,10.49,30,286,89.5
121,122,122,Tim Herron,82,10.5,25,238,89.5
122,123,123,Tjaart van der Walt,60,10.53,26,247,89.4
123,124,124,Bernhard Langer,77,10.55,27,256,89.4
124,125,125,Luke Donald,66,10.58,20,189,89.4
125,T126,T126,Joe Durant,101,10.61,42,396,89.3
126,T126,T126,Bubba Watson,83,10.61,33,311,89.3
127,128,128,Ted Purdy,103,10.63,37,348,89.3
128,129,129,Steve Elkington,52,10.71,24,224,89.2
129,T130,T130,Jason Bohn,104,10.78,43,399,89.2
130,T130,T130,Jeff Brehaut,100,10.78,43,399,89.2
131,T130,T130,Steve Jones,83,10.78,33,306,89.2
132,133,133,Rich Beem,85,10.81,28,259,89.1
133,134,134,Shigeki Maruyama,94,10.86,34,313,89.1
134,135,135,Rory Sabbatini,84,10.89,28,257,89.1
135,136,136,Charles Warren,93,10.9,41,376,89.1
136,137,137,Chris DiMarco,83,10.93,27,247,89.0
137,138,138,Billy Andrade,78,10.94,28,256,89.0
138,T139,T139,Carl Pettersson,95,10.95,37,338,89.0
139,T139,T139,Bo Van Pelt,102,10.95,44,402,89.0
140,141,141,Vaughn Taylor,88,11.01,36,327,88.9
141,142,142,Jeff Gove,91,11.14,43,386,88.8
142,143,143,Woody Austin,107,11.24,39,347,88.7
143,144,144,Robert Damron,91,11.25,36,320,88.7
144,145,145,Geoff Ogilvy,76,11.31,25,221,88.6
145,146,146,Adam Scott,70,11.32,24,212,88.6
146,147,147,Roger Tambellini,64,11.36,31,273,88.6
147,148,148,Hunter Mahan,98,11.5,46,400,88.5
148,149,149,Chris Couch,75,11.56,37,320,88.4
149,150,150,Pat Perez,50,11.63,20,172,88.3
150,T151,T151,Mark Calcavecchia,94,11.7,40,342,88.3
151,T151,T151,Paul Stankowski,70,11.7,33,282,88.3
152,T153,T153,Bubba Dickerson,98,11.71,41,350,88.2
153,T153,T153,Tom Lehman,70,11.71,24,205,88.2
154,155,155,Robert Gamez,94,11.73,36,307,88.2
155,156,156,Kenny Perry,73,11.74,29,247,88.2
156,T157,T157,Alex Aragon,63,11.76,26,221,88.2
157,T157,T157,Brian Bateman,69,11.76,30,255,88.2
158,159,159,David Duval,71,11.79,25,212,88.2
159,160,160,Len Mattiace,59,11.95,27,226,88.0
160,161,161,Bob May,65,12.0,24,200,88.0
161,162,162,Greg Owen,79,12.01,34,283,87.9
162,163,163,Sean O'Hair,100,12.06,41,340,87.9
163,164,164,Will MacKenzie,91,12.12,44,363,87.8
164,165,165,Doug Barron,74,12.13,33,272,87.8
165,166,166,Tom Pernice Jr.,108,12.16,45,370,87.8
166,167,167,Jerry Smith,94,12.25,43,351,87.7
167,168,168,Jonathan Kaye,95,12.29,50,407,87.7
168,T169,T169,Craig Barlow,77,12.35,30,243,87.6
169,T169,T169,Paul Goydos,72,12.35,31,251,87.6
170,171,171,Arron Oberholser,82,12.37,35,283,87.6
171,172,172,John Cook,67,12.39,29,234,87.6
172,173,173,David Branshaw,98,12.53,49,391,87.4
173,174,174,James Driscoll,80,12.8,48,375,87.2
174,175,175,John Huston,74,12.93,34,263,87.0
175,T176,T176,Carlos Franco,86,13.01,48,369,86.9
176,T176,T176,J.B. Holmes,81,13.01,38,292,86.9
177,178,178,Brian Davis,92,13.02,41,315,86.9
178,179,179,Peter Lonard,77,13.03,37,284,86.9
179,180,180,Mathew Goggin,72,13.04,39,299,86.9
180,181,181,Jason Gore,86,13.16,40,304,86.8
181,182,182,Michael Connell,51,13.26,24,181,86.7
182,183,183,Thomas Levet,53,13.36,29,217,86.6
183,184,184,Chris Smith,67,13.46,44,327,86.5
184,185,185,Nick Watney,97,13.55,53,391,86.4
185,186,186,Joey Sindelar,90,13.62,47,345,86.3
186,187,187,Omar Uresti,61,13.68,26,190,86.3
187,188,188,Mike Sposa,68,13.85,36,260,86.1
188,189,189,J.P. Hayes,55,14.29,28,196,85.7
189,190,190,Robert Garrigus,85,14.34,41,286,85.6
190,191,191,Fred Couples,52,14.47,22,152,85.5
191,192,192,Nicholas Thompson,96,15.11,50,331,84.8
192,193,193,Sergio Garcia,59,15.43,27,175,84.5
193,194,194,"Wes Short, Jr.",96,15.6,56,359,84.4
194,195,195,Matt Hansen,68,15.97,42,263,84.0
195,196,196,John Daly,51,17.9,29,162,82.1
