,Average_Distance_of_Eagle_putts_made_RANK THIS WEEK,Average_Distance_of_Eagle_putts_made_RANK LAST WEEK,Average_Distance_of_Eagle_putts_made_PLAYER NAME,Average_Distance_of_Eagle_putts_made_ROUNDS,Average_Distance_of_Eagle_putts_made_AVG,Average_Distance_of_Eagle_putts_made_TOT DIST (FT),Average_Distance_of_Eagle_putts_made_TOT EAGLES PUTTS MADE.,Average_Distance_of_Eagle_putts_made_LONGEST MADE (FT),Average_Distance_of_Eagle_putts_made_SHORTEST MADE (FT)
82,T81,T81,Bernhard Langer,77,"17' 2""",68.5,4,29,3
83,T84,T84,Craig Barlow,77,"17' 1""",102.5,6,25,8
84,T84,T84,Bob Tway,81,"17' 1""",34.083,2,30,5
85,T86,T86,Ben Crane,85,"16' 10""",16.833,1,17,17
86,T86,T86,Harrison Frazar,95,"16' 10""",100.917,6,26,3
87,T86,T86,Frank Lickliter II,99,"16' 10""",84.083,5,31,6
88,89,89,Larry Mize,53,"16' 9""",16.75,1,17,17
89,90,90,Corey Pavin,74,"16' 8""",16.667,1,17,17
90,T91,T91,Nathan Green,108,"16' 7""",66.167,4,28,4
91,T91,T91,Will MacKenzie,91,"16' 7""",99.583,6,52,4
92,T93,T93,Dudley Hart,83,"16' 6""",65.833,4,30,2
93,T93,T93,Phil Mickelson,74,"16' 6""",99.0,6,53,4
94,T95,T95,Brian Bateman,69,"16' 3""",32.5,2,19,14
95,T95,T95,Kris Cox,83,"16' 3""",113.5,7,32,8
96,T95,T95,D.J. Trahan,92,"16' 3""",48.75,3,20,11
97,T98,T98,John Huston,74,"16' 2""",48.5,3,28,3
98,T98,T98,Brett Quigley,109,"16' 2""",96.833,6,37,4
99,100,100,Chris DiMarco,83,"16' 1""",32.167,2,24,8
100,T101,T101,James Driscoll,80,"15' 11""",79.417,5,33,6
101,T101,T101,Scott Gutschewski,53,"15' 11""",79.75,5,27,10
102,103,103,Scott Verplank,88,"15' 10""",31.666999999999998,2,23,9
103,104,104,Brian Davis,92,"15' 8""",31.333000000000002,2,23,9
104,105,105,Paul Stankowski,70,"15' 7""",62.167,4,24,9
105,106,106,Henrik Bjornstad,97,"15' 6""",93.083,6,44,5
106,107,107,Jason Bohn,104,"15' 5""",76.917,5,32,5
107,108,108,Retief Goosen,68,"15' 3""",45.667,3,25,5
108,109,109,Bill Haas,99,"15' 2""",75.667,5,24,8
109,T110,T110,Thomas Levet,53,"15' 1""",15.083,1,15,15
110,T110,T110,Sean O'Hair,100,"15' 1""",75.583,5,20,6
111,112,112,Vaughn Taylor,88,"15' 0""",45.083,3,23,8
112,113,113,D.A. Points,82,"14' 7""",58.417,4,25,7
113,114,114,Jeff Overton,95,"14' 6""",43.417,3,20,6
114,115,115,Geoff Ogilvy,76,"14' 5""",86.667,6,23,"5"""
115,116,116,Ian Leggatt,80,"14' 4""",43.0,3,26,3
116,117,117,Nick Watney,97,"14' 1""",84.583,6,26,8
117,T118,T118,Rich Beem,85,"13' 9""",55.0,4,26,6
118,T118,T118,Brett Wetterich,82,"13' 9""",96.417,7,31,6
119,120,120,Stewart Cink,93,"13' 8""",40.917,3,18,11
120,121,121,Zach Johnson,98,"13' 6""",54.0,4,18,10
121,122,122,Robert Allenby,79,"13' 5""",120.5,9,37,2
122,T123,T123,Richard Johnson,94,"13' 3""",26.5,2,18,9
123,T123,T123,Roger Tambellini,64,"13' 3""",26.416999999999998,2,17,9
124,125,125,Kenny Perry,73,"13' 2""",26.25,2,16,11
125,126,126,Jason Schultz,77,"13' 1""",13.083,1,13,13
126,127,127,Eric Axley,91,"13' 0""",64.917,5,24,2
127,T128,T128,J.L. Lewis,57,"12' 11""",12.917,1,13,13
128,T128,T128,Jesper Parnevik,84,"12' 11""",103.083,8,22,4
129,130,130,Joey Sindelar,90,"12' 9""",51.083,4,27,3
130,131,131,Tim Herron,82,"12' 8""",38.083,3,16,7
131,132,132,Charles Howell III,96,"12' 5""",37.25,3,20,5
132,133,133,Adam Scott,70,"12' 4""",49.167,4,24,2
133,134,134,Luke Donald,66,"12' 2""",24.25,2,19,5
134,T135,T135,Daniel Chopra,110,"12' 0""",120.0,10,25,4
135,T135,T135,Bubba Dickerson,98,"12' 0""",35.917,3,22,7
136,T137,T137,Michael Allen,84,"11' 10""",59.25,5,19,7
137,T137,T137,John Cook,67,"11' 10""",23.583000000000002,2,17,6
138,139,139,John Senden,96,"11' 9""",70.667,6,26,4
139,T140,T140,Mark Calcavecchia,94,"11' 8""",23.25,2,12,11
140,T140,T140,Joe Durant,101,"11' 8""",70.0,6,26,2
141,T142,T142,Charley Hoffman,100,"11' 7""",92.667,8,24,6
142,T142,T142,Justin Leonard,83,"11' 7""",23.166999999999998,2,12,11
143,144,144,Trevor Immelman,86,"10' 11""",76.25,7,26,3
144,145,145,David Toms,76,"10' 10""",54.25,5,24,"2"""
145,T146,T146,Stephen Ames,63,"10' 9""",53.667,5,38,3
146,T146,T146,Woody Austin,107,"10' 9""",53.583,5,21,2
147,148,148,Jason Gore,86,"10' 7""",95.417,9,20,2
148,149,149,John Rollins,93,"10' 5""",83.5,8,32,3
149,150,150,Patrick Sheehan,104,"10' 2""",60.75,6,20,"9"""
150,151,151,Nicholas Thompson,96,"9' 10""",49.167,5,20,4
151,152,152,"Wes Short, Jr.",96,"9' 9""",29.166999999999998,3,11,7
152,T153,T153,Olin Browne,108,"9' 7""",19.167,2,15,4
153,T153,T153,Arron Oberholser,82,"9' 7""",38.417,4,18,2
154,T155,T155,Bart Bryant,87,"9' 5""",28.166999999999998,3,15,2
155,T155,T155,Tim Clark,80,"9' 5""",9.417,1,9,9
156,T155,T155,"John Engler, Jr.",69,"9' 5""",18.75,2,14,5
157,T155,T155,Ryan Hietala,61,"9' 5""",28.166999999999998,3,14,7
158,T155,T155,Hunter Mahan,98,"9' 5""",28.166999999999998,3,11,6
159,T155,T155,Jimmy Walker,60,"9' 5""",9.417,1,9,9
160,161,161,Brad Faxon,78,"9' 4""",18.583,2,11,8
161,162,162,Brian Gay,107,"9' 1""",18.083,2,13,6
162,T163,T163,David Branshaw,98,"8' 10""",44.25,5,15,3
163,T163,T163,Fred Couples,52,"8' 10""",26.5,3,13,6
164,165,165,Matt Hansen,68,"8' 7""",25.666999999999998,3,12,3
165,T166,T166,Pat Perez,50,"8' 5""",16.833,2,10,7
166,T166,T166,Bubba Watson,83,"8' 5""",67.25,8,24,"2"""
167,168,168,Aaron Baddeley,78,"8' 4""",33.333,4,13,3
168,169,169,Michael Connell,51,"8' 3""",16.417,2,11,6
169,170,170,Robert Damron,91,"8' 2""",16.25,2,14,3
170,T171,T171,Jeff Gove,91,"8' 1""",16.083,2,10,6
171,T171,T171,Stephen Leaney,84,"8' 1""",8.083,1,8,8
172,173,173,Sergio Garcia,59,"7' 9""",23.166999999999998,3,9,6
173,174,174,Marco Dawson,87,"7' 7""",22.75,3,17,"4"""
174,175,175,Lee Janzen,79,"7' 3""",7.25,1,7,7
175,176,176,Tommy Armour III,65,"6' 11""",6.917000000000001,1,7,7
176,177,177,Ryuji Imada,105,"6' 10""",20.5,3,9,3
177,178,178,Camilo Villegas,95,"6' 5""",51.5,8,12,2
178,179,179,Steve Stricker,64,"4' 5""",8.75,2,6,3
179,180,180,Todd Fischer,101,"3' 10""",3.833,1,4,4
180,181,181,Stuart Appleby,83,"3' 5""",3.417,1,3,3
181,T182,T182,Steve Jones,83,"3' 4""",3.333,1,3,3
182,T182,T182,Omar Uresti,61,"3' 4""",3.333,1,3,3
183,T182,T182,Ron Whittaker,81,"3' 4""",3.333,1,3,3
184,T185,T185,Mark Brooks,90,"2' 6""",2.5,1,3,3
185,T185,T185,Jon Mills,68,"2' 6""",2.5,1,3,3
