,Bonus_Putting_RANK THIS WEEK,Bonus_Putting_RANK LAST WEEK,Bonus_Putting_PLAYER NAME,Bonus_Putting_ROUNDS,Bonus_Putting_VALUE,Bonus_Putting_ATTEMPTS(<= 5'),Bonus_Putting_TOT MADE (>=20'),Bonus_Putting_TOT MADE (<= 5')
40,41,41,Retief Goosen,68,100.31,648,21,629
41,42,42,Harrison Frazar,95,100.29,1049,31,1021
42,T43,T43,J.L. Lewis,57,100.28,703,24,681
43,T43,T43,Vaughn Taylor,88,100.28,1070,44,1029
44,45,45,Mathias Grönberg,92,100.26,1136,45,1094
45,46,46,Len Mattiace,59,100.14,732,29,704
46,47,47,Freddie Jacobson,56,100.13,760,27,734
47,48,48,Ryan Moore,68,100.12,801,25,777
48,49,49,Stuart Appleby,83,100.11,892,30,863
49,T50,T50,David McKenzie,82,100.1,978,46,933
50,T50,T50,Jesper Parnevik,84,100.1,1015,32,984
51,T50,T50,D.A. Points,82,100.1,1018,38,981
52,53,53,Olin Browne,108,100.09,1173,40,1134
53,T54,T54,Todd Hamilton,72,100.0,804,28,776
54,T54,T54,Davis Love III,85,100.0,785,30,755
55,T54,T54,Jason Schultz,77,100.0,950,33,917
56,T54,T54,Duffy Waldorf,96,100.0,1189,38,1151
57,58,58,John Rollins,93,99.91,1076,35,1040
58,59,59,Briny Baird,81,99.9,997,33,963
59,60,60,David Duval,71,99.86,737,28,708
60,61,61,Stephen Leaney,84,99.82,1094,31,1061
61,62,62,Carl Pettersson,95,99.81,1038,31,1005
62,T63,T63,Henrik Bjornstad,97,99.76,1260,38,1219
63,T63,T63,Danny Ellis,68,99.76,838,22,814
64,65,65,Jonathan Byrd,66,99.74,756,31,723
65,66,66,J.P. Hayes,55,99.71,688,26,660
66,67,67,Todd Fischer,101,99.68,1256,37,1215
67,T68,T68,Jeff Brehaut,100,99.67,1227,37,1186
68,T68,T68,Fred Funk,106,99.67,1209,37,1168
69,T68,T68,Justin Rose,98,99.67,1228,34,1190
70,71,71,Jeff Sluman,101,99.66,1174,37,1133
71,72,72,Mark Wilson,79,99.61,1034,44,986
72,T73,T73,Hunter Mahan,98,99.6,1255,43,1207
73,T73,T73,Tag Ridings,103,99.6,1248,34,1209
74,T75,T75,Steve Flesch,119,99.59,1468,50,1412
75,T75,T75,Vijay Singh,103,99.59,1207,38,1164
76,77,77,Jeff Maggert,81,99.58,944,28,912
77,78,78,Patrick Sheehan,104,99.53,1270,36,1228
78,79,79,Michael Allen,84,99.5,1008,26,977
79,80,80,Luke Donald,66,99.49,594,19,572
80,81,81,Ted Purdy,103,99.47,1126,46,1074
81,82,82,Padraig Harrington,54,99.45,546,14,529
82,83,83,David Branshaw,98,99.44,1248,32,1209
83,84,84,Bart Bryant,87,99.41,1017,23,988
84,85,85,Billy Mayfair,94,99.37,1117,35,1075
85,86,86,Bob Estes,85,99.35,1070,32,1031
86,87,87,Stephen Ames,63,99.34,608,21,583
87,88,88,Frank Lickliter II,99,99.33,1196,40,1148
88,89,89,Ryan Hietala,61,99.32,736,14,717
89,90,90,Charles Howell III,96,99.31,1152,33,1111
90,91,91,Brian Davis,92,99.3,1142,31,1103
91,92,92,Brandt Jobe,91,99.29,989,34,948
92,93,93,Bernhard Langer,77,99.28,832,24,802
93,T94,T94,Scott Gutschewski,53,99.22,640,13,622
94,T94,T94,Bo Van Pelt,102,99.22,1283,37,1236
95,96,96,Troy Matteson,101,99.2,1257,44,1203
96,T97,T97,Shaun Micheel,96,99.19,1111,25,1077
97,T97,T97,Chris Riley,86,99.19,982,43,931
98,T97,T97,Adam Scott,70,99.19,745,30,709
99,100,100,Hidemichi Tanaka,74,99.17,963,34,921
100,101,101,Bill Haas,99,99.15,1288,31,1246
101,102,102,Phil Mickelson,74,99.12,681,17,658
102,103,103,Steve Elkington,52,99.11,676,26,644
103,104,104,Steve Jones,83,99.09,992,30,953
104,105,105,Jason Gore,86,99.08,979,25,945
105,106,106,Tim Petrovic,95,99.07,1179,43,1125
106,107,107,Ryuji Imada,105,99.04,1244,33,1199
107,108,108,Ian Leggatt,80,99.01,1007,22,975
108,109,109,Zach Johnson,98,98.99,1092,26,1055
109,110,110,Kenny Perry,73,98.96,868,23,836
110,T111,T111,Mathew Goggin,72,98.94,849,32,808
111,T111,T111,Tjaart van der Walt,60,98.94,756,21,727
112,113,113,Tommy Armour III,65,98.93,746,21,717
113,T114,T114,Craig Barlow,77,98.92,834,33,792
114,T114,T114,Lucas Glover,105,98.92,1209,29,1167
115,T116,T116,Rich Beem,85,98.91,921,26,885
116,T116,T116,Mike Sposa,68,98.91,829,26,794
117,118,118,Robert Gamez,94,98.89,1167,32,1122
118,119,119,Chris DiMarco,83,98.86,878,22,846
119,120,120,Paul Azinger,87,98.85,1131,25,1093
120,121,121,Dudley Hart,83,98.83,1027,31,984
121,122,122,Daisuke Maruyama,83,98.81,1010,29,969
122,T123,T123,Eric Axley,91,98.75,1117,26,1077
123,T123,T123,Shane Bertsch,104,98.75,1283,31,1236
124,125,125,Greg Kraft,79,98.74,956,23,921
125,126,126,Kent Jones,103,98.7,1232,44,1172
126,T127,T127,Kevin Sutherland,100,98.66,1264,35,1212
127,T127,T127,Scott Verplank,88,98.66,971,19,939
128,129,129,Chad Campbell,91,98.65,966,23,930
129,T130,T130,Doug Barron,74,98.64,956,22,921
130,T130,T130,Justin Leonard,83,98.64,958,20,925
131,T132,T132,Joe Ogilvie,95,98.63,1098,28,1055
132,T132,T132,Charles Warren,93,98.63,1171,27,1128
133,T134,T134,Jason Bohn,104,98.6,1282,28,1236
134,T134,T134,Jeff Overton,95,98.6,1211,28,1166
135,136,136,Charley Hoffman,100,98.56,1253,29,1206
136,137,137,Sean O'Hair,100,98.55,1103,30,1057
137,138,138,Ron Whittaker,81,98.53,1022,27,980
138,139,139,James Driscoll,80,98.51,1074,37,1021
139,140,140,Paul Stankowski,70,98.49,925,29,882
140,141,141,Bob Tway,81,98.47,979,33,931
141,142,142,Brett Wetterich,82,98.46,1042,22,1004
142,T143,T143,Bob May,65,98.45,772,17,743
143,T143,T143,Greg Owen,79,98.45,903,21,868
144,T145,T145,Robert Garrigus,85,98.39,1054,29,1008
145,T145,T145,Nick Watney,97,98.39,1244,35,1189
146,147,147,D.J. Trahan,92,98.34,1084,36,1030
147,148,148,Tim Clark,80,98.29,817,25,778
148,149,149,"John Engler, Jr.",69,98.26,920,24,880
149,150,150,Rory Sabbatini,84,98.24,909,21,872
150,151,151,Greg Chalmers,71,98.23,792,24,754
151,152,152,Mike Weir,88,98.22,899,21,862
152,T153,T153,Mark Brooks,90,98.19,1108,25,1063
153,T153,T153,Bubba Watson,83,98.19,1052,22,1011
154,155,155,Steve Lowery,99,98.18,1209,29,1158
155,156,156,Woody Austin,107,98.17,1311,37,1250
156,157,157,Jon Mills,68,98.15,812,25,772
157,158,158,Skip Kendall,72,98.1,842,18,808
158,159,159,Will MacKenzie,91,98.08,1094,32,1041
159,160,160,Jerry Kelly,100,98.07,1193,30,1140
160,161,161,Jeff Gove,91,98.02,1212,30,1158
161,162,162,Brian Bateman,69,98.01,856,22,817
162,163,163,John Senden,96,98.0,1150,30,1097
163,164,164,Arjun Atwal,97,97.94,1164,35,1105
164,165,165,Carlos Franco,86,97.92,1152,42,1086
165,166,166,Jonathan Kaye,95,97.91,1294,30,1237
166,167,167,Bubba Dickerson,98,97.89,1234,28,1180
167,T168,T168,Fred Couples,52,97.85,466,14,442
168,T168,T168,Peter Lonard,77,97.85,979,16,942
169,170,170,Kris Cox,83,97.79,1039,25,991
170,171,171,Paul Goydos,72,97.76,938,26,891
171,172,172,Mark Calcavecchia,94,97.73,1145,26,1093
172,173,173,J.B. Holmes,81,97.7,915,32,862
173,174,174,Michael Connell,51,97.56,615,19,581
174,175,175,Jerry Smith,94,97.55,1222,35,1157
175,176,176,"Wes Short, Jr.",96,97.52,1208,32,1146
176,177,177,John Daly,51,97.51,602,18,569
177,178,178,Robert Damron,91,97.49,1194,21,1143
178,179,179,Billy Andrade,78,97.38,879,24,832
179,180,180,Sergio Garcia,59,97.35,565,13,537
180,181,181,Kirk Triplett,58,97.33,712,17,676
181,182,182,Lee Janzen,79,97.29,997,24,946
182,183,183,Joe Durant,101,97.25,1419,33,1347
183,184,184,Roger Tambellini,64,97.21,788,18,748
184,185,185,Joey Sindelar,90,97.19,1137,26,1079
185,186,186,John Huston,74,97.16,915,27,862
186,187,187,Camilo Villegas,95,97.1,1206,28,1143
187,188,188,Thomas Levet,53,96.99,731,21,688
188,189,189,Chris Couch,75,96.95,983,16,937
189,190,190,Alex Aragon,63,96.91,776,22,730
190,191,191,Tim Herron,82,96.84,919,23,867
191,192,192,Alex Cejka,93,96.69,1180,22,1119
192,193,193,Omar Uresti,61,96.61,767,17,724
193,194,194,Matt Hansen,68,96.22,873,15,825
194,195,195,Nicholas Thompson,96,96.15,1169,25,1099
195,196,196,Pat Perez,50,95.62,616,17,572
