,Approaches_Left_Rough_RTP_Score_RANK THIS WEEK,Approaches_Left_Rough_RTP_Score_RANK LAST WEEK,Approaches_Left_Rough_RTP_Score_PLAYER NAME,Approaches_Left_Rough_RTP_Score_ROUNDS,Approaches_Left_Rough_RTP_Score_AVG RTP
95,96,96,Ian Leggatt,71,+.151
96,97,97,Joey Sindelar,93,+.152
97,98,98,Jason Buha,61,+.153
98,99,99,Mike Sposa,72,+.157
99,T100,T100,Heath Slocum,101,+.158
100,T100,T100,Jeff Sluman,106,+.158
101,T102,T102,Kenneth Staton,59,+.159
102,T102,T102,Scott Verplank,97,+.159
103,T104,T104,Cameron Beckman,86,+.160
104,T104,T104,Tom Byrum,97,+.160
105,T104,T104,Billy Mayfair,105,+.160
106,T104,T104,Paul Stankowski,67,+.160
107,T108,T108,Olin Browne,113,+.164
108,T108,T108,Joe Durant,96,+.164
109,T108,T108,Hidemichi Tanaka,112,+.164
110,111,111,Hal Sutton,81,+.165
111,T112,T112,Steven Alker,87,+.167
112,T112,T112,Chris DiMarco,98,+.167
113,T112,T112,Brad Faxon,97,+.167
114,115,115,Davis Love III,85,+.169
115,T116,T116,Glen Day,103,+.172
116,T116,T116,Dicky Pride,73,+.172
117,118,118,Peter Lonard,96,+.173
118,T119,T119,Mike Heinen,89,+.176
119,T119,T119,Bernhard Langer,65,+.176
120,121,121,Vance Veazey,66,+.177
121,T122,T122,John Maginnes,87,+.178
122,T122,T122,Jay Williamson,93,+.178
123,124,124,Rocco Mediate,80,+.179
124,125,125,Brett Quigley,92,+.180
125,126,126,Rod Pampling,87,+.182
126,127,127,Jonathan Kaye,91,+.185
127,128,128,Greg Chalmers,98,+.187
128,T129,T129,John Morgan,81,+.190
129,T129,T129,"Dave Stockton, Jr.",79,+.190
130,131,131,Darron Stiles,93,+.192
131,132,132,Adam Scott,52,+.196
132,133,133,J.J. Henry,100,+.198
133,134,134,Billy Andrade,100,+.202
134,135,135,José Coceres,62,+.204
135,T136,T136,Rich Beem,80,+.206
136,T136,T136,Todd Fischer,97,+.206
137,T136,T136,Dudley Hart,66,+.206
138,T136,T136,J.L. Lewis,99,+.206
139,140,140,Jason Gore,83,+.207
140,141,141,Carl Paulson,101,+.208
141,142,142,Robert Damron,96,+.209
142,143,143,Jeff Brehaut,110,+.212
143,144,144,Jerry Kelly,108,+.213
144,145,145,Robert Gamez,114,+.218
145,146,146,Frank Lickliter II,94,+.219
146,T147,T147,Doug Barron,90,+.220
147,T147,T147,Esteban Toledo,109,+.220
148,T149,T149,Fred Funk,112,+.222
149,T149,T149,Kenichi Kuboya,91,+.222
150,151,151,Jonathan Byrd,101,+.223
151,T152,T152,Notah Begay III,92,+.225
152,T152,T152,Peter Jacobsen,75,+.225
153,T152,T152,Lee Janzen,83,+.225
154,155,155,Tim Herron,102,+.226
155,156,156,Aaron Barber,94,+.229
156,T157,T157,Jeff Maggert,81,+.231
157,T157,T157,Gene Sauers,87,+.231
158,T157,T157,Chris Smith,92,+.231
159,160,160,Tim Clark,79,+.233
160,161,161,John Rollins,89,+.234
161,T162,T162,K.J. Choi,112,+.250
162,T162,T162,Shaun Micheel,97,+.250
163,T162,T162,Craig Perks,82,+.250
164,T162,T162,Rory Sabbatini,95,+.250
165,166,166,Jim Carter,95,+.254
166,T167,T167,Craig Barlow,95,+.258
167,T167,T167,Jeff Klein,60,+.258
168,169,169,Matt Kuchar,63,+.265
169,T170,T170,Paul Goydos,86,+.268
170,T170,T170,J.P. Hayes,79,+.268
171,T172,T172,Todd Barranger,78,+.274
172,T172,T172,Ben Curtis,69,+.274
173,T172,T172,Richard Johnson,89,+.274
174,175,175,Brent Schwarzrock,60,+.279
175,176,176,Garrett Willis,97,+.280
176,177,177,Ben Crane,94,+.283
177,178,178,Bob Burns,88,+.287
178,179,179,Gavin Coles,69,+.292
179,180,180,Jay Don Blake,77,+.298
180,181,181,Jay Haas,89,+.312
181,182,182,Luke Donald,88,+.316
182,183,183,Anthony Painter,87,+.319
183,184,184,Michael Clark II,54,+.328
184,185,185,Glen Hnatiuk,92,+.329
185,186,186,Pat Perez,95,+.330
186,187,187,Mike Grob,83,+.333
187,188,188,Akio Sadakata,83,+.351
188,189,189,Joel Edwards,60,+.368
189,190,190,Kaname Yokoo,56,+.386
