,Rough_Proximity_RANK THIS WEEK,Rough_Proximity_RANK LAST WEEK,Rough_Proximity_PLAYER NAME,Rough_Proximity_ROUNDS,Rough_Proximity_AVG,Rough_Proximity_TOTAL DISTANCE (INCHES),Rough_Proximity_ATTEMPTS,Rough_Proximity_TOTAL DISTANCE (FEET),Rough_Proximity_RELATIVE TO PAR
131,132,132,Scott Laycock,71,"46' 0""",105433,191,8786.083,29.0
132,T133,T133,Andy Miller,75,"46' 1""",119359,216,9946.583,30.0
133,T133,T133,Bob Tway,89,"46' 1""",128733,233,10727.75,29.0
134,T135,T135,Cliff Kresge,102,"46' 2""",131396,237,10949.667,24.0
135,T135,T135,Jesper Parnevik,102,"46' 2""",132889,240,11074.083,38.0
136,T137,T137,Steve Allan,53,"46' 3""",90410,163,7534.1669999999995,23.0
137,T137,T137,Todd Fischer,97,"46' 3""",144338,260,12028.167,54.0
138,T137,T137,Matt Gogel,77,"46' 3""",91056,164,7588.0,34.0
139,T137,T137,Matt Kuchar,63,"46' 3""",84391,152,7032.5830000000005,39.0
140,T137,T137,Anthony Painter,87,"46' 3""",139752,252,11646.0,54.0
141,T142,T142,K.J. Choi,112,"46' 4""",152784,275,12732.0,59.0
142,T142,T142,Tim Herron,102,"46' 4""",140094,252,11674.5,45.0
143,T142,T142,Peter Jacobsen,75,"46' 4""",81150,146,6762.5,30.0
144,T145,T145,Fred Funk,112,"46' 5""",92511,166,7709.25,31.0
145,T145,T145,Akio Sadakata,83,"46' 5""",114264,205,9522.0,56.0
146,T145,T145,John Senden,111,"46' 5""",148264,266,12355.333,22.0
147,T148,T148,J.J. Henry,100,"46' 6""",137322,246,11443.5,44.0
148,T148,T148,Jeff Klein,60,"46' 6""",74707,134,6225.5830000000005,34.0
149,T148,T148,Adam Scott,52,"46' 6""",68692,123,5724.3330000000005,36.0
150,T148,T148,Mark Wilson,82,"46' 6""",111069,199,9255.75,37.0
151,T152,T152,Darren Clarke,61,"46' 7""",56453,101,4704.417,5.0
152,T152,T152,Jerry Kelly,108,"46' 7""",112882,202,9406.833,31.0
153,154,154,Brad Faxon,97,"46' 8""",143344,256,11945.333,46.0
154,T155,T155,Joel Edwards,60,"46' 9""",86430,154,7202.5,34.0
155,T155,T155,Loren Roberts,87,"46' 9""",83591,149,6965.9169999999995,11.0
156,T155,T155,Kevin Sutherland,97,"46' 9""",129587,231,10798.917,22.0
157,158,158,David Frost,80,"46' 10""",120760,215,10063.333,37.0
158,159,159,Davis Love III,85,"46' 11""",103113,183,8592.75,26.0
159,160,160,David Sutherland,77,"47' 0""",106120,188,8843.333,22.0
160,T161,T161,Billy Andrade,100,"47' 1""",159934,283,13327.833,42.0
161,T161,T161,Mathew Goggin,90,"47' 1""",135676,240,11306.333,39.0
162,T161,T161,Brian Henninger,56,"47' 1""",85883,152,7156.9169999999995,11.0
163,T161,T161,Steve Stricker,59,"47' 1""",119194,211,9932.833,17.0
164,165,165,Shigeki Maruyama,87,"47' 2""",99021,175,8251.75,20.0
165,166,166,Patrick Sheehan,101,"47' 4""",158343,279,13195.25,21.0
166,T167,T167,Len Mattiace,94,"47' 5""",116613,205,9717.75,41.0
167,T167,T167,Heath Slocum,101,"47' 5""",109764,193,9147.0,41.0
168,169,169,Cameron Yancey,58,"47' 11""",85097,148,7091.4169999999995,24.0
169,170,170,Jay Haas,89,"48' 3""",119756,207,9979.667,48.0
170,171,171,Jeff Maggert,81,"48' 4""",83492,144,6957.6669999999995,30.0
171,T172,T172,Richard Johnson,89,"48' 6""",103572,178,8631.0,29.0
172,T172,T172,Kenneth Staton,59,"48' 6""",90194,155,7516.1669999999995,27.0
173,T174,T174,Jim Carter,95,"48' 7""",127618,219,10634.833,42.0
174,T174,T174,Brent Schwarzrock,60,"48' 7""",88573,152,7381.0830000000005,33.0
175,176,176,Brent Geiberger,51,"48' 8""",94585,162,7882.0830000000005,26.0
176,T177,T177,Tom Lehman,87,"48' 10""",98506,168,8208.833,19.0
177,T177,T177,J.L. Lewis,99,"48' 10""",132413,226,11034.417,53.0
178,179,179,Lee Janzen,83,"48' 11""",99859,170,8321.583,31.0
179,T180,T180,Notah Begay III,92,"49' 6""",116432,196,9702.667,37.0
180,T180,T180,Kaname Yokoo,56,"49' 6""",88512,149,7376.0,47.0
181,182,182,Bob Estes,92,"49' 8""",116752,196,9729.333,27.0
182,T183,T183,Olin Browne,113,"49' 9""",125938,211,10494.833,41.0
183,T183,T183,"Dave Stockton, Jr.",79,"49' 9""",127132,213,10594.333,44.0
184,185,185,Rocco Mediate,80,"50' 1""",84189,140,7015.75,40.0
185,186,186,Ben Curtis,69,"50' 5""",104060,172,8671.667,41.0
186,T187,T187,Robert Allenby,87,"50' 8""",112569,185,9380.75,29.0
187,T187,T187,Billy Mayfair,105,"50' 8""",116107,191,9675.583,28.0
188,189,189,Tiger Woods,74,"50' 9""",95621,157,7968.4169999999995,5.0
189,190,190,Ernie Els,65,"51' 3""",78059,127,6504.9169999999995,7.0
