,Longest_Hole_Outs_in_yards_RANK THIS WEEK,Longest_Hole_Outs_in_yards_RANK LAST WEEK,Longest_Hole_Outs_in_yards_PLAYER NAME,Longest_Hole_Outs_in_yards_ROUNDS,Longest_Hole_Outs_in_yards_DISTANCE,Longest_Hole_Outs_in_yards_TOURNAMENT,Longest_Hole_Outs_in_yards_ROUND- COURSE,Longest_Hole_Outs_in_yards_HOLE
36,T37,37,D.J. Trahan,14,158,Buick Classic,2,8
37,T37,32,Mike Weir,80,158,Wachovia Championship,1,12
38,39,14,Tom Byrum,97,157,Valero Texas Open,3,13
39,40,40,Lee Janzen,83,156,FedEx St. Jude Classic,1,13
40,T41,41,Russ Cochran,13,154,FedEx St. Jude Classic,2,1
41,T41,42,Luke Donald,88,154,Reno-Tahoe Open,2,18
42,43,43,Robin Freeman,34,153,Greater Hartford Open,3,3
43,T44,44,Stuart Appleby,90,152,World Golf Championships-NEC Invitational,3,14
44,T44,45,Jim Furyk,104,152,The Honda Classic,4,12
45,T44,46,Mike Grob,83,152,Deutsche Bank Championship,1,12
46,T47,47,Cameron Beckman,86,147,Reno-Tahoe Open,4,8
47,T47,10,Paul Goydos,86,147,Las Vegas Invitational,4,10
48,T49,49,Briny Baird,113,146,FedEx St. Jude Classic,1,13
49,T49,36,Darron Stiles,93,146,Buick Classic,3,4
50,51,51,Tom Pernice Jr.,105,144,FUNAI Classic at the WALT DISNEY WORLD Resort,1,16
51,T52,52,Tim Wilkinson,4,143,Deutsche Bank Championship,2,4
52,T52,53,David Gossett,92,143,100th Western Open presented by Golf Digest,3,1
53,T54,54,Danny Ellis,34,142,FBR Capital Open,3,2
54,T54,35,Matt Gogel,77,142,Buick Classic,2,6
55,T54,37,D.J. Trahan,14,142,Deutsche Bank Championship,2,17
56,57,57,Thongchai Jaidee,4,140,World Golf Championships-American Express Championship,3,17
57,58,22,John Maginnes,87,139,Southern Farm Bureau Classic,4,13
58,T59,59,Tom Gillis,71,136,BellSouth Classic,1,2
59,T59,60,Tom Lehman,87,136,the Memorial Tournament,1,14
60,61,61,Brad Bryant,12,135,Southern Farm Bureau Classic,4,17
61,62,62,Kirk Triplett,92,134,HP Classic of New Orleans,2,9
62,63,63,Keith Clearwater,6,132,B.C. Open,2,18
63,T64,64,Hank Kuehne,73,131,BellSouth Classic,3,2
64,T64,65,Pat Perez,95,131,the Memorial Tournament,2,5
65,66,19,Tim Petrovic,108,130,Deutsche Bank Championship,1,15
66,T67,67,Kenneth Staton,59,128,Buick Open,1,2
67,T67,68,David Toms,90,128,World Golf Championships-NEC Invitational,2,6
68,69,27,Len Mattiace,94,127,Bell Canadian Open,2,15
69,T70,70,Alan Morin,10,125,The Honda Classic,2,7
70,T70,71,Jonathan Kaye,91,125,World Golf Championships-American Express Championship,4,8
71,T72,72,Carlos Franco,99,123,Wachovia Championship,2,1
72,T72,73,Anthony Painter,87,123,100th Western Open presented by Golf Digest,1,8
73,T74,74,John Huston,76,122,the Memorial Tournament,1,9
74,T74,75,Akio Sadakata,83,122,HP Classic of New Orleans,1,9
75,T74,76,Kenny Perry,98,122,Buick Open,3,10
76,T74,77,Jerry Kelly,108,122,World Golf Championships-NEC Invitational,4,10
77,78,36,Darron Stiles,93,121,Buick Open,2,4
78,T79,4,Fred Funk,112,120,World Golf Championships-NEC Invitational,2,1
79,T79,80,Fulton Allem,28,120,Chrysler Classic of Tucson,2,1
80,81,81,John Riegger,55,119,Southern Farm Bureau Classic,1,3
81,T82,17,J.J. Henry,100,118,BellSouth Classic,1,5
82,T82,83,Frank Lickliter II,94,118,Greater Milwaukee Open,3,15
83,T82,84,Scott Verplank,97,118,THE PLAYERS Championship,4,4
84,T85,85,Pat Bates,111,117,Reno-Tahoe Open,3,18
85,T85,23,Shigeki Maruyama,87,117,Valero Texas Open,1,16
86,T87,87,Mike Springer,25,116,Bell Canadian Open,3,7
87,T87,88,Billy Mayfair,105,116,Chrysler Classic of Tucson,3,5
88,T89,89,Kaname Yokoo,56,114,Greater Hartford Open,2,9
89,T89,90,Joey Sindelar,93,114,100th Western Open presented by Golf Digest,2,7
90,T89,91,Mike Sposa,72,114,Buick Open,1,12
91,T89,92,Jonathan Byrd,101,114,Bay Hill Invitational presented by Cooper Tires,3,3
92,93,32,Mike Weir,80,113,Ford Championship at Doral,3,17
93,94,72,Carlos Franco,99,112,B.C. Open,1,15
94,T95,67,Kenneth Staton,59,111,Southern Farm Bureau Classic,1,11
95,T95,22,John Maginnes,87,111,Ford Championship at Doral,2,12
96,97,74,John Huston,76,109,The Honda Classic,2,5
97,T98,98,Chris Anderson,96,107,Bell Canadian Open,4,15
98,T98,99,Brandt Jobe,77,107,Chrysler Championship,1,7
99,T100,100,Jay Williamson,93,106,BellSouth Classic,2,15
100,T100,101,Chad Campbell,105,106,Bob Hope Chrysler Classic,4,14
101,102,102,Paul Casey,21,105,World Golf Championships-NEC Invitational,3,1
102,T103,70,Alan Morin,10,104,The Honda Classic,4,1
103,T103,73,Anthony Painter,87,104,Chrysler Classic of Tucson,4,13
104,105,35,Matt Gogel,77,103,MCI Heritage,1,16
105,106,16,Willie Wood,34,102,Greater Hartford Open,1,13
106,T107,43,Robin Freeman,34,101,Greater Hartford Open,1,2
107,T107,108,Nick Price,65,101,Bank of America Colonial,3,6
108,109,109,Olin Browne,113,100,Shell Houston Open,3,12
109,T110,110,Jim McGovern,31,99,84 Lumber Classic of Pennsylvania,1,11
110,T110,111,John Daly,56,99,Buick Open,3,13
111,T112,6,Garrett Willis,97,98,BellSouth Classic,4,11
112,T112,28,Mike Standly,27,98,84 Lumber Classic of Pennsylvania,3,1
113,T112,114,Carl Paulson,101,98,HP Classic of New Orleans,1,4
114,T112,115,Chris DiMarco,98,98,Phoenix Open,3,6
115,T112,46,Mike Grob,83,98,BellSouth Classic,3,6
116,T117,117,Greg Kraft,30,96,Greater Milwaukee Open,3,18
117,T117,8,Dan Forsman,98,96,Chrysler Classic of Tucson,2,4
118,119,119,Corey Pavin,88,95,Bob Hope Chrysler Classic,4,18
119,120,120,Dennis Paulson,49,92,Greater Milwaukee Open,4,18
120,T121,121,J.L. Lewis,99,91,84 Lumber Classic of Pennsylvania,4,4
121,T121,122,Matt Peterson,6,91,BellSouth Classic,1,6
122,T121,74,John Huston,76,91,Shell Houston Open,1,15
123,T124,17,J.J. Henry,100,90,Ford Championship at Doral,2,5
124,T124,125,Jim Carter,95,90,Wachovia Championship,3,5
125,T124,126,Steven Alker,87,90,Buick Invitational,3,18
126,T124,127,Shaun Micheel,97,90,HP Classic of New Orleans,4,16
127,T128,129,Robert Gamez,114,87,HP Classic of New Orleans,1,4
128,T128,128,Gavin Coles,69,87,BellSouth Classic,2,6
129,T130,11,Duffy Waldorf,90,86,Bay Hill Invitational presented by Cooper Tires,2,12
130,T130,131,José Coceres,62,86,FedEx St. Jude Classic,4,9
131,T132,132,Glen Day,103,85,Ford Championship at Doral,1,1
132,T132,133,Carl Pettersson,80,85,Deutsche Bank Championship,1,14
133,134,134,David Frost,80,81,Deutsche Bank Championship,2,7
134,135,135,Steve Stricker,59,79,84 Lumber Classic of Pennsylvania,2,1
135,T136,19,Tim Petrovic,108,78,Valero Texas Open,1,10
136,T136,137,Andy Miller,75,78,Greater Hartford Open,1,6
137,T136,138,Tim Clark,79,78,HP Classic of New Orleans,1,15
138,139,114,Carl Paulson,101,77,Reno-Tahoe Open,4,13
139,140,140,Esteban Toledo,109,76,John Deere Classic,1,14
140,141,141,Patrick Sheehan,101,74,Greater Milwaukee Open,2,8
141,142,120,Dennis Paulson,49,73,Greater Hartford Open,4,6
142,143,143,Bill Glasson,41,71,Las Vegas Invitational,3,9
143,144,144,Mike Hulbert,31,64,Greater Milwaukee Open,1,12
144,T145,145,Jeff Klein,60,61,Buick Open,4,7
145,T145,137,Andy Miller,75,61,Greater Milwaukee Open,2,4
146,147,45,Jim Furyk,104,60,Buick Open,2,2
147,148,53,David Gossett,92,54,100th Western Open presented by Golf Digest,2,11
148,T149,149,Mark Calcavecchia,84,53,Ford Championship at Doral,2,16
149,T149,18,Brad Faxon,97,53,Deutsche Bank Championship,4,5
150,151,149,Mark Calcavecchia,84,51,Ford Championship at Doral,1,16
151,152,40,Lee Janzen,83,49,Las Vegas Invitational,3,13
152,153,153,Paul Dietsche,8,48,Nissan Open,2,15
153,T154,154,Michael Muehr,19,46,Wachovia Championship,2,15
154,T154,84,Scott Verplank,97,46,100th Western Open presented by Golf Digest,2,11
155,T154,2,"Dave Stockton, Jr.",79,46,Southern Farm Bureau Classic,2,7
156,157,6,Garrett Willis,97,45,MCI Heritage,1,9
157,158,6,Garrett Willis,97,44,Chrysler Classic of Tucson,4,17
158,T159,159,Lee Westwood,26,43,Bay Hill Invitational presented by Cooper Tires,2,1
159,T159,160,Vijay Singh,106,43,FUNAI Classic at the WALT DISNEY WORLD Resort,1,3
160,161,144,Mike Hulbert,31,42,B.C. Open,1,3
161,162,162,Vance Veazey,66,39,FBR Capital Open,1,8
162,T163,25,Bob Burns,88,38,HP Classic of New Orleans,1,6
163,T163,164,Freddie Jacobson,30,38,FedEx St. Jude Classic,2,7
164,T163,165,Craig Stadler,26,38,EDS Byron Nelson Championship,1,15
165,T163,166,Steve Flesch,110,38,Buick Invitational,3,13
166,T167,14,Tom Byrum,97,37,Shell Houston Open,4,1
167,T167,154,Michael Muehr,19,37,Greater Milwaukee Open,4,8
168,T169,169,Ty Tryon,52,36,Buick Classic,1,12
169,T169,51,Tom Pernice Jr.,105,36,84 Lumber Classic of Pennsylvania,3,8
170,T169,171,Todd Fischer,97,36,Greater Milwaukee Open,3,1
171,T169,14,Tom Byrum,97,36,100th Western Open presented by Golf Digest,3,11
172,T173,173,Rich Beem,80,35,Nissan Open,2,17
173,T173,47,Cameron Beckman,86,35,MCI Heritage,2,7
174,T173,175,John Nelson,2,35,The Honda Classic,2,12
175,T173,18,Brad Faxon,97,35,THE PLAYERS Championship,4,2
176,177,166,Steve Flesch,110,34,BellSouth Classic,2,10
177,T178,178,Peter Lonard,96,33,100th Western Open presented by Golf Digest,3,13
178,T178,180,Woody Austin,107,33,Buick Classic,3,7
179,T178,179,Thomas Levet,85,33,Chrysler Classic of Tucson,3,10
180,T178,181,Davis Love III,85,33,Bob Hope Chrysler Classic,4,2
181,T178,67,Kenneth Staton,59,33,HP Classic of New Orleans,1,11
182,T178,19,Tim Petrovic,108,33,Wachovia Championship,2,13
183,T184,64,Hank Kuehne,73,32,Buick Classic,1,1
184,T184,185,Harrison Frazar,88,32,John Deere Classic,3,17
185,T184,186,Richard Johnson,89,32,Reno-Tahoe Open,4,9
186,T184,131,José Coceres,62,32,Ford Championship at Doral,1,10
187,T184,188,Phil Mickelson,87,32,FUNAI Classic at the WALT DISNEY WORLD Resort,4,1
188,T184,115,Chris DiMarco,98,32,Ford Championship at Doral,3,13
189,T184,190,Brenden Pappas,105,32,B.C. Open,1,5
190,T184,191,Stephen Ames,91,32,FUNAI Classic at the WALT DISNEY WORLD Resort,3,9
191,T192,49,Briny Baird,113,31,Chrysler Classic of Tucson,2,10
192,T192,119,Corey Pavin,88,31,FUNAI Classic at the WALT DISNEY WORLD Resort,2,10
193,T192,194,Justin Leonard,80,31,Bank of America Colonial,4,1
194,T192,195,Grant Waite,47,31,Greater Milwaukee Open,4,1
195,T192,62,Kirk Triplett,92,31,100th Western Open presented by Golf Digest,2,1
196,T192,51,Tom Pernice Jr.,105,31,Bank of America Colonial,2,5
197,T192,166,Steve Flesch,110,31,Buick Invitational,2,2
198,T199,200,David Morland IV,4,30,Bell Canadian Open,3,5
199,T199,67,Kenneth Staton,59,30,FBR Capital Open,1,3
