,Approaches_Right_Rough_RTP_Score_RANK THIS WEEK,Approaches_Right_Rough_RTP_Score_RANK LAST WEEK,Approaches_Right_Rough_RTP_Score_PLAYER NAME,Approaches_Right_Rough_RTP_Score_ROUNDS,Approaches_Right_Rough_RTP_Score_AVG RTP
162,T163,T163,Carl Pettersson,80,+.248
163,T163,T163,Garrett Willis,97,+.248
164,165,165,Jeff Klein,60,+.250
165,T166,T166,Doug Barron,90,+.252
166,T166,T166,Mathew Goggin,90,+.252
167,T166,T166,Mark Wilson,82,+.252
168,169,169,Kaname Yokoo,56,+.253
169,170,170,Gavin Coles,69,+.256
170,171,171,Donnie Hammond,92,+.258
171,T172,T172,Robert Damron,96,+.261
172,T172,T172,J.L. Lewis,99,+.261
173,174,174,Jim Furyk,104,+.268
174,175,175,Per-Ulrik Johansson,96,+.270
175,176,176,Jay Don Blake,77,+.271
176,177,177,Heath Slocum,101,+.272
177,178,178,Jonathan Kaye,91,+.273
178,179,179,Gene Sauers,87,+.274
179,180,180,Dean Wilson,82,+.282
180,181,181,Spike McRoy,103,+.283
181,T182,T182,Paul Azinger,73,+.284
182,T182,T182,Len Mattiace,94,+.284
183,T184,T184,Brad Elder,51,+.295
184,T184,T184,Nick Price,65,+.295
185,186,186,Matt Gogel,77,+.299
186,187,187,Mike Grob,83,+.371
187,188,188,Adam Scott,52,+.373
188,189,189,Mark O'Meara,69,+.380
189,190,190,Rocco Mediate,80,+.384
