,Right_Rough_Proximity_RANK THIS WEEK,Right_Rough_Proximity_RANK LAST WEEK,Right_Rough_Proximity_PLAYER NAME,Right_Rough_Proximity_ROUNDS,Right_Rough_Proximity_AVG,Right_Rough_Proximity_ATTEMPTS,Right_Rough_Proximity_TOTAL DISTANCE (FEET),Right_Rough_Proximity_RELATIVE TO PAR
117,T117,T117,Brad Faxon,97,"45' 7""",130,5921.9169999999995,+25.00
118,T117,T117,Carlos Franco,99,"45' 7""",143,6517.4169999999995,+10.00
119,T117,T117,Akio Sadakata,83,"45' 7""",111,5057.167,+23.00
120,T117,T117,Gene Sauers,87,"45' 7""",84,3832.25,+23.00
121,122,122,Cliff Kresge,102,"45' 8""",95,4335.083,+4.00
122,123,123,Bob Tway,89,"45' 9""",128,5852.25,+20.00
123,T124,T124,Steve Allan,53,"45' 10""",98,4490.417,+18.00
124,T124,T124,Shaun Micheel,97,"45' 10""",128,5867.0830000000005,+16.00
125,126,126,Scott Verplank,97,"45' 11""",121,5560.5830000000005,+22.00
126,T127,T127,Charles Howell III,120,"46' 1""",184,8486.667,+10.00
127,T127,T127,Carl Paulson,101,"46' 1""",116,5341.0,+20.00
128,T127,T127,Craig Perks,82,"46' 1""",118,5442.25,+11.00
129,130,130,Gavin Coles,69,"46' 2""",82,3786.333,+21.00
130,131,131,Tom Gillis,71,"46' 3""",81,3745.917,+19.00
131,T132,T132,K.J. Choi,112,"46' 4""",155,7177.5830000000005,+29.00
132,T132,T132,Matt Gogel,77,"46' 4""",87,4030.167,+26.00
133,T134,T134,Aaron Baddeley,71,"46' 6""",121,5624.8330000000005,+22.00
134,T134,T134,Dicky Pride,73,"46' 6""",97,4507.333,+6.00
135,T136,T136,Tom Byrum,97,"46' 7""",89,4145.833,+20.00
136,T136,T136,Justin Leonard,80,"46' 7""",70,3258.833,+7.00
137,T136,T136,Jesper Parnevik,102,"46' 7""",121,5633.4169999999995,+23.00
138,T136,T136,Tom Pernice Jr.,105,"46' 7""",146,6798.5830000000005,+12.00
139,T140,T140,Fred Couples,71,"46' 8""",85,3970.167,+11.00
140,T140,T140,David Frost,80,"46' 8""",99,4623.333,+22.00
141,T140,T140,J.L. Lewis,99,"46' 8""",119,5551.6669999999995,+31.00
142,143,143,Mike Grob,83,"46' 9""",97,4533.75,+36.00
143,T144,T144,Billy Andrade,100,"46' 10""",164,7675.8330000000005,+18.00
144,T144,T144,Scott McCarron,86,"46' 10""",96,4492.083,+6.00
145,T146,T146,Len Mattiace,94,"46' 11""",95,4460.75,+27.00
146,T146,T146,Spike McRoy,103,"46' 11""",106,4973.917,+30.00
147,T146,T146,Loren Roberts,87,"46' 11""",89,4175.0,+10.00
148,149,149,Jeff Klein,60,"47' 0""",72,3386.75,+18.00
149,T150,T150,Jay Don Blake,77,"47' 4""",85,4025.417,+23.00
150,T150,T150,Patrick Sheehan,101,"47' 4""",150,7105.3330000000005,+8.00
151,152,152,Scott Laycock,71,"47' 5""",113,5359.5,+21.00
152,153,153,Chris Riley,96,"47' 8""",100,4762.917,+10.00
153,T154,T154,Harrison Frazar,88,"47' 9""",121,5781.6669999999995,+9.00
154,T154,T154,Kenneth Staton,59,"47' 9""",92,4392.833,+17.00
155,156,156,Anthony Painter,87,"47' 10""",136,6503.75,+17.00
156,157,157,Darren Clarke,61,"47' 11""",55,2636.0,+4.00
157,T158,T158,Robert Damron,96,"48' 1""",92,4421.667,+24.00
158,T158,T158,Tim Herron,102,"48' 1""",119,5720.4169999999995,+15.00
159,T158,T158,Per-Ulrik Johansson,96,"48' 1""",137,6586.4169999999995,+37.00
160,161,161,Brian Henninger,56,"48' 2""",77,3708.833,+8.00
161,162,162,Kevin Sutherland,97,"48' 4""",109,5271.75,+14.00
162,163,163,Todd Fischer,97,"48' 5""",124,6008.3330000000005,+26.00
163,164,164,Mark Wilson,82,"48' 7""",111,5389.75,+28.00
164,165,165,Kaname Yokoo,56,"48' 10""",79,3855.167,+20.00
165,166,166,Notah Begay III,92,"48' 11""",116,5676.8330000000005,+19.00
166,T167,T167,Peter Jacobsen,75,"49' 0""",75,3676.75,+14.00
167,T167,T167,Heath Slocum,101,"49' 0""",92,4507.917,+25.00
168,T169,T169,Brent Geiberger,51,"49' 2""",92,4522.167,+17.00
169,T169,T169,David Sutherland,77,"49' 2""",110,5411.6669999999995,+17.00
170,171,171,Steve Stricker,59,"49' 4""",117,5773.25,+11.00
171,T172,T172,Tiger Woods,74,"49' 5""",79,3904.75,E
172,T172,T172,Cameron Yancey,58,"49' 5""",73,3604.917,+15.00
173,T174,T174,Andy Miller,75,"49' 6""",97,4797.75,+20.00
174,T174,T174,Arron Oberholser,80,"49' 6""",83,4111.5,+9.00
175,T176,T176,Mathew Goggin,90,"49' 7""",115,5703.0,+29.00
176,T176,T176,Jonathan Kaye,91,"49' 7""",99,4904.917,+27.00
177,178,178,Bob Estes,92,"49' 8""",125,6209.5,+19.00
178,179,179,Olin Browne,113,"50' 4""",83,4178.917,+20.00
179,180,180,Adam Scott,52,"50' 7""",67,3389.5,+25.00
180,181,181,Ben Curtis,69,"50' 8""",99,5013.167,+21.00
181,182,182,Brent Schwarzrock,60,"50' 11""",84,4275.5,+14.00
182,183,183,Billy Mayfair,105,"51' 2""",110,5625.8330000000005,+15.00
183,184,184,Jeff Maggert,81,"51' 3""",79,4047.083,+15.00
184,185,185,"Dave Stockton, Jr.",79,"51' 8""",108,5583.6669999999995,+24.00
185,186,186,Davis Love III,85,"52' 3""",94,4911.75,+11.00
186,187,187,Tom Lehman,87,"52' 6""",91,4775.083,+8.00
187,188,188,Mark O'Meara,69,"52' 9""",50,2637.667,+19.00
188,189,189,Robert Allenby,87,"52' 10""",109,5758.9169999999995,+21.00
189,190,190,Ernie Els,65,"54' 10""",72,3945.667,+3.00
