,Birdie_or_Better_Percentage_-_200_yards_RANK THIS WEEK,Birdie_or_Better_Percentage_-_200_yards_RANK LAST WEEK,Birdie_or_Better_Percentage_-_200_yards_PLAYER NAME,Birdie_or_Better_Percentage_-_200_yards_ROUNDS,Birdie_or_Better_Percentage_-_200_yards_%,Birdie_or_Better_Percentage_-_200_yards_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_200_yards_TOTAL HOLES
166,T167,T167,David Frost,80,36.43,51,140
167,T167,T167,Chris Riley,96,36.43,51,140
168,169,169,Bob Burns,88,36.3,49,135
169,170,170,Notah Begay III,92,36.26,66,182
170,171,171,Olin Browne,113,36.22,71,196
171,172,172,Dudley Hart,66,36.07,44,122
172,173,173,John Maginnes,87,35.71,50,140
173,174,174,Scott Laycock,71,35.48,44,124
174,175,175,Gene Sauers,87,35.26,55,156
175,176,176,Brad Faxon,97,34.76,57,164
176,177,177,Bernhard Langer,65,34.65,35,101
177,178,178,Paul Goydos,86,34.21,52,152
178,179,179,Fred Funk,112,33.99,69,203
179,180,180,Mark Wilson,82,33.81,47,139
180,181,181,Ben Curtis,69,33.33,40,120
181,182,182,Tim Clark,79,32.82,43,131
182,183,183,Corey Pavin,88,31.94,61,191
183,184,184,Richard Johnson,89,31.33,52,166
184,185,185,Glen Hnatiuk,92,31.12,61,196
185,186,186,Mark Brooks,90,30.0,39,130
186,187,187,Loren Roberts,87,27.41,37,135
187,188,188,Steven Alker,87,26.95,45,167
188,189,189,Jeff Klein,60,26.21,27,103
189,190,190,Gavin Coles,69,19.17,23,120
