,Greens_or_Fringe_in_Regulation_RANK THIS WEEK,Greens_or_Fringe_in_Regulation_RANK LAST WEEK,Greens_or_Fringe_in_Regulation_PLAYER NAME,Greens_or_Fringe_in_Regulation_ROUNDS,Greens_or_Fringe_in_Regulation_%,Greens_or_Fringe_in_Regulation_TOTAL HIT,Greens_or_Fringe_in_Regulation_TOTAL ATTEMPTS,Greens_or_Fringe_in_Regulation_RTP SCORE
68,69,69,Glen Day,103,97.87,1196,1222,-321.0
69,70,70,Tommy Armour III,66,97.82,718,734,-167.0
70,71,71,Mark Calcavecchia,84,97.81,893,913,-242.0
71,72,72,Brent Schwarzrock,60,97.79,663,678,-146.0
72,73,73,Craig Barlow,95,97.75,1084,1109,-260.0
73,74,74,Olin Browne,113,97.59,1217,1247,-287.0
74,75,75,Tim Petrovic,108,97.55,1116,1144,-291.0
75,T76,T76,Brian Bateman,70,97.42,754,774,-169.0
76,T76,T76,Scott McCarron,86,97.42,754,774,-214.0
77,78,78,Peter Jacobsen,75,97.34,804,826,-176.0
78,79,79,Brett Quigley,92,97.33,985,1012,-247.0
79,80,80,Brian Henninger,56,97.27,641,659,-144.0
80,81,81,Dicky Pride,73,97.21,767,789,-190.0
81,82,82,John Daly,56,97.19,553,569,-134.0
82,83,83,Scott Verplank,97,97.17,1029,1059,-283.0
83,84,84,Heath Slocum,101,97.07,1194,1230,-265.0
84,85,85,Carl Paulson,101,96.91,1192,1230,-290.0
85,T86,T86,Robert Gamez,114,96.89,1247,1287,-337.0
86,T86,T86,Shigeki Maruyama,87,96.89,872,900,-211.0
87,T86,T86,Spike McRoy,103,96.89,1151,1188,-242.0
88,89,89,Kenneth Staton,59,96.86,679,701,-125.0
89,90,90,Aaron Barber,94,96.77,1047,1082,-224.0
90,91,91,Paul Gow,62,96.66,724,749,-155.0
91,92,92,Fred Couples,71,96.62,543,562,-160.0
92,93,93,Cliff Kresge,102,96.6,1051,1088,-245.0
93,94,94,Mike Grob,83,96.57,929,962,-199.0
94,95,95,Justin Leonard,80,96.54,781,809,-212.0
95,96,96,Alex Cejka,98,96.5,909,942,-215.0
96,97,97,Frank Lickliter II,94,96.49,962,997,-219.0
97,98,98,Kevin Sutherland,97,96.48,876,908,-202.0
98,99,99,Jesper Parnevik,102,96.43,1026,1064,-256.0
99,100,100,Hank Kuehne,73,96.31,810,841,-240.0
100,101,101,Rod Pampling,87,96.3,859,892,-231.0
101,102,102,Tom Pernice Jr.,105,96.24,1101,1144,-283.0
102,103,103,Stuart Appleby,90,96.23,868,902,-234.0
103,104,104,J.L. Lewis,99,96.21,989,1028,-215.0
104,105,105,Geoff Ogilvy,86,96.18,855,889,-249.0
105,106,106,Rory Sabbatini,95,96.07,929,967,-211.0
106,107,107,Glen Hnatiuk,92,96.03,1063,1107,-196.0
107,108,108,Joel Edwards,60,96.0,744,775,-150.0
108,109,109,Luke Donald,88,95.98,978,1019,-235.0
109,110,110,Donnie Hammond,92,95.94,1015,1058,-203.0
110,111,111,Billy Andrade,100,95.92,1082,1128,-258.0
111,112,112,Garrett Willis,97,95.87,1092,1139,-254.0
112,113,113,Jay Williamson,93,95.81,1051,1097,-199.0
113,114,114,Tim Herron,102,95.77,1088,1136,-281.0
114,115,115,Tim Clark,79,95.55,795,832,-179.0
115,T116,T116,Richard Johnson,89,95.51,978,1024,-213.0
116,T116,T116,Loren Roberts,87,95.51,829,868,-191.0
117,118,118,Patrick Sheehan,101,95.48,1141,1195,-289.0
118,119,119,Paul Azinger,73,95.42,770,807,-162.0
119,120,120,Sergio Garcia,62,95.36,473,496,-111.0
120,121,121,Matt Kuchar,63,95.35,697,731,-138.0
121,122,122,Steve Lowery,86,95.34,818,858,-195.0
122,123,123,Darron Stiles,93,95.14,920,967,-221.0
123,124,124,Michael Clark II,54,94.97,642,676,-147.0
124,125,125,J.P. Hayes,79,94.87,813,857,-208.0
125,126,126,Jim Carter,95,94.76,1048,1106,-193.0
126,127,127,Robert Damron,96,94.71,1039,1097,-218.0
127,128,128,Jay Haas,89,94.7,875,924,-234.0
128,T129,T129,Peter Lonard,96,94.59,910,962,-224.0
129,T129,T129,John Rollins,89,94.59,735,777,-204.0
130,131,131,Esteban Toledo,109,94.57,1185,1253,-263.0
131,132,132,Brad Faxon,97,94.55,919,972,-222.0
132,133,133,Scott Laycock,71,94.53,726,768,-156.0
133,134,134,Dean Wilson,82,94.46,887,939,-212.0
134,135,135,Dudley Hart,66,94.44,662,701,-152.0
135,136,136,Kenichi Kuboya,91,94.39,993,1052,-208.0
136,137,137,Jonathan Byrd,101,94.24,965,1024,-254.0
137,138,138,Tom Byrum,97,94.19,972,1032,-206.0
138,139,139,Adam Scott,52,94.18,437,464,-108.0
139,140,140,John Maginnes,87,94.16,871,925,-171.0
140,141,141,John Morgan,81,94.02,864,919,-188.0
141,142,142,Brent Geiberger,51,94.01,565,601,-137.0
142,143,143,José Coceres,62,93.94,666,709,-141.0
143,144,144,Steve Allan,53,93.9,585,623,-129.0
144,145,145,Mike Sposa,72,93.84,807,860,-202.0
145,146,146,Mark Wilson,82,93.81,879,937,-169.0
146,147,147,Chris Anderson,96,93.79,966,1030,-208.0
147,148,148,Phil Mickelson,87,93.62,660,705,-189.0
148,149,149,Carl Pettersson,80,93.44,869,930,-226.0
149,150,150,Darren Clarke,61,93.33,476,510,-141.0
150,T151,T151,Rich Beem,80,93.32,698,748,-161.0
151,T151,T151,Vance Veazey,66,93.32,684,733,-145.0
152,153,153,Jason Buha,61,93.28,639,685,-126.0
153,154,154,Bob Burns,88,93.26,844,905,-160.0
154,155,155,Paul Goydos,86,93.24,924,991,-245.0
155,156,156,Notah Begay III,92,93.17,982,1054,-203.0
156,T157,T157,David Frost,80,93.12,920,988,-243.0
157,T157,T157,Deane Pappas,75,93.12,798,857,-226.0
158,159,159,Ben Crane,94,93.07,954,1025,-265.0
159,160,160,Gene Sauers,87,93.05,911,979,-162.0
160,161,161,Todd Fischer,97,93.02,1013,1089,-259.0
161,162,162,Nick Price,65,93.0,598,643,-158.0
162,163,163,Doug Barron,90,92.95,989,1064,-195.0
163,164,164,Mark O'Meara,69,92.84,532,573,-110.0
164,165,165,Brad Elder,51,92.83,518,558,-107.0
165,166,166,Pat Perez,95,92.81,904,974,-203.0
166,167,167,Chris Riley,96,92.73,880,949,-225.0
167,168,168,Jason Caron,74,92.59,750,810,-147.0
168,169,169,Matt Gogel,77,92.48,763,825,-165.0
169,170,170,Craig Perks,82,92.45,784,848,-191.0
170,171,171,Ben Curtis,69,92.27,728,789,-154.0
171,T172,T172,Jason Gore,83,92.08,837,909,-208.0
172,T172,T172,Bernhard Langer,65,92.08,581,631,-138.0
173,174,174,Corey Pavin,88,91.9,874,951,-177.0
174,175,175,Aaron Baddeley,71,91.89,680,740,-192.0
175,176,176,"Dave Stockton, Jr.",79,91.07,765,840,-166.0
176,177,177,Anthony Painter,87,90.96,885,973,-172.0
177,178,178,Brian Gay,100,90.89,978,1076,-239.0
178,179,179,Todd Barranger,78,90.81,781,860,-180.0
179,180,180,Andy Miller,75,90.45,767,848,-188.0
180,181,181,Gavin Coles,69,90.25,676,749,-94.0
181,182,182,Steven Alker,87,89.89,862,959,-181.0
182,183,183,Len Mattiace,94,89.86,868,966,-205.0
183,184,184,Mark Brooks,90,89.73,865,964,-199.0
184,185,185,Greg Chalmers,98,89.51,1024,1144,-280.0
185,186,186,Kaname Yokoo,56,89.43,550,615,-120.0
186,187,187,Steve Stricker,59,89.08,612,687,-139.0
187,188,188,Cameron Yancey,58,88.84,573,645,-124.0
188,189,189,Ty Tryon,52,87.95,489,556,-112.0
189,190,190,Jeff Klein,60,87.44,592,677,-85.0
