,Birdie_or_Better_Percentage_-_Left_Rough_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Left_Rough_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Left_Rough_PLAYER NAME,Birdie_or_Better_Percentage_-_Left_Rough_ROUNDS,Birdie_or_Better_Percentage_-_Left_Rough_%,Birdie_or_Better_Percentage_-_Left_Rough_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Left_Rough_TOTAL HOLES
39,40,40,Matt Gogel,77,16.88,13,77
40,41,41,Scott McCarron,86,16.82,18,107
41,T42,T42,Cameron Beckman,86,16.81,20,119
42,T42,T42,Andrew Magee,91,16.81,19,113
43,T42,T42,Jesper Parnevik,102,16.81,20,119
44,45,45,Mathew Goggin,90,16.8,21,125
45,46,46,Jason Caron,74,16.5,17,103
46,47,47,Brenden Pappas,105,16.2,23,142
47,48,48,Retief Goosen,69,16.18,11,68
48,49,49,Darron Stiles,93,16.16,16,99
49,50,50,Tim Petrovic,108,16.15,21,130
50,T51,T51,Brad Elder,51,16.07,9,56
51,T51,T51,Adam Scott,52,16.07,9,56
52,53,53,Shigeki Maruyama,87,15.96,15,94
53,54,54,John Daly,56,15.94,11,69
54,55,55,Ben Crane,94,15.93,18,113
55,56,56,Tom Pernice Jr.,105,15.87,20,126
56,57,57,Vijay Singh,106,15.84,16,101
57,58,58,Greg Chalmers,98,15.83,22,139
58,T59,T59,Mike Heinen,89,15.74,17,108
59,T59,T59,Kenichi Kuboya,91,15.74,17,108
60,T61,T61,Stuart Appleby,90,15.7,19,121
61,T61,T61,Neal Lancaster,110,15.7,27,172
62,63,63,Stephen Ames,91,15.52,18,116
63,64,64,Len Mattiace,94,15.45,17,110
64,T65,T65,Scott Laycock,71,15.38,12,78
65,T65,T65,Steve Lowery,86,15.38,14,91
66,T65,T65,Tiger Woods,74,15.38,12,78
67,68,68,John Morgan,81,15.33,21,137
68,69,69,Skip Kendall,110,15.22,14,92
69,70,70,Steve Flesch,110,15.17,22,145
70,71,71,Lee Janzen,83,15.0,12,80
71,72,72,J.L. Lewis,99,14.95,16,107
72,73,73,Dicky Pride,73,14.94,13,87
73,74,74,Tom Gillis,71,14.86,11,74
74,75,75,Chris Smith,92,14.81,16,108
75,76,76,Cliff Kresge,102,14.79,21,142
76,77,77,Pat Bates,111,14.68,16,109
77,78,78,Brian Henninger,56,14.67,11,75
78,T79,T79,Briny Baird,113,14.62,19,130
79,T79,T79,Jonathan Kaye,91,14.62,19,130
80,81,81,Glen Day,103,14.48,21,145
81,82,82,Kenny Perry,98,14.46,12,83
82,83,83,Duffy Waldorf,90,14.43,14,97
83,T84,T84,Carl Pettersson,80,14.42,15,104
84,T84,T84,Gene Sauers,87,14.42,15,104
85,86,86,Garrett Willis,97,14.41,17,118
86,T87,T87,Mark O'Meara,69,14.29,10,70
87,T87,T87,Kenneth Staton,59,14.29,9,63
88,89,89,Stewart Cink,104,14.18,19,134
89,90,90,Paul Stankowski,67,14.15,15,106
90,91,91,Thomas Levet,85,14.04,16,114
91,92,92,Rich Beem,80,14.02,15,107
92,93,93,Marco Dawson,86,14.0,14,100
93,T94,T94,Ian Leggatt,71,13.98,13,93
94,T94,T94,Justin Leonard,80,13.98,13,93
95,96,96,Hidemichi Tanaka,112,13.93,17,122
96,97,97,Paul Gow,62,13.89,10,72
97,98,98,Spike McRoy,103,13.87,19,137
98,99,99,Jeff Maggert,81,13.85,9,65
99,100,100,Akio Sadakata,83,13.83,13,94
100,101,101,David Frost,80,13.79,16,116
101,102,102,Dan Forsman,98,13.74,18,131
102,103,103,Joe Durant,96,13.7,10,73
103,104,104,Jonathan Byrd,101,13.59,14,103
104,105,105,Chad Campbell,105,13.56,16,118
105,106,106,Brad Faxon,97,13.49,17,126
106,107,107,Kirk Triplett,92,13.48,12,89
107,108,108,Brian Gay,100,13.46,14,104
108,T109,T109,Loren Roberts,87,13.33,8,60
109,T109,T109,"Dave Stockton, Jr.",79,13.33,14,105
110,T109,T109,Bob Tway,89,13.33,14,105
111,112,112,Vance Veazey,66,13.27,15,113
112,113,113,Richard Johnson,89,13.1,11,84
113,114,114,Scott Verplank,97,13.04,9,69
114,T115,T115,Tom Lehman,87,12.99,10,77
115,T115,T115,Corey Pavin,88,12.99,10,77
116,117,117,David Gossett,92,12.93,15,116
117,118,118,Jeff Klein,60,12.9,8,62
118,T119,T119,Donnie Hammond,92,12.87,13,101
119,T119,T119,David Peoples,96,12.87,13,101
120,T119,T119,Jay Williamson,93,12.87,13,101
121,122,122,Brent Geiberger,51,12.86,9,70
122,123,123,Tommy Armour III,66,12.82,10,78
123,124,124,Robert Gamez,114,12.68,18,142
124,T125,T125,Todd Fischer,97,12.5,17,136
125,T125,T125,Rod Pampling,87,12.5,11,88
126,127,127,Ben Curtis,69,12.33,9,73
127,128,128,Steve Allan,53,12.31,8,65
128,129,129,Mark Brooks,90,12.26,13,106
129,130,130,Mike Weir,80,12.16,9,74
130,131,131,Brett Quigley,92,12.03,16,133
131,132,132,Tom Byrum,97,12.0,12,100
132,133,133,Chris DiMarco,98,11.9,10,84
133,134,134,Heath Slocum,101,11.88,12,101
134,T135,T135,Chris Anderson,96,11.76,12,102
135,T135,T135,Billy Andrade,100,11.76,14,119
136,T135,T135,Dudley Hart,66,11.76,8,68
137,138,138,John Rollins,89,11.69,9,77
138,139,139,John Huston,76,11.46,11,96
139,140,140,Aaron Barber,94,11.43,12,105
140,141,141,Frank Lickliter II,94,11.4,13,114
141,142,142,Doug Barron,90,11.36,15,132
142,143,143,Craig Barlow,95,11.34,11,97
143,T144,T144,Jason Buha,61,11.11,8,72
144,T144,T144,José Coceres,62,11.11,6,54
145,T144,T144,Jerry Kelly,108,11.11,12,108
146,T144,T144,Deane Pappas,75,11.11,11,99
147,148,148,Peter Lonard,96,10.91,12,110
148,149,149,Shaun Micheel,97,10.83,13,120
149,150,150,J.J. Henry,100,10.81,12,111
150,151,151,Steven Alker,87,10.78,11,102
151,152,152,Jim Furyk,104,10.67,8,75
152,153,153,Esteban Toledo,109,10.64,15,141
153,154,154,Joey Sindelar,93,10.48,11,105
154,155,155,Todd Barranger,78,10.38,11,106
155,156,156,Paul Goydos,86,10.31,10,97
156,157,157,Bernhard Langer,65,10.29,7,68
157,158,158,Jeff Brehaut,110,10.27,15,146
158,159,159,Olin Browne,113,10.16,13,128
159,160,160,Tim Clark,79,10.0,6,60
160,161,161,John Maginnes,87,9.9,10,101
161,162,162,Pat Perez,95,9.89,9,91
162,163,163,Tim Herron,102,9.77,13,133
163,164,164,Arron Oberholser,80,9.68,12,124
164,165,165,Matt Kuchar,63,9.64,8,83
165,166,166,Craig Perks,82,9.62,10,104
166,167,167,Per-Ulrik Johansson,96,9.35,10,107
167,168,168,Jim Carter,95,9.32,11,118
168,169,169,Robert Damron,96,9.3,8,86
169,170,170,Alex Cejka,98,9.01,10,111
170,171,171,Rory Sabbatini,95,9.0,9,100
171,172,172,Rocco Mediate,80,8.96,6,67
172,173,173,Hal Sutton,81,8.86,7,79
173,174,174,Brent Schwarzrock,60,8.82,6,68
174,175,175,J.P. Hayes,79,8.54,7,82
175,176,176,Peter Jacobsen,75,8.45,6,71
176,T177,T177,Jay Don Blake,77,8.33,7,84
177,T177,T177,K.J. Choi,112,8.33,10,120
178,T177,T177,Gavin Coles,69,8.33,4,48
179,180,180,Bob Burns,88,7.92,8,101
180,181,181,Mike Grob,83,6.94,5,72
181,182,182,Glen Hnatiuk,92,6.85,5,73
182,183,183,Fred Funk,112,6.67,6,90
183,184,184,Joel Edwards,60,6.58,5,76
184,185,185,Billy Mayfair,105,6.17,5,81
185,186,186,Kaname Yokoo,56,5.71,4,70
186,187,187,Michael Clark II,54,5.17,3,58
187,188,188,Anthony Painter,87,4.31,5,116
188,189,189,Jay Haas,89,4.3,4,93
189,190,190,Luke Donald,88,3.42,4,117
