,GIR_Percentage_from_Fairway_RANK THIS WEEK,GIR_Percentage_from_Fairway_RANK LAST WEEK,GIR_Percentage_from_Fairway_PLAYER NAME,GIR_Percentage_from_Fairway_ROUNDS,GIR_Percentage_from_Fairway_%,GIR_Percentage_from_Fairway_GREENS HIT,GIR_Percentage_from_Fairway_# OF HOLES
82,83,83,Greg Chalmers,98,75.48,594,787
83,84,84,Geoff Ogilvy,86,75.47,526,697
84,85,85,Brandt Jobe,77,75.45,544,721
85,86,86,Scott Verplank,97,75.44,731,969
86,87,87,Michael Clark II,54,75.41,371,492
87,T88,T88,Mike Grob,83,75.39,634,841
88,T88,T88,Jay Haas,89,75.39,573,760
89,T90,T90,Peter Lonard,96,75.35,590,783
90,T90,T90,Joey Sindelar,93,75.35,651,864
91,92,92,Carl Paulson,101,75.32,766,1017
92,93,93,Todd Fischer,97,75.3,619,822
93,94,94,J.P. Hayes,79,75.27,563,748
94,95,95,"Dave Stockton, Jr.",79,75.26,502,667
95,96,96,Paul Azinger,73,75.24,462,614
96,97,97,Lee Janzen,83,75.18,518,689
97,98,98,Shigeki Maruyama,87,75.16,599,797
98,99,99,Hank Kuehne,73,74.95,377,503
99,100,100,Akio Sadakata,83,74.93,565,754
100,T101,T101,Jason Caron,74,74.91,430,574
101,T101,T101,Matt Kuchar,63,74.91,430,574
102,103,103,Esteban Toledo,109,74.9,752,1004
103,104,104,Hal Sutton,81,74.88,632,844
104,T105,T105,John Daly,56,74.87,286,382
105,T105,T105,Joel Edwards,60,74.87,420,561
106,107,107,Tom Pernice Jr.,105,74.8,650,869
107,108,108,Mike Heinen,89,74.79,632,845
108,109,109,Rory Sabbatini,95,74.75,610,816
109,110,110,Ben Crane,94,74.68,581,778
110,111,111,Alex Cejka,98,74.62,644,863
111,112,112,Peter Jacobsen,75,74.58,575,771
112,113,113,Brad Faxon,97,74.52,579,777
113,114,114,Adam Scott,52,74.49,295,396
114,115,115,Craig Perks,82,74.48,464,623
115,116,116,Jason Gore,83,74.39,485,652
116,117,117,Steve Allan,53,74.28,309,416
117,T118,T118,Jay Don Blake,77,74.27,508,684
118,T118,T118,Jay Williamson,93,74.27,664,894
119,T120,T120,Jason Buha,61,74.25,372,501
120,T120,T120,Brian Henninger,56,74.25,369,497
121,T120,T120,Glen Hnatiuk,92,74.25,715,963
122,123,123,Stuart Appleby,90,74.22,544,733
123,124,124,Olin Browne,113,74.19,828,1116
124,125,125,Dean Wilson,82,74.11,564,761
125,126,126,Pat Perez,95,74.03,610,824
126,127,127,Dudley Hart,66,74.0,444,600
127,128,128,Mark Calcavecchia,84,73.99,552,746
128,129,129,Steve Lowery,86,73.93,516,698
129,130,130,Kenneth Staton,59,73.85,401,543
130,131,131,Jeff Maggert,81,73.84,618,837
131,132,132,Rich Beem,80,73.82,499,676
132,133,133,Fred Funk,112,73.76,874,1185
133,134,134,Vance Veazey,66,73.72,404,548
134,135,135,Kenichi Kuboya,91,73.69,605,821
135,136,136,Skip Kendall,110,73.67,828,1124
136,T137,T137,Mark O'Meara,69,73.63,430,584
137,T137,T137,Deane Pappas,75,73.63,458,622
138,T139,T139,Bernhard Langer,65,73.5,430,585
139,T139,T139,Patrick Sheehan,101,73.5,635,864
140,141,141,Aaron Baddeley,71,73.47,385,524
141,142,142,Tim Clark,79,73.46,584,795
142,143,143,Darron Stiles,93,73.35,611,833
143,144,144,Heath Slocum,101,73.33,737,1005
144,145,145,John Rollins,89,73.32,577,787
145,146,146,Jesper Parnevik,102,73.28,661,902
146,147,147,John Morgan,81,73.27,499,681
147,148,148,Frank Lickliter II,94,73.2,631,862
148,149,149,Bob Burns,88,73.17,589,805
149,150,150,Jonathan Byrd,101,73.03,666,912
150,151,151,Brian Gay,100,73.01,652,893
151,152,152,Donnie Hammond,92,73.0,665,911
152,153,153,Paul Goydos,86,72.98,605,829
153,154,154,Cliff Kresge,102,72.96,707,969
154,155,155,Matt Gogel,77,72.94,496,680
155,156,156,Scott McCarron,86,72.87,497,682
156,157,157,Chris Anderson,96,72.84,657,902
157,158,158,Richard Johnson,89,72.82,643,883
158,159,159,Steve Stricker,59,72.8,273,375
159,160,160,Nick Price,65,72.74,427,587
160,161,161,Brad Elder,51,72.73,336,462
161,162,162,Arron Oberholser,80,72.6,551,759
162,163,163,Dicky Pride,73,72.57,492,678
163,164,164,Gene Sauers,87,72.52,591,815
164,165,165,Scott Laycock,71,72.48,453,625
165,166,166,Todd Barranger,78,72.33,426,589
166,167,167,Andy Miller,75,72.16,451,625
167,168,168,David Frost,80,72.12,533,739
168,T169,T169,Ben Curtis,69,71.99,460,639
169,T169,T169,Mark Wilson,82,71.99,545,757
170,171,171,Len Mattiace,94,71.88,616,857
171,172,172,Mark Brooks,90,71.8,583,812
172,173,173,Kaname Yokoo,56,71.78,351,489
173,174,174,John Maginnes,87,71.74,594,828
174,175,175,Jim Carter,95,71.58,622,869
175,176,176,Garrett Willis,97,71.2,660,927
176,177,177,Doug Barron,90,70.8,611,863
177,178,178,Steven Alker,87,70.78,574,811
178,179,179,Corey Pavin,88,70.64,604,855
179,180,180,Ty Tryon,52,70.6,281,398
180,181,181,Loren Roberts,87,70.31,611,869
181,182,182,Robert Damron,96,70.13,702,1001
182,183,183,Chris Riley,96,70.12,582,830
183,184,184,Jeff Klein,60,70.07,398,568
184,185,185,Notah Begay III,92,69.98,641,916
185,186,186,Anthony Painter,87,69.72,502,720
186,187,187,Tom Byrum,97,69.64,688,988
187,188,188,José Coceres,62,69.34,432,623
188,189,189,Cameron Yancey,58,68.53,355,518
189,190,190,Gavin Coles,69,65.24,441,676
